,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12
points198,14.56520297594482,10.919863260904275,8.54980699657493,22.121434776059395,15.787606491661407,14.024025266922576,13.773096398073545,9.859233798520687,21.835788673502854,20.550805246222385,12.83638269550349,15.855470331717633
points199,11.694695658134362,13.119957340439782,9.242319819647834,19.58982369654932,10.243824071743926,17.591460898380216,11.326141982822584,10.823251432594509,19.62812972166317,13.602996586227079,11.777761599871546,12.371411467229336
points200,12.219710101983582,13.745058222654388,13.61523911107872,15.564099461265101,11.049364444083569,13.449202455979044,11.898989320629434,13.432372637931225,15.086129054649948,14.23576760450541,10.790405861656897,11.198609290065924
points201,18.252764343706588,13.097199711281636,8.552014655812377,22.664174798100454,9.777747525315759,20.07735713108357,16.81299842666446,14.03274454790362,18.634658066866375,22.26089085082921,17.184613424071745,10.787851621320685
points202,21.874976786091565,24.341037013592384,22.087945556355095,8.990800374904246,10.584800177295593,15.079862626334767,18.094677961452465,21.86685296574817,6.7662279387754785,8.684482861248343,17.770513254784653,8.730095995816177
points203,23.76957782244027,22.801357275085472,21.244572672496822,10.397879131069054,10.189791773105089,15.06856158263408,20.379506437362352,23.110509748105596,5.563145460262438,15.624205601567189,19.53909984514945,9.318290944677779
points204,19.4490813022263,19.47982923317559,14.576121053953372,16.738352191496958,11.71598893025509,18.532245344962025,16.743304792315577,18.246456424730347,13.815111972863654,13.917020687572041,16.37825651938459,10.996706637023594
points205,19.85296661740872,20.684752613194394,16.290884940596595,14.563234359826986,9.974589705946057,18.13911773447517,17.23869334222865,19.395184070886778,12.765543691761987,10.060270033996495,17.147530351304724,10.009920075784184
points206,17.729855977209976,13.791306040669747,11.619893792383797,18.449667657775358,8.8526620040844,21.313597444642106,12.952625859440973,11.657948578455734,16.992748019291952,18.95636119021144,12.344748261784016,7.521544718480973
points207,8.00509184062961,8.04448956893901,6.47203804700837,21.597273168066824,9.715328849291083,18.457945522766543,7.585551983739161,8.42254875857496,21.818242175642457,15.421264884484003,8.17694569248324,12.823378655497482
points208,17.442814552688404,13.324577747649542,9.881144048505682,19.109233118479963,5.83962491571858,23.399855238085404,14.292691054817158,10.390761149533418,18.653252820698665,13.86190540631712,12.853255017653478,4.561539250571914
points209,16.455454748782934,10.95441872585687,12.71263566412667,18.050484437656625,17.97271216602592,11.819588537969311,14.722370925907917,14.790545429498335,16.198274706869608,19.942702072322263,14.617570661135991,18.038217008296485
points210,15.538846819057751,15.479892845237549,14.619162845219051,15.86143757838649,10.577285072132646,15.53719875421028,14.311731115395723,15.705141396536849,12.805452903710323,18.016266768649853,14.481847776453986,10.584439469001556
points211,17.459782717641865,16.893283435121187,10.833189068046542,18.86376245272274,6.434243397779903,22.63125710286524,15.19810961000962,15.305952426372395,16.648924010643448,14.173018657667198,14.824287806619946,7.754752699720948
points212,14.089559764805134,12.061970126782487,11.286862781372355,19.94467806051482,18.080697352988732,12.171017903625968,11.603113651393375,12.126500940950198,18.30276528042066,20.409303630993996,12.124690396807686,18.160239692499783
points213,20.0585439826432,15.22940504732256,13.154514980066836,16.699336063723266,7.887932481351699,22.1495308883515,15.732948783601872,13.075234303445415,15.170143180926457,15.217649256450601,14.939711181641986,5.794047196822339
points214,9.367918070453515,6.471445633351568,4.98320506676468,24.939504304872923,14.044864992430028,13.84219051913241,12.446524567178775,7.44429566924307,25.831031119391156,17.745637641637856,12.248198440763261,16.072834001443823
points215,19.765236494732555,14.779405386988886,11.278394606551165,18.421635296660963,3.8146083323315367,25.30708592315647,16.486412279020286,14.313057786569244,15.95997636839229,15.211761027429757,15.604762294120231,2.4963563619912046
points216,16.342277124412554,12.706707823691461,10.326560082080194,20.83797114656433,14.941430016747198,15.808904323236355,14.87463811959333,16.46927241911955,16.96490370298536,22.823620021679393,15.295167466223374,15.70844146966443
points217,12.390526304594411,10.067578954164865,7.331548763927599,22.038066998449565,9.46929431718641,18.845374259021515,11.056430770135862,10.806446531626998,20.612602202439604,20.068600469616424,11.168960775368099,10.713429126574674
points218,16.901518084627607,13.330037975296426,9.5154221891834,21.365995333181637,12.062549361919945,18.23050352049111,14.940920857243054,14.648460403475578,18.337808249569846,22.810904501722337,14.46298682665547,12.3789016798297
points219,16.490684028107633,14.902883717447388,12.535064637197486,18.720901662526696,11.805493844586405,16.369303001868577,16.02840626441963,16.75538237402009,15.679440317327774,18.871824076484465,14.908080877520254,11.741078443977443
points220,13.916820696893438,10.063480397649107,5.023152380000749,25.73327807126359,10.980529421568262,19.907547631443066,15.042499724878864,12.133931874624754,23.59724289760323,21.780690382055447,14.69479245259097,12.602348293359714
points221,20.592352660735827,22.736584866413327,19.559539106359946,11.407527145345421,11.512499122204858,15.322080870028383,17.547504539275106,21.75307536816131,8.804624980073582,10.319830032354645,16.873867214565667,11.558134799678513
points222,13.849005757649863,15.296413746939068,13.895205931799207,16.726872980168476,13.165828851219135,14.224663363777308,12.73379836792079,17.15183279490652,14.048867796294708,17.56780026725163,12.682449328173302,12.606230712109632
points223,20.64705085069127,21.66798518146347,17.234625737467503,14.207616069094783,12.636589659135732,16.425044484588874,17.67597116620267,20.58465589592056,11.722317655397932,12.88369055995241,16.965767125744872,12.136701825195127
points224,20.066789249070723,21.954512711459408,16.668221932659794,14.308553571272189,11.10835230734221,18.066552338826902,16.816298437645138,20.09562478934657,11.834893772948012,12.610132681265158,15.823699498667233,10.657375001719414
points225,16.838532719019618,16.718140586513112,12.63997549512122,18.166079213331514,11.29065659559925,18.16472738856352,14.154077813318763,16.666911193449838,15.354494903773514,17.53278877338284,14.283150583478795,11.364974163583545
points226,21.063475324288763,16.23117594673619,14.160050567986547,17.460921057260105,12.515920864040378,15.362940222910236,18.250723943136997,16.90970319595739,12.854780627750928,23.235881769993828,18.50053478021956,11.72667281395532
points227,17.638248031453816,20.249648788364397,14.730188561354982,15.871153027921228,12.129660475341,18.442678913318904,14.40242393534,17.992235623922987,14.45620836820098,12.981870720167477,14.39264932906283,11.72200985844116
points228,19.64610985445177,16.33819801262585,13.812559141673107,15.798599434674689,6.471106146590002,23.184410918049853,14.947667905615567,13.752177246689838,14.021795163960311,14.359517813897458,14.041274913042878,4.486185422849497
points229,17.414736884763037,11.896936512431214,7.2832907756593706,23.877863849844335,11.496466090411152,19.436306545653487,17.431829310181136,12.825104401849929,20.845284507584665,21.501331193932465,16.906191306150287,11.651075932031834
points230,16.44781745423897,16.019601091760556,11.052706658797808,19.25638282042175,10.435808879480467,18.758761618036406,14.432848066100759,15.465669225971622,16.95690948131,17.582868705597804,14.277122081087425,11.697970343484917
points231,15.441019442260354,14.267572208113764,10.42638119133029,18.741701379705052,8.617343307834329,20.934857750992553,15.016526084918121,14.293477731286671,17.82593166921883,10.046639355830893,14.409993276820849,8.48521575895287
points232,17.17733047751825,15.387749994997078,13.13116197447256,15.478820556347976,5.545446453382875,22.398113868587238,12.275128128335073,11.51106398630906,15.193967821678456,15.160472496420724,10.70240223322856,3.976643469457465
points233,9.549293121788162,15.223750451945424,13.483214747867592,13.858802676668605,12.69462835416524,14.46332267216979,4.69769840514418,10.71459417684861,17.230897434086213,7.992293620657389,5.083762654916386,13.542805907408429
points234,10.540826587613573,3.2883432433485256,0.0,1.0114357642294125,21.179268970387376,5.66514295786196,17.761629310043073,24.464827336983053,4.048984722474395,10.555879460826517,16.959280772254093,17.678036331170944
points235,20.139949754688146,22.124592641832113,17.373241581070815,13.75219734792681,10.270311242771534,17.929325901439697,17.02182913613789,21.419462578251412,10.915865143665835,11.874705639338993,16.54857313228727,9.745539166022919
points236,21.89527607096945,15.884716395881677,12.563605761359353,18.044204854873485,5.472814923001474,23.601128386772636,18.101048015827438,14.537365708528876,14.695398441651582,17.230190549045904,17.32701204069505,4.774569179143629
points237,18.791301773362086,21.121565007127337,18.322640008093227,13.0461555395142,11.827603462275965,15.00550561997995,15.99277478243155,22.76153654828899,10.0729877505969,14.56388201962645,15.014438275787967,11.163550013134406
points238,19.8249649313738,19.91375763499674,16.082123371999465,13.393442702497467,10.19328656199711,17.42749089294396,15.372923128988358,19.243415534130083,11.249899337246962,6.697620233635794,15.97074083215575,10.134814156910375
points239,14.562385815824413,13.7904453586659,8.22908858517174,21.214902990327612,7.33216285638754,23.074100716891625,12.519469191789412,12.154892174643738,19.135322284861367,16.585225417183132,13.04880776023421,8.321499750737818
points240,20.522986375004827,22.391677549454435,20.40882039334384,11.098525268718992,10.54812806779824,14.882904364737836,17.285334171732345,23.007939726276213,7.271980086500505,13.579973027457012,16.732413253229776,9.471415852935303
points241,18.292507217495924,20.38638788377571,17.06360014339187,14.039079497346659,12.1002722689153,16.396321050400733,15.463979258530022,19.82901839395695,12.035735514065724,12.577912357044754,14.509973157158495,12.178311842686401
points242,16.233806158065477,17.223218161848976,15.375747665908102,15.48547713498016,14.488725316677177,14.41354724279985,14.606990413724583,19.34719090231064,13.021077534193205,15.793449196343543,14.50269926959703,14.273966432038943
points243,15.241242267955515,13.349258108366884,8.414607124248233,20.72559502847057,6.1910393984000995,25.07143785097322,12.298814224016354,11.147538102516686,20.661527687597957,14.190807935809335,12.33013181880532,6.201353357729778
points244,17.057299499336093,14.686455715685762,10.561135601914636,20.150314737467838,9.460997191037912,20.819442051235583,14.537613805114772,16.64931591502913,16.524521177525266,20.743062794212232,14.081004252284309,9.552449532753256
points245,20.444308484692865,18.17161288977894,18.42142906565876,11.98276935403831,7.249512566592626,16.185119541786925,18.55995996781089,18.383288982899675,7.231747570573599,15.33270833993038,18.40859428081588,6.4796444868622975
points246,13.498563457679468,14.709327703301302,10.927825629211492,18.69785730554299,8.519481167971247,19.31779123737038,12.466824221467467,13.964214382316754,17.847505873278315,16.489612566500686,10.610506414544766,8.674827439995093
points247,19.623072481569807,20.423767090350456,15.699648416698158,15.571765544820655,10.430355565294265,17.926332440319836,17.40923926997236,20.407287327068417,12.737097809641826,13.211219647996778,16.893546583264435,10.89464103285647
points248,17.986309531755207,12.53040121032265,7.310532082812141,23.903198170054914,12.566567996988224,18.72033211840558,17.004693374640432,14.287061136504075,20.85237520268471,21.79610075596803,16.541863541674957,13.310011065226275
points249,14.553899174067782,14.88032730637722,10.158800467158866,18.42302915967309,7.426472410337652,21.727896850802455,10.373042886027859,11.19707664783889,18.12374261809449,15.542797470471768,9.950369645971973,8.039999556620772
points250,15.414113539131998,16.467876959220007,13.485886105657709,15.053522896549646,6.481289163971294,20.035417805547343,11.47131797747318,13.247575574384712,14.957497341845738,8.90480604876392,11.976246794303156,6.800396714940236
points251,12.137020981353611,13.767769785003095,10.4407238078885,18.004327341393672,11.626335724497201,18.194290115691224,8.73831610779569,10.033812282516271,18.938715582294513,14.547657226968001,8.482977912733617,12.011743797814777
points252,18.46265489413143,16.327249149859547,13.664703857911102,15.752852188768141,4.849941647766509,23.73504413829707,13.908732147038197,12.95015785853305,14.966584158428168,13.374405826389879,12.581272125423395,2.7901351498476856
points253,16.897732709057035,15.903838418367377,10.247135810663787,19.3837417524694,8.6924883100461,21.730790240883348,12.993866520147114,16.090134672728315,17.303712671906887,17.14839650672777,13.285136911527673,10.024505250179283
points254,16.110182517349156,10.622478764156693,9.29867808967686,21.97629377113985,13.734903590374856,14.898311669844626,17.531007689185966,14.438305460348566,18.08412447324934,23.268224976623372,16.762270334901054,14.155922455581559
points255,16.290230973971422,14.437229805502012,12.840477484063115,17.64375131078783,9.408783633945275,19.134548093101483,12.64684903258884,14.612346969502255,16.04410041200059,19.728868515359355,10.522989719772525,7.825357164782172
points256,20.420075192228225,21.268354290319134,15.544629100035475,14.770127136277793,8.642230524592076,20.296527348561554,17.242296509114578,18.94875513206325,12.970583695114785,9.596613720387447,17.049893554683756,8.703391347091623
points257,16.156302313932795,11.659193940288173,7.713328890038889,20.841481228691627,0.0,0.0,14.449054425290448,11.135072492399141,21.728674612670908,14.27125171681888,14.288002526653212,1.9512077166596418
points258,21.1607152278277,19.24057807945327,16.903291483148074,13.363071398712123,5.603507214890022,21.976709343029103,15.90895779099715,16.280521592405314,10.62028499040347,14.924240667032857,14.726849929331552,3.383262412299315
points259,19.556041682793506,17.171812677971495,12.242052014374671,18.071956036996234,5.676845417084698,24.80226985454779,15.279771864883442,16.784194622569853,15.379286067473304,15.513128132288035,14.712212018928932,4.904247787056957
points260,15.79203370331604,12.976400273578811,7.8170535453835965,22.607445665096336,10.282846515404904,20.215657108772707,14.437817538412773,12.71935155855426,20.278925402151675,21.21600991258361,14.1840416583211,10.82597568808562
points261,19.97506980409045,19.29754638471517,14.27354841365316,15.54117702380663,9.05451439817945,19.467393687151283,15.785928056724597,17.63935310276487,13.211608205825893,9.476072766792091,16.242917517297844,8.75761862357835
points262,12.416430833038687,16.051368580170212,12.887521993321297,14.842395498934032,8.896906288752698,18.59646667295289,7.724741373587042,12.377853465895578,16.777857095662,7.166323170722194,7.708912251008072,9.137595108661714
points263,16.112818318309593,16.683305632895955,15.528606526146797,15.111735123092389,11.895069934767513,13.583767016142748,15.086646587784141,16.429157921388143,12.411583059954603,17.869393701056932,14.50934688412409,12.251180642249535
points264,14.233909959350491,15.420336267548539,13.361456855709703,15.04914337783514,10.885398930715843,17.655197923042692,10.45437527545657,12.890631890514994,14.273371106501994,11.88987976645633,10.8384979575379,10.389167729345786
points265,19.244624780091748,19.63804232635431,16.767145892383365,12.036450372880863,7.488729901453247,18.522868605272233,13.768847119210703,16.79313091844633,11.142264612590283,5.998810540594318,13.786268336127668,7.059434828732198
points266,17.66923874528091,15.861729637695122,14.782761826323327,14.318709952138416,5.189734007671477,22.572657647141313,12.456142381671015,13.357513728176894,13.248031445745173,14.62343426699142,11.387777735793822,2.91716494429532
points267,16.300997608411482,16.891423466509096,12.801969250727181,16.689850326162485,11.109729050644011,18.78684875506533,12.171451410992642,17.686892089955958,15.263165556904212,13.996815564794963,11.850059545785747,9.93549928064392
points268,7.295709399227107,14.876588517963635,14.65695095882164,13.405034220880049,14.296148074913,12.176016376926954,0.0,19.564921518716435,10.767536387874024,14.333262755656339,27.308971633428737,13.039823918362604
points269,18.49850693875273,14.116980812312443,10.174112457537628,20.792298367146994,11.998292400734758,18.22220319206235,15.240258821098701,15.519896770401743,16.83938486173533,21.719998186071386,16.22302112744284,13.09969830768096
points270,19.10718171862359,20.672264177014835,17.269461097679855,13.794063500911333,10.99886265419722,16.127612396722448,16.697119047124318,20.31408290879403,11.696885526935377,12.815328489150266,15.631342874092317,11.514198119452121
points271,19.209254908336142,19.487750055675424,16.510096061163594,14.461970473816937,9.90232291490476,17.205864363173134,17.156681754825527,21.833042186782336,10.843919876782284,14.35140996577331,15.788086437481686,8.83255222763741
points272,14.429436596201993,9.686928538668756,4.688613789065532,24.921579051514865,13.237579435163799,18.474109881299484,14.258108389238322,11.36446650455362,23.711479076608427,18.919007158576903,14.707607463967289,14.539696512774373
points273,14.680326242039706,19.32720907561231,15.977847241283467,13.068649712687627,11.263389145754985,16.900631123600693,9.452402868934893,16.60733015035771,13.285047017312749,7.082308109973561,9.901345499371107,10.708874289525362
points274,16.941056915061132,10.72454782221426,6.345693566349438,22.466450128502306,2.9224309070135885,27.528289512530883,16.284391978859887,12.610580163545933,20.361700003908254,14.233569207112705,15.980744026424489,4.123066337214617
points275,16.28715680172832,19.38785254680078,15.373245851239716,14.664238669176031,8.968211444944851,18.284971613511196,14.688314276760327,17.51904054455496,13.730691769997936,9.901648004236879,14.489167774140148,8.551965179270224
points276,19.125363775700325,15.96230056167149,11.226050317389413,18.603627570378283,4.90032202999462,25.01833295621021,15.860987888500748,15.541118894423436,15.842203578213242,15.11898218917209,15.23450724194075,4.296421841821645
points277,13.47484579710127,11.789994724430594,5.4652421564634945,24.604622938746616,13.58598632653971,19.698125805048658,12.367198389863473,11.463717770868847,23.652376664672335,19.729504407930005,11.844823987398884,14.973600299421118
points278,12.47223534699757,9.021396849159563,6.718318544540746,22.79253959313841,12.762621036893133,15.507861401799502,11.536295833129746,8.806910093369263,23.7644342347719,19.59660403857042,9.468125463605931,13.10853148136866
points279,21.18119313693574,21.711870423980727,17.704106244856717,13.764334261270545,9.135989554127107,18.52440615904882,17.07792688522448,20.35087968966677,10.178042678877409,15.073052339921848,16.968896220998197,8.988809793637222
points280,15.057276925256861,12.428485347269618,9.263970466558515,21.838477519675347,17.43615017127455,14.256864214633971,13.220995919088047,10.922172010868767,21.699001998070933,19.880901046038062,13.391304837574722,17.74834755521904
points281,13.292191905274622,16.83655624713071,13.97182700839104,15.774315346395388,13.505237565815587,15.11433924206884,9.870802759621716,13.776555652566168,14.584009287344438,16.860993229473763,9.964238444191324,12.451984275634441
points282,10.223652071687315,11.763139353725592,8.088806403789903,20.979945285823124,14.777617282561414,16.29136504124351,8.953729737756333,9.867941274962165,21.477038765354607,16.701821069411476,7.991433156399305,15.323108783914053
points283,9.094529364542005,0.0,28.820592611180427,0.0,7.582349876694659,22.320938171370273,13.027540520436197,4.843925079666987,28.493428118055796,19.73366687896989,13.188011158460244,11.423209734390564
points284,18.36434805248075,15.315894908676924,11.91034153914216,17.905019630418536,7.079850531713215,20.29908720304429,17.90709098275877,14.946260564671672,15.380883176622854,15.843559096979252,16.132437965152178,7.365932982720132
points285,16.161176904870004,17.44438939859888,13.729998666910566,15.84161343639329,11.177995583022259,17.28705031616646,11.46907372785782,14.7634685631388,15.017317937605808,14.601024898542756,11.844295171609206,11.653508139581028
points286,16.524494835132504,10.452345825148202,7.807710673884915,23.034059378638936,11.600242288695648,18.318628812500474,15.604463697401163,12.127811613454396,20.237285743959905,23.72932459469111,15.985295954123874,12.314796153658856
points287,17.29469330166471,11.370277560526908,6.393399052203824,24.78161107132477,11.7708957449194,18.855636650591546,17.397785501100543,12.992833268042817,21.722998812838092,21.65057229075211,17.145291187772592,12.423712365449076
points288,15.017542489188695,10.1419405668419,6.960076473501719,23.870585460632793,11.58762221022314,17.681855803164368,15.590169742983583,12.110546292207987,20.931345795814465,21.69729097960324,15.75692237952432,12.162314080385034
points289,20.487977360650394,18.395436849454804,16.30401472734896,14.788570490463886,10.17460902968949,16.93171218342064,18.315852992705658,23.751821285774678,10.189020728452144,15.92751083504317,17.55297586560361,8.975380347349896
points290,18.193065629985107,20.804914046553012,16.160297046780958,14.687747197458469,10.630327105000534,17.923324674229324,15.371083593256582,20.323614048421053,11.759742757473036,13.189581357353708,15.324047014980051,9.914342658257745
points291,19.678914880604715,22.685150845479605,18.811647532534863,12.171916683912158,12.881821869462692,15.631979581659472,15.95751946916011,21.965399687396364,10.004532122784651,11.329172454607837,15.138757804875635,12.066296416176232
points292,20.717072820046397,21.793575311570255,18.304784049172927,12.674399233951629,10.318992353776336,17.580124779435028,17.387015831001303,20.728887564864838,9.669512328499746,12.32373724114232,16.629243765998904,8.954463316551507
points293,14.305244248595606,6.714055585085229,2.138484280093552,28.241073023052216,10.092396968710105,21.393355272452705,16.651143287079815,9.492868230253642,26.08988245984121,20.247276680928916,16.59296712580597,12.372761095984478
points294,15.457327767860505,13.086962299514086,8.949970058649328,21.20857196449956,15.859177779708785,17.39090429399802,12.969160548611942,11.393285717282122,20.171056830770212,17.572288369908744,13.277643073269216,16.132009213356422
points295,11.666743874723693,11.574609673947792,6.254459894554843,21.958697268686972,7.488090628421142,20.94857479105653,10.827330165518337,8.66591953020904,22.925520572206068,12.884074499093842,10.946336338441933,8.222002445972688
points296,17.76042746647241,19.99061326758194,13.96017587498085,16.297081889606382,10.230456236298146,19.55383457063581,13.946377635499088,19.40092458130116,14.098636218226348,15.400786904245528,12.943320063556031,10.596459844537561
points297,16.096543986090293,9.893150957886238,7.6373832054948885,23.271403372306192,12.673999105503896,16.00088259824419,16.200411178920753,10.240133356763268,21.55994986277711,22.486802253744884,14.96722387536366,12.864954731874153
points298,16.816905245085966,12.238570948293585,6.775286094814357,23.91428344706897,11.532096879810299,19.275520713089186,15.973885034621471,12.691607830947701,21.47713887249593,20.342064834184583,16.29211215655375,11.885503938915653
points299,15.327701976713412,17.143050305122564,12.448903835934056,18.232446060212663,13.14593790012205,17.413133273210512,12.5542198253282,16.63106935363613,16.368848660940998,16.546418168853187,12.564322280351965,13.84008938223325
points300,18.757722013488248,15.81811855763767,11.780202961985257,18.49619065958009,8.149267025206456,22.844630286625772,14.8187362469607,14.317261549064359,16.441340006175615,16.812776673424064,14.054945047457947,6.88482393426768
points301,16.128939364361255,9.808680120655593,7.047458426480647,23.119260769219824,8.828508754709123,18.57072322749407,17.852091433274218,11.501056134790353,19.821049106922256,19.526522005224724,18.29424920833185,9.660328607952806
points302,17.93350508770069,11.445955149534957,7.46985427623224,23.454882154046135,11.175250360485219,18.61161094421534,17.000072219836433,14.229014099921026,19.825224334852845,22.962345129788012,17.192124687061423,11.860877821413354
points303,16.0687508787022,17.02642878388938,13.921202880552034,14.572543656104074,8.745011268434896,19.088446306191898,11.504233068523321,14.833283374465571,14.66373475282926,6.594730731125303,11.224077021744367,8.900366027356808
points304,10.773898458339012,13.555096555129241,11.453955136266115,18.197594555406376,11.244792463871729,14.88758638478657,10.507023891080625,13.529827293212927,17.652320032995497,16.72218268107524,9.730265668989496,12.509199762559307
points305,18.67840157460596,14.14272050325324,10.958386268819222,18.866101688268877,4.266192116542146,24.74185435597927,15.818168015899955,12.485899662609429,16.662904034868514,15.750677000082034,14.650210551386397,3.360249876403612
points306,13.573912300537835,12.01140167781336,8.703280475928219,22.245225892429488,17.12281596916786,14.07636153514519,12.757854881645985,10.803823499752664,21.415927455331275,21.383260060991738,13.05942624215282,17.136282220465365
points307,16.279762162368783,11.737507147323935,6.877356161810315,23.822030192873072,10.306964820581346,20.16040882219132,15.532557221535454,12.56473472701081,21.80586299639588,21.331359477278344,14.732020925677938,10.544879327936327
points308,17.460203193964368,11.437403312038477,11.258119522017035,20.795613609251035,16.379301327395446,12.602486182414433,15.782478919538178,14.996508980406201,17.468239583965637,25.027887186566456,16.013256728285306,17.036750466564225
points309,15.019553137952492,17.34802853086352,16.63382408753462,11.419449643509846,9.531394289811157,15.296533302789571,10.405315719905799,14.257685353424806,12.128623264161819,5.091118771697705,10.484574112724406,9.038869906227138
points310,15.119206012851194,10.128812195621133,8.169359043140116,22.398762084135367,11.629197663220172,16.999862995181513,15.686261644129623,13.616252905148219,18.686769294601014,22.880266929776045,15.900239861865574,12.194003194443857
points311,22.225482945418577,17.61078201740317,15.28717936876542,15.276254237271832,6.24901109827594,22.48201775201393,17.20376581208137,15.580567138852315,12.09216234806893,16.94055005266178,16.515482198952498,4.588111277106766
points312,18.725528833506598,14.96297803107609,9.856676623579132,20.356517868817125,10.181299208982974,19.579438014243724,16.178698078801453,15.432489410272398,17.07151619647769,19.286313813218737,15.727308678527114,10.223427077527587
points313,14.261051672885815,17.943585343508005,15.095668634771704,13.326315814219573,11.821820752936578,16.35474955598495,8.31086157830053,13.109889353684675,14.858916235295704,7.1859228276029095,8.912891711484368,12.070298466517581
points314,13.442941492225966,15.452421016294501,12.233292685859967,17.76492261288638,13.648768484343927,15.642803851436812,12.922293811376058,16.28150328437352,17.291896002633656,12.448341711336775,11.980170348491466,13.785011437803805
points315,12.658468105875563,14.983422948181389,12.536737452480619,16.767139210288317,9.736542659318912,15.334865950432333,12.1225570966378,12.94646143511271,15.9113844954676,11.737625729764014,12.545409894734918,10.805961960829482
points316,18.928553127863303,16.20734990812758,14.373855492225763,15.306071428965398,3.987174926273155,23.658632615534987,14.28943046832873,14.147681453827627,13.598725309211693,15.176413716732414,13.524131569436951,2.2452703817393482
points317,19.114078923463467,20.97069886058686,17.48589524912062,13.339910019982163,11.017929389386342,16.80837553137376,16.193007092491957,18.991788560916625,11.15869239109293,13.232861045337154,14.887243464625469,9.920568921855736
points318,14.19448307088239,8.896452289226911,6.001375683612413,23.866074515497917,10.784605807762098,18.327699004033278,16.076078398352927,8.111165761107856,22.638814235956648,19.153674723015012,16.692677632188648,11.914371625859623
points319,18.26825657412413,19.412969438464035,17.380423290207812,13.365083793428768,11.278022246962248,15.240334242852684,16.508984732304718,19.88890203291147,10.830699730992485,13.364849002981458,15.389487243134448,10.044005881923887
points320,18.782801918598043,18.091236508909486,13.359286077356309,17.51813165627877,10.311992710257488,19.83896822343346,17.16552358496444,18.239192480427274,15.144038776710886,13.774198000447416,16.533042879833978,10.152126993284348
points321,16.680184437801344,20.658215121763696,17.61557719839841,13.484763845807635,11.694921085490428,14.723739410734732,11.626857097394076,17.19862695563419,11.060255366125203,19.93757397391402,11.477222954550347,11.906766608136662
points322,18.863546113844563,18.57055312992735,13.936324726317098,15.04265638633918,8.133912699679266,20.264685616801103,14.528821631514145,14.753649185360384,14.43688488427671,7.886939241580256,14.621221557506487,7.76941230082927
points323,14.402019225664707,16.057042908109594,12.06848825467565,17.03206976253167,7.612787684821301,20.50295204513414,10.760025078889438,12.826226828451254,16.4186164235267,15.207574402043155,10.798300727369746,7.169301733365182
points324,16.83765468050457,12.70761706287795,9.061215675541082,22.423787602361372,13.055846612913166,16.00426256837842,16.816213388930557,13.477117489319701,19.49429159797682,22.50067394265878,16.55403386518554,13.147145710014849
points325,13.650428610893982,10.581149491592226,6.586543499092513,23.6751392858387,12.49839346609783,17.11972637331688,13.42325415698522,8.347285576921765,23.988646453755006,21.288814820957292,12.452196263589173,13.433422494809554
points326,10.946906314349333,16.267009412909637,12.664056917723537,15.867886451623038,10.926064223388366,17.158006759822246,5.628507563250293,12.619962370135186,16.471984691854622,16.463299718707933,5.271880066024684,10.819232123777239
points327,20.077649413300385,18.57895851925315,15.26854071400357,15.125234205861528,9.4372610798911,18.650968817167584,14.632215434579578,16.31059497871152,11.318323143395938,18.14867940879531,15.716721558776069,9.88749279005591
points328,21.158072626664918,20.695800796218833,17.129654285929337,13.997311800051792,9.66297231670036,17.635549292046377,18.46736898036462,20.03964358369027,10.836579456945861,12.24889710550002,18.19842296158461,8.265452001925322
points329,17.793270992250992,13.378448403476646,11.87460264105028,19.67617242865365,18.842025230968996,12.73970012388597,15.631886241034469,15.028184505721189,17.337087527296294,21.656597322851663,15.296416756965865,19.1883091371522
points330,16.42665442351662,11.800951905596987,7.698882142624899,22.972781129388743,13.173210376144988,17.54420124924066,16.600412296672754,12.816809986263994,21.242856884112975,20.88810695860935,16.244276116010067,13.671773699983161
points331,18.732702091529923,13.607131986546426,11.937330095199906,17.496563011887798,5.189199033078217,23.472683214087493,14.546531811731306,11.326591737967076,16.035816498745938,16.18978141517898,13.73933049823029,3.5840823586930126
points332,12.126402828559362,13.757230901608219,10.20785401777151,18.120332806073623,8.072488509884534,20.432943729797728,8.767878255580527,10.620557549638674,18.60493066337024,13.07939379874406,8.798552234079306,9.495541830246012
points333,20.690402074395898,22.446746297078192,19.16197859660354,12.176454481703987,11.09133575116425,16.146205674253096,17.12326143858891,21.40833030977193,9.346667571049306,13.13780960005442,15.926256998881854,10.166476380027843
points334,14.7932112455162,11.192694402365454,7.287989247071985,24.157941967431846,12.898005994455733,16.898676884803336,14.800557602918108,13.032926086005645,21.955980828221787,22.73605631723798,14.445553097733413,13.793646486846706
points335,16.830117020536182,15.358054362095011,11.564214647522872,18.726754217073577,8.115960613293137,19.476693079801535,15.330472801768881,17.19004632715665,15.339983399352098,19.93573309621191,14.577607647975162,8.2306445680572
points336,21.051796609830934,15.49865250666841,12.348109000325092,18.009667755687115,8.221642032052936,22.304161290865174,18.204399406031648,14.66277791752307,15.393276149104368,15.025951072264787,17.285926271513183,6.3393514677710465
points337,21.00764998869376,22.12661726777414,22.50218909436029,8.946532167059939,11.640697878934883,13.24532028074601,17.160885806305576,25.61495861568319,5.531594993972679,15.195189099134117,16.04717412011835,10.032343155437262
points338,13.522485339707451,10.42185447681893,4.96100172136369,24.043286634826845,10.935768795780673,20.78106770946258,12.56021857578098,9.490047920217537,24.24102482391803,15.985453438262342,11.998051760613748,12.100178816880309
