,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9
points186,20.66242512013545,15.328636040787465,7.001191788742398,15.483003626873085,18.075578406438012,11.778075291890831,22.518817739810743,15.662972715926198,18.71135315614733
points187,15.694391703151469,16.038041181718306,10.661499618728405,16.18631454831616,13.193640450604692,11.276092651941012,18.874654798878247,22.55458447161507,18.87971904401275
points188,14.856176861191683,15.025502323328936,11.602938914610261,16.514902059156924,14.141225741772635,13.617545689766134,14.66643558758941,17.38841250787144,16.779198041088424
points189,15.056149373070934,12.379333671972379,12.314589107884313,11.624049031902134,12.492470716909844,8.239299005058236,19.951192595866882,21.525912698058132,22.428875748270496
points190,14.076922327141949,14.4153534741994,9.991553997590675,13.579623016569093,11.856706067202774,9.09863087982496,19.848449928438242,21.284917836482553,20.359432122820355
points191,19.809406293682553,15.350289111679265,13.765281336430606,18.78254374236558,19.024855430686603,15.54570482946427,13.688808145184149,13.407836453847219,15.862826992666614
points192,20.353799105438807,21.871356932182152,13.703723441158214,21.699891550761,17.06689747073013,18.600359867932177,14.844822090828963,16.10726754008753,12.914692490482036
points193,14.117695845956314,16.62926781701927,13.971613801170093,16.209469643459315,11.355876388273128,14.295483222132003,16.181542221441227,21.336360410359543,15.087113997036056
points194,19.919869758823573,18.918288289728096,8.028881696933906,16.62371033695875,14.525233412816238,16.63108376462111,20.33412443600964,16.402628599680042,13.129048865171752
points195,19.056068135769454,17.74525666270028,11.381645213194545,20.687777028043634,17.200072584206985,15.313075951978622,17.03216760922004,16.638579703625926,15.733707326390833
points196,19.09044157829893,13.014633107897998,13.41611697918895,16.290309140933907,18.835793964231243,11.576625954830574,15.105072205111371,12.58128798409568,19.66060227082124
points197,13.33393847041579,7.485691428644795,8.12243964429363,10.501119193055962,15.391771616312225,3.4781065048058237,21.440818455632243,16.592830991248963,26.283620566538296
points198,14.56520297594482,10.919863260904275,15.787606491661407,9.859233798520687,13.773096398073545,8.54980699657493,14.024025266922576,18.358982152372473,22.121434776059395
points199,11.694695658134362,13.119957340439782,10.243824071743926,10.823251432594509,11.326141982822584,9.242319819647834,17.591460898380216,21.915426191914616,19.58982369654932
points200,12.219710101983582,13.745058222654388,11.049364444083569,13.432372637931225,11.898989320629434,13.61523911107872,13.449202455979044,19.545707577837284,15.564099461265101
points201,18.252764343706588,13.097199711281636,9.777747525315759,14.03274454790362,16.81299842666446,8.552014655812377,20.07735713108357,16.546150974288665,22.664174798100454
points202,21.874976786091565,24.341037013592384,10.584800177295593,21.86685296574817,18.094677961452465,22.087945556355095,15.079862626334767,13.050290925813938,8.990800374904246
points203,23.76957782244027,22.801357275085472,10.189791773105089,23.110509748105596,20.379506437362352,21.244572672496822,15.06856158263408,12.583844624478214,10.397879131069054
points204,19.4490813022263,19.47982923317559,11.71598893025509,18.246456424730347,16.743304792315577,14.576121053953372,18.532245344962025,18.49893551678504,16.738352191496958
points205,19.85296661740872,20.684752613194394,9.974589705946057,19.395184070886778,17.23869334222865,16.290884940596595,18.13911773447517,16.42860999946971,14.563234359826986
points206,17.729855977209976,13.791306040669747,8.8526620040844,11.657948578455734,12.952625859440973,11.619893792383797,21.313597444642106,18.554618894518345,18.449667657775358
points207,8.00509184062961,8.04448956893901,9.715328849291083,8.42254875857496,7.585551983739161,6.47203804700837,18.457945522766543,22.618517927903056,21.597273168066824
points208,17.442814552688404,13.324577747649542,5.83962491571858,10.390761149533418,14.292691054817158,9.881144048505682,23.399855238085404,16.56113164919697,19.109233118479963
points209,16.455454748782934,10.95441872585687,17.97271216602592,14.790545429498335,14.722370925907917,12.71263566412667,11.819588537969311,13.600197511373949,18.050484437656625
points210,15.538846819057751,15.479892845237549,10.577285072132646,15.705141396536849,14.311731115395723,14.619162845219051,15.53719875421028,18.29870114973789,15.86143757838649
points211,17.459782717641865,16.893283435121187,6.434243397779903,15.305952426372395,15.19810961000962,10.833189068046542,22.63125710286524,20.85016292044423,18.86376245272274
points212,14.089559764805134,12.061970126782487,18.080697352988732,12.126500940950198,11.603113651393375,11.286862781372355,12.171017903625968,19.924898654881666,19.94467806051482
points213,20.0585439826432,15.22940504732256,7.887932481351699,13.075234303445415,15.732948783601872,13.154514980066836,22.1495308883515,16.169729688980116,16.699336063723266
points214,9.367918070453515,6.471445633351568,14.044864992430028,7.44429566924307,12.446524567178775,4.98320506676468,13.84219051913241,15.864268120538147,24.939504304872923
points215,19.765236494732555,14.779405386988886,3.8146083323315367,14.313057786569244,16.486412279020286,11.278394606551165,25.30708592315647,15.473307734998736,18.421635296660963
points216,16.342277124412554,12.706707823691461,14.941430016747198,16.46927241911955,14.87463811959333,10.326560082080194,15.808904323236355,18.130204152621005,20.83797114656433
points217,12.390526304594411,10.067578954164865,9.46929431718641,10.806446531626998,11.056430770135862,7.331548763927599,18.845374259021515,21.653011054916135,22.038066998449565
points218,16.901518084627607,13.330037975296426,12.062549361919945,14.648460403475578,14.940920857243054,9.5154221891834,18.23050352049111,19.56517439144385,21.365995333181637
points219,16.490684028107633,14.902883717447388,11.805493844586405,16.75538237402009,16.02840626441963,12.535064637197486,16.369303001868577,17.81404842289568,18.720901662526696
points220,13.916820696893438,10.063480397649107,10.980529421568262,12.133931874624754,15.042499724878864,5.023152380000749,19.907547631443066,18.216839950046026,25.73327807126359
points221,20.592352660735827,22.736584866413327,11.512499122204858,21.75307536816131,17.547504539275106,19.559539106359946,15.322080870028383,14.155154401896898,11.407527145345421
points222,13.849005757649863,15.296413746939068,13.165828851219135,17.15183279490652,12.73379836792079,13.895205931799207,14.224663363777308,19.3829842252018,16.726872980168476
points223,20.64705085069127,21.66798518146347,12.636589659135732,20.58465589592056,17.67597116620267,17.234625737467503,16.425044484588874,16.322172592839628,14.207616069094783
points224,20.066789249070723,21.954512711459408,11.10835230734221,20.09562478934657,16.816298437645138,16.668221932659794,18.066552338826902,17.928113549459436,14.308553571272189
points225,16.838532719019618,16.718140586513112,11.29065659559925,16.666911193449838,14.154077813318763,12.63997549512122,18.16472738856352,20.924917554335305,18.166079213331514
points226,21.063475324288763,16.23117594673619,12.515920864040378,16.90970319595739,18.250723943136997,14.160050567986547,15.362940222910236,13.813882183379292,17.460921057260105
points227,17.638248031453816,20.249648788364397,12.129660475341,17.992235623922987,14.40242393534,14.730188561354982,18.442678913318904,20.579380346523447,15.871153027921228
points228,19.64610985445177,16.33819801262585,6.471106146590002,13.752177246689838,14.947667905615567,13.812559141673107,23.184410918049853,17.048049605578676,15.798599434674689
points229,17.414736884763037,11.896936512431214,11.496466090411152,12.825104401849929,17.431829310181136,7.2832907756593706,19.436306545653487,16.61795362404443,23.877863849844335
points230,16.44781745423897,16.019601091760556,10.435808879480467,15.465669225971622,14.432848066100759,11.052706658797808,18.758761618036406,20.668271550639112,19.25638282042175
points231,15.441019442260354,14.267572208113764,8.617343307834329,14.293477731286671,15.016526084918121,10.42638119133029,20.934857750992553,19.04052522513918,18.741701379705052
points232,17.17733047751825,15.387749994997078,5.545446453382875,11.51106398630906,12.275128128335073,13.13116197447256,22.398113868587238,18.966224000435837,15.478820556347976
points233,9.549293121788162,15.223750451945424,12.69462835416524,10.71459417684861,4.69769840514418,13.483214747867592,14.46332267216979,24.376757605899257,13.858802676668605
points234,10.540826587613573,3.2883432433485256,7.41490808233544,5.387328908448638,12.817038286338702,0.0,6.137369796774341,11.78715673529303,1.0114357642294125
points235,20.139949754688146,22.124592641832113,10.270311242771534,21.419462578251412,17.02182913613789,17.373241581070815,17.929325901439697,16.151261487171922,13.75219734792681
points236,21.89527607096945,15.884716395881677,5.472814923001474,14.537365708528876,18.101048015827438,12.563605761359353,23.601128386772636,15.013308231711118,18.044204854873485
points237,18.791301773362086,21.121565007127337,11.827603462275965,22.76153654828899,15.99277478243155,18.322640008093227,15.00550561997995,15.5792838742473,13.0461555395142
points238,19.8249649313738,19.91375763499674,10.19328656199711,19.243415534130083,15.372923128988358,16.082123371999465,17.42749089294396,18.49202650123619,13.393442702497467
points239,14.562385815824413,13.7904453586659,7.33216285638754,12.154892174643738,12.519469191789412,8.22908858517174,23.074100716891625,22.471029892164992,21.214902990327612
points240,20.522986375004827,22.391677549454435,10.54812806779824,23.007939726276213,17.285334171732345,20.40882039334384,14.882904364737836,14.5059636133296,11.098525268718992
points241,18.292507217495924,20.38638788377571,12.1002722689153,19.82901839395695,15.463979258530022,17.06360014339187,16.396321050400733,18.071602681590484,14.039079497346659
points242,16.233806158065477,17.223218161848976,14.488725316677177,19.34719090231064,14.606990413724583,15.375747665908102,14.41354724279985,17.03459287786187,15.48547713498016
points243,15.241242267955515,13.349258108366884,6.1910393984000995,11.147538102516686,12.298814224016354,8.414607124248233,25.07143785097322,20.85121804023312,20.72559502847057
points244,17.057299499336093,14.686455715685762,9.460997191037912,16.64931591502913,14.537613805114772,10.561135601914636,20.819442051235583,20.325556532431566,20.150314737467838
points245,20.444308484692865,18.17161288977894,7.249512566592626,18.383288982899675,18.55995996781089,18.42142906565876,16.185119541786925,12.92855841439121,11.98276935403831
points246,13.498563457679468,14.709327703301302,8.519481167971247,13.964214382316754,12.466824221467467,10.927825629211492,19.31779123737038,20.780688788131283,18.69785730554299
points247,19.623072481569807,20.423767090350456,10.430355565294265,20.407287327068417,17.40923926997236,15.699648416698158,17.926332440319836,15.832407411683606,15.571765544820655
points248,17.986309531755207,12.53040121032265,12.566567996988224,14.287061136504075,17.004693374640432,7.310532082812141,18.72033211840558,17.480333008356215,23.903198170054914
points249,14.553899174067782,14.88032730637722,7.426472410337652,11.19707664783889,10.373042886027859,10.158800467158866,21.727896850802455,23.480838943899858,18.42302915967309
points250,15.414113539131998,16.467876959220007,6.481289163971294,13.247575574384712,11.47131797747318,13.485886105657709,20.035417805547343,21.10013442070766,15.053522896549646
points251,12.137020981353611,13.767769785003095,11.626335724497201,10.033812282516271,8.73831610779569,10.4407238078885,18.194290115691224,24.090334556186573,18.004327341393672
points252,18.46265489413143,16.327249149859547,4.849941647766509,12.95015785853305,13.908732147038197,13.664703857911102,23.73504413829707,17.155506022750494,15.752852188768141
points253,16.897732709057035,15.903838418367377,8.6924883100461,16.090134672728315,12.993866520147114,10.247135810663787,21.730790240883348,21.9846132563169,19.3837417524694
points254,16.110182517349156,10.622478764156693,13.734903590374856,14.438305460348566,17.531007689185966,9.29867808967686,14.898311669844626,13.426727304002641,21.97629377113985
points255,16.290230973971422,14.437229805502012,9.408783633945275,14.612346969502255,12.64684903258884,12.840477484063115,19.134548093101483,18.546464956859804,17.64375131078783
points256,20.420075192228225,21.268354290319134,8.642230524592076,18.94875513206325,17.242296509114578,15.544629100035475,20.296527348561554,17.353079075182194,14.770127136277793
points257,16.156302313932795,11.659193940288173,0.0,18.71708375303255,16.12961317109133,21.107263721141543,0.0,12.577957713864828,20.841481228691627
points258,21.1607152278277,19.24057807945327,5.603507214890022,16.280521592405314,15.90895779099715,16.903291483148074,21.976709343029103,15.859712875084519,13.363071398712123
points259,19.556041682793506,17.171812677971495,5.676845417084698,16.784194622569853,15.279771864883442,12.242052014374671,24.80226985454779,19.13092854256439,18.071956036996234
points260,15.79203370331604,12.976400273578811,10.282846515404904,12.71935155855426,14.437817538412773,7.8170535453835965,20.215657108772707,20.31325533368151,22.607445665096336
points261,19.97506980409045,19.29754638471517,9.05451439817945,17.63935310276487,15.785928056724597,14.27354841365316,19.467393687151283,18.969772030047302,15.54117702380663
points262,12.416430833038687,16.051368580170212,8.896906288752698,12.377853465895578,7.724741373587042,12.887521993321297,18.59646667295289,23.944296148631636,14.842395498934032
points263,16.112818318309593,16.683305632895955,11.895069934767513,16.429157921388143,15.086646587784141,15.528606526146797,13.583767016142748,17.335521558388493,15.111735123092389
points264,14.233909959350491,15.420336267548539,10.885398930715843,12.890631890514994,10.45437527545657,13.361456855709703,17.655197923042692,22.14172841708645,15.04914337783514
points265,19.244624780091748,19.63804232635431,7.488729901453247,16.79313091844633,13.768847119210703,16.767145892383365,18.522868605272233,19.09868693309195,12.036450372880863
points266,17.66923874528091,15.861729637695122,5.189734007671477,13.357513728176894,12.456142381671015,14.782761826323327,22.572657647141313,17.66188447891122,14.318709952138416
points267,16.300997608411482,16.891423466509096,11.109729050644011,17.686892089955958,12.171451410992642,12.801969250727181,18.78684875506533,22.772671289554186,16.689850326162485
points268,7.295709399227107,14.876588517963635,14.296148074913,10.287234726715255,0.0,14.16364165235879,15.352273135603927,0.0,13.40503422088005
points269,18.49850693875273,14.116980812312443,11.998292400734758,15.519896770401743,15.240258821098701,10.174112457537628,18.22220319206235,18.69362594481332,20.792298367146994
points270,19.10718171862359,20.672264177014835,10.99886265419722,20.31408290879403,16.697119047124318,17.269461097679855,16.127612396722448,16.589267477627793,13.794063500911333
points271,19.209254908336142,19.487750055675424,9.90232291490476,21.833042186782336,17.156681754825527,16.510096061163594,17.205864363173134,15.041104759810604,14.461970473816937
points272,14.429436596201993,9.686928538668756,13.237579435163799,11.36446650455362,14.258108389238322,4.688613789065532,18.474109881299484,19.297226332627424,24.921579051514865
points273,14.680326242039706,19.32720907561231,11.263389145754985,16.60733015035771,9.452402868934893,15.977847241283467,16.900631123600693,22.71213824134725,13.068649712687627
points274,16.941056915061132,10.72454782221426,2.9224309070135885,12.610580163545933,16.284391978859887,6.345693566349438,27.528289512530883,16.266473315468385,22.466450128502306
points275,16.28715680172832,19.38785254680078,8.968211444944851,17.51904054455496,14.688314276760327,15.373245851239716,18.284971613511196,16.491117304978307,14.664238669176031
points276,19.125363775700325,15.96230056167149,4.90032202999462,15.541118894423436,15.860987888500748,11.226050317389413,25.01833295621021,18.355756083948478,18.603627570378283
points277,13.47484579710127,11.789994724430594,13.58598632653971,11.463717770868847,12.367198389863473,5.4652421564634945,19.698125805048658,23.19240023197932,24.604622938746616
points278,12.47223534699757,9.021396849159563,12.762621036893133,8.806910093369263,11.536295833129746,6.718318544540746,15.507861401799502,19.595045458202872,22.79253959313841
points279,21.18119313693574,21.711870423980727,9.135989554127107,20.35087968966677,17.07792688522448,17.704106244856717,18.52440615904882,17.42937603739108,13.764334261270545
points280,15.057276925256861,12.428485347269618,17.43615017127455,10.922172010868767,13.220995919088047,9.263970466558515,14.256864214633971,19.276924253358285,21.838477519675347
points281,13.292191905274622,16.83655624713071,13.505237565815587,13.776555652566168,9.870802759621716,13.97182700839104,15.11433924206884,23.629420259021504,15.774315346395388
points282,10.223652071687315,11.763139353725592,14.777617282561414,9.867941274962165,8.953729737756333,8.088806403789903,16.29136504124351,23.92865542405119,20.979945285823124
points283,9.094529364542005,0.0,21.011827176028163,25.008231165764702,17.55112707594558,28.820592611180427,5.936374327494632,16.06704279507599,0.0
points284,18.36434805248075,15.315894908676924,7.079850531713215,14.946260564671672,17.90709098275877,11.91034153914216,20.29908720304429,16.45894568260947,17.905019630418536
points285,16.161176904870004,17.44438939859888,11.177995583022259,14.7634685631388,11.46907372785782,13.729998666910566,17.28705031616646,22.45369087112669,15.84161343639329
points286,16.524494835132504,10.452345825148202,11.600242288695648,12.127811613454396,15.604463697401163,7.807710673884915,18.318628812500474,16.64589560630539,23.034059378638936
points287,17.29469330166471,11.370277560526908,11.7708957449194,12.992833268042817,17.397785501100543,6.393399052203824,18.855636650591546,16.622565835235793,24.78161107132477
points288,15.017542489188695,10.1419405668419,11.58762221022314,12.110546292207987,15.590169742983583,6.960076473501719,17.681855803164368,17.414197164453622,23.870585460632793
points289,20.487977360650394,18.395436849454804,10.17460902968949,23.751821285774678,18.315852992705658,16.30401472734896,16.93171218342064,11.877189824638966,14.788570490463886
points290,18.193065629985107,20.804914046553012,10.630327105000534,20.323614048421053,15.371083593256582,16.160297046780958,17.923324674229324,17.93325818869988,14.687747197458469
points291,19.678914880604715,22.685150845479605,12.881821869462692,21.965399687396364,15.95751946916011,18.811647532534863,15.631979581659472,16.989105372182053,12.171916683912158
points292,20.717072820046397,21.793575311570255,10.318992353776336,20.728887564864838,17.387015831001303,18.304784049172927,17.580124779435028,16.080649711058058,12.674399233951629
points293,14.305244248595606,6.714055585085229,10.092396968710105,9.492868230253642,16.651143287079815,2.138484280093552,21.393355272452705,16.097112097756465,28.241073023052216
points294,15.457327767860505,13.086962299514086,15.859177779708785,11.393285717282122,12.969160548611942,8.949970058649328,17.39090429399802,21.79972830351074,21.20857196449956
points295,11.666743874723693,11.574609673947792,7.488090628421142,8.66591953020904,10.827330165518337,6.254459894554843,20.94857479105653,22.40591216847447,21.958697268686972
points296,17.76042746647241,19.99061326758194,10.230456236298146,19.40092458130116,13.946377635499088,13.96017587498085,19.55383457063581,20.716434734266908,16.297081889606382
points297,16.096543986090293,9.893150957886238,12.673999105503896,10.240133356763268,16.200411178920753,7.6373832054948885,16.00088259824419,15.494126394699732,23.271403372306192
points298,16.816905245085966,12.238570948293585,11.532096879810299,12.691607830947701,15.973885034621471,6.775286094814357,19.275520713089186,18.273553023661176,23.91428344706897
points299,15.327701976713412,17.143050305122564,13.14593790012205,16.63106935363613,12.5542198253282,12.448903835934056,17.413133273210512,22.80758681178202,18.232446060212663
points300,18.757722013488248,15.81811855763767,8.149267025206456,14.317261549064359,14.8187362469607,11.780202961985257,22.844630286625772,20.194353435622638,18.49619065958009
points301,16.128939364361255,9.808680120655593,8.828508754709123,11.501056134790353,17.852091433274218,7.047458426480647,18.57072322749407,13.891001864210303,23.119260769219824
points302,17.93350508770069,11.445955149534957,11.175250360485219,14.229014099921026,17.000072219836433,7.46985427623224,18.61161094421534,16.08909246622511,23.454882154046135
points303,16.0687508787022,17.02642878388938,8.745011268434896,14.833283374465571,11.504233068523321,13.921202880552034,19.088446306191898,21.554650730944147,14.572543656104074
points304,10.773898458339012,13.555096555129241,11.244792463871729,13.529827293212927,10.507023891080625,11.453955136266115,14.88758638478657,20.836315893054135,18.197594555406376
points305,18.67840157460596,14.14272050325324,4.266192116542146,12.485899662609429,15.818168015899955,10.958386268819222,24.74185435597927,15.87472462598006,18.866101688268877
points306,13.573912300537835,12.01140167781336,17.12281596916786,10.803823499752664,12.757854881645985,8.703280475928219,14.07636153514519,19.540467522411156,22.245225892429488
points307,16.279762162368783,11.737507147323935,10.306964820581346,12.56473472701081,15.532557221535454,6.877356161810315,20.16040882219132,18.86010020072002,23.822030192873072
points308,17.460203193964368,11.437403312038477,16.379301327395446,14.996508980406201,15.782478919538178,11.258119522017035,12.602486182414433,15.049962760009011,20.795613609251035
points309,15.019553137952492,17.34802853086352,9.531394289811157,14.257685353424806,10.405315719905799,16.63382408753462,15.296533302789571,19.152362657290297,11.419449643509846
points310,15.119206012851194,10.128812195621133,11.629197663220172,13.616252905148219,15.686261644129623,8.169359043140116,16.999862995181513,16.568756266423126,22.398762084135367
points311,22.225482945418577,17.61078201740317,6.24901109827594,15.580567138852315,17.20376581208137,15.28717936876542,22.48201775201393,15.634620989416264,15.276254237271832
points312,18.725528833506598,14.96297803107609,10.181299208982974,15.432489410272398,16.178698078801453,9.856676623579132,19.579438014243724,19.74265622526209,20.356517868817125
points313,14.261051672885815,17.943585343508005,11.821820752936578,13.109889353684675,8.31086157830053,15.095668634771704,16.35474955598495,24.457541953256634,13.326315814219573
points314,13.442941492225966,15.452421016294501,13.648768484343927,16.28150328437352,12.922293811376058,12.233292685859967,15.642803851436812,19.365833589007877,17.76492261288638
points315,12.658468105875563,14.983422948181389,9.736542659318912,12.94646143511271,12.1225570966378,12.536737452480619,15.334865950432333,19.65537460358362,16.767139210288317
points316,18.928553127863303,16.20734990812758,3.987174926273155,14.147681453827627,14.28943046832873,14.373855492225763,23.658632615534987,16.557657257917743,15.306071428965398
points317,19.114078923463467,20.97069886058686,11.017929389386342,18.991788560916625,16.193007092491957,17.48589524912062,16.80837553137376,16.887045996983918,13.339910019982163
points318,14.19448307088239,8.896452289226911,10.784605807762098,8.111165761107856,16.076078398352927,6.001375683612413,18.327699004033278,15.662916508537506,23.866074515497917
points319,18.26825657412413,19.412969438464035,11.278022246962248,19.88890203291147,16.508984732304718,17.380423290207812,15.240334242852684,15.4373155187326,13.365083793428768
points320,18.782801918598043,18.091236508909486,10.311992710257488,18.239192480427274,17.16552358496444,13.359286077356309,19.83896822343346,17.250449096724946,17.51813165627877
points321,16.680184437801344,20.658215121763696,11.694921085490428,17.19862695563419,11.626857097394076,17.61557719839841,14.723739410734732,20.921615324310892,13.484763845807635
points322,18.863546113844563,18.57055312992735,8.133912699679266,14.753649185360384,14.528821631514145,13.936324726317098,20.264685616801103,20.042813329551727,15.04265638633918
points323,14.402019225664707,16.057042908109594,7.612787684821301,12.826226828451254,10.760025078889438,12.06848825467565,20.50295204513414,21.50070955908113,17.03206976253167
points324,16.83765468050457,12.70761706287795,13.055846612913166,13.477117489319701,16.816213388930557,9.061215675541082,16.00426256837842,15.927476753703008,22.423787602361372
points325,13.650428610893982,10.581149491592226,12.49839346609783,8.347285576921765,13.42325415698522,6.586543499092513,17.11972637331688,18.49756952313763,23.6751392858387
points326,10.946906314349333,16.267009412909637,10.926064223388366,12.619962370135186,5.628507563250293,12.664056917723537,17.158006759822246,26.57188773802139,15.867886451623038
points327,20.077649413300385,18.57895851925315,9.4372610798911,16.31059497871152,14.632215434579578,15.26854071400357,18.650968817167584,19.923237620237977,15.125234205861528
points328,21.158072626664918,20.695800796218833,9.66297231670036,20.03964358369027,18.46736898036462,17.129654285929337,17.635549292046377,14.450329711714286,13.997311800051792
points329,17.793270992250992,13.378448403476646,18.842025230968996,15.028184505721189,15.631886241034469,11.87460264105028,12.73970012388597,16.935801068351505,19.67617242865365
points330,16.42665442351662,11.800951905596987,13.173210376144988,12.816809986263994,16.600412296672754,7.698882142624899,17.54420124924066,16.032445840863655,22.972781129388743
points331,18.732702091529923,13.607131986546426,5.189199033078217,11.326591737967076,14.546531811731306,11.937330095199906,23.472683214087493,15.758577483427052,17.496563011887798
points332,12.126402828559362,13.757230901608219,8.072488509884534,10.620557549638674,8.767878255580527,10.20785401777151,20.432943729797728,24.048517448617645,18.120332806073623
points333,20.690402074395898,22.446746297078192,11.09133575116425,21.40833030977193,17.12326143858891,19.16197859660354,16.146205674253096,16.32388861741783,12.176454481703987
points334,14.7932112455162,11.192694402365454,12.898005994455733,13.032926086005645,14.800557602918108,7.287989247071985,16.898676884803336,18.248427219410534,24.157941967431846
points335,16.830117020536182,15.358054362095011,8.115960613293137,17.19004632715665,15.330472801768881,11.564214647522872,19.476693079801535,17.85209526426496,18.726754217073577
points336,21.051796609830934,15.49865250666841,8.221642032052936,14.66277791752307,18.204399406031648,12.348109000325092,22.304161290865174,14.484417788522912,18.009667755687115
points337,21.00764998869376,22.12661726777414,11.640697878934883,25.61495861568319,17.160885806305576,22.50218909436029,13.24532028074601,11.690082781861934,8.946532167059939
points338,13.522485339707451,10.42185447681893,10.935768795780673,9.490047920217537,12.56021857578098,4.96100172136369,20.78106770946258,22.340790464497964,24.043286634826845
points339,12.077435350207029,14.050279559234264,7.374403534434003,13.363419730598338,7.770655969473173,9.92030829308608,21.934415710234624,24.826512621322188,18.97344914409768
points340,20.896856758829635,19.653166039086496,9.67555074433652,19.468550676322,15.995395262708954,20.29337787236146,15.11600220234247,15.423540440299782,9.293451223165627
points341,16.36713898245066,9.109809894746586,9.902245521495672,11.088344885355905,16.476240016462715,5.5446575603768045,20.37238251746413,16.67727591542628,24.90914261949906
points342,16.10858428035762,10.339566139617673,10.09540136584202,11.565517671200322,16.248644373908174,7.721011301346228,19.28538944680541,14.710599164928514,21.717772593781778
points343,10.400005779919471,8.153895261727623,15.338393700500262,9.537898847119548,9.930548179047484,6.554147430366419,14.008435698920959,20.55940461770474,22.544027769753612
points344,11.27271714858375,11.909765844209488,11.168449413524817,10.17096288306468,10.586332488837922,9.148129097161846,15.586951678380279,19.874431910115263,19.53210034118765
points345,13.63237755636358,18.15116352528782,16.647114873855166,15.939474727561507,9.605700474545166,18.88437926511664,10.026328325993894,19.99421984730005,10.656314001215879
points346,13.152875527203827,13.59279919923262,11.338367943183794,13.655108527051807,13.251396185538905,11.787653573623682,15.352803401422804,18.513108007915243,18.05038942564441
points347,13.234907467473047,12.531899956082704,15.093167726459692,10.08420590685397,10.805059920875165,6.81073317280934,18.466870900876117,24.23222994376875,22.74894792292737
points348,12.582677818584568,10.68501944020316,14.998087991336881,10.361078910795687,11.859065960315279,6.737624125859028,17.123477210212698,21.61426757666142,23.808987891414116
points349,19.340081112382485,14.150897445100561,3.6182031520205657,13.40671262354788,16.342046091122313,10.52743183962891,25.32078107053514,16.112560652788716,18.90774532335176
points350,18.133155422345496,18.113933865050424,13.384633748174755,18.1377811563667,15.90394021009293,15.28025384888166,16.16007396316176,19.28209880820107,15.371143496165423
points351,14.636915635146472,12.398699427711987,12.667994948772456,10.374502344161552,13.624782211427597,9.336148908715455,16.73614188847421,19.330379460474447,21.113427053681107
points352,19.417222833451614,21.379937030574684,12.789831821840616,20.26988459899124,16.381189436941156,18.384313424742516,14.96078838024456,16.247486510155188,12.7710606396946
points353,16.690086998768905,11.655942716508934,9.75203397921838,10.75576355253305,16.06439512087285,5.87536456804316,21.779299989713678,19.00557367583837,24.123727490654037
points354,19.109849774410243,20.41799615698264,9.43520625801195,18.11870292838635,14.00422674162564,17.957527581925095,17.204255675682088,18.517676137641466,11.272496706399764
points355,18.987694819033013,17.60603861369925,8.739981737797487,17.78984429004354,13.704421603406939,12.699527724087648,21.07047993569387,22.036818588213954,16.836081842055357
points356,16.302584929114776,16.423948475426123,9.650533420745118,15.165530770462714,13.001967699007256,11.343152147376777,21.15346477644893,22.409650497764197,18.730494200303163
points357,12.28338473880425,8.866117727812465,10.77229878923564,9.264227738573341,14.29707195570617,3.9053293909410485,19.764051252077103,18.405354097940435,26.30098029432115
points358,20.544688980869108,21.18749355782915,7.607071892097404,19.389483192183942,17.155406903421408,16.150637336731346,20.65736030850973,16.267905091149604,14.23193228989226
points359,15.400972756603913,13.091330354841755,13.826525383107104,13.767134023934648,13.607275055197867,7.621200411603541,18.495070769528297,22.14373177043811,22.84995899593432
points360,12.441591408211009,12.5107038675511,14.599610541431696,10.105602598482275,11.289804368710096,8.300687887405257,15.235665339846937,21.247621924188536,22.05109831464384
points361,13.000892942528365,7.8658822909712125,17.986192241055193,11.098242086161717,13.70669760990487,8.013778672711895,11.999898970983264,15.508312975426584,22.25116874369063
points362,12.009221366563748,15.717441826997844,12.363568407075991,13.112634174975652,7.936768748520699,12.510532927114811,16.499221986433124,24.983287401140558,16.308188703045882
points363,16.925256254317514,15.278054042860042,11.30634407239857,17.38936953244346,15.878945014212178,12.883643231365895,17.219274772365107,17.091195972897022,17.993765466523318
points364,17.557883687230028,16.900013362528618,9.698760166152612,16.377186352329698,13.07682653329098,11.51628803765139,20.75490457450032,22.388143923504487,17.574629724474104
points365,17.966424854888444,18.2591742008126,6.974759359097658,19.12269095206451,16.092632136147635,14.901998969621308,20.180633505771294,16.590024374816362,16.257740264523296
points366,20.298601063559193,13.798388231826799,5.427708806232992,12.987016210105553,17.84863917026556,11.20266614931982,23.72407475682588,13.597771778844793,18.78820684696877
points367,20.181368869803908,21.17471882939052,10.860625441517493,21.132098368601177,16.64600840720199,17.39247467196394,17.630308301832063,17.658465725953107,13.74411116059539
points368,15.222166971033804,10.469897543870822,14.938484325236137,13.40607162151306,14.286824284838682,7.39524162697012,16.963986954269483,18.297253114089852,23.639733033165687
points369,15.082697869690739,14.173474411201102,12.170643560057545,15.341754219077913,13.403468602013012,9.786916178324526,19.162627624567094,21.88957097487073,20.921280897426254
points370,18.81136581030744,23.318818206589015,11.571275781389279,21.86687291272794,15.312826912531824,19.777365449523476,15.197194115483617,16.061962035664763,11.284382162953444
points371,16.962754332901238,15.803231784190187,10.225177091564294,16.130052085399967,13.546637278367784,11.767780624283088,19.28648952586819,22.2708481227002,18.77073944241219
