,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15
points180,20.29449717131266,20.560593683193613,16.671182235101785,21.656786786310253,11.038744763995497,14.500359083582092,9.134690452355791,17.337096764444194,10.527134372708273,9.210667906617738,12.398721770564205,19.06393642669561,9.058004967383502,8.521916801297953,11.168732610070887
points181,17.47586567972435,18.455199889618537,15.621963671505243,15.46200173661674,9.519623983114263,13.153744496413672,16.86987473845598,17.776824567842585,9.326438783092378,12.77786821976561,13.469470773508272,17.146115363559062,12.636560755849791,14.963535212613829,9.960591120316396
points182,16.626058136312338,16.605175688148897,11.024565725274027,16.921446153386775,9.543646958637952,19.13291580630947,12.958991218965622,20.866308540070424,9.875898483578734,13.737377114451066,18.16120940439006,14.738871990720847,13.599124056964637,13.445938726223533,9.327153064999456
points183,16.060383213678406,10.569629447500347,8.544236143185817,11.862691769243412,11.797408787952065,22.224383512216786,17.19222555540261,17.092773152967176,12.823455160016207,17.27102846338634,20.692436471027126,10.826061129384398,17.14402408473884,18.706260935601087,12.797238626828138
points184,20.965702434462298,15.765202653862968,12.838538930798618,14.892627187828106,6.383022910809664,17.57588687501954,19.619941522728322,23.38224130063096,5.5010672258003455,12.77944663300836,16.310012648468387,16.859137929338097,12.63814419365832,15.555596688030642,3.41827043621646
points185,17.442648262892902,13.13089923266634,13.76087135959134,10.448703493607987,11.293805305171569,15.956533480619012,24.71136168629133,17.76281306155447,8.716734154922854,16.713406436478763,15.368753541188097,14.315341131834614,16.58462697860731,20.176590065127314,5.938985191550829
points186,20.66242512013545,15.328636040787465,11.778075291890831,15.483003626873085,7.001191788742398,18.71135315614733,18.181400468512464,22.518817739810743,5.938907478779894,12.529848580712848,17.39223748075375,16.31383389367178,12.38775159542382,14.94169649474671,4.489044762961305
points187,15.694391703151469,16.038041181718306,11.276092651941012,16.18631454831616,10.661499618728405,18.87971904401275,12.7949051442393,18.874654798878247,10.973646520933965,13.854935791818209,17.904521031455566,13.356769701044906,13.717056959085683,14.210361905393784,10.063927795976667
points188,14.856176861191683,15.025502323328936,13.617545689766134,16.514902059156924,11.602938914610261,16.779198041088424,11.40985592213804,14.66643558758941,11.523495894018357,15.19582632479098,15.515020318565325,12.333328657352896,15.062215951358526,13.868681711072103,14.314230883526191
points189,15.056149373070934,12.379333671972379,8.239299005058236,11.624049031902134,12.314589107884313,22.428875748270496,19.135439443962476,19.951192595866882,12.862183520319455,16.329279112438194,21.00363105711175,11.711599861734122,16.199276861349553,18.954412475687285,8.931866913769543
points190,14.076922327141949,14.4153534741994,9.09863087982496,13.579623016569093,9.991553997590675,20.359432122820355,14.669717459049279,19.848449928438242,10.482945646981063,14.9373461652038,20.126665303712866,12.756591517798226,14.802912971403876,16.920917966471947,9.743225985389126
points191,19.809406293682553,15.350289111679265,15.54570482946427,18.78254374236558,13.765281336430606,15.862826992666614,10.550260613462905,13.688808145184149,12.94379435728727,13.396204766427363,13.547294481469693,13.878279454004804,13.256865654377913,11.510685057492188,14.402816906388574
points192,20.353799105438807,21.871356932182152,18.600359867932177,21.699891550761,13.703723441158214,12.914692490482036,8.192977399356158,14.844822090828963,12.972631584129523,6.967317838071213,10.429956540396718,20.32238460082442,6.807513638437314,8.4770945125383,12.426273771142878
points193,14.117695845956314,16.62926781701927,14.295483222132003,16.209469643459315,13.971613801170093,15.087113997036056,12.637639429341927,16.181542221441227,14.304131103307006,15.529679018058864,14.82317120149399,12.454812805422977,15.397131398518985,14.186284187443373,13.951377460947825
points194,19.919869758823573,18.918288289728096,16.63108376462111,16.62371033695875,8.028881696933906,13.129048865171752,18.410412037124924,20.33412443600964,4.928760096723798,11.209352477481362,12.439643079790365,19.39495837566293,11.063051954517972,13.755537929654457,2.203416142629832
points195,19.056068135769454,17.74525666270028,15.313075951978622,20.687777028043634,11.381645213194545,15.733707326390833,9.58695664329171,17.03216760922004,10.778218888236323,12.322138137513534,13.784697008708573,15.420480231359985,12.179379947188604,9.529537089899225,11.645653032555005
points196,19.09044157829893,13.014633107897998,11.576625954830574,16.290309140933907,13.41611697918895,19.66060227082124,13.997407618343095,15.105072205111371,13.159985184192026,16.03287499894785,17.597820649299315,12.839381771441856,15.901929204099527,14.102223612118072,14.460345758072732
points197,13.33393847041579,7.485691428644795,3.4781065048058237,10.501119193055962,8.12243964429363,26.283620566538296,18.751627948791462,21.440818455632243,10.46759759349314,20.23371122621785,25.862525380325813,6.219739471721543,20.11613796105889,20.12208584393197,12.227375037281563
points198,14.56520297594482,10.919863260904275,8.54980699657493,9.859233798520687,15.787606491661407,22.121434776059395,18.171084208481687,14.024025266922576,15.855470331717633,18.35675544452264,20.686751301207515,9.687968051376062,18.2332072625713,20.789547384925683,13.824587239533637
points199,11.694695658134362,13.119957340439782,9.242319819647834,10.823251432594509,10.243824071743926,19.58982369654932,16.895590653245744,17.591460898380216,12.371411467229336,18.77402510221457,19.980027801873362,8.709844611027819,18.651805215532097,19.78711813343933,15.248127495023144
points200,12.219710101983582,13.745058222654388,13.61523911107872,13.432372637931225,11.049364444083569,15.564099461265101,14.011922835921983,13.449202455979044,11.198609290065924,18.20097147218388,15.51737422929036,9.119700987977188,18.076927382826838,17.07403558758357,16.09380685661681
points201,18.252764343706588,13.097199711281636,8.552014655812377,14.03274454790362,9.777747525315759,22.664174798100454,16.5142838096832,20.07735713108357,10.787851621320685,14.690963569551327,20.684498339804286,13.54149032413575,14.555746065581468,16.4497416503619,10.301190501383143
points202,21.874976786091565,24.341037013592384,22.087945556355095,21.86685296574817,10.584800177295593,8.990800374904246,9.927436490239153,15.079862626334767,8.730095995816177,4.947532384225285,6.870804016674487,22.878592006894444,4.7812985978409275,8.303480461988807,9.998547828286993
points203,23.76957782244027,22.801357275085472,21.244572672496822,23.110509748105596,10.189791773105089,10.397879131069054,8.117916042994315,15.06856158263408,9.318290944677779,6.501675725891265,7.731483293455334,21.68825148574455,6.340389246865146,7.010269743242756,12.269310322236825
points204,19.4490813022263,19.47982923317559,14.576121053953372,18.246456424730347,11.71598893025509,16.738352191496958,11.971181427391691,18.532245344962025,10.996706637023594,9.294686561415258,14.536774554468343,17.719964824698767,9.14229107891938,12.068132960470345,8.696246555473444
points205,19.85296661740872,20.684752613194394,16.290884940596595,19.395184070886778,9.974589705946057,14.563234359826986,10.568419900517135,18.13911773447517,10.009920075784184,8.090366161558185,12.786822937510717,18.64522010885838,7.9341369637182,10.873633862324088,10.553583189074043
points206,17.729855977209976,13.791306040669747,11.619893792383797,11.657948578455734,8.8526620040844,18.449667657775358,22.212255924377338,21.313597444642106,7.521544718480973,15.224020422841692,17.553664936155197,15.216395590855416,15.090499799733424,18.919162189928663,3.993339174959214
points207,8.00509184062961,8.04448956893901,6.47203804700837,8.42254875857496,9.715328849291083,21.597273168066824,19.604612797444872,18.457945522766543,12.823378655497482,24.402542418766124,22.807157009118754,3.813273298960208,24.29823980161062,22.283477639218255,16.391252096802408
points208,17.442814552688404,13.324577747649542,9.881144048505682,10.390761149533418,5.83962491571858,19.109233118479963,24.136817873752527,23.399855238085404,4.561539250571914,15.300916868507034,19.3280946109838,14.717004010033007,15.167641029995696,20.23684114202368,2.3591982870016732
points209,16.455454748782934,10.95441872585687,12.71263566412667,14.790545429498335,17.97271216602592,18.050484437656625,14.74611833679908,11.819588537969311,18.038217008296485,18.73478407214888,16.43849950710181,10.370320639075688,18.61243926942321,15.661745929471884,17.38706287683139
points210,15.538846819057751,15.479892845237549,14.619162845219051,15.705141396536849,10.577285072132646,15.86143757838649,13.382985254974356,15.53719875421028,10.584439469001556,15.226361373624005,14.492849526183797,12.18825996715103,15.092848202468668,14.710707568506962,13.798556680571778
points211,17.459782717641865,16.893283435121187,10.833189068046542,15.305952426372395,6.434243397779903,18.86376245272274,14.848772761255512,22.63125710286524,7.754752699720948,12.829055586304882,18.35651319715815,14.855799749266573,12.687911067227123,15.12580236181747,8.418859984488401
points212,14.089559764805134,12.061970126782487,11.286862781372355,12.126500940950198,18.080697352988732,19.94467806051482,17.422829739470735,12.171017903625968,18.160239692499783,17.69207210820033,17.893529894098393,10.516086537808034,17.566408038561843,18.431940195832315,16.080840505274868
points213,20.0585439826432,15.22940504732256,13.154514980066836,13.075234303445415,7.887932481351699,16.699336063723266,22.254579282800975,22.1495308883515,5.794047196822339,13.837925979431578,15.987552627795086,16.69440737631518,13.699992999331998,17.445404223033524,2.2983228486616913
points214,9.367918070453515,6.471445633351568,4.98320506676468,7.44429566924307,14.044864992430028,24.939504304872923,18.147551103397728,13.84219051913241,16.072834001443823,21.472483044977338,24.326541515318922,3.6450773715133766,21.358853164427657,23.300709562621098,17.820627747432766
points215,19.765236494732555,14.779405386988886,11.278394606551165,14.313057786569244,3.8146083323315367,18.421635296660963,20.259600186979497,25.30708592315647,2.4963563619912046,13.489193418979927,17.90217183969595,16.14592001930123,13.35015031787919,16.15825923335481,1.0220715235750928
points216,16.342277124412554,12.706707823691461,10.326560082080194,16.46927241911955,14.941430016747198,20.83797114656433,12.443181006232363,15.808904323236355,15.70844146966443,16.24025178345501,18.87353843899769,11.647956329462824,16.10996613150626,13.916129479962978,14.87085277613675
points217,12.390526304594411,10.067578954164865,7.331548763927599,10.806446531626998,9.46929431718641,22.038066998449565,17.337728916734136,18.845374259021515,10.713429126574674,20.379921769946602,21.930008743645534,7.685887910167886,20.262813937080438,19.80459263152187,11.860413047819176
points218,16.901518084627607,13.330037975296426,9.5154221891834,14.648460403475578,12.062549361919945,21.365995333181637,14.63607103900894,18.23050352049111,12.3789016798297,15.28787956419298,19.70132124822691,12.414014768165558,15.15456222400684,15.80949238269964,10.762001427318458
points219,16.490684028107633,14.902883717447388,12.535064637197486,16.75538237402009,11.805493844586405,18.720901662526696,11.969357707923303,16.369303001868577,11.741078443977443,14.621549316228979,16.61971437179542,12.222372804498672,14.486110845738837,13.618619374549501,12.484189934719964
points220,13.916820696893438,10.063480397649107,5.023152380000749,12.133931874624754,10.980529421568262,25.73327807126359,15.952232106615746,19.907547631443066,12.602348293359714,18.05530905145906,24.285774465152365,8.565875166292646,17.930801274650193,18.42421317402489,11.83745839909004
points221,20.592352660735827,22.736584866413327,19.559539106359946,21.75307536816131,11.512499122204858,11.407527145345421,8.401166831881929,15.322080870028383,11.558134799678513,6.411848141341764,9.451094510286742,20.980753906176993,6.25027571400052,8.421791567464057,13.5222391029383
points222,13.849005757649863,15.296413746939068,13.895205931799207,17.15183279490652,13.165828851219135,16.726872980168476,11.019306819166964,14.224663363777308,12.606230712109632,16.004269326402564,15.231662362816795,11.340674237276557,15.873232471064206,13.20637224896404,13.983463902352764
points223,20.64705085069127,21.66798518146347,17.234625737467503,20.58465589592056,12.636589659135732,14.207616069094783,9.645180612852098,16.425044484588874,12.136701825195127,7.28762157972428,11.823716152759104,20.22790877117186,7.128837003580354,9.636767119343517,11.417821971272895
points224,20.066789249070723,21.954512711459408,16.668221932659794,20.09562478934657,11.10835230734221,14.308553571272189,10.45596052791872,18.066552338826902,10.657375001719414,7.4874431457460435,12.401742819750861,20.21292779266664,7.329294661960789,10.145283840189077,9.545819555011164
points225,16.838532719019618,16.718140586513112,12.63997549512122,16.666911193449838,11.29065659559925,18.166079213331514,12.289880762574656,18.16472738856352,11.364974163583545,12.916076798845161,16.512650695629812,14.348996389754054,12.775209294553346,13.710615720033742,10.433763276035355
points226,21.063475324288763,16.23117594673619,14.160050567986547,16.90970319595739,12.515920864040378,17.460921057260105,13.15058930037671,15.362940222910236,11.72667281395532,11.679905779979652,14.961382994940752,16.82061957169494,11.53510317020965,13.458149585869771,11.75995863140725
points227,17.638248031453816,20.249648788364397,14.730188561354982,17.992235623922987,12.129660475341,15.871153027921228,12.146072597447102,18.442678913318904,11.72200985844116,9.383998739426604,14.379545512150537,17.95715369802301,9.231887564551275,12.332483277371361,9.452958504686723
points228,19.64610985445177,16.33819801262585,13.812559141673107,13.752177246689838,6.471106146590002,15.798599434674689,21.371452192091635,23.184410918049853,4.486185422849497,12.90357270612366,15.316005102446479,17.16467176301307,12.762665397530489,16.741488253127617,1.2774070074341415
points229,17.414736884763037,11.896936512431214,7.2832907756593706,12.825104401849929,11.496466090411152,23.877863849844335,16.744797709722842,19.436306545653487,11.651075932031834,15.468966347216616,21.97925700765372,11.696878657263596,15.336225460919968,17.705500637422883,9.298378262479625
points230,16.44781745423897,16.019601091760556,11.052706658797808,15.465669225971622,10.435808879480467,19.25638282042175,13.47387710956697,18.758761618036406,11.697970343484917,13.4105590201282,18.132491006185955,14.292183115353373,13.271265602000963,14.959721590871965,11.96386509927519
points231,15.441019442260354,14.267572208113764,10.42638119133029,14.293477731286671,8.617343307834329,18.741701379705052,16.155333212634773,20.934857750992553,8.48521575895287,16.464470312987064,18.771668955449922,11.193976268751028,16.334898416295804,16.17861946273986,8.176454948242329
points232,17.17733047751825,15.387749994997078,13.13116197447256,11.51106398630906,5.545446453382875,15.478820556347976,21.67530925966344,22.398113868587238,3.976643469457465,14.113382288867339,16.011384847623624,15.803426331627264,13.97632616934426,19.071899449659323,2.550544817484224
points233,9.549293121788162,15.223750451945424,13.483214747867592,10.71459417684861,12.69462835416524,13.858802676668605,17.804051326558316,14.46332267216979,13.542805907408429,17.348437712643666,15.652107792131707,11.715434493779627,17.22167975100172,19.900104875274774,15.165001034402145
points234,10.540826587613573,3.2883432433485256,0.0,24.464827336983053,21.179268970387376,1.0114357642294125,6.315354479298073,5.66514295786196,17.678036331170944,3.4175900965938735,0.0,2.953309841734682,25.884125039485788,23.106276539523577,12.402545396010192
points235,20.139949754688146,22.124592641832113,17.373241581070815,21.419462578251412,10.270311242771534,13.75219734792681,9.622448168037149,17.929325901439697,9.745539166022919,7.0033917680268365,11.682255849367479,20.61924885495111,6.843702402600519,8.768697274844559,9.905225345501867
points236,21.89527607096945,15.884716395881677,12.563605761359353,14.537365708528876,5.472814923001474,18.044204854873485,20.22463743959603,23.601128386772636,4.774569179143629,11.781671747407,16.59058757086039,17.89190879563566,11.637193089428296,15.925013684347315,3.0773577594683386
points237,18.791301773362086,21.121565007127337,18.322640008093227,22.76153654828899,11.827603462275965,13.0461555395142,6.44146179782419,15.00550561997995,11.163550013134406,8.201274712889042,10.713375337335457,19.05881128586533,8.045398570444512,7.373147901397034,12.760612722362971
points238,19.8249649313738,19.91375763499674,16.082123371999465,19.243415534130083,10.19328656199711,13.393442702497467,12.229974782758896,17.42749089294396,10.134814156910375,10.174164752178749,12.999868387890654,18.83451140970248,10.02456891422526,11.031449669133835,11.319693328258918
points239,14.562385815824413,13.7904453586659,8.22908858517174,12.154892174643738,7.33216285638754,21.214902990327612,18.34088782831189,23.074100716891625,8.321499750737818,16.633439913731983,21.01405099943113,11.727143423415356,16.504405898281583,18.402417703572585,7.303791489432528
points240,20.522986375004827,22.391677549454435,20.40882039334384,23.007939726276213,10.54812806779824,11.098525268718992,8.082350030188605,14.882904364737836,9.471415852935303,6.476604907199636,8.584385587276543,20.71089018086034,6.315238620190264,7.116926703212322,11.995047393232918
points241,18.292507217495924,20.38638788377571,17.06360014339187,19.82901839395695,12.1002722689153,14.039079497346659,9.901110604973224,16.396321050400733,12.178311842686401,9.104807647327014,11.998251269357388,17.79759453376295,8.951807722934655,10.422513259989726,12.282826311719713
points242,16.233806158065477,17.223218161848976,15.375747665908102,19.34719090231064,14.488725316677177,15.48547713498016,8.666630182606921,14.41354724279985,14.273966432038943,13.725636107971246,13.720739242871144,14.251398259738009,13.587345675317291,10.923539335369146,15.172003802572874
points243,15.241242267955515,13.349258108366884,8.414607124248233,11.147538102516686,6.1910393984000995,20.72559502847057,21.229966262645142,25.07143785097322,6.201353357729778,16.248743047720364,20.824725536047335,12.80759707465722,16.118484426028765,19.449910148536222,3.2041477319356018
points244,17.057299499336093,14.686455715685762,10.561135601914636,16.64931591502913,9.460997191037912,20.150314737467838,14.482084858620212,20.819442051235583,9.552449532753256,14.641803948082485,18.63414932342882,13.787473276189022,14.506429954199175,13.728912088433589,8.36133160756767
points245,20.444308484692865,18.17161288977894,18.42142906565876,18.383288982899675,7.249512566592626,11.98276935403831,13.819588775841657,16.185119541786925,6.4796444868622975,12.315935622998866,10.612559083639479,16.419064955474624,12.173157688198073,11.925848261501718,11.800108211549231
points246,13.498563457679468,14.709327703301302,10.927825629211492,13.964214382316754,8.519481167971247,18.69785730554299,15.19046851668427,19.31779123737038,8.674827439995093,15.359758075446251,18.25993465096652,11.799014347139279,15.226669546257197,16.52100242419565,9.74819450825888
points247,19.623072481569807,20.423767090350456,15.699648416698158,20.407287327068417,10.430355565294265,15.571765544820655,10.242203128237087,17.926332440319836,10.89464103285647,8.460241185071123,13.390191902217486,19.07061929401423,8.305189411073837,9.821203000417912,11.665952691624383
points248,17.986309531755207,12.53040121032265,7.310532082812141,14.287061136504075,12.566567996988224,23.903198170054914,15.044906443441317,18.72033211840558,13.310011065226275,14.841105082675893,21.95145669656054,13.209073299624482,14.706365524460933,16.18529172896991,11.183282946653812
points249,14.553899174067782,14.88032730637722,10.158800467158866,11.19707664783889,7.426472410337652,18.42302915967309,19.572736291501318,21.727896850802455,8.039999556620772,16.155601286867725,19.044740557072647,13.39396769192258,16.025046166837477,19.398397722671966,7.432309932142895
points250,15.414113539131998,16.467876959220007,13.485886105657709,13.247575574384712,6.481289163971294,15.053522896549646,18.08735658245066,20.035417805547343,6.800396714940236,15.428107836154206,15.649381616871835,14.300141379623366,15.295236884884137,17.26619595430319,9.179129504387854
points251,12.137020981353611,13.767769785003095,10.4407238078885,10.033812282516271,11.626335724497201,18.004327341393672,20.493445585377028,18.194290115691224,12.011743797814777,18.553515800163034,18.757032021914668,10.946013138616557,18.430593965813728,20.608012760607885,10.394561404450023
points252,18.46265489413143,16.327249149859547,13.664703857911102,12.95015785853305,4.849941647766509,15.752852188768141,21.62426253029179,23.73504413829707,2.7901351498476856,12.778094773523598,15.466894443486627,16.81837367203362,12.636788030796774,17.575464382329816,0.0
points253,16.897732709057035,15.903838418367377,10.247135810663787,16.090134672728315,8.6924883100461,19.3837417524694,13.51657750017786,21.730790240883348,10.024505250179283,13.182349216405287,18.954592532376637,15.31881961777177,13.04232933759008,14.310374101525653,9.220932506467555
points254,16.110182517349156,10.622478764156693,9.29867808967686,14.438305460348566,13.734903590374856,21.97629377113985,14.440912540483433,14.898311669844626,14.155922455581559,17.794903601416838,19.922513034659964,9.531739302556208,17.669566875459857,16.028021022517898,15.227296426481633
points255,16.290230973971422,14.437229805502012,12.840477484063115,14.612346969502255,9.408783633945275,17.64375131078783,17.561236101040105,19.134548093101483,7.825357164782172,14.041555703147518,16.30803431521435,14.453145336591756,13.904270937921995,15.84704476899105,5.421634212646677
points256,20.420075192228225,21.268354290319134,15.544629100035475,18.94875513206325,8.642230524592076,14.770127136277793,11.975124964897084,20.296527348561554,8.703391347091623,7.8899632982008905,13.548392285352781,19.70212346862974,7.733096157557351,11.337850917250329,8.48400014407763
points257,16.156302313932795,11.659193940288173,7.713328890038889,11.135072492399138,0.0,7.399591794360587,6.793424688053603,0.0,1.9512077166596418,15.841329337730958,20.829771324003985,14.283679543012038,15.709773795226942,19.690595834079424,1.9970790545612849
points258,21.1607152278277,19.24057807945327,16.903291483148074,16.280521592405314,5.603507214890022,13.363071398712123,19.034552541329056,21.976709343029103,3.383262412299315,10.237887408291945,12.161849535795746,19.94516564776495,10.088494418786874,14.112401148916797,1.774676112408437
points259,19.556041682793506,17.171812677971495,12.242052014374671,16.784194622569853,5.676845417084698,18.071956036996234,16.855044549683498,24.80226985454779,4.904247787056957,11.67978697542952,16.918739746129347,17.494665169327092,11.534983987468776,13.5886590919504,2.2023910640015885
points260,15.79203370331604,12.976400273578811,7.8170535453835965,12.71935155855426,10.282846515404904,22.607445665096336,15.64391456240605,20.215657108772707,10.82597568808562,15.5424140690362,21.434541184544585,11.665927662182481,15.409906989007522,17.815467239485393,8.761671155580197
points261,19.97506980409045,19.29754638471517,14.27354841365316,17.63935310276487,9.05451439817945,15.54117702380663,14.254981038026184,19.467393687151283,8.75761862357835,10.740742387996042,14.84555612216103,18.70182427485408,10.592950137672823,12.699426525133628,8.709314113842012
points262,12.416430833038687,16.051368580170212,12.887521993321297,12.377853465895578,8.896906288752698,14.842395498934032,17.726212995976205,18.59646667295289,9.137595108661714,15.322118204397613,16.260024431354193,13.204404935372432,15.188909856137816,18.17057244224109,10.242295445653658
points263,16.112818318309593,16.683305632895955,15.528606526146797,16.429157921388143,11.895069934767513,15.111735123092389,11.483825110308404,13.583767016142748,12.251180642249535,14.4079775030609,13.564743649702539,13.125519797558464,14.271859169025053,13.957842353787402,16.06245847002485
points264,14.233909959350491,15.420336267548539,13.361456855709703,12.890631890514994,10.885398930715843,15.04914337783514,18.646171031620824,17.655197923042692,10.389167729345786,17.21521623515208,15.776364211291638,12.791231262771236,17.088034189335783,17.637362183215654,10.312767579613377
points265,19.244624780091748,19.63804232635431,16.767145892383365,16.79313091844633,7.488729901453247,12.036450372880863,15.676364107663781,18.522868605272233,7.059434828732198,10.92209773914862,12.300788895643564,18.924076818744226,10.774882797648313,13.579366726261334,9.409802620681146
points266,17.66923874528091,15.861729637695122,14.782761826323327,13.357513728176894,5.189734007671477,14.318709952138416,21.613851422575564,22.572657647141313,2.91716494429532,14.548375279417405,14.325893420013115,16.17344806897877,14.412703873881275,17.15187727659397,1.5645886232945947
points267,16.300997608411482,16.891423466509096,12.801969250727181,17.686892089955958,11.109729050644011,16.689850326162485,12.266147965845068,18.78684875506533,9.93549928064392,14.173326854277263,16.347332754910504,14.831461557459333,14.03646155639952,12.649993330488629,8.042139114188767
points268,7.295709399227107,14.876588517963635,14.65695095882164,10.287234726715255,14.296148074913,13.405034220880049,16.849322706722514,12.176016376926954,15.207190646363404,18.269018837957717,14.454285983403523,10.304125467525571,18.14519136390532,20.34449261111156,16.401145723061557
points269,18.49850693875273,14.116980812312443,10.174112457537628,15.519896770401743,11.998292400734758,20.792298367146994,14.675142942207607,18.22220319206235,13.09969830768096,15.06960987530052,19.029114357727728,14.281391427889147,14.935597716812241,14.90333333110195,12.611480086757965
points270,19.10718171862359,20.672264177014835,17.269461097679855,20.31408290879403,10.99886265419722,13.794063500911333,8.41104451169373,16.127612396722448,11.514198119452121,8.18655215919109,11.788165955203775,18.392151529166483,8.030629150414292,9.91812118110636,13.476900759590482
points271,19.209254908336142,19.487750055675424,16.510096061163594,21.833042186782336,9.90232291490476,14.461970473816937,8.670511857507135,17.205864363173134,8.83255222763741,9.693706760298332,12.563113505629538,17.69145752008357,9.542581479535523,8.338638443184301,10.526457950613802
points272,14.429436596201993,9.686928538668756,4.688613789065532,11.36446650455362,13.237579435163799,24.921579051514865,16.475140911989275,18.474109881299484,14.539696512774373,19.164280674392145,24.627177939241054,8.485800414007565,19.04330308899042,19.224338158985503,12.326969606913845
points273,14.680326242039706,19.32720907561231,15.977847241283467,16.60733015035771,11.263389145754985,13.068649712687627,14.788083848552935,16.900631123600693,10.708874289525362,12.932007046118462,13.10628431195922,16.28676183179256,12.791190252612095,13.772570790479108,10.238579839724226
points274,16.941056915061132,10.72454782221426,6.345693566349438,12.610580163545933,2.9224309070135885,22.466450128502306,20.716481642974355,27.528289512530883,4.123066337214617,17.787446060691913,22.936094135649668,11.093849909043454,17.662085595131824,17.928572668501815,4.419371055001571
points275,16.28715680172832,19.38785254680078,15.373245851239716,17.51904054455496,8.968211444944851,14.664238669176031,11.902831175952251,18.284971613511196,8.551965179270224,9.88716965397762,13.723292395907766,16.493542236594955,9.736660224000124,12.824532979007403,9.74540314187886
points276,19.125363775700325,15.96230056167149,11.226050317389413,15.541118894423436,4.90032202999462,18.603627570378283,18.07415246972269,25.01833295621021,4.296421841821645,13.000304017663526,17.955590257339683,16.22766126073266,12.859704634032308,14.881265604178614,2.667951838709659
points277,13.47484579710127,11.789994724430594,5.4652421564634945,11.463717770868847,13.58598632653971,24.604622938746616,16.699239383760215,19.698125805048658,14.973600299421118,17.34475177440389,23.83461280657798,9.95226654606404,17.21798207930796,19.12113219149608,10.885501637594624
points278,12.47223534699757,9.021396849159563,6.718318544540746,8.806910093369263,12.762621036893133,22.79253959313841,18.44803192645761,15.507861401799502,13.10853148136866,19.38154961005183,22.555822724416974,8.057110269551098,19.26126365725264,21.883801293558538,12.346539113585797
points279,21.18119313693574,21.711870423980727,17.704106244856717,20.35087968966677,9.135989554127107,13.764334261270545,10.679549312076091,18.52440615904882,8.988809793637222,6.877878432486981,11.344601693074438,20.688165932959752,6.717789520228767,9.879858219721005,9.324279878191337
points280,15.057276925256861,12.428485347269618,9.263970466558515,10.922172010868767,17.43615017127455,21.838477519675347,16.889962581289897,14.256864214633971,17.74834755521904,15.82044136322947,19.95793287389836,11.49930138843673,15.688819327997805,19.68425603037071,13.732934030606424
points281,13.292191905274622,16.83655624713071,13.97182700839104,13.776555652566168,13.505237565815587,15.774315346395388,15.716151959730036,15.11433924206884,12.451984275634441,16.812743826575158,15.153468987087738,12.784699498101544,16.68428058960032,16.71613848120304,11.511193783368261
points282,10.223652071687315,11.763139353725592,8.088806403789903,9.867941274962165,14.777617282561414,20.979945285823124,17.692299361735547,16.29136504124351,15.323108783914053,20.672001834292193,21.157211834605967,7.745389046595473,20.555823780432117,20.780492956061465,13.042762956700985
points283,9.094529364542005,0.0,28.820592611180427,25.008231165764702,21.011827176028163,0.0,22.79720580088511,21.59191518503625,11.423209734390564,26.444121758303865,28.241073023052216,4.66041711059016,26.34631810441524,22.744550643649017,13.935537138429837
points284,18.36434805248075,15.315894908676924,11.91034153914216,14.946260564671672,7.079850531713215,17.905019630418536,14.921393098877063,20.29908720304429,7.365932982720132,13.564587686794185,17.257257070302327,13.430831388190859,13.425784588404866,15.499826270661014,9.489061612750053
points285,16.161176904870004,17.44438939859888,13.729998666910566,14.7634685631388,11.177995583022259,15.84161343639329,14.28332890668007,17.28705031616646,11.653508139581028,13.441037760918267,15.40025975548231,15.85779325727259,13.301841365822645,15.689901682974737,11.996937175812523
points286,16.524494835132504,10.452345825148202,7.807710673884915,12.127811613454396,11.600242288695648,23.034059378638936,17.228452961536583,18.318628812500474,12.314796153658856,17.03216845972972,21.444075775990957,10.853796328418202,16.90440371759322,18.43057729912702,11.771313015612687
points287,17.29469330166471,11.370277560526908,6.393399052203824,12.992833268042817,11.7708957449194,24.78161107132477,16.02729386790261,18.855636650591546,12.423712365449076,16.204037108577026,22.887409711654684,11.534245234034652,16.07363617438712,17.531088556307868,11.25414523961333
points288,15.017542489188695,10.1419405668419,6.960076473501719,12.110546292207987,11.58762221022314,23.870585460632793,16.355709665216903,17.681855803164368,12.162314080385034,18.244934480035297,22.309103813438647,8.603171063773946,18.121030338202022,18.44853056309437,11.98348270854728
points289,20.487977360650394,18.395436849454804,16.30401472734896,23.751821285774678,10.17460902968949,14.788570490463886,7.960822470825824,16.93171218342064,8.975380347349896,11.083087507475353,12.773423721597325,18.019022377483854,10.936385045000689,6.343404924641365,11.244663307709002
points290,18.193065629985107,20.804914046553012,16.160297046780958,20.323614048421053,10.630327105000534,14.687747197458469,9.974120639489211,17.923324674229324,9.914342658257745,9.066332600232233,12.920090553955047,18.40958956926687,8.913210198151681,9.908210269910935,9.718115592159327
points291,19.678914880604715,22.685150845479605,18.811647532534863,21.965399687396364,12.881821869462692,12.171916683912158,7.873487370817727,15.631979581659472,12.066296416176232,7.585588471044947,10.214333157378972,20.402877223039198,7.427752413454249,8.201007111993356,11.875797484067192
points292,20.717072820046397,21.793575311570255,18.304784049172927,20.728887564864838,10.318992353776336,12.674399233951629,10.469225257529029,17.580124779435028,8.954463316551507,7.267822256747486,10.731597708606689,20.193593272271244,7.10897465338231,9.486788489461556,8.879166541220401
