,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48
points162,7.496989253660933,19.867518598900727,14.618785838935679,14.768630597697705,18.639342095118852,6.769626064515994,16.49096344555564,17.263145472162925,14.238758052105082,14.854672372278044,6.91715879538854,15.494017727144973,16.690041550520462,12.715948545286158,15.458805209526373,17.073058157865137,15.684533965356172,7.735550426158344,14.774941018187299,14.177181078508161,13.072977536673557,13.837494160134666,15.510320438243788,12.974276564239107,17.584458360321335,7.5936122047013255,17.578657768546634,15.510320438243788,17.578657768546634,12.974276564239107,17.584458360321335,7.615160934029596,14.881060397659144,15.510320438243788,17.578657768546634,12.974276564239107,3.5525783141928318,6.963391131279386,6.683880435646767,15.510320438243788,17.578657768546634,16.73800920181088,6.65128180477115,17.584458360321335,8.163994849405736,25.50836864294293,6.612720376004621,15.678048197706657
points163,10.748952718912753,19.287567215666183,12.585364661541824,15.564840910117507,16.199775358962246,11.519695018035252,12.40653408054765,19.897729232361762,14.083756889748024,16.54776239112875,10.685644495820057,15.540423975407734,13.935137710209672,10.265202133608774,11.967798671804317,21.838135555182536,14.85659837653106,10.296161181115401,11.536362468082094,11.129182970940716,8.755844327355119,9.576200260441444,16.08949426255678,7.59300972282388,22.28885406283362,9.202384419441815,15.683164464883223,16.089494262556777,15.683164464883223,7.593009722823883,22.28885406283362,11.161370577492132,15.039242253954258,16.089494262556777,15.683164464883223,7.593009722823883,11.153809859611348,9.819843848697845,9.524281429278552,16.089494262556777,15.683164464883223,21.303641772387486,9.508388265997489,22.28885406283362,10.160081374142234,17.23486508095041,9.221048946683439,13.621374699653504
points164,9.398877606493185,20.64937100709155,20.988805691556664,11.131554264864471,16.610597152604026,10.117945191135329,16.616005526155803,9.330267305349842,5.301184807856287,6.643989291634312,8.954542962555486,24.78288013199799,18.980980365602786,17.990850576212107,16.72294457129015,15.731266099395718,19.466530867750535,9.682754306168267,15.95741489942698,15.976755444142283,14.997236218530833,14.105440029216703,11.419695622522282,13.324800702797136,16.259753582790907,6.513069698552097,23.516596307340258,11.419695622522282,23.516596307340258,13.324800702797136,16.259753582790907,10.265889959262147,24.00203668616001,11.419695622522282,23.516596307340258,13.324800702797136,10.008474078473595,7.7120735730950445,8.376973403987414,11.419695622522282,23.516596307340258,14.82512103817437,7.7795862463485035,16.259753582790907,9.670380256433756,16.7027277323923,8.866396476922155,13.530609084999858
points165,6.031501660854696,18.213437735998248,17.394187668216425,11.6312687350155,21.324763364837313,5.485359171772253,17.198446227657247,15.274961636290149,16.075016090534355,10.623907029867143,5.601701907642103,13.924669322944471,22.845528590932606,11.991070940760581,16.482278654632896,9.60967477262084,18.946905100996112,8.34833211696307,17.915957416052017,17.952160220772978,23.531777552694503,15.92826731961306,16.342800631834486,20.80539981210177,10.21611870994942,8.142178946792095,20.16580284250486,16.342800631834486,20.16580284250486,20.80539981210177,10.21611870994942,5.568444384246352,13.007121513985108,16.342800631834486,20.16580284250486,20.80539981210177,9.591983518527124,7.777217970609857,8.250443863027973,16.342800631834486,20.16580284250486,6.561005952346168,7.9767850089510155,10.21611870994942,8.329436757631017,9.189104542254197,8.280470004056546,16.884111217707073
points166,10.729923134553006,19.02199031512081,17.93925880733187,14.373093988870218,14.379961527621242,11.499856178925917,13.0165208665008,14.289071039640799,10.152108976435414,11.32750471697822,10.727877518185778,20.25871229537504,14.06990055841937,15.90645221875393,13.193789282291139,21.264249714068214,16.09583086772385,11.113925255368116,12.785336493912983,11.009506398038322,10.87411403469483,10.984332527216697,11.359800604585958,8.777216550248442,21.722276469321557,9.466799295912045,20.673901560910895,11.359800604585958,20.673901560910895,8.777216550248445,21.722276469321557,11.409848351656777,19.051569360211417,11.359800604585958,20.673901560910895,8.777216550248445,8.826525531979215,10.260043929675026,9.946515817687995,11.359800604585958,20.673901560910895,19.577469110456263,9.760102122199726,21.722276469321557,10.635791620423813,21.199017928020805,9.901826864066868,11.985559138938456
points167,13.178325928410398,14.777659849377581,11.032744335073806,11.483054622369512,9.431236364285725,13.358520408405381,3.8006144259044357,14.679897102032543,13.289729869504647,17.089250336554038,12.725855545912792,14.634619578310172,17.181762725662075,17.62623574321204,4.336781201438782,25.906589460367083,19.101024856432097,13.267855422084148,1.9213494249534095,3.4139344923204904,2.4466790479208838,0.0,14.947180823534774,28.25514349901796,2.4330369346295155,13.705244213464185,18.498294695300903,14.947180823534774,18.498294695300903,28.25514349901796,2.4330369346295155,15.049484759149825,12.391509955365983,14.947180823534774,18.498294695300903,28.25514349901796,12.589283251586604,13.598032537935977,14.65527926727111,14.947180823534774,18.498294695300903,1.6535943472288008,14.305230636632976,2.4330369346295155,13.301952275791956,14.165384544322508,14.586608573576907,23.453239730102567
points168,9.09607573531454,18.310187575010676,11.740565717455706,19.377108199093662,19.157497332349923,8.458469689332604,17.982906675077835,19.574596837177538,15.707544217783738,16.052196495456634,8.522422579676794,15.384973847919635,11.48509341729788,9.230767224029764,17.467717482412517,14.521388898712015,10.892429973506157,9.854522494727432,16.47281860132484,15.944266864593912,14.019872816574921,14.67278322045797,16.834201741364225,13.789970960348935,15.065283770680765,9.409965523597078,14.895668613428839,16.834201741364225,14.895668613428839,13.789970960348935,15.065283770680765,8.544058438144665,13.382134075723403,16.834201741364225,14.895668613428839,13.789970960348935,7.224082776994579,8.866982327424697,8.890080049351198,16.834201741364225,14.895668613428839,16.049383942705017,8.755285915575275,15.065283770680765,10.241140912266854,19.586729566959416,8.83157457949403,17.813140293686626
points169,10.264966281710574,17.355746011972133,14.11644038020461,16.577313682938428,17.902277965084863,10.056540159846403,14.758970530415324,17.487734841302597,14.232414431151042,15.148615841944201,10.28584390049053,15.915858819304468,13.965586120407204,12.136392411409428,13.864734317998227,20.02487081221823,13.803783274466797,11.13528026736003,12.753674762879667,13.561217808634225,9.001547322448554,12.02330918107177,16.439729875224,9.026076130958792,20.498680650514945,10.589331698946527,17.11038662839315,16.439729875224,17.11038662839315,9.026076130958792,20.498680650514945,11.24482830799729,14.887534192583537,16.439729875224,17.11038662839315,9.026076130958792,7.60354852386161,10.19400565717585,9.682946145133497,16.439729875224,17.11038662839315,21.570107331827437,9.4917221413066,20.498680650514945,11.442749184140515,21.192459491122932,9.88879796867225,15.279508352765069
points170,15.492079156808876,11.98517862460496,26.249741491479796,11.52995931615955,16.75448840873717,15.852081454951641,14.986379259104051,11.550122891295153,11.549035925737211,0.0,12.575166886363212,7.990374437656796,11.916677434210825,13.790833992868583,15.146582931918305,14.448519182243661,7.553499834484375,11.711815865201384,13.382524057500545,13.47784222166006,5.093795253388561,14.91735691596477,20.58462997337962,10.029591473467296,14.993342026105953,12.222041034966564,6.546121841040696,20.58462997337962,6.546121841040696,10.029591473467296,14.993342026105953,11.482490853996211,9.41991349006364,20.58462997337962,6.546121841040696,10.029591473467296,11.248004837296174,12.544552226108886,12.850184703922194,20.58462997337962,6.546121841040696,21.50844296452281,12.82441836735809,14.993342026105953,11.371924211824531,18.582563318985297,12.029453701705188,13.996289731467604
points171,10.331201459351696,18.570940598498666,14.760883122372713,20.834737995570787,18.57875659281075,10.399284085169796,15.747565653950366,20.02836277173201,14.973953434502535,14.31384122852929,9.363636575023868,16.0327709655633,8.927920376016099,9.187040486376464,15.583031861413954,18.27624026415625,9.376720411584524,10.72036944957118,15.113699583724479,14.607015293930807,12.450495776352577,13.119063823898761,15.99720844644798,11.074158455251382,18.772318337865908,8.700220295881445,17.711116529288407,15.99720844644798,17.711116529288407,11.074158455251382,18.772318337865908,10.594940527615819,14.13077847358344,15.99720844644798,17.711116529288407,11.074158455251382,8.740857342577854,9.534447555798767,9.735674251783454,15.99720844644798,17.711116529288407,18.154125215256812,9.51072961170571,18.772318337865908,10.538134654380194,19.71289043361356,9.47462381407627,16.590171850304657
points172,10.938914554146706,18.63924044393532,14.527602687865299,15.755354880376368,16.138423259159193,10.05778937805897,13.867272728305558,17.16569859409181,12.799301547512899,14.846856710663879,10.43238044596376,17.619021303216833,13.833528779204633,13.318346545354876,13.32348626179189,21.319641253954064,14.658493310965778,8.440584446262067,13.368223141128285,11.93252443651061,10.5667607460941,12.000964129305473,14.06644690935485,8.921884306022477,21.776962616149138,9.233254059476664,17.493659611656014,14.06644690935485,17.493659611656014,8.921884306022477,21.776962616149138,10.322771856007096,16.350055200600995,14.06644690935485,17.493659611656014,8.921884306022477,8.220528771196081,8.109663476101986,7.3890969632970345,14.06644690935485,17.493659611656014,19.449780403369992,7.666427370718669,21.776962616149138,8.417326363316365,22.11868591431542,7.392089670594925,13.77169572070801
points173,8.616477574866558,20.89598320864652,15.3670504006504,9.634071402974739,11.125962938886111,9.385488696341126,10.166945179510842,12.545692124252284,7.017940977406579,12.755056882380076,8.909692792955239,22.114385220261326,18.148258226118088,17.526415397180916,9.622832282023493,23.59619679604912,21.023681454316268,7.940209216853791,10.540718089571435,9.221565948676947,8.792792789201313,8.928328769494916,10.317714822280111,5.804005766466223,24.02452697151341,7.667857187970805,18.27616720823719,10.317714822280111,18.27616720823719,5.804005766466223,24.02452697151341,8.271744429302581,22.25005190374921,10.317714822280111,18.27616720823719,5.804005766466223,10.841929942057437,8.19071377795829,7.85418714972031,10.317714822280111,18.27616720823719,20.78405949212745,7.906645244804174,24.02452697151341,8.16544278026735,15.386074267248294,7.90098559439488,9.499159330877433
points174,8.395007831302587,21.05459707628228,14.923969106029917,15.055109505615656,15.955592232429733,8.723168004849702,13.297592951527056,16.352937986310735,11.274668791172163,14.93838273434227,8.36519904632857,18.28567646174453,14.6641097303429,13.20613446380993,11.662159426355903,21.115620824574172,15.38664020586418,8.036162871256648,11.640576443186355,11.678601999548054,8.493310909873175,10.501123484385788,14.770906082715246,7.971924320747681,21.57554031989435,7.366674054888954,17.863140317267135,14.770906082715246,17.863140317267135,7.971924320747681,21.57554031989435,8.935881077899264,17.90597411049121,14.770906082715246,17.863140317267135,7.971924320747681,7.84459607587527,7.558978913477158,6.955542977884867,14.770906082715246,17.863140317267135,21.724731331924644,6.905938828974593,21.57554031989435,8.187761988068901,21.20075345663932,6.803647747369207,13.382736753402089
points175,10.906698382497598,20.272807330853816,21.61958403699365,12.597350820063308,17.636072462755497,11.978052258905402,15.552875586351506,12.458615631396325,7.249614868359618,7.087874956214834,10.01456101340928,23.2853327054712,17.16025977994464,15.772099276323049,16.583114693288948,18.448266449723352,17.94232913976978,9.948250023260412,16.3949330814076,16.171741725652304,15.364064097416968,14.35017821563832,11.882543155648674,12.04369569987234,18.942153826489264,6.2134257645263995,24.104588673685182,11.882543155648674,24.104588673685182,12.04369569987234,18.942153826489264,11.864659913496478,22.013623959798416,11.882543155648674,24.104588673685182,12.04369569987234,11.560175629418854,8.48872733615061,8.951503803846592,11.882543155648674,24.104588673685182,15.206207704373334,8.343601360775358,18.942153826489264,9.391529371119596,16.37151650974672,9.18212138285162,14.09677311707767
points176,12.623385958710715,16.0591547454382,20.871394355338744,11.36847213657475,12.128001720437265,13.633048196482834,14.553464789617745,9.599284539207247,5.948125705200886,6.986427415044605,12.65933485106775,24.68705453106517,15.974053792562911,18.986868243791765,13.93099197712015,16.61856588338166,19.22017292116541,14.657836090618279,14.927207576005708,12.590516210321686,15.440721001477916,12.921326867955392,7.278955326810538,12.88823754756362,17.135753895602935,12.714058612611337,23.407149034906283,7.278955326810538,23.407149034906283,12.88823754756362,17.135753895602935,12.791442488869123,23.341820269076255,7.278955326810538,23.407149034906283,12.88823754756362,12.697762000193059,13.778017695648469,13.57379443751505,7.278955326810538,23.407149034906283,14.591839499215336,13.4100417439359,17.135753895602935,15.19907102570032,13.98746359437058,13.960599235168658,10.830099515965928
points177,9.148015165052719,21.786878557602844,17.69028087460868,10.201143296538364,13.629393279008223,10.90576492926435,14.415429268137588,8.72787623532753,2.8261906984558385,11.274773231086904,9.424796186571841,26.10983551902468,18.908980900436397,20.429094500694724,14.199841807469637,19.90077176127983,20.434014384221577,10.68957135638959,13.276297151530594,12.900341829728365,10.008016715137352,12.430303572006771,10.249627575014166,8.714964935720346,20.376161960210112,7.554661581116495,20.441811913432336,10.249627575014166,20.441811913432336,8.714964935720346,20.376161960210112,10.316226047976915,26.527818793797234,10.249627575014166,20.441811913432336,8.714964935720346,10.511625906855338,9.336411814807557,9.748834410201242,10.249627575014166,20.441811913432336,19.069739509280538,9.334361944581072,20.376161960210112,10.978654979456904,16.83012307981044,10.114577817673846,10.422075444547762
points178,6.237377081874755,23.506577319488866,17.217468929645044,13.877263461077785,19.523323386839763,4.922034394515349,16.256070394563288,14.87228790679861,12.23107013546046,12.251295791319345,4.277195441568891,17.899374780929246,20.68967288923601,13.982568289574926,15.65106193719207,16.25444608558513,16.61141793508759,2.7291871395653007,16.27345390371111,15.517678010464373,16.98250915199869,13.608702729606367,15.652363512490204,14.452389904246354,16.776271043778113,1.4843537918473189,20.001071015514047,15.652363512490204,20.001071015514047,14.452389904246354,16.776271043778113,4.860487940182017,16.929946978164526,15.652363512490204,20.001071015514047,14.452389904246354,7.108115880286499,1.8336236643238992,2.2815638993642633,15.652363512490204,20.001071015514047,13.078837000986857,1.6658005513048706,16.776271043778113,2.306958792006987,18.733734083226334,1.8612396838256784,15.332232728072462
points179,9.730954823701671,20.88796832059703,20.384490458117178,11.177132134478592,15.303330024747847,11.688404433726703,15.656520540106245,9.418093687391139,3.943117676223122,8.382782397237063,10.453676044790344,26.440552411926376,17.455104515129783,18.060842251886733,15.09502988190774,18.100353941828118,19.419136932093416,11.252009539505394,15.795965536783081,14.803822009453302,13.654978927725475,14.509802085508325,10.133074142060497,11.546362334226124,18.598671870054716,8.757801316101213,22.95327204819468,10.133074142060497,22.95327204819468,11.54636233422612,18.598671870054716,11.585504482106517,25.3879719694081,10.133074142060497,22.95327204819468,11.54636233422612,12.346349829090647,9.908629831672966,10.128111587297498,10.133074142060497,22.95327204819468,16.405908294688736,9.777530723221728,18.598671870054716,10.979018651615371,14.327278574581866,10.60745619775826,12.792435392604325
points180,11.038744763995497,17.337096764444194,16.269355692633987,21.656786786310253,20.29449717131266,10.527134372708273,17.28533942235283,20.560593683193613,16.671182235101785,13.720036021156277,9.499958640369217,14.500359083582092,9.134690452355791,9.210667906617738,16.748248970071415,16.83678327460653,8.521916801297953,11.168732610070887,16.389715418575104,15.786733956896366,14.188618064076614,14.455661712526135,16.379741281684378,12.986865307987166,17.351192360058857,8.811833642029685,19.11726872612685,16.379741281684378,19.11726872612685,12.986865307987166,17.351192360058857,10.887728700822962,12.398721770564205,16.379741281684378,19.11726872612685,12.986865307987166,7.461198509177834,9.659444251127573,9.822645550297961,16.379741281684378,19.11726872612685,16.456067326333844,9.56560217206956,17.351192360058857,10.774467196825237,21.486560477489856,9.592044132769907,17.52730119585385
points181,9.519623983114263,17.776824567842585,5.81841968780658,15.46200173661674,17.47586567972435,9.326438783092378,11.688992697495188,18.455199889618537,15.621963671505243,22.895847623358854,9.34377254982228,13.153744496413672,16.86987473845598,12.77786821976561,12.284218874415103,21.418293062992703,14.963535212613829,9.960591120316396,9.14371140870967,12.050482448992124,5.993121011270218,8.766563108165695,21.592956832397153,5.784809765517734,21.8743581268176,10.784979691026486,9.375224414601393,21.592956832397153,9.375224414601393,5.784809765517734,21.8743581268176,9.381294855755733,13.469470773508272,21.592956832397153,9.375224414601393,5.784809765517734,9.940663883894594,10.082356066011956,9.34744927699154,21.592956832397153,9.375224414601393,23.061049108448913,9.510428710384852,21.8743581268176,10.789327474866397,14.804023701839647,9.58663811295627,12.809191989666061
points182,9.543646958637952,20.866308540070424,17.33888390454628,16.921446153386775,16.626058136312338,9.875898483578734,14.033140327187422,16.605175688148897,11.024565725274027,12.564621881826133,7.944824984976478,19.13291580630947,12.958991218965622,13.737377114451066,14.38755257446781,20.45735591935619,13.445938726223533,9.327153064999456,14.16200252920967,13.030522045200597,11.912566724409835,12.13538958870089,13.654532610235057,9.618432825173851,20.92565820193221,5.656661710381796,20.114250358017358,13.65453261023506,20.114250358017355,9.618432825173851,20.92565820193221,9.702823497363468,18.16120940439006,13.65453261023506,20.114250358017355,9.618432825173851,8.355800548303465,7.669561313555138,8.504632929107121,13.65453261023506,20.114250358017355,18.16823819453224,7.987503808823839,20.92565820193221,8.73291857860736,20.49886733698834,8.29016733808906,13.336632120382944
points183,11.797408787952065,17.092773152967176,25.813615537806882,11.862691769243412,16.060383213678406,12.823455160016207,14.594106272361385,10.569629447500347,8.544236143185817,3.04932251845546,11.196877309532573,22.224383512216786,17.19222555540261,17.27102846338634,14.038255419690865,16.95920745930749,18.706260935601087,12.797238626828138,15.290588397899391,14.931731577700196,16.90577251036288,13.354674921751778,9.320679578986905,13.553691015911019,17.472057512997402,9.340858970511402,28.01413713001322,9.320679578986905,28.01413713001322,13.553691015911019,17.472057512997402,12.909962321730818,20.692436471027126,9.320679578986905,28.01413713001322,13.553691015911019,12.60012164003747,11.318691473323272,11.420186768942264,9.320679578986905,28.01413713001322,13.625356977527767,11.063277419161752,17.472057512997402,12.133900328044668,13.472862406695373,11.795312978809061,13.092593608979747
points184,6.383022910809664,23.38224130063096,17.227221275279522,14.892627187828106,20.965702434462298,5.5010672258003455,17.347834997515236,15.765202653862968,12.838538930798618,12.427540262070014,5.0790665980704786,17.57588687501954,19.619941522728322,12.77944663300836,16.713612768814844,16.214691519263035,15.555596688030642,3.41827043621646,16.959472299997742,16.70957781914303,16.15983689002463,14.618059041825276,16.54590437088285,14.337020201461538,16.737022738794405,2.0612636875890824,20.010161855154486,16.54590437088285,20.010161855154486,14.337020201461538,16.737022738794405,5.892444751554439,16.310012648468387,16.54590437088285,20.010161855154486,14.337020201461538,6.457965728862703,2.260042268895655,2.711563915219061,16.54590437088285,20.010161855154486,14.041314350762782,2.178277396261674,16.737022738794405,3.1697642609392505,20.53903643091604,2.514037109017114,16.875878304573785
points185,11.293805305171569,17.76281306155447,15.481108867208906,10.448703493607987,17.442648262892902,8.716734154922854,14.034851944753367,13.13089923266634,13.76087135959134,12.969578922699062,9.075864294740292,15.956533480619012,24.71136168629133,16.713406436478763,12.835085526790321,13.422496705175138,20.176590065127314,5.938985191550829,13.46224251997593,13.20722758763893,17.342662763754888,11.213972676865039,15.952019265318201,15.589080834512696,13.980385608122155,7.2589403637647685,18.38248903766992,15.952019265318201,18.38248903766992,15.589080834512696,13.980385608122155,8.286303898715847,15.368753541188097,15.952019265318201,18.38248903766992,15.589080834512696,14.514473146624198,5.894235890178141,5.332513576554048,15.952019265318201,18.38248903766992,10.90605433808251,5.755424578000684,13.980385608122155,6.410023342436356,8.380398165797484,5.83812551293809,11.653302839308312
points186,7.001191788742398,22.518817739810743,16.9267858335196,15.483003626873085,20.66242512013545,5.938907478779894,18.075578406438012,15.328636040787465,11.778075291890831,11.49360474559607,6.215315475760515,18.71135315614733,18.181400468512464,12.529848580712848,17.62410125871588,15.662972715926198,14.94169649474671,4.489044762961305,16.979333258049163,17.159573011227817,15.05978045763261,15.23900298631836,16.356387057665888,14.018216788366768,16.192329893118018,3.9857661550640375,19.730105084638815,16.356387057665888,19.730105084638815,14.018216788366768,16.192329893118018,6.994087832369522,17.39223748075375,16.356387057665888,19.730105084638815,14.018216788366768,5.9674837716167985,3.054560700594995,3.347029564123782,16.356387057665888,19.730105084638815,15.102767434415007,2.9484728565416285,16.192329893118018,4.495735022770406,21.932559741181873,3.331931607476666,17.344887358895352
points187,10.661499618728405,18.874654798878247,17.23705906091163,16.18631454831616,15.694391703151469,10.973646520933965,13.193640450604692,16.038041181718306,11.276092651941012,12.869611128737908,10.520290394174467,18.87971904401275,12.7949051442393,13.854935791818209,12.598829623877377,22.55458447161507,14.210361905393784,10.063927795976667,12.821023044611438,12.304503487929164,9.58735621831805,11.343190071339048,12.845262635088615,7.4253756235142845,22.996179237747313,8.66553450669136,20.01933233935906,12.845262635088615,20.01933233935906,7.4253756235142845,22.996179237747313,11.169136341681142,17.904521031455566,12.845262635088615,20.01933233935906,7.4253756235142845,8.81512863420257,9.388830207657268,8.867735330888777,12.845262635088615,20.01933233935906,21.081689570039792,8.767279246741893,22.996179237747313,9.909741387441317,21.0714211293141,8.755942976062704,13.594459853582755
points188,11.602938914610261,14.66643558758941,19.357592391616045,16.514902059156924,14.856176861191683,11.523495894018357,14.141225741772635,15.025502323328936,13.617545689766134,11.275836493621718,10.679035315023151,16.779198041088424,11.40985592213804,15.19582632479098,13.325163148846991,17.38841250787144,13.868681711072103,14.314230883526191,13.449473972106597,10.85978774299384,14.856267771884433,11.159433617165751,10.802406654772119,13.261383236675991,17.89579677630875,12.80641403145254,21.996028939763722,10.802406654772119,21.996028939763722,13.261383236675991,17.89579677630875,11.71243442878936,15.515020318565325,10.802406654772119,21.996028939763722,13.261383236675991,6.6393461342355895,13.445723370201486,13.020312057636561,10.802406654772119,21.996028939763722,15.748858752302063,12.881412255240903,17.89579677630875,14.473958011287511,22.23304245951681,13.067243978179272,12.363931264936145
points189,12.314589107884313,19.951192595866882,20.199786071411847,11.624049031902134,15.056149373070934,12.862183520319455,12.492470716909844,12.379333671972379,8.239299005058236,8.347186385803216,12.511278703034796,22.428875748270496,19.135439443962476,16.329279112438194,12.365983491342758,21.525912698058132,18.954412475687285,8.931866913769543,12.350365811954871,12.284389876590817,10.174993234732359,10.655229111852364,11.712268459395803,7.782580274906092,21.980607261195303,8.183031734575287,22.781096243177277,11.712268459395803,22.781096243177277,7.782580274906095,21.980607261195303,13.502289073488107,21.00363105711175,11.712268459395803,22.781096243177277,7.782580274906095,14.058480801631326,8.427397439887665,7.899264309883114,11.712268459395803,22.781096243177277,20.024802051191376,7.834076545197989,21.980607261195303,9.303140084238697,15.370014280830508,8.244026756987177,12.064029537309771
points190,9.991553997590675,19.848449928438242,17.073134950506645,13.579623016569093,14.076922327141949,10.482945646981063,11.856706067202774,14.4153534741994,9.09863087982496,11.418747117731586,9.721049523069462,20.359432122820355,14.669717459049279,14.9373461652038,11.732512166241232,21.284917836482553,16.920917966471947,9.743225985389126,10.2573551312834,10.935889548794576,7.736475078014849,9.414138200457229,12.760243787499087,6.910267512597787,21.742681389988686,8.50922728164031,19.866527275147096,12.760243787499087,19.866527275147096,6.910267512597787,21.742681389988686,10.891490123631968,20.126665303712866,12.760243787499087,19.866527275147096,6.910267512597787,8.768763095496137,9.015669278502312,8.643830035223608,12.760243787499087,19.866527275147096,22.134646846578367,8.43688954973797,21.742681389988686,9.92927576390093,20.867746588624474,8.598996674675385,11.355402676980212
points191,13.765281336430606,13.688808145184149,17.174946486502876,18.78254374236558,19.809406293682553,12.94379435728727,19.024855430686603,15.350289111679265,15.54570482946427,12.748633695323852,12.121345921828535,15.862826992666614,10.550260613462905,13.396204766427363,18.536807512942794,13.407836453847219,11.510685057492188,14.402816906388574,18.313200084261513,16.27023472266904,18.661178457393778,15.452067064742236,14.104372264422716,16.715581132788266,13.965912050277405,12.261630186568915,19.961432888830082,14.104372264422716,19.961432888830082,16.715581132788266,13.965912050277405,12.59300196700175,13.547294481469693,14.104372264422716,19.961432888830082,16.715581132788266,9.470754624665883,13.043187067059298,12.876485474728876,14.104372264422716,19.961432888830082,11.578438456629431,12.624131827867977,13.965912050277405,14.040462273184875,18.652667063696594,12.660481036607635,17.99089357973791
points192,13.703723441158214,14.844822090828963,13.957827954683106,21.699891550761,20.353799105438807,12.972631584129523,17.06689747073013,21.871356932182152,18.600359867932177,14.820546684730518,12.72353969431255,12.914692490482036,8.192977399356158,6.967317838071213,15.872676431546413,16.10726754008753,8.4770945125383,12.426273771142878,16.023898921691547,15.762319463006627,14.06465429705446,13.622566104993878,17.70483001220533,13.219815668523747,16.630966768693153,11.71627779058904,16.96253295508816,17.70483001220533,16.96253295508816,13.219815668523747,16.630966768693153,13.02983104227186,10.429956540396718,17.70483001220533,16.96253295508816,13.219815668523747,11.922240840539146,11.53010247190061,11.166453863863614,17.70483001220533,16.96253295508816,16.34270069046646,11.416843559047642,16.630966768693153,12.777737898991832,16.03526133741139,11.113276555357547,18.5859067053445
points193,13.971613801170093,16.181542221441227,11.328700670375822,16.209469643459315,14.117695845956314,14.304131103307006,11.355876388273128,16.62926781701927,14.295483222132003,17.410101392362737,13.83330057806787,15.087113997036056,12.637639429341927,15.529679018058864,12.45937035367842,21.336360410359543,14.186284187443373,13.951377460947825,9.366066104345123,9.074141040787609,6.24193875629017,8.508213410957001,14.926699617297787,5.941491002411715,21.793468859591876,13.311859672391915,14.51174055787789,14.926699617297787,14.51174055787789,5.941491002411714,21.793468859591876,14.185648211009587,14.82317120149399,14.926699617297787,14.51174055787789,5.941491002411714,12.455156644899283,13.471053705530867,12.917976477184355,14.926699617297787,14.51174055787789,22.432559663679896,13.269428767028305,21.793468859591876,14.329461644168717,16.905545427534012,12.951492518056126,11.106450264170377
points194,8.028881696933906,20.33412443600964,14.441039783782262,16.62371033695875,19.919869758823573,4.928760096723798,14.525233412816238,18.918288289728096,16.63108376462111,14.63678072368265,5.393711445665752,13.129048865171752,18.410412037124924,11.209352477481362,13.376583780027406,16.402628599680042,13.755537929654457,2.203416142629832,13.993184099742393,14.437256165848934,15.303227076978535,12.004489972173989,18.824908605602374,13.653221302071847,16.92256650225021,3.4332535482712263,17.412968308319957,18.824908605602374,17.412968308319957,13.65322130207185,16.922566502250206,5.2646902016034325,12.439643079790365,18.824908605602374,17.412968308319957,13.65322130207185,8.49252533828445,2.034002044852149,1.7427478071495273,18.824908605602374,17.412968308319957,14.310569504468761,2.136808652363405,16.922566502250206,2.063843521427845,16.77635476583043,2.042477628814187,14.779928170918877
points195,11.381645213194545,17.03216760922004,15.745389637197672,20.687777028043634,19.056068135769454,10.778218888236323,17.200072584206985,17.74525666270028,15.313075951978622,13.403748237386763,10.529603719266293,15.733707326390833,9.58695664329171,12.322138137513534,17.33818962379597,16.638579703625926,9.529537089899225,11.645653032555005,15.957560176827563,15.213076796867778,13.151108280117992,14.65657439113082,14.801383344218118,12.319146546806126,17.155512846423115,10.637491371396822,18.628843524074327,14.801383344218118,18.628843524074327,12.319146546806126,17.155512846423115,11.390790505047258,13.784697008708573,14.801383344218118,18.628843524074327,12.319146546806126,7.497411457834255,10.411016825687858,10.313880664686021,14.801383344218118,18.628843524074327,16.914040462809783,10.290007574455814,17.155512846423115,11.695423425954333,21.725980218541945,10.231659492451682,16.70898256025012
points196,13.41611697918895,15.105072205111371,22.24303464814923,16.290309140933907,19.09044157829893,13.159985184192026,18.835793964231243,13.014633107897998,11.576625954830574,7.095365190782466,11.505131244024229,19.66060227082124,13.997407618343095,16.03287499894785,19.95376373333638,12.58128798409568,14.102223612118072,14.460345758072732,19.060736446987338,17.39682804936597,20.297296897879267,16.83881343305315,11.788039017298999,17.913213380758815,13.149889403676468,10.432322658816846,24.685750349263312,11.788039017298999,24.685750349263312,17.913213380758815,13.149889403676468,13.424436861606313,17.597820649299315,11.788039017298999,24.685750349263312,17.913213380758815,9.58805105601114,11.927366229267301,12.650601548557475,11.788039017298999,24.685750349263312,9.832721224687237,12.211510045745024,13.149889403676468,13.696791426008017,18.27229342711922,13.12781939321202,15.602100951266772
