,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48,dim49,dim50,dim51,dim52,dim53,dim54
points164,9.398877606493185,11.131554264864471,20.64937100709155,16.610597152604026,20.988805691556664,10.117945191135329,16.616005526155803,15.731266099395718,18.980980365602786,16.72294457129015,15.95741489942698,14.997236218530833,19.466530867750535,15.976755444142283,13.324800702797136,16.259753582790907,17.999355776743144,13.324800702797136,8.954542962555486,16.259753582790907,6.513069698552097,13.324800702797136,9.330267305349842,22.63558853570707,16.259753582790907,13.324800702797136,10.265889959262147,8.731638673671648,22.63558853570707,16.259753582790907,10.195453661380173,10.008474078473595,6.643989291634312,18.900570105200764,8.731638673671648,22.63558853570707,17.754173342700327,8.731638673671648,17.990850576212107,14.410547979327665,22.63558853570707,13.324800702797136,19.124181297353957,14.105440029216703,16.259753582790907,17.635950360157228,13.324800702797136,15.3769739950392,22.915499740893388,16.259753582790907,18.494768330867945,13.530609084999858,20.24736034328428,13.324800702797136
points165,6.031501660854696,11.6312687350155,18.213437735998248,21.324763364837313,17.394187668216425,5.485359171772253,17.198446227657247,9.60967477262084,22.845528590932606,16.482278654632896,17.915957416052017,23.531777552694503,18.946905100996112,17.952160220772978,20.80539981210177,10.21611870994942,14.126141721475516,20.80539981210177,5.601701907642103,10.21611870994942,8.142178946792095,20.80539981210177,15.274961636290149,20.46817622002208,10.21611870994942,20.80539981210177,5.568444384246352,14.746169931420173,20.468176220022084,10.21611870994942,5.270564811609305,9.591983518527124,10.623907029867143,22.252060239802454,14.746169931420173,20.468176220022084,18.171344062851222,14.746169931420173,11.991070940760581,19.228837271216882,20.468176220022084,20.80539981210177,22.50506742261012,15.92826731961306,10.21611870994942,22.35554880187342,20.80539981210177,15.951630043434307,10.930277152752058,10.21611870994942,23.22080271439506,16.884111217707073,18.64953250283874,20.80539981210177
points166,10.729923134553006,14.373093988870218,19.02199031512081,14.379961527621242,17.93925880733187,11.499856178925917,13.0165208665008,21.264249714068214,14.06990055841937,13.193789282291139,12.785336493912983,10.87411403469483,16.09583086772385,11.009506398038322,8.777216550248442,21.722276469321557,16.74084677207255,8.777216550248445,10.727877518185778,21.722276469321557,9.466799295912045,8.777216550248445,14.289071039640799,17.628166971730003,21.722276469321557,8.777216550248445,11.409848351656777,13.748697314635528,17.628166971730007,21.722276469321557,12.96200014206265,8.826525531979215,11.32750471697822,17.64273891875976,13.748697314635528,17.628166971730007,18.93805209948593,13.748697314635528,15.90645221875393,8.757606363470265,17.628166971730007,8.777216550248445,17.336013562476747,10.984332527216697,21.722276469321557,16.48659712978676,8.777216550248445,10.935651836924105,17.766245785154418,21.722276469321557,17.084981482663856,11.985559138938456,17.35034690547557,8.777216550248445
points167,13.178325928410398,11.483054622369512,14.777659849377581,9.431236364285725,11.032744335073806,13.358520408405381,3.8006144259044357,25.906589460367083,17.181762725662075,4.336781201438782,1.9213494249534095,2.4466790479208838,19.101024856432097,3.4139344923204904,0.5438079867494865,26.305497544468274,18.45970906770491,0.5438079867494865,12.725855545912792,26.305497544468274,13.451577679626332,0.5438079867494865,14.679897102032543,18.691047249008193,26.305497544468274,0.5438079867494865,12.769575878419875,14.144114713367639,18.691047249008193,26.305497544468274,18.117098168999767,15.144417549925652,17.089250336554038,15.56931530930184,14.144114713367639,18.691047249008193,12.609842491803429,14.144114713367639,17.62623574321204,12.320418773394893,18.691047249008193,0.5438079867494865,15.321323309680542,0.0,2.4934539412991774,12.568026228205898,28.194726492348302,13.003043707277925,15.60341667514996,2.4934539412991774,12.499659096231529,23.453239730102567,14.246401032470263,28.194726492348302
points168,9.09607573531454,19.377108199093662,18.310187575010676,19.157497332349923,11.740565717455706,8.458469689332604,17.982906675077835,14.521388898712015,11.48509341729788,17.467717482412517,16.47281860132484,14.019872816574921,10.892429973506157,15.944266864593912,13.789970960348935,15.065283770680765,11.541611533820749,13.789970960348935,8.522422579676794,15.065283770680765,9.409965523597078,13.789970960348935,19.574596837177538,13.272378910777366,15.065283770680765,13.789970960348935,8.544058438144665,19.096316275876976,13.272378910777366,15.065283770680765,17.272607441963615,7.224082776994579,16.052196495456634,19.284548165872934,19.096316275876976,13.272378910777366,20.543111763223433,19.096316275876976,9.230767224029764,5.588696204737124,13.272378910777366,13.789970960348935,19.559916180990633,14.67278322045797,15.065283770680765,19.365901933664613,13.789970960348935,5.229530348018169,12.977705146718417,15.065283770680765,20.1877187148133,17.813140293686626,17.406089381789236,13.789970960348935
points169,10.264966281710574,16.577313682938428,17.355746011972133,17.902277965084863,14.11644038020461,10.056540159846403,14.758970530415324,20.02487081221823,13.965586120407204,13.864734317998227,12.753674762879667,9.001547322448554,13.803783274466797,13.561217808634225,9.026076130958792,20.498680650514945,13.77995623396333,9.026076130958792,10.28584390049053,20.498680650514945,10.589331698946527,9.026076130958792,17.487734841302597,15.775099294659334,20.498680650514945,9.026076130958792,11.24482830799729,16.9849382964457,15.775099294659334,20.498680650514945,18.084385876827206,7.60354852386161,15.148615841944201,18.270630843758894,16.9849382964457,15.775099294659334,20.163026320438213,16.9849382964457,12.136392411409428,8.896116840667155,15.775099294659334,9.026076130958792,17.781744600866595,12.02330918107177,20.498680650514945,16.652395397902858,9.026076130958792,8.625415023707482,16.137037591086756,20.498680650514945,18.55741202231373,15.279508352765069,16.249368854243922,9.026076130958792
points170,15.492079156808876,11.52995931615955,11.98517862460496,16.75448840873717,26.249741491479796,15.852081454951641,14.986379259104051,13.983687119961711,16.79158800502349,14.631332647764216,16.151374893166636,19.99206282803133,19.052251228828986,15.922845116643636,16.55188928081837,14.53442944738893,16.507082102405583,16.55188928081837,15.34491878299275,14.53442944738893,14.355691739732423,16.55188928081837,11.550122891295153,21.283202763711518,14.53442944738893,16.55188928081837,16.336569783573495,10.97757262184218,21.283202763711518,14.53442944738893,1.6121047938920272,16.485695964216085,0.0,15.115169855685535,18.98992047540956,13.16400034339592,16.319281767698204,18.98992047540956,13.790833992868583,12.876825046671478,13.16400034339592,12.247062204949078,14.90530269989661,14.91735691596477,16.541502260252347,16.04901385712222,12.247062204949078,6.616851473879711,0.0,12.257449225515096,12.747791271485136,14.475770183499872,12.658156731513431,21.211527008295697
points171,10.331201459351696,20.834737995570787,18.570940598498666,18.57875659281075,14.760883122372713,10.399284085169796,15.747565653950366,18.27624026415625,8.927920376016099,15.583031861413954,15.113699583724479,12.450495776352577,9.376720411584524,14.607015293930807,11.074158455251382,18.772318337865908,9.77495015084388,11.074158455251382,9.363636575023868,18.772318337865908,8.700220295881445,11.074158455251382,20.02836277173201,11.801744604001513,18.772318337865908,11.074158455251382,10.594940527615819,19.55541295017943,11.801744604001513,18.772318337865908,16.11349225544762,8.740857342577854,14.31384122852929,18.071219306716134,19.55541295017943,11.801744604001513,19.023860191441678,19.55541295017943,9.187040486376464,4.6015154298079635,11.801744604001513,11.074158455251382,18.711665793137485,13.119063823898761,18.772318337865908,17.305348009401392,11.074158455251382,3.9647140906888425,14.904238357933057,18.772318337865908,18.207754278441744,16.590171850304657,18.102206407515144,11.074158455251382
points172,10.938914554146706,15.755354880376368,18.63924044393532,16.138423259159193,14.527602687865299,10.05778937805897,13.867272728305558,21.319641253954064,13.833528779204633,13.32348626179189,13.368223141128285,10.5667607460941,14.658493310965778,11.93252443651061,8.921884306022477,21.776962616149138,14.74872373676141,8.921884306022477,10.43238044596376,21.776962616149138,9.233254059476664,8.921884306022477,17.16569859409181,15.476946018574207,21.776962616149138,8.921884306022477,10.322771856007096,16.65911884011195,15.476946018574207,21.776962616149138,16.70499951906751,8.220528771196081,14.846856710663879,18.459334439307042,16.65911884011195,15.476946018574207,19.54503849825929,16.65911884011195,13.318346545354876,9.836941426014484,15.476946018574207,8.921884306022477,17.63398234034804,12.000964129305473,21.776962616149138,17.57880021185808,8.921884306022477,8.401394373587603,15.491749867925893,21.776962616149138,18.5561376049148,13.77169572070801,17.579407713511024,8.921884306022477
points173,8.616477574866558,9.634071402974739,20.89598320864652,11.125962938886111,15.3670504006504,9.385488696341126,10.166945179510842,23.59619679604912,18.148258226118088,9.622832282023493,10.540718089571435,8.792792789201313,21.023681454316268,9.221565948676947,5.804005766466223,24.02452697151341,21.018451619116288,5.804005766466223,8.909692792955239,24.02452697151341,7.667857187970805,5.804005766466223,12.545692124252284,20.778957517691865,24.02452697151341,5.804005766466223,8.271744429302581,11.984837577368705,20.778957517691865,24.02452697151341,15.289058390375384,10.841929942057437,12.755056882380076,19.664129560660964,11.984837577368705,20.778957517691865,16.91935638341571,11.984837577368705,17.526415397180916,13.153994582869203,20.778957517691865,5.804005766466223,19.16940661929239,8.928328769494916,24.02452697151341,19.639500158756185,5.804005766466223,11.539805194384188,16.67463541345104,24.02452697151341,19.241999912616556,9.499159330877433,19.114746553027533,5.804005766466223
points174,8.395007831302587,15.055109505615656,21.05459707628228,15.955592232429733,14.923969106029917,8.723168004849702,13.297592951527056,21.115620824574172,14.6641097303429,11.662159426355903,11.640576443186355,8.493310909873175,15.38664020586418,11.678601999548054,7.971924320747681,21.57554031989435,14.114441994923073,7.971924320747681,8.36519904632857,21.57554031989435,7.366674054888954,7.971924320747681,16.352937986310735,16.00635090255915,21.57554031989435,7.971924320747681,8.935881077899264,15.836810104215559,16.00635090255915,21.57554031989435,16.68428188265096,7.84459607587527,14.93838273434227,19.764527744598418,15.836810104215559,16.00635090255915,19.921585119761126,15.836810104215559,13.20613446380993,10.117515319701662,16.00635090255915,7.971924320747681,19.71845482143164,10.501123484385788,21.57554031989435,18.972231482249388,7.971924320747681,8.207947033726224,15.069265931826928,21.57554031989435,19.917680914075927,13.382736753402089,19.410146505873364,7.971924320747681
points175,10.906698382497598,12.597350820063308,20.272807330853816,17.636072462755497,21.61958403699365,11.978052258905402,15.552875586351506,18.448266449723352,17.16025977994464,16.583114693288948,16.3949330814076,15.364064097416968,17.94232913976978,16.171741725652304,12.04369569987234,18.942153826489264,15.783677967358337,12.04369569987234,10.01456101340928,18.942153826489264,6.2134257645263995,12.04369569987234,12.458615631396325,20.076541149347047,18.942153826489264,12.04369569987234,11.864659913496478,11.896738129534787,20.076541149347047,18.942153826489264,9.88376311215394,11.560175629418854,7.087874956214834,17.768686933525398,11.896738129534787,20.076541149347047,16.199937747179757,11.896738129534787,15.772099276323049,14.190649894904292,20.076541149347047,12.04369569987234,18.055296652374782,14.35017821563832,18.942153826489264,16.029640704373367,12.04369569987234,12.219281740906982,21.86990067812621,18.942153826489264,16.59713924798007,14.09677311707767,20.541250652067518,12.04369569987234
points176,12.623385958710715,11.36847213657475,16.0591547454382,12.128001720437265,20.871394355338744,13.633048196482834,14.553464789617745,16.61856588338166,15.974053792562911,13.93099197712015,14.927207576005708,15.440721001477916,19.22017292116541,12.590516210321686,12.88823754756362,17.135753895602935,20.353320293102126,12.88823754756362,12.65933485106775,17.135753895602935,12.714058612611337,12.88823754756362,9.599284539207247,21.521818608948518,17.135753895602935,12.88823754756362,12.791442488869123,9.003816261253762,21.521818608948518,17.135753895602935,7.8614823333821375,12.697762000193059,6.986427415044605,15.412081591444037,9.003816261253762,21.521818608948518,15.060493612862011,9.003816261253762,18.986868243791765,10.952147357384717,21.521818608948518,12.88823754756362,15.388400421467402,12.921326867955392,17.135753895602935,15.098487478926208,12.88823754756362,15.777854717279553,21.55730005621315,17.135753895602935,14.908758789873872,10.830099515965928,14.165439971226846,12.88823754756362
points177,9.148015165052719,10.201143296538364,21.786878557602844,13.629393279008223,17.69028087460868,10.90576492926435,14.415429268137588,19.90077176127983,18.908980900436397,14.199841807469637,13.276297151530594,10.008016715137352,20.434014384221577,12.900341829728365,8.714964935720346,20.376161960210112,20.544261388902836,8.714964935720346,9.424796186571841,20.376161960210112,7.554661581116495,8.714964935720346,8.72787623532753,23.133667945613553,20.376161960210112,8.714964935720346,10.316226047976915,8.122170849366427,23.133667945613553,20.376161960210112,13.663095445652964,10.511625906855338,11.274773231086904,18.319446514710037,8.122170849366427,23.133667945613553,17.2501998297875,8.122170849366427,20.429094500694724,14.157225220472831,23.133667945613553,8.714964935720346,18.64999460779883,12.430303572006771,20.376161960210112,17.585376889519516,8.714964935720346,14.641621002954743,19.58782165944964,20.376161960210112,17.691056720364287,10.422075444547762,19.22576862981173,8.714964935720346
points178,6.237377081874755,13.877263461077785,23.506577319488866,19.523323386839763,17.217468929645044,4.922034394515349,16.256070394563288,16.25444608558513,20.68967288923601,15.65106193719207,16.27345390371111,16.98250915199869,16.61141793508759,15.517678010464373,14.452389904246354,16.776271043778113,14.464987519397903,14.452389904246354,4.277195441568891,16.776271043778113,1.4843537918473189,14.452389904246354,14.87228790679861,18.90391529821527,16.776271043778113,14.452389904246354,4.860487940182017,14.338765681870147,18.90391529821527,16.776271043778113,12.191524189282982,7.108115880286499,12.251295791319345,23.786201269705046,14.338765681870147,18.90391529821527,20.659268042538844,14.338765681870147,13.982568289574926,16.44873919816579,18.90391529821527,14.452389904246354,23.84065281440696,13.608702729606367,16.776271043778113,23.066843925329483,14.452389904246354,11.437088486956666,15.193611788954025,16.776271043778113,23.795490859478853,15.332232728072462,25.179517156036297,14.452389904246354
points179,9.730954823701671,11.177132134478592,20.88796832059703,15.303330024747847,20.384490458117178,11.688404433726703,15.656520540106245,18.100353941828118,17.455104515129783,15.09502988190774,15.795965536783081,13.654978927725475,19.419136932093416,14.803822009453302,11.546362334226124,18.598671870054716,17.93556221162401,11.54636233422612,10.453676044790344,18.598671870054716,8.757801316101213,11.54636233422612,9.418093687391139,21.77719532981324,18.598671870054716,11.54636233422612,11.585504482106517,8.820496820219747,21.77719532981324,18.598671870054716,10.970430645637382,12.346349829090647,8.382782397237063,17.06771536182371,8.820496820219747,21.77719532981324,15.41247966629723,8.820496820219747,18.060842251886733,14.622002903914435,21.77719532981324,11.54636233422612,17.612508613015724,14.509802085508325,18.598671870054716,16.310112615744103,11.54636233422612,13.861412168373857,21.974527693256263,18.598671870054716,16.892629839020753,12.792435392604325,18.04573103160785,11.54636233422612
points180,11.038744763995497,21.656786786310253,17.337096764444194,20.29449717131266,16.269355692633987,10.527134372708273,17.28533942235283,16.83678327460653,9.134690452355791,16.748248970071415,16.389715418575104,14.188618064076614,8.521916801297953,15.786733956896366,12.986865307987166,17.351192360058857,9.080678452178388,12.986865307987166,9.499958640369217,17.351192360058857,8.811833642029685,12.986865307987166,20.560593683193613,11.479805795422237,17.351192360058857,12.986865307987166,10.887728700822962,20.093896390221918,11.479805795422237,17.351192360058857,14.820734294363225,7.461198509177834,13.720036021156277,18.04020906630606,20.093896390221918,11.479805795422237,20.305608803332316,20.093896390221918,9.210667906617738,5.418648507624289,11.479805795422237,12.986865307987166,18.574203452470616,14.455661712526135,17.351192360058857,17.011179065034916,12.986865307987166,4.688664047220626,15.48996978201364,17.351192360058857,18.07732499934684,17.52730119585385,17.992736209593417,12.986865307987166
points181,9.519623983114263,15.46200173661674,17.776824567842585,17.47586567972435,5.81841968780658,9.326438783092378,11.688992697495188,21.418293062992703,16.86987473845598,12.284218874415103,9.14371140870967,5.993121011270218,14.963535212613829,12.050482448992124,5.784809765517734,21.8743581268176,13.356498015812685,5.784809765517734,9.34377254982228,21.8743581268176,10.784979691026486,5.784809765517734,18.455199889618537,15.703383863315072,21.8743581268176,5.784809765517734,9.381294855755733,17.963768905715227,15.703383863315072,21.8743581268176,25.21071906541178,9.940663883894594,22.895847623358854,19.34698323418182,17.963768905715227,15.703383863315072,17.822094276393827,17.963768905715227,12.77786821976561,14.749218927058509,15.703383863315072,5.784809765517734,18.731695972348447,8.766563108165695,21.8743581268176,18.524717160195056,5.784809765517734,9.475234477684968,7.939193428590124,21.8743581268176,19.302240978662912,12.809191989666061,16.05747760507794,5.784809765517734
points182,9.543646958637952,16.921446153386775,20.866308540070424,16.626058136312338,17.33888390454628,9.875898483578734,14.033140327187422,20.45735591935619,12.958991218965622,14.38755257446781,14.16200252920967,11.912566724409835,13.445938726223533,13.030522045200597,9.618432825173851,20.92565820193221,13.918168433798312,9.618432825173851,7.944824984976478,20.92565820193221,5.656661710381796,9.618432825173851,16.605175688148897,15.79758511750158,20.92565820193221,9.618432825173851,9.702823497363468,16.092011037624747,15.79758511750158,20.92565820193221,14.46723716356239,8.355800548303465,12.564621881826133,19.17015442310803,16.092011037624747,15.79758511750158,19.40954581223243,16.092011037624747,13.737377114451066,8.05372947585122,15.79758511750158,9.618432825173851,20.142345130624832,12.13538958870089,20.92565820193221,18.201672209132713,9.618432825173851,7.9081184036501115,16.259748450427395,20.92565820193221,18.741697596196364,13.336632120382944,21.087323978477436,9.618432825173851
points183,11.797408787952065,11.862691769243412,17.092773152967176,16.060383213678406,25.813615537806882,12.823455160016207,14.594106272361385,16.95920745930749,17.19222555540261,14.038255419690865,15.290588397899391,16.90577251036288,18.706260935601087,14.931731577700196,13.553691015911019,17.472057512997402,17.34547915252093,13.553691015911019,11.196877309532573,17.472057512997402,9.340858970511402,13.553691015911019,10.569629447500347,21.31975433583067,17.472057512997402,13.553691015911019,12.909962321730818,9.985560562445245,21.31975433583067,17.472057512997402,4.599432677441445,12.60012164003747,3.04932251845546,16.374670127245587,9.985560562445245,21.31975433583067,15.158293427021388,9.985560562445245,17.27102846338634,13.587902798956769,21.31975433583067,13.553691015911019,16.86309079001524,13.354674921751778,17.472057512997402,14.979408713764645,13.553691015911019,16.877290919133575,24.472211650568564,17.472057512997402,15.734682908932417,13.092593608979747,17.47386898257219,13.553691015911019
points184,6.383022910809664,14.892627187828106,23.38224130063096,20.965702434462298,17.227221275279522,5.5010672258003455,17.347834997515236,16.214691519263035,19.619941522728322,16.713612768814844,16.959472299997742,16.15983689002463,15.555596688030642,16.70957781914303,14.337020201461538,16.737022738794405,13.237669084169712,14.337020201461538,5.0790665980704786,16.737022738794405,2.0612636875890824,14.337020201461538,15.765202653862968,18.042752838132277,16.737022738794405,14.337020201461538,5.892444751554439,15.24217018978094,18.042752838132277,16.737022738794405,13.209044463312202,6.457965728862703,12.427540262070014,23.041798028000407,15.24217018978094,18.042752838132277,21.310479937738915,15.24217018978094,12.77944663300836,15.627348639330268,18.042752838132277,14.337020201461538,23.032074351289392,14.618059041825276,16.737022738794405,22.030020468603148,14.337020201461538,10.131688253986054,16.03617308786848,16.737022738794405,23.20477779804709,16.875878304573785,24.613684819229796,14.337020201461538
points185,11.293805305171569,10.448703493607987,17.76281306155447,17.442648262892902,15.481108867208906,8.716734154922854,14.034851944753367,13.422496705175138,24.71136168629133,12.835085526790321,13.46224251997593,17.342662763754888,20.176590065127314,13.20722758763893,15.589080834512696,13.980385608122155,16.10946289577693,15.589080834512696,9.075864294740292,13.980385608122155,7.2589403637647685,15.589080834512696,13.13089923266634,20.918194276693153,13.980385608122155,15.589080834512696,8.286303898715847,12.576919566764492,20.918194276693153,13.980385608122155,10.119096015207889,14.514473146624198,12.969578922699062,18.632831234310686,12.576919566764492,20.918194276693153,13.240815641384705,12.576919566764492,16.713406436478763,22.806320393154262,20.918194276693153,15.589080834512696,19.001845164515174,11.213972676865039,13.980385608122155,19.624872027773574,15.589080834512696,16.527359960081824,12.746188832055628,13.980385608122155,19.924244547399873,11.653302839308312,19.51581154412549,15.589080834512696
points186,7.001191788742398,15.483003626873085,22.518817739810743,20.66242512013545,16.9267858335196,5.938907478779894,18.075578406438012,15.662972715926198,18.181400468512464,17.62410125871588,16.979333258049163,15.05978045763261,14.94169649474671,17.159573011227817,14.018216788366768,16.192329893118018,13.239684179225202,14.018216788366768,6.215315475760515,16.192329893118018,3.9857661550640375,14.018216788366768,15.328636040787465,17.966991945369703,16.192329893118018,14.018216788366768,6.994087832369522,14.800474890702931,17.966991945369703,16.192329893118018,14.42903791340786,5.9674837716167985,11.49360474559607,22.262313618240633,14.800474890702931,17.966991945369703,21.801762888669643,14.800474890702931,12.529848580712848,13.85779669033975,17.966991945369703,14.018216788366768,21.886321241463147,15.23900298631836,16.192329893118018,20.923182106239615,14.018216788366768,10.147733722567319,18.037477827216545,16.192329893118018,22.758105446702807,17.344887358895352,22.72613576451802,14.018216788366768
points187,10.661499618728405,16.18631454831616,18.874654798878247,15.694391703151469,17.23705906091163,10.973646520933965,13.193640450604692,22.55458447161507,12.7949051442393,12.598829623877377,12.821023044611438,9.58735621831805,14.210361905393784,12.304503487929164,7.4253756235142845,22.996179237747313,14.861622746770074,7.4253756235142845,10.520290394174467,22.996179237747313,8.66553450669136,7.4253756235142845,16.038041181718306,15.92008492417142,22.996179237747313,7.4253756235142845,11.169136341681142,15.518213963060104,15.92008492417142,22.996179237747313,14.978474108294284,8.81512863420257,12.869611128737908,17.929654589882524,15.518213963060104,15.92008492417142,18.949467609248217,15.518213963060104,13.854935791818209,7.763859649532114,15.92008492417142,7.4253756235142845,17.545337063309926,11.343190071339048,22.996179237747313,16.72844432291354,7.4253756235142845,8.488881074390832,18.477718915773092,22.996179237747313,17.621805823586925,13.594459853582755,18.136226176106856,7.4253756235142845
points188,11.602938914610261,16.514902059156924,14.66643558758941,14.856176861191683,19.357592391616045,11.523495894018357,14.141225741772635,17.38841250787144,11.40985592213804,13.325163148846991,13.449473972106597,14.856267771884433,13.868681711072103,10.85978774299384,13.261383236675991,17.89579677630875,14.813309088262734,13.261383236675991,10.679035315023151,17.89579677630875,12.80641403145254,13.261383236675991,15.025502323328936,15.925585061895704,17.89579677630875,13.261383236675991,11.71243442878936,14.493780026773157,15.925585061895704,17.89579677630875,8.607198334279985,6.6393461342355895,11.275836493621718,17.776254951519462,14.493780026773157,15.925585061895704,21.128803324611376,14.493780026773157,15.19582632479098,6.100315935547316,15.925585061895704,13.261383236675991,17.38526430961774,11.159433617165751,17.89579677630875,16.182584075177786,13.261383236675991,12.045929881078507,14.70900368716663,17.89579677630875,17.06086490806024,12.363931264936145,14.07485791873411,13.261383236675991
points189,12.314589107884313,11.624049031902134,19.951192595866882,15.056149373070934,20.199786071411847,12.862183520319455,12.492470716909844,21.525912698058132,19.135439443962476,12.365983491342758,12.350365811954871,10.174993234732359,18.954412475687285,12.284389876590817,7.782580274906092,21.980607261195303,17.688996719803146,7.782580274906095,12.511278703034796,21.980607261195303,8.183031734575287,7.782580274906095,12.379333671972379,20.647023063040137,21.980607261195303,7.782580274906095,13.502289073488107,11.816524783551786,20.647023063040137,21.980607261195303,12.009550415081616,14.058480801631326,8.347186385803216,15.704505988744373,11.816524783551786,20.647023063040137,13.697552655948545,11.816524783551786,16.329279112438194,15.191212100992804,20.647023063040137,7.782580274906095,15.53769499536614,10.655229111852364,21.980607261195303,14.384288585188996,7.782580274906095,12.148348371428936,22.86687510534534,21.980607261195303,15.695173321491243,12.064029537309771,18.609464151529384,7.782580274906095
points190,9.991553997590675,13.579623016569093,19.848449928438242,14.076922327141949,17.073134950506645,10.482945646981063,11.856706067202774,21.284917836482553,14.669717459049279,11.732512166241232,10.2573551312834,7.736475078014849,16.920917966471947,10.935889548794576,6.910267512597787,21.742681389988686,16.062502164029357,6.910267512597787,9.721049523069462,21.742681389988686,8.50922728164031,6.910267512597787,14.4153534741994,18.091172401844176,21.742681389988686,6.910267512597787,10.891490123631968,13.876463286723308,18.091172401844176,21.742681389988686,14.649134541765182,8.768763095496137,11.418747117731586,18.185424075533685,13.876463286723308,18.091172401844176,18.99590886634377,13.876463286723308,14.9373461652038,10.217745957777838,18.091172401844176,6.910267512597787,18.351263239827222,9.414138200457229,21.742681389988686,17.007399903585462,6.910267512597787,10.402695100843157,18.05244720277076,21.742681389988686,18.122405098513514,11.355402676980212,18.289532061589476,6.910267512597787
points191,13.765281336430606,18.78254374236558,13.688808145184149,19.809406293682553,17.174946486502876,12.94379435728727,19.024855430686603,13.407836453847219,10.550260613462905,18.536807512942794,18.313200084261513,18.661178457393778,11.510685057492188,16.27023472266904,16.715581132788266,13.965912050277405,12.148093648849377,16.715581132788266,12.121345921828535,13.965912050277405,12.261630186568915,16.715581132788266,15.350289111679265,14.624951002135662,13.965912050277405,16.715581132788266,12.59300196700175,14.822382336982741,14.624951002135662,13.965912050277405,10.594695338932416,9.470754624665883,12.748633695323852,16.151448781379795,14.822382336982741,14.624951002135662,18.292770932554326,14.822382336982741,13.396204766427363,4.737711207907785,14.624951002135662,16.715581132788266,15.930889396225341,15.452067064742236,13.965912050277405,15.29786383418615,16.715581132788266,12.319964492893305,15.151246984641064,13.965912050277405,15.611916233556725,17.99089357973791,14.609181074360674,16.715581132788266
points192,13.703723441158214,21.699891550761,14.844822090828963,20.353799105438807,13.957827954683106,12.972631584129523,17.06689747073013,16.10726754008753,8.192977399356158,15.872676431546413,16.023898921691547,14.06465429705446,8.4770945125383,15.762319463006627,13.219815668523747,16.630966768693153,7.892137928628568,13.219815668523747,12.72353969431255,16.630966768693153,11.71627779058904,13.219815668523747,21.871356932182152,10.262501958526784,16.630966768693153,13.219815668523747,13.02983104227186,21.420058189915764,10.262501958526784,16.630966768693153,15.742334353788962,11.922240840539146,14.820546684730518,14.606379920004791,21.420058189915764,10.262501958526784,15.837281256516317,21.420058189915764,6.967317838071213,4.578224712388841,10.262501958526784,13.219815668523747,15.323658532381284,13.622566104993878,16.630966768693153,14.858974699651748,13.219815668523747,2.844020197816846,14.884705760618928,16.630966768693153,15.582497303176934,18.5859067053445,15.144061864026392,13.219815668523747
points193,13.971613801170093,16.209469643459315,16.181542221441227,14.117695845956314,11.328700670375822,14.304131103307006,11.355876388273128,21.336360410359543,12.637639429341927,12.45937035367842,9.366066104345123,6.24193875629017,14.186284187443373,9.074141040787609,5.941491002411715,21.793468859591876,15.29668556663646,5.941491002411714,13.83330057806787,21.793468859591876,13.311859672391915,5.941491002411714,16.62926781701927,14.861802676033461,21.793468859591876,5.941491002411714,14.185648211009587,16.116386195385576,14.861802676033461,21.793468859591876,17.546994050636687,12.455156644899283,17.410101392362737,14.096576357086406,16.116386195385576,14.861802676033461,15.30349516082837,16.116386195385576,15.529679018058864,6.964102054722067,14.861802676033461,5.941491002411714,14.204614977142633,8.508213410957001,21.793468859591876,13.697706767672553,5.941491002411714,10.42400322686824,11.799896444248253,21.793468859591876,14.224138821978611,11.106450264170377,13.579117612921422,5.941491002411714
points194,8.028881696933906,16.62371033695875,20.33412443600964,19.919869758823573,14.441039783782262,4.928760096723798,14.525233412816238,16.402628599680042,18.410412037124924,13.376583780027406,13.993184099742393,15.303227076978535,13.755537929654457,14.437256165848934,13.653221302071847,16.92256650225021,10.389276688845124,13.65322130207185,5.393711445665752,16.922566502250206,3.4332535482712263,13.65322130207185,18.918288289728096,14.656291704935056,16.922566502250206,13.65322130207185,5.2646902016034325,18.432297563793288,14.656291704935056,16.922566502250206,14.84890640223281,8.49252533828445,14.63678072368265,22.412037627231623,18.432297563793288,14.656291704935056,19.272597740453378,18.432297563793288,11.209352477481362,17.418778456067162,14.656291704935056,13.65322130207185,22.714797635156575,12.004489972173989,16.922566502250206,22.660735470707042,13.65322130207185,9.056049428154324,12.479100616391953,16.922566502250206,23.788629486639223,14.779928170918877,23.26803927791618,13.65322130207185
