,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48,dim49,dim50,dim51,dim52,dim53,dim54,dim55,dim56,dim57,dim58,dim59,dim60
point148,3.63111592635,3.03158928358,6.53783185237,9.60197501649,7.05890090251,1.74979167728,9.99936586381,3.78955190269,8.8927188739,8.79741835451,2.23676812004,6.93723844623,6.96561115087,14.1238627412,7.989757789,8.99839297996,9.64336559005,6.3339639276,10.6311497661,9.8309809773,11.1629388447,8.38163811833,9.58748688572,11.285460018,9.32432233339,8.0125686735,7.55734881752,11.018749606,5.95659105706,8.04796364891,5.70909760168,6.73844359923,8.96759229086,3.07500200517,10.0557975917,9.51345324071,10.3809480142,2.67838746014,9.76646099598,7.37865900644,8.65728271675,8.02196824215,7.28182804973,8.4019375936,7.416214844,5.38708332255,2.01374809057,8.2701831774,8.55869238888,8.46944646026,7.50600204853,9.2905004331,11.6793173473,10.2195799688,2.60022217043,9.20230506785,7.34310574861,11.548036784,1.23284491887,2.75253452582
point149,6.23703400578,5.04323512611,6.29739687224,10.3914154565,7.66994091991,2.75264156258,8.42275019892,4.04023491675,7.82404861717,9.24703029582,6.06142411976,5.63125273608,6.51401018651,14.4518743415,8.67265162933,8.98447257665,9.01187576323,6.55021115757,10.0915279486,10.8099770833,10.7831210211,8.39839740357,9.41038774856,11.8975165022,8.88424074382,8.38894720089,8.74569448966,9.82840309626,6.65505409892,9.89078714021,3.42129063465,6.218591327,1.46780115649,1.21692042586,11.048486874,10.6467476971,11.4158104161,2.31426147664,8.60064515867,6.64871996306,9.02782584462,6.05185494959,5.80079897243,9.24493461553,5.97292695806,8.06429547343,0.0,9.3612025029,8.20692155508,9.79867429883,6.33725259615,9.85064942624,1.21692042586,10.6335765188,4.07843905103,12.0518988492,10.5455437121,9.2924343749,5.2173509358,6.37710986364
point150,5.52986778652,3.32256274109,6.86454522577,9.70006165476,8.67527961855,2.52972101614,9.02166571559,4.11184927557,10.3717439792,10.6684063697,1.42502954753,3.23661507006,6.66621690029,12.1991478004,6.54104858927,10.1614090554,10.525080299,8.36459869471,9.30078038582,8.69202958753,12.0037287143,10.3042942745,9.73993752596,11.0302808947,9.63275169909,8.57046293103,10.0392755048,10.5112584955,9.13066579555,9.02010767095,2.38208618472,7.3971526444,6.28457890797,2.0319244638,8.66702991126,10.5316641231,14.9459010075,7.37629906671,8.72304653777,3.14797415719,8.59791473948,2.0319244638,2.21760297659,8.31583790554,4.01492654424,5.04518082939,1.0863761676,9.8387627222,9.61838917323,10.6528808159,8.40767565569,10.6849852521,2.72622088461,9.88540811054,1.69906295231,8.258773296,10.8058002893,11.664469507,5.49489237624,6.91463627378
point151,4.35556605298,3.2672511261,6.6388311981,9.82731570804,7.01403163232,2.75789798861,10.7660236284,3.26994576643,7.85076817506,9.07954611706,4.0747794265,5.79570981227,6.11194731656,15.1693221872,8.5295906278,9.22386415323,9.26330441626,6.1908321172,10.2265687372,10.1171105954,10.6355458209,8.24255010916,8.35009939029,11.4002977593,9.62563396708,7.81197829937,8.46927550119,10.678353654,5.31859161422,7.28122530982,1.81631298208,6.88162791528,1.28747229512,2.31115431544,10.7549125487,9.71801221323,9.3684780875,2.67892825109,7.00596132585,7.47772589144,8.82260269576,5.70476685631,5.55804410923,9.38178518249,6.74032046479,3.80417749652,0.0,7.46692071873,8.83858625807,9.58425412889,6.73374750279,9.20813191482,0.443924857934,10.9451511708,3.21504174458,10.7832356364,9.05532582417,9.47821346305,4.19315669311,5.61217259302
point152,3.78716078431,4.21677301455,7.90087888069,10.1819969988,6.41362962133,3.31833130437,9.5434630172,4.00495075995,7.67209291805,9.77132604284,2.82372898312,5.27646316614,6.16099882131,13.6076077284,8.68994906567,9.45933529913,10.358442418,6.94458908636,10.3777202649,9.55016381882,11.7081441173,8.42413688862,9.03705270165,12.7092389327,10.2756123904,7.21019401888,8.19964290178,10.496973581,5.633410866,6.31215325706,4.50550988601,7.20830264998,6.68118217896,2.70063946209,9.9965441035,9.63087866169,8.36838859658,2.16162974736,7.1788241735,6.88575737395,8.79053421855,3.39973165312,5.25014679667,9.7251907037,3.71806565834,5.81501689121,0.659011171198,10.996120363,8.93321853025,8.66649742309,6.80042107862,9.57282715533,1.96169740572,11.8023709574,12.1053618304,11.7528823663,8.28647921402,9.31793713478,2.33722583119,5.0120367269
point153,2.47998069177,3.37065253762,7.49027328209,9.75456352732,8.13241747117,3.41527191818,10.7286263178,3.69919624515,7.00265751983,9.06256967759,5.23801487236,6.12954886054,5.46351783413,12.0141355744,6.9718768872,9.17398188125,10.2052312096,4.42606343437,10.5414064226,9.98454662937,11.4274018966,9.06978271027,7.83786126825,11.489260931,10.4502318079,7.88818310665,7.90457441405,9.71461473165,4.34601368953,10.8014011979,1.34874231559,6.78395423023,8.72030583021,2.92115065805,9.72388104313,10.458980706,9.78713367879,9.43402141759,7.15918513681,5.63600391068,8.84201713353,3.24917224993,4.57394402648,9.53072625022,2.49589978571,3.36199288592,2.59158368084,8.29115227692,8.24152084138,9.55614773133,8.63322412051,8.72953577668,12.420639243,9.50715043611,3.30668512716,8.23412764604,5.41843959761,10.9959013817,1.34874231559,4.97966412414
point154,3.109845277,3.33141859783,6.55799817518,9.3187551877,7.50503343978,2.47357912779,10.7684903687,2.94103116862,9.21864556977,9.1205437533,4.79276166782,6.64949906164,5.59323722711,13.0446212303,9.19865866728,9.45418206346,9.50148094449,6.53909365567,10.5724444404,9.88963628678,10.8639461915,9.16241650646,9.52366976212,11.7390210967,9.75103852517,8.81588278853,6.62147902174,10.774754121,3.98888460546,11.7036094689,2.75887877565,6.02181282358,4.88459303711,3.46196067464,11.044414612,10.2433287197,10.970817713,4.04302947157,7.55712668237,7.37385697988,7.64071491068,5.17869472531,6.18897647929,9.13619651415,5.37089660421,5.12948910152,2.012997664,8.04397327193,9.16928867269,9.00593887651,7.67954343595,8.59126800591,5.30594499279,11.4755865198,2.88281909632,7.91021098154,6.89242745715,11.927252038,0.0,4.01621103316
point155,1.68230360952,2.19443381213,6.34751330079,9.16057233641,5.79981261692,1.03710103601,10.3329316593,1.03710103601,8.95267427896,8.68223617968,2.22721737244,6.99253052959,6.4274553255,16.1730700306,8.31618195406,8.91543724305,9.08572738139,6.10557332451,9.08433006707,10.3234826626,10.6888272718,8.68218349793,8.76481189178,11.930619079,9.92491342936,7.95863391005,8.34913523772,10.5539844047,5.11547028137,8.25290192045,1.03710103601,5.50186902334,8.75254790585,6.93681458472,11.6145304162,10.0851006169,12.0526495567,6.32022832054,6.89279171889,7.63510863204,8.73305939865,7.45219181106,6.15965340275,9.17771103759,5.67168117205,4.97775158477,1.36630822441,8.63032537778,8.8262942455,9.06462421911,6.68404726161,9.19075558722,0.609754962172,10.697080504,2.22721737244,11.8799737352,9.60452728443,9.09130314424,3.97536421874,5.35681287395
point156,2.4895172464,2.32966898982,6.68960667903,9.88902171695,5.62455422512,1.69630547282,8.73828145312,2.17667382828,8.46136893875,8.80278452315,4.85044440527,6.59531567302,6.11665378247,16.5672000187,8.51537263263,9.55880525313,10.5842578877,5.08621479469,10.6992687874,9.83240112348,11.443259569,8.95939054018,9.37975307252,12.7900694618,9.80423268403,7.73408634973,7.59530970476,10.5700549143,6.52715167879,9.60342049592,3.61301294382,6.70193712409,7.59530970476,2.27536469615,9.9340785668,10.9528213138,9.97320945058,4.14121205347,8.43878769495,5.72401172151,7.5541283436,4.71633796831,6.20912969773,8.04681843205,9.03795321239,3.94528931634,2.07073278582,9.63191731579,8.5039688081,8.8968530729,7.3608383073,8.9113140832,9.16486419814,10.2480580145,0.971074458112,9.27033504385,6.53713140904,11.4472330686,0.0,3.44932365699
point157,2.61802717014,2.41635335823,7.05647514877,10.2047667507,6.59529478401,1.90746755824,8.79536760111,5.48277730795,8.27508156495,7.29104173758,2.12528740675,4.99447111071,6.3829352261,13.556410255,6.93510610274,8.65799006207,9.1973715226,6.15614174385,10.8040745387,10.070107524,9.51202930848,6.77518226438,7.20397438086,10.4410663571,11.0950673016,8.7073625835,7.67024550937,8.76932214912,3.38919507718,10.6973498767,4.52430193154,6.44038583571,10.3834559029,2.94968433059,10.5061984698,9.80018646288,8.80427302444,9.41909219364,7.85875188476,7.86821757612,6.3685413826,9.02775398046,7.05273105798,9.62470225786,5.13916248857,6.0268221864,4.05238980854,8.75872956846,9.0775848293,7.73998307908,6.6194511611,8.08025259458,10.7597384147,9.91382588601,3.62194635972,10.5734483772,7.53884852074,10.9772727673,0.68831466064,5.38061171225
point158,3.98174307735,3.78192618799,6.40328306282,10.1904296722,8.77018153759,2.90717910577,9.87320107945,5.34442019629,8.36676806927,9.44880392598,5.66803967894,6.07605450828,6.04898812003,12.3735041217,8.01103712029,9.07518496481,9.62713804658,9.60952228402,9.69445191618,10.4815875518,12.7380838129,9.53188826434,9.10063080434,12.1496582183,9.42750979995,8.52670266925,9.04082943188,10.2972372797,6.62709900415,9.6655935183,3.63866469968,5.60895705222,0.0,3.67408772636,7.65978187976,11.3280970605,11.3799685382,0.695281195145,9.38743793774,5.33338437395,8.00060850862,7.56167744889,6.50435502651,9.67545958778,7.08401109846,3.8076743406,3.02160409231,10.1214299089,8.36406021966,8.93894146681,5.72217909636,8.41336559699,13.059864927,10.8076205725,2.32906617445,4.46287685434,13.5961897561,10.4069065141,2.84639302085,3.22636980246
point159,1.50802291674,3.83785244005,6.95616122542,10.044612693,7.18926120495,2.55274593675,6.68196923899,2.25876010748,8.5947500709,9.71023475153,7.19459928185,5.87957099737,7.45394551746,15.2543754018,8.87289030665,9.65517291188,9.85712102944,7.67873392768,10.2456596566,10.301747673,11.8639307093,8.97708239816,9.57662416901,12.0084216187,9.28277801285,7.78514509642,8.65017935064,10.2986583156,6.95798422509,10.3776118258,2.90496571868,7.20315220411,2.79684690266,2.25876010748,8.72210052276,10.3811211121,8.93797402126,2.67994168807,8.14901542664,5.3391658964,8.05238872163,7.85083691991,3.09958135817,8.63651949572,8.76044052817,3.18784690944,0.623679608294,9.71248745045,8.53920147081,9.51717134604,6.95220541432,8.59877831893,2.67994168807,10.4390412884,1.8891619958,8.49230587122,12.8961355905,9.81702840689,3.0055437111,4.53444140566
point160,3.75590237496,4.58912227986,6.44099205093,9.43894567641,8.33586373112,2.26156090242,9.71048273788,4.83360865163,8.20746341421,9.20037634562,5.15502057836,6.4448459351,6.3975719616,15.7251132528,7.82531499609,9.31870322576,9.39996786021,7.69926705196,9.80761413303,10.0470284565,10.7197994942,9.00627277427,8.9452536105,11.7925829021,9.55084488531,7.78554401304,10.6732030561,10.2153631182,8.70238050162,8.83717692194,4.75974706843,6.3247314114,6.52484099669,2.52200551517,11.1762167909,10.3239892249,13.7648612265,10.2634804828,8.22128743489,7.08454267364,10.641844031,8.62648294256,6.52484099669,9.1410009928,6.71923821146,3.78746380894,3.0207155363,8.20866844302,8.19817489454,10.0418370822,8.3866040442,9.99298080939,1.53480866123,10.4845107632,3.25382290815,12.527415915,9.2773920237,10.6877955699,5.65351580462,6.31736919658
point161,1.44540889411,3.76962365445,6.34906621861,10.2418044398,6.68205354138,3.76962365445,5.97828259155,0.0,10.6379470888,10.6910455535,7.08138223951,7.07525450478,7.64198668893,13.4409729549,9.32540665384,9.86632228973,10.143383214,8.25219234012,10.3738439327,10.2245926239,12.1836322802,8.51715362597,10.2995056867,12.3208484875,8.77073656262,7.90333357769,8.15957873259,10.2259785966,6.45536338998,10.7379064204,3.08205534299,6.2853559779,1.10366548277,3.64265536789,6.95348642288,9.99371681331,10.6910455535,1.10366548277,8.04186171699,3.17675360174,7.52559127823,6.58179109965,3.08205534299,8.61129043536,6.83506507153,4.0453555956,1.72154765357,10.2543909041,7.95100489243,10.4552039078,7.1913455037,8.23027988126,6.86382697414,9.87605643849,1.44540889411,6.69009577794,13.7095254303,7.937544491,3.50342506622,4.65123542571
point162,5.42556336734,5.2038628272,6.75504779271,9.24373571573,7.65854712028,3.79851716306,8.62594988083,4.64868401663,8.32831140315,9.46293573171,2.5574345985,8.2378313691,7.08039118353,14.7992411413,9.18352125147,9.39574832818,9.20671647421,7.16046645183,10.0137553473,9.50650991121,11.3170960002,8.76651565761,8.61186212914,11.0415291116,9.73464188647,8.28214786325,10.3686374112,9.96722625884,7.08866105338,9.08589199471,4.97115265134,7.60148110627,1.78379188223,2.71909580259,9.71494436847,10.3560117215,12.6298506403,4.52290318402,8.64996746819,6.91969761292,9.58597466203,7.18144051855,5.69932674912,9.31266517356,4.81890678729,2.6405283853,1.03358157915,8.54572903233,8.74222521325,8.8541827065,6.32472601179,9.51410647567,1.92307309699,10.4686851296,2.6405283853,12.9153677736,11.564921135,11.1333862809,5.86400285501,7.32652836003
point163,2.68811320287,1.34721208559,6.98076794159,9.36622821742,6.22656632893,2.32010915296,9.74926440751,1.22107278252,7.66069477931,8.75927236881,4.39014487525,4.87144448708,5.01985756057,15.7836530864,10.5904841303,8.74255533862,8.62464926023,5.83064829956,9.12872128703,9.46124409486,11.1177404898,8.31963599668,9.59515302916,11.8160356436,10.2703070082,7.76370369595,8.18425053555,10.6868419013,7.69121309605,7.63676960773,2.87249389725,5.17024155812,5.70741987586,3.16790381322,10.9063570003,10.5738838307,10.2753912369,2.73502386323,8.91459740949,3.05687827969,5.50026667819,3.80523053603,2.32010915296,8.94900666519,6.96352036346,6.92452749866,0.414460305816,8.79857872344,9.70565484831,7.58269147511,5.77280941016,7.20393524021,0.998845382059,10.1295792543,5.27079428416,12.7493310392,10.4852255443,8.13898337128,3.54223328226,4.43522853072
point164,2.70216991428,3.37859485326,7.14536157636,9.56844259407,8.93564537677,2.47386482283,7.77092152352,3.33781097853,8.93320377386,9.55341426546,6.52523419914,7.44958613461,6.80571808072,13.8579421289,8.58985709736,9.74869938147,9.93111569976,5.840979289,10.4472692351,9.25111547679,11.3844222217,8.90215801551,9.25209533703,10.5757377692,9.65761678415,8.42581593964,8.44479956398,10.1077270952,8.1945401877,11.4422437435,6.63750736679,6.46996247094,5.28906718406,3.33781097853,8.08878823872,10.7832110767,10.5978756428,4.44002863079,8.74551298857,7.3698677581,8.55374447455,8.18019262635,7.13503202229,9.0684370416,7.86361638433,4.20109274906,3.5050016711,8.57334044019,8.89857115775,9.8440890158,7.0243307618,8.94779763427,10.2405767004,10.1308279341,2.85035938803,8.61293114169,6.54456420805,9.15272848522,0.499884145892,3.99171683765
point165,3.96449105045,3.67273082152,6.66056643771,9.51139292331,7.27631054746,3.7160251175,8.46815562551,2.85678654629,9.31638336545,9.56126502991,7.7082907156,4.40169872268,7.88360248925,15.0500186686,9.5250430942,10.0798314157,9.84154233369,8.43816807436,10.0342624939,10.6862291209,11.2479334456,0.0,9.12080551088,12.203329648,9.46611725813,8.07038932789,9.66354031502,9.64303181475,5.08553513173,10.706141992,3.75361523238,6.85471880885,0.429642742515,1.91651486102,8.85500859519,10.5134907456,11.0649852141,1.0290641097,8.58744375489,6.38474231383,7.83861777111,7.9601583604,5.59027864323,9.32030189257,8.19002711485,4.19727567773,0.0,9.68583680485,8.39570977584,9.28864463635,6.30698034576,0.0,8.65231797944,11.5543490221,3.37380131122,5.52656340096,13.4738198824,10.1427197534,2.46194758214,2.71156098277
point166,1.96258603836,2.35027092423,6.53572328139,9.45806615036,6.41283063032,3.47680937741,10.5588511615,3.08394516948,9.46448653021,9.45905655115,6.2485860673,5.62815824844,5.98590339962,14.3153406444,9.77809849047,9.49808727834,10.2542491623,6.03163339069,10.3199881697,9.56441056177,12.0268761197,8.58905559593,8.86246069021,11.2737606385,10.1627689482,8.2215146222,8.76900801406,10.2430906571,8.18630245872,9.28697584002,2.54235711555,6.23589551758,8.87659982241,1.66511985209,9.83293747046,9.74886371454,10.9256656974,8.63271535258,6.99623054753,6.28028082008,8.49478359791,6.16373620997,5.52723614581,8.81378760318,4.69213144208,4.92764998017,0.568032104771,9.65710761311,9.23823991872,9.78679400019,7.79190521328,9.06385343493,1.86947663397,10.4666679012,4.56555452799,10.8246803547,8.6776104225,10.0023509162,2.8625505763,5.76981669056
point167,3.01539051939,2.35693256842,7.71673030808,10.0754390369,7.00764403088,2.42921422984,8.15044797711,3.77300465883,8.46690033187,10.1839826781,1.78098194028,3.19654409791,6.85500547951,11.1428856471,6.63576164536,9.67209822329,10.2079538409,8.7246059371,10.4417614943,9.06369976788,11.6705544603,9.00605392564,9.34023511543,12.128197367,9.47773398526,7.20162406022,4.54949667766,11.0008802826,9.24958755559,7.04539928384,4.82224067013,6.57629537633,8.94603776501,4.60832432105,7.98808817379,10.7019301952,7.87301954703,1.78098194028,8.28050168937,1.78098194028,7.94611089202,0.981633493094,2.14120387736,9.50605165237,5.33891283734,3.05483111594,0.0,10.0627342565,8.60330735915,9.47081543712,7.38878364808,9.47576179829,1.29983076182,10.8049457363,4.45649077158,11.5397016587,8.28726911554,7.96592854695,0.0,1.29983076182
point168,0.0,2.07004578817,6.61224927689,9.39400173029,8.8546564816,2.75663904579,8.74060043503,4.89679496102,8.87051884544,9.55604424172,6.60894374998,4.95717170725,7.58792749632,14.736962072,10.8210245424,9.40357450105,8.46306247345,5.79136087916,8.9017327687,9.81569069641,11.1868137461,9.0148796923,9.06228634197,10.9033320712,9.90600817789,7.60153310478,9.52129616583,10.0090307865,7.43688640367,9.05536378819,5.68772699683,6.79366182868,5.01569380711,4.83345685663,10.6874369245,11.1007543112,10.0557433734,3.11727946005,10.0643924881,4.95746890971,8.27025327159,6.36201393349,5.29967326976,8.31442010346,8.20293679465,7.58720745012,0.0,10.3785332982,8.45782408571,9.09641209082,6.36873168769,8.63543880349,2.07004578817,10.7595303771,8.89980099315,11.4783702197,9.50741211677,9.392628685,7.8174186054,7.66657908404
point169,3.68381994821,4.37393352078,6.48769696282,9.74973202133,8.31373108321,3.30702043252,10.6364705557,5.04570943234,7.78634805062,9.0641472439,2.32302412668,6.34458885624,7.55784658245,14.0797347671,8.82330354349,9.86088832785,8.85136489614,6.13747278418,10.5530628553,9.46827987278,11.3310904839,9.10514113638,9.22508690601,13.1972904235,9.94337927667,8.75364130378,9.68727069271,10.3731261578,9.55887220234,6.99758597569,3.70169320835,7.25806659831,6.93076098811,0.918157217057,10.0693289224,11.1171950302,6.90956911587,3.02108879648,8.69909002841,6.74580203509,9.90506804239,5.24502401734,6.37250989146,8.69754796385,6.64038088303,6.79864676081,0.0,7.95825689637,8.54953056185,8.89785150503,5.70755239885,9.52861233946,2.93977195255,10.8762483347,3.59950823592,10.5914194936,8.68512721245,8.67102439916,6.68472057261,7.30004133481
point170,2.8522386003,3.05365007377,6.0716961782,10.0157077434,6.60378803645,3.3986923952,9.67880433773,3.50361587618,5.82497401043,7.87095031025,6.79161874724,6.135776995,6.52683879492,13.3758675483,7.39286691623,8.90425226058,10.6645539494,5.03658245561,11.0651535578,10.1235523952,10.8655477033,8.39519993131,9.0303305601,10.7376191673,10.5211881822,9.06288532888,9.22509654885,9.3034771111,5.10487756904,11.8663902974,5.76292014582,6.91449276964,12.5746975868,2.71562984054,10.4250375227,9.34642508559,10.2701668216,1.75983759649,8.65658932471,8.56863639565,7.71581102259,8.87031847862,8.03308706778,8.89945058176,6.11721503403,4.20960932423,2.31547928344,8.30938085314,9.23083945216,8.05913892637,7.68953679422,8.06343822666,12.6059632676,9.7710156463,3.3986923952,7.34426039499,6.81219014368,10.5808521083,0.0,4.01036809283
point171,0.825704231936,2.8429587244,7.20626226282,9.2329868611,7.21459111847,3.77279357803,9.07907138314,3.53919604147,9.17704573438,8.9177658949,5.59708417343,6.09197269346,6.49235795125,15.7857921563,10.0568544418,9.65036068294,8.60750786529,5.4564677726,8.93111274419,9.7281926355,10.8752885982,8.34985620156,9.0493339872,11.3055145923,10.1306992542,7.743636139,8.36799564395,10.1286516998,7.38298708616,7.38298708616,4.3662522637,5.76975851801,7.81344772983,4.60251626672,11.2612722277,10.2214542035,9.80137694552,3.26031175709,8.57228336665,5.95165539625,7.14547367032,7.02841444315,5.572516823,8.66092291396,9.10392769847,5.48307408975,3.48756352427,9.97546109622,9.06812797837,8.5999314335,6.15745001742,8.26443321681,0.494364404696,10.4443109205,8.34460660877,11.3852638492,9.66278051155,9.14199470146,5.9799544437,6.0704644663
point172,3.08151006812,3.26011600982,6.93243918655,10.0797114371,6.49820139373,2.02016435661,9.84458023899,5.17582396717,7.56195996421,8.97001958524,6.05984411196,7.29695290454,5.44135399774,14.472640075,8.13263853014,9.84817222342,9.29707904562,7.33499724491,9.96417333792,9.63041821325,11.0997817373,10.2869735305,8.77243994849,11.5533173002,10.4185905472,7.50847619223,9.22153637231,10.6591218075,6.75450005981,11.1122831086,2.26915286722,6.38339325882,6.71306339756,1.71905198164,10.6035150789,9.61644224581,9.86718142402,7.05728779738,7.92153154249,4.38308215809,8.24953067147,5.54981084603,3.45061742373,8.93666443724,5.50196135083,3.63935952236,0.81893234401,8.14082465936,9.16888518507,9.05329872255,6.92783720912,10.9634524487,1.33811059627,10.6495436099,4.75374357937,11.0708655855,10.0001408813,12.369450125,5.78788689203,6.07627261408
point173,2.46040183263,1.35867757132,6.66105122386,11.057274257,8.30266176913,2.76646795303,8.72407722685,4.09540968258,9.01492710199,8.8324185302,5.57588106645,7.69811427364,7.8150886421,12.5043969401,8.16223521718,9.03320547959,9.2568644172,6.30551641633,11.2397476836,9.36587622139,11.5455388857,8.57628781699,8.90249872569,10.6185139808,10.5321805702,8.29176929932,6.03068258376,10.9081824314,5.01775714638,10.7558222794,2.82242424378,6.99904164208,5.16294312331,4.3958442762,9.68585957611,10.4926043044,10.1763227726,1.96428772249,9.38591415559,4.80277224712,7.11879575799,3.27895117794,3.79990584472,9.44282119324,3.46279834745,3.90527387163,0.337768170922,10.3364396119,8.65493670782,9.33614946812,7.75607590015,8.40726776424,2.45554422478,11.331521608,1.21362723851,7.09949509718,6.27634963427,11.3390371448,1.50934114108,5.9529345641
point174,3.55318845108,3.65579830798,7.61063363003,10.3506408906,6.46339521972,2.88432439837,8.96265890972,2.738616535,8.56624054869,9.47225420817,3.95794244962,5.22990318945,6.4714898873,13.6603190805,10.0684961592,9.3308429493,10.5183974406,6.30417150125,9.93479659218,9.53635990666,11.5684786963,8.59690533433,9.32447310721,12.4600718774,8.72701508355,7.64352433175,9.1553267592,10.1621269363,8.06251571319,7.29501582783,3.30247991016,5.86269190311,6.66844537384,2.1847246205,9.52248541377,9.72228670109,13.3466799327,1.94001636401,7.38040045547,5.00937404785,8.71853972564,5.29650880017,4.35792494586,9.1381770682,5.00937404785,7.21117772,1.27417218902,9.49128993461,8.78499792719,9.65533930516,6.93111569976,9.94780639901,1.27417218902,10.3912113621,2.81329892988,10.9818954541,10.9201295107,10.0342624939,5.8065715321,6.62762726449
point175,2.15975833806,1.99559305611,6.75820988723,9.80547142692,6.25404219432,3.6821687467,8.79781065067,2.08000949872,8.82087779803,8.4644395608,4.3482820004,6.31315695059,6.23197569772,14.2738101659,7.99809957609,8.97587948632,9.73678073702,5.59531865714,9.96980379921,9.37547174053,11.3482689412,8.06136039097,9.15629548201,11.2893215295,10.5527459367,8.07494957386,8.35015686527,10.3452499906,4.39822037964,10.5036866285,4.24290732212,6.49832427713,4.78357713584,2.89844055837,9.31815412219,9.49789773108,10.7477230584,3.9057841052,8.49774807092,7.82178035851,6.34596935105,7.45088131527,8.02814366238,9.39328104445,7.9859045378,4.58228502065,4.83887111089,9.1183078086,8.80129448451,8.77554773244,6.01244576209,7.91263190294,8.78730838615,10.1846770207,1.48202217466,9.73617358519,7.58629187255,10.302456148,0.0,3.03097164241
point176,0.0,2.09017594979,5.43510515548,10.875303959,9.46258611211,2.34269695998,8.29354981665,3.05840308933,10.5737513153,8.87698037628,4.75829784644,8.8835139053,5.97110205621,12.4014955446,8.48280795673,10.30781556,9.33920866256,4.99778466478,9.64976094264,8.96426288217,11.0644059619,9.20428257638,9.808880538,9.97220439831,9.48735369531,7.43345191005,9.00828294454,9.94026954472,4.92228825192,9.89285393774,5.17086244858,7.92657472085,10.1819721606,5.9562286129,8.88445750291,10.2769037155,11.2548396612,5.83795333063,8.24789429311,5.49130476803,6.83560832388,5.06952602886,5.97503169036,9.44751720958,4.80107585917,5.73139778305,2.34269695998,7.27556583456,7.35667204421,9.95099468954,6.54353609521,8.96661215404,9.49551729281,10.9166184587,3.19298316997,7.86500323402,6.1002060704,11.965852811,4.11186596387,5.77496886725
point177,0.957840326706,2.96683649117,6.33338437395,9.93273001365,7.90080644291,3.50428986934,7.06649825493,3.63876894442,8.97079327243,10.0670174921,4.51117704197,9.33012362584,8.52817277245,12.8516670678,6.95917895563,9.76578169393,10.098966373,5.51460833809,10.790763894,9.17089648969,11.8752617164,9.11428372607,9.58530810501,10.9157972355,9.04634917598,7.86008132295,8.30649466088,10.2484613068,8.0730329187,6.74228922305,4.04623784168,5.72437469284,3.87512146203,4.13993601979,7.64509637431,10.3389146196,10.9496224725,4.33746848206,8.05108927793,5.38025844583,8.90224546208,6.31676121881,4.80617452085,9.36853920006,6.23418322428,5.14437681338,2.34056226903,8.3753826824,9.05840038336,10.140177919,6.64798791708,8.42136217509,7.84624256511,9.3168087263,3.35596064395,7.86694505859,5.03479676209,10.276240747,0.798340891446,5.45508716218
point178,2.86481014557,3.89653342863,6.62385223354,9.61737379268,8.66889916302,0.988630158685,8.37804770141,4.18779941252,8.08831653679,9.27175713963,7.10138744606,5.57152816468,7.69190400353,14.4842690669,9.00366688218,10.0181027901,9.96509739833,9.50069252451,9.88025237014,9.82496510301,11.3494305226,9.06443290901,9.35325932485,11.7580566121,9.27977538475,7.93719724294,10.382786118,9.89076130549,6.18715805108,11.0146551723,3.93278876246,6.70476132409,1.30824436439,2.97998872956,8.91194319279,10.6935043812,10.8327555462,4.14830777063,9.24509391809,5.40390165978,8.37804770141,8.26257409766,5.89634451463,8.48495980788,8.62461636417,4.53267228989,1.7910221945,9.58805309257,8.65311377312,9.40863119962,6.35267732173,8.61559285651,5.60692186226,11.3567600644,3.06727730954,8.76505398892,14.8372879137,10.1495439087,0.0,2.88705729375
point179,1.40272217685,1.10835717809,6.78565516688,10.2856334015,5.89239102591,2.96347412397,7.9319193901,1.76553474636,8.11374216605,8.72041528491,5.12928301694,9.53790948591,7.1193976809,14.1237738468,7.98754825895,9.37286506011,10.5704249808,4.08746284125,11.0335606567,9.46066066461,12.1348754881,8.54142191125,9.53332973231,11.3114077488,8.94544383638,7.91288933623,7.25361115195,10.3149230617,6.18189764311,8.54303182026,2.6322682155,7.06320091113,6.26678654069,4.12101540096,10.4779504781,9.55497249615,10.897391707,2.72246602447,6.95652136333,6.04001567885,7.81890167589,6.4822029263,5.59096124134,9.18338726125,6.88996019966,4.77610398807,3.40599235968,10.3065971877,9.17941152317,10.1134817283,8.06473198828,8.19869058567,10.2856334015,10.040289721,1.76553474636,6.37503943135,6.96578428466,8.22785657306,3.23266075679,6.08321336825
