,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36
points199,11.694695658134362,13.119957340439782,10.823251432594509,10.243824071743926,17.591460898380216,16.895590653245744,11.326141982822584,18.77402510221457,21.915426191914616,11.777761599871546,9.242319819647834,12.371411467229336,18.214926894096372,10.965897164806583,15.248127495023144,19.708974232868755,14.878691985177063,14.34344620034226,8.709844611027819,19.78711813343933,10.405661115519504,8.82024813088902,10.447692565234068,7.1218252034782585,18.651805215532097,14.212773213146823,22.36516042870536,13.273298948604074,13.602996586227079,11.60548621210552,8.848978852809203,14.493178261229263,8.948889222819995,18.09092722905958,9.373279875632283,17.98562210788152
points200,12.219710101983582,13.745058222654388,13.432372637931225,11.049364444083569,13.449202455979044,14.011922835921983,11.898989320629434,18.20097147218388,19.545707577837284,10.790405861656897,13.61523911107872,11.198609290065924,17.552924556191652,11.43985231290162,16.09380685661681,15.306862026397681,15.582903892417809,14.652531515144904,9.119700987977188,17.07403558758357,10.17207014400847,10.506826912893397,11.11180225639874,9.962829410707416,18.076927382826838,14.859256565841347,20.02561940246624,16.301177996697483,14.23576760450541,11.228271925067101,7.846514332756453,12.653802063140914,13.365014681175253,17.42681753789491,6.155668844911113,21.41472980923104
points201,18.252764343706588,13.097199711281636,14.03274454790362,9.777747525315759,20.07735713108357,16.5142838096832,16.81299842666446,14.690963569551327,16.546150974288665,17.184613424071745,8.552014655812377,10.787851621320685,18.23902796983712,9.000194924776082,10.301190501383143,20.403887764400167,8.469319854173687,9.240083543880807,13.54149032413575,16.4497416503619,17.701501576425223,17.162943246241635,10.423514768494583,14.013014070622738,14.555746065581468,8.551399711290435,17.06426116658101,6.423128877805373,22.26089085082921,10.850136160483066,17.16401411128802,9.165285748102916,8.251763571765423,18.11510502579906,10.346038998576121,16.45066201681607
points202,21.874976786091565,24.341037013592384,21.86685296574817,10.584800177295593,15.079862626334767,9.927436490239153,18.094677961452465,4.947532384225285,13.050290925813938,17.770513254784653,22.087945556355095,8.730095995816177,6.331435462881374,9.666465979910063,9.998547828286993,6.77759313783496,9.689584402705416,8.889269942750687,22.878592006894444,8.303480461988807,16.39052998114722,15.588214966303367,22.369012736580768,15.585936408741254,4.7812985978409275,9.526566130852347,13.612919747050771,11.637934749722007,8.684482861248343,8.934666863591518,16.88903921732874,18.134982519836303,21.921434807079834,6.169607057712879,8.740274073296854,16.346948172891658
points203,23.76957782244027,22.801357275085472,23.110509748105596,10.189791773105089,15.06856158263408,8.117916042994315,20.379506437362352,6.501675725891265,12.583844624478214,19.53909984514945,21.244572672496822,9.318290944677779,7.962006808269716,8.710871100914023,12.269310322236825,7.626596245190358,10.881601797023439,11.343223581965642,21.68825148574455,7.010269743242756,19.82504922322948,19.114825913883006,20.73325079042935,18.05659228900618,6.340389246865146,11.009905126916106,13.152413486083868,10.333986868079535,15.624205601567189,9.711741068401365,19.189841478652617,12.274144106493667,21.069729066571117,7.805369003864297,6.467829333675197,19.60493980308117
points204,19.4490813022263,19.47982923317559,18.246456424730347,11.71598893025509,18.532245344962025,11.971181427391691,16.743304792315577,9.294686561415258,18.49893551678504,16.37825651938459,14.576121053953372,10.996706637023594,11.4796139525283,10.868011528684091,8.696246555473444,14.339565388201088,7.91639769596437,7.6374727946945065,17.719964824698767,12.068132960470345,15.97766448122912,12.290938601511757,17.204446040878093,11.139084446378385,9.14229107891938,7.580843070071814,18.99217763963225,8.134783164735108,13.917020687572041,11.304863995822187,15.624743509939561,17.881684294985757,14.335390516539483,11.334173753415552,9.693560281475067,20.447624209964232
points205,19.85296661740872,20.684752613194394,19.395184070886778,9.974589705946057,18.13911773447517,10.568419900517135,17.23869334222865,8.090366161558185,16.42860999946971,17.147530351304724,16.290884940596595,10.009920075784184,10.203560570964429,10.404286702081142,10.553583189074043,12.613354010049196,9.927115308029398,9.557101404641127,18.64522010885838,10.873633862324088,15.6156484759219,11.905237659849682,18.484561485518693,11.514767838994453,7.9341369637182,9.735709984341439,16.94821703745129,10.995994148204208,10.060270033996495,10.338455269027108,16.06601814464184,19.13021648516042,16.067096946546666,10.054058308774952,10.263673648569673,16.33080229972126
points206,17.729855977209976,13.791306040669747,11.657948578455734,8.8526620040844,21.313597444642106,22.212255924377338,12.952625859440973,15.224020422841692,18.554618894518345,12.344748261784016,11.619893792383797,7.521544718480973,17.503946599960496,7.163583674043236,3.993339174959214,17.315527953702656,3.6585727136019663,3.2344770946372656,15.216395590855416,18.919162189928663,13.350339210076498,15.09700197062597,11.160936124248055,12.007834644214897,15.090499799733424,3.1734661320124666,19.04715190784821,3.7673483967013732,18.95636119021144,7.646626628879927,13.187941876618481,11.367003625471597,11.349954563929114,17.37768367004559,11.38634186961263,14.20887997743459
points207,8.00509184062961,8.04448956893901,8.42254875857496,9.715328849291083,18.457945522766543,19.604612797444872,7.585551983739161,24.402542418766124,22.618517927903056,8.17694569248324,6.47203804700837,12.823378655497482,23.590013742142236,10.484038264123134,16.391252096802408,22.497749966872767,15.719794441679221,15.960983065089335,3.813273298960208,22.283477639218255,8.010562704640373,9.275053628638167,5.055495193337787,6.194966065593926,24.29823980161062,15.635373923443195,23.059298522478617,13.241876481325814,15.421264884484003,10.741332960973399,5.292969167378521,10.654680413742216,6.151235973892198,23.48312460095586,12.21558784134492,11.387252622671827
points208,17.442814552688404,13.324577747649542,10.390761149533418,5.83962491571858,23.399855238085404,24.136817873752527,14.292691054817158,15.300916868507034,16.56113164919697,12.853255017653478,9.881144048505682,4.561539250571914,17.99822717120369,5.114401318658759,2.3591982870016732,19.065885314864865,2.2515806874988593,1.8199443480784947,14.717004010033007,20.23684114202368,13.097493628174226,13.435109964287399,10.665082108753237,12.443353382921941,15.167641029995696,1.910541343333091,17.07905106751715,3.5901531354892837,13.86190540631712,4.688492749472485,13.749606628689694,15.33850363330332,9.594025286959477,17.873537685540406,8.83370938199477,15.690965798075043
points209,16.455454748782934,10.95441872585687,14.790545429498335,17.97271216602592,11.819588537969311,14.74611833679908,14.722370925907917,18.73478407214888,13.600197511373949,14.617570661135991,12.71263566412667,18.038217008296485,20.50830331775126,17.2634393610934,17.38706287683139,16.215491110683924,16.45948653851582,16.058716330919243,10.370320639075688,15.661745929471884,14.241599871598897,16.668554483479298,8.147015632191286,14.308349820755181,18.61243926942321,16.21085289824371,14.155823452948201,15.902331990364445,19.942702072322263,17.794864150633448,12.984005585086589,5.058808496954785,12.453493156253653,20.39160416210236,19.319180077925118,7.307308816410466
points210,15.538846819057751,15.479892845237549,15.705141396536849,10.577285072132646,15.53719875421028,13.382985254974356,14.311731115395723,15.226361373624005,18.29870114973789,14.481847776453986,14.619162845219051,10.584439469001556,15.715677787383171,10.010289268674573,13.798556680571778,14.296236256769294,12.776146735069004,12.304937337828516,12.18825996715103,14.710707568506962,13.580451119086979,13.724398138139891,12.954897536225834,12.068956949486154,15.092848202468668,12.029299045383212,18.794493191450538,12.291553151652037,18.016266768649853,11.144572216223814,11.55504422814396,10.719539033340444,14.37885757767506,15.583722258067807,5.045240466786398,23.990971456549865
points211,17.459782717641865,16.893283435121187,15.305952426372395,6.434243397779903,22.63125710286524,14.848772761255512,15.19810961000962,12.829055586304882,20.85016292044423,14.824287806619946,10.833189068046542,7.754752699720948,14.218850792737724,6.439283884895606,8.418859984488401,18.107484593899482,7.537180194206263,7.835456393522846,14.855799749266573,15.12580236181747,14.356909521008166,10.328939105021101,14.456489382996631,9.163381646893376,12.687911067227123,7.352288485400883,21.31346293494151,6.296008779778845,14.173018657667198,7.836423888702145,14.104944305430678,17.73299730080996,10.555476886702808,14.082130411297017,5.887639003160793,22.00032019020907
points212,14.089559764805134,12.061970126782487,12.126500940950198,18.080697352988732,12.171017903625968,17.422829739470735,11.603113651393375,17.69207210820033,19.924898654881666,12.124690396807686,11.286862781372355,18.160239692499783,19.335370055899467,17.865376526129797,16.080840505274868,17.65078222687886,15.380830346513537,14.396140634162284,10.516086537808034,18.431940195832315,12.248093381657494,12.966655444668147,9.323682694653044,9.660610623793822,17.566408038561843,14.464820694405207,20.399981605750252,15.239264271571452,20.409303630993996,18.40482909218425,11.192290887699492,9.219636023824384,11.013633075208432,19.2149370996406,17.274961499143338,12.258799437563896
points213,20.0585439826432,15.22940504732256,13.075234303445415,7.887932481351699,22.1495308883515,22.254579282800975,15.732948783601872,13.837925979431578,16.169729688980116,14.939711181641986,13.154514980066836,5.794047196822339,15.980952581507362,6.557717694725575,2.2983228486616913,15.770661878573675,2.0567954911212447,1.7013621643270613,16.69440737631518,17.445404223033524,14.74684553016851,14.824586643043741,12.68877829236156,13.346781019877822,13.699992999331998,1.7326513361077613,16.692633482645252,3.7509727685751173,15.217649256450601,6.555087682063217,15.31978781874785,14.00843607263824,12.899738414076703,15.849841501932088,10.071528084919088,15.620309233331497
points214,9.367918070453515,6.471445633351568,7.44429566924307,14.044864992430028,13.84219051913241,18.147551103397728,12.446524567178775,21.472483044977338,15.864268120538147,12.248198440763261,4.98320506676468,16.072834001443823,25.25591886660217,15.504638201573153,17.820627747432766,23.99652215975787,17.293950487865537,16.43658381563288,3.6450773715133766,23.300709562621098,11.96283494349073,13.921788678511154,3.384286990030864,12.037784046264044,21.358853164427657,16.712192702368938,16.391061866899815,16.99489702268425,17.745637641637856,14.65554995502573,9.925991340452402,8.972998264987408,4.647692736728613,25.154332804262783,16.20282690220614,8.229798288273358
points215,19.765236494732555,14.779405386988886,14.313057786569244,3.8146083323315367,25.30708592315647,20.259600186979497,16.486412279020286,13.489193418979927,15.473307734998736,15.604762294120231,11.278394606551165,2.4963563619912046,16.457516982027517,2.4302822714504213,1.0220715235750928,17.659306933890935,0.0,26.780023645647866,12.392699774992417,12.550006205879505,13.652557324110965,9.020056903513895,14.196513422214712,10.518724471829891,17.319879004984763,27.076553349081145,15.424323722682786,26.373121821642535,12.893249451379859,25.033764546155922,13.392983916456272,13.991334769856353,15.402129034242487,14.342106372078934,21.534881763157195,9.525877647380542
points216,16.342277124412554,12.706707823691461,16.46927241911955,14.941430016747198,15.808904323236355,12.443181006232363,14.87463811959333,16.24025178345501,18.130204152621005,15.295167466223374,10.326560082080194,15.70844146966443,18.652571687135502,13.716804482787252,14.87085277613675,18.61749575455476,13.080683981722858,13.442764454700379,11.647956329462824,13.916129479962978,15.154445117708569,14.84169843583956,10.008654616720245,11.84693091583166,16.10996613150626,12.988716122831784,18.62814194822221,10.794718046069894,22.823620021679393,15.730523946343915,14.077137957886235,8.282163456418992,10.04384220658169,18.5299651775734,13.846715175521544,15.147477107601059
points217,12.390526304594411,10.067578954164865,10.806446531626998,9.46929431718641,18.845374259021515,17.337728916734136,11.056430770135862,20.379921769946602,21.653011054916135,11.168960775368099,7.331548763927599,10.713429126574674,21.447495724786513,8.893904301902298,11.860413047819176,21.63250129284458,10.878753937783467,10.864898765786508,7.685887910167886,19.80459263152187,11.982419829676859,13.041962990978059,7.204833492239136,9.01577333229486,20.262813937080438,10.426141174234587,22.10608706224445,8.72055025168082,20.068600469616424,9.502460561757415,10.341995481506,10.247773393614338,7.019238995615973,21.333786302054513,9.59170257547959,16.351738578952574
points218,16.901518084627607,13.330037975296426,14.648460403475578,12.062549361919945,18.23050352049111,14.63607103900894,14.940920857243054,15.28787956419298,19.56517439144385,14.46298682665547,9.5154221891834,12.3789016798297,17.992444611027285,11.48560832978743,10.762001427318458,19.43404867526595,9.489286795805507,9.309111905653541,12.414014768165558,15.80949238269964,14.920536564188797,13.150979587945008,10.67088307656409,10.44385058937514,15.15456222400684,9.072008560411975,20.044838312598504,8.369917649049848,22.810904501722337,13.006719964702976,14.433131571192156,9.694789317276888,9.224689951456021,17.867736717729557,11.034423425142307,18.648008896098553
points219,16.490684028107633,14.902883717447388,16.75538237402009,11.805493844586405,16.369303001868577,11.969357707923303,16.02840626441963,14.621549316228979,17.81404842289568,14.908080877520254,12.535064637197486,11.741078443977443,16.326749379917434,11.497177799290935,12.484189934719964,16.39424757360158,11.466305940049514,11.052651951314468,12.222372804498672,13.618619374549501,15.812386133526067,14.581204921678104,12.341880718367042,12.796053702913703,14.486110845738837,11.014805576303631,18.316012357823166,11.60368210758253,18.871824076484465,11.920551296878378,13.245972326486527,11.112555395156107,12.274167657558783,16.196739075926605,7.395128703593613,22.59079683185985
points220,13.916820696893438,10.063480397649107,12.133931874624754,10.980529421568262,19.907547631443066,15.952232106615746,15.042499724878864,18.05530905145906,18.216839950046026,14.69479245259097,5.023152380000749,12.602348293359714,21.451836230571523,11.346692709831931,11.83745839909004,23.956308164599804,10.505320828889307,10.585775863629557,8.565875166292646,18.42421317402489,15.197305395245742,13.49282091477824,7.200479169314086,11.345806349059327,17.930801274650193,10.28408518259005,18.713674467236373,9.38682299907663,21.780690382055447,12.511467996094757,13.418189548841566,9.57925512707178,4.688034745171442,21.338140624979555,11.230484197794413,17.404188549555155
points221,20.592352660735827,22.736584866413327,21.75307536816131,11.512499122204858,15.322080870028383,8.401166831881929,17.547504539275106,6.411848141341764,14.155154401896898,16.873867214565667,19.559539106359946,11.558134799678513,8.030602913622767,11.144173857694174,13.5222391029383,9.322878827935542,12.70326173267376,12.576121511039775,20.980753906176993,8.421791567464057,16.39518910447546,15.086615667823589,20.66443632296795,14.728544558129578,6.25027571400052,12.769668623229062,14.70371314983445,13.041042270382112,10.319830032354645,11.270923201326749,15.912591410544994,17.067626211286026,19.36804670436011,7.874183471325698,10.175037081439445,15.639884277393474
points222,13.849005757649863,15.296413746939068,17.15183279490652,13.165828851219135,14.224663363777308,11.019306819166964,12.73379836792079,16.004269326402564,19.3829842252018,12.682449328173302,13.895205931799207,12.606230712109632,15.909988170692701,12.099582336035297,13.983463902352764,15.0250261916235,13.272909348945287,12.747783410052211,11.340674237276557,13.20637224896404,12.831303097115898,13.291124510665634,12.759968604315699,10.938770542926074,15.873232471064206,12.827143896639164,19.86496827825413,13.358831354268295,17.56780026725163,12.502701311282177,9.751274560446925,10.751096705913849,13.647747684480686,15.77865118997795,8.014451797237939,21.441410581432358
points223,20.64705085069127,21.66798518146347,20.58465589592056,12.636589659135732,16.425044484588874,9.645180612852098,17.67597116620267,7.28762157972428,16.322172592839628,16.965767125744872,17.234625737467503,12.136701825195127,9.162285030619353,12.389582258244559,11.417821971272895,11.663312949426107,10.696932581061038,10.134828254213314,20.22790877117186,9.636767119343517,16.522263551762766,13.525837948678136,19.52915172020669,12.891762312831816,7.128837003580354,10.415270303950033,16.843135076218296,11.67381505498315,12.88369055995241,12.522195523694151,15.986812814384306,17.080996496080758,17.020162274625562,9.009468074086953,11.133864894424564,17.674488065890966
points224,20.066789249070723,21.954512711459408,20.09562478934657,11.10835230734221,18.066552338826902,10.45596052791872,16.816298437645138,7.4874431457460435,17.928113549459436,15.823699498667233,16.668221932659794,10.657375001719414,8.858842978099169,10.372541656060632,9.545819555011164,12.233497976124786,8.933066061648223,8.576084426031711,20.21292779266664,10.145283840189077,15.83274459731922,12.784034081043394,19.83355972037082,11.697245991993682,7.329294661960789,8.747017111265153,18.42862490248301,8.973795450942054,12.610132681265158,10.323703984428883,15.556548284046936,18.230298270790477,16.448162176882587,8.705060073922825,10.244939410860528,17.719699235167447
points225,16.838532719019618,16.718140586513112,16.666911193449838,11.29065659559925,18.16472738856352,12.289880762574656,14.154077813318763,12.916076798845161,20.924917554335305,14.283150583478795,12.63997549512122,11.364974163583545,14.404332814191715,10.62762372644931,10.433763276035355,16.288636347443706,9.743220366634649,9.451745836192753,14.348996389754054,13.710615720033742,13.945786015204412,11.580448665523651,14.270416916282565,9.370543160295696,12.775209294553346,8.992026818799815,21.38726559313507,9.143500018006588,17.53278877338284,11.914374875012529,12.91025306289867,14.271999206994458,12.380115076127145,14.26820287801108,8.228631197163777,22.637092484403194
points226,21.063475324288763,16.23117594673619,16.90970319595739,12.515920864040378,15.362940222910236,13.15058930037671,18.250723943136997,11.679905779979652,13.813882183379292,18.50053478021956,14.160050567986547,11.72667281395532,14.920044340413142,10.476002436409761,11.75995863140725,14.75841349468594,9.880555295624765,10.301200440252599,16.82061957169494,13.458149585869771,19.32648285829534,20.39515351928495,13.753063724611108,17.41226210485827,11.53510317020965,10.053641838302175,14.366786920874372,8.78931976713707,23.235881769993828,12.383790444737405,18.79855401903186,6.629594755608144,13.915209090106819,14.785556069682539,9.28159918832158,17.947204238071986
points227,17.638248031453816,20.249648788364397,17.992235623922987,12.129660475341,18.442678913318904,12.146072597447102,14.40242393534,9.383998739426604,20.579380346523447,14.39264932906283,14.730188561354982,11.72200985844116,10.664349793094908,11.968453603322684,9.452958504686723,14.18446935057647,8.755638991884705,8.222234147078952,17.95715369802301,12.332483277371361,13.254101220149222,9.34666012669504,18.022305432209823,8.431834790139995,9.231887564551275,8.526548213004235,21.04612868811788,9.635431136549002,12.981870720167477,12.135304804319581,12.988880793729658,18.417794066692746,14.490980271665958,10.516314362083824,11.085118828361107,19.00907907116899
points228,19.64610985445177,16.33819801262585,13.752177246689838,6.471106146590002,23.184410918049853,21.371452192091635,14.947667905615567,12.90357270612366,17.048049605578676,14.041274913042878,13.812559141673107,4.486185422849497,14.806704462255642,4.976789488183984,1.2774070074341415,15.10822471860128,1.0981892796775592,0.8168407038933206,17.16467176301307,16.741488253127617,13.965700698765126,13.582403258371695,13.866764397811226,12.203778220171595,12.762665397530489,0.906099161647896,17.5597682837302,2.2651987689857473,14.359517813897458,4.8859123107900775,14.63292463713658,15.096068792514426,13.56428431147894,14.671855396482425,7.985848013365631,17.700935652938384
points229,17.414736884763037,11.896936512431214,12.825104401849929,11.496466090411152,19.436306545653487,16.744797709722842,17.431829310181136,15.468966347216616,16.61795362404443,16.906191306150287,7.2832907756593706,11.651075932031834,19.510146066687273,11.00457040220774,9.298378262479625,21.681081443782105,7.858893414533017,7.919850908790823,11.696878657263596,17.705500637422883,17.66761740880154,16.14872925060981,9.148350319068607,13.750461596187783,15.336225460919968,7.677656649883504,17.135149433187163,7.351126839524986,21.501331193932465,11.683175143757131,16.45994124596163,10.588808591151265,6.970504199394611,19.390269475225033,10.613677000269632,18.527365446332222
points230,16.44781745423897,16.019601091760556,15.465669225971622,10.435808879480467,18.758761618036406,13.47387710956697,14.432848066100759,13.4105590201282,20.668271550639112,14.277122081087425,11.052706658797808,11.697970343484917,15.144109051599454,10.640678650715765,11.96386509927519,17.88650153855819,11.206837967984775,10.671782602454671,14.292183115353373,14.959721590871965,13.422414666318046,10.807397441981408,13.528285747817527,9.439582866107191,13.271265602000963,10.31024672822674,21.133887891959628,10.018519963949725,17.582868705597804,12.123037568259713,13.169417130502795,14.270455837597332,10.777163397810645,15.010334046476116,8.307394333141106,21.957188088056213
points231,15.441019442260354,14.267572208113764,14.293477731286671,8.617343307834329,20.934857750992553,16.155333212634773,15.016526084918121,16.464470312987064,19.04052522513918,14.409993276820849,10.42638119133029,8.48521575895287,16.999565106855172,8.842780305217165,8.176454948242329,18.517008255424734,8.062216732749752,7.395691806908532,11.193976268751028,16.17861946273986,12.992703162775573,9.314989259837459,11.666923215888152,9.365114440500411,16.334898416295804,7.703143532197239,19.526870381022025,9.047205149489004,10.046639355830893,8.029266100665806,11.897500149122061,18.77571148502371,10.144649587752536,16.871696578405498,7.387672583579525,21.117912027719335
points232,17.17733047751825,15.387749994997078,11.51106398630906,5.545446453382875,22.398113868587238,21.67530925966344,12.275128128335073,14.113382288867339,18.966224000435837,10.70240223322856,13.13116197447256,3.976643469457465,15.813260088122039,3.791055885158451,2.550544817484224,15.794170785126282,2.4266159134224567,2.4247846271631084,15.803426331627264,19.071899449659323,11.757556696484546,13.42882267602695,12.85700460156953,11.313787455182842,13.97632616934426,2.3044266698127243,19.453515357999187,2.5805877126745793,15.160472496420724,3.8206835093394975,12.023747463678205,13.950209406415185,12.876154671578625,15.681615192724111,8.337683439205769,15.103223825835014
points233,9.549293121788162,15.223750451945424,10.71459417684861,12.69462835416524,14.46332267216979,17.804051326558316,4.69769840514418,17.348437712643666,24.376757605899257,5.083762654916386,13.483214747867592,13.542805907408429,15.98694098348547,13.90886693306898,15.165001034402145,15.439767763300297,15.735444635914055,14.322494835067573,11.715434493779627,19.900104875274774,1.4133529613001605,0.0,15.855848966801227,27.89855785536131,11.316940043291927,12.212748727558237,3.910786909548195,10.17260218030357,20.112716858152222,14.138554219070095,25.38739476040427,4.977152856349522,15.923837568635037,12.68277082749242,13.240759324834345,13.854438123523499
points234,10.540826587613573,3.2883432433485256,5.387328908448638,7.41490808233544,21.39091971575654,22.392910959936238,12.817038286338702,25.21187673858542,16.645049566912345,12.818634807428431,0.0,17.678036331170944,0.0025381301224528495,19.26800589140995,15.219123753674129,0.0,11.171038028143768,11.71513751601476,2.568561480666695,25.439636878340266,11.802176209820978,12.437378442376302,0.0025462097567423296,10.925044695749047,25.494898837926893,11.204101054273774,17.543170698696688,8.397590670002165,17.549131017983097,9.350797968699847,10.977912564328607,9.29973221692088,0.0,0.0025462097567423296,16.062209168575375,13.567521618514363
points235,20.139949754688146,22.124592641832113,21.419462578251412,10.270311242771534,17.929325901439697,9.622448168037149,17.02182913613789,7.0033917680268365,16.151261487171922,16.54857313228727,17.373241581070815,9.745539166022919,8.678722753122836,9.81556071578181,9.905225345501867,11.523771728454536,9.198099781515502,8.833502341581221,20.61924885495111,8.768697274844559,15.201171821992522,12.147944328864284,20.014253322390633,12.035692449183724,6.843702402600519,8.978504759221865,16.674400467318257,9.879734585667924,11.874705639338993,10.32479835683369,15.806053614010583,18.292413110718137,17.160147697422527,8.524366471903008,9.258635980750547,18.382577377408353
points236,21.89527607096945,15.884716395881677,14.537365708528876,5.472814923001474,23.601128386772636,20.22463743959603,18.101048015827438,11.781671747407,15.013308231711118,17.32701204069505,12.563605761359353,4.774569179143629,15.286956368824525,4.563552088155444,3.0773577594683386,16.365515913425376,2.040167219972089,2.443695873215002,17.89190879563566,15.925013684347315,18.118492823133217,17.80510176687735,13.384983704464778,15.671845818215113,11.637193089428296,1.9948965020406224,15.550938672623491,2.1393276065228455,17.230190549045904,5.17058449093074,18.28738296989744,13.097725991496596,12.302990779281673,15.153636089828872,7.422913157217464,17.617244778239165
points237,18.791301773362086,21.121565007127337,22.76153654828899,11.827603462275965,15.00550561997995,6.44146179782419,15.99277478243155,8.201274712889042,15.5792838742473,15.014438275787967,18.322640008093227,11.163550013134406,9.740961918111957,10.490193225455993,12.760612722362971,10.568035268239134,11.905609428062277,11.715201248705739,19.05881128586533,7.373147901397034,15.098306226125914,14.864262936069066,18.948632729513708,13.63425082341206,8.045398570444512,11.825693963248042,16.109706801336948,11.789836277897715,14.56388201962645,11.233238053818257,14.23330224893206,14.285305355069196,18.118926555269738,9.58998706477994,9.771888628503177,17.12104130057779
points238,19.8249649313738,19.91375763499674,19.243415534130083,10.19328656199711,17.42749089294396,12.229974782758896,15.372923128988358,10.174164752178749,18.49202650123619,15.97074083215575,16.082123371999465,10.134814156910375,11.020069541918692,9.77076587515563,11.319693328258918,12.82350923773984,10.575549304372519,10.4082673128597,18.83451140970248,11.031449669133835,12.332522951776259,8.134396666087309,17.66545332005529,8.64640808650833,10.02456891422526,10.348631531074096,18.98535660812605,10.7699993553378,6.697620233635794,10.378099569180204,15.077913716729034,24.980672979240037,15.85627273133315,10.873166474238356,8.987585020587284,17.37074465271176
points239,14.562385815824413,13.7904453586659,12.154892174643738,7.33216285638754,23.074100716891625,18.34088782831189,12.519469191789412,16.633439913731983,22.471029892164992,13.04880776023421,8.22908858517174,8.321499750737818,17.5048580904334,6.627665361650114,7.303791489432528,20.728969638227685,6.2900852856823475,6.94349049265787,11.727143423415356,18.402417703572585,12.791280029461708,10.90481627255014,11.160021732225855,8.070508394689034,16.504405898281583,6.322677701480313,22.913688698409707,4.447310720145123,16.585225417183132,7.600609991016944,11.36137534407917,15.012739135831774,7.925646864210982,17.37859806206779,7.450577815925594,20.402624586408866
points240,20.522986375004827,22.391677549454435,23.007939726276213,10.54812806779824,14.882904364737836,8.082350030188605,17.285334171732345,6.476604907199636,14.5059636133296,16.732413253229776,20.40882039334384,9.471415852935303,8.395871075424601,9.805576670554789,11.995047393232918,8.467927873893139,11.172240901995607,10.884292842550702,20.71089018086034,7.116926703212322,15.685936767177367,14.713132244651353,20.298005402354768,14.242569553489664,6.315238620190264,10.971257768177646,15.050054921238798,12.039697696197258,13.579973027457012,10.517819618614393,16.056276039371994,15.035881697564788,20.225719225347127,8.240614391938875,7.616765036807943,18.917129842638374
points241,18.292507217495924,20.38638788377571,19.82901839395695,12.1002722689153,16.396321050400733,9.901110604973224,15.463979258530022,9.104807647327014,18.071602681590484,14.509973157158495,17.06360014339187,12.178311842686401,10.519538605939696,11.911739934920043,12.282826311719713,11.835480283219493,11.635150120879851,11.22771726263582,17.79759453376295,10.422513259989726,14.142499129866865,11.487883296440208,18.16757759708347,10.71754524783447,8.951807722934655,11.21292591872824,18.570286747668266,11.60370989524871,12.577912357044754,12.052521051466174,13.660022587980855,16.99184548064382,16.847446880241822,10.371042197210171,11.116028299927324,16.86538949519705
points242,16.233806158065477,17.223218161848976,19.34719090231064,14.488725316677177,14.41354724279985,8.666630182606921,14.606990413724583,13.725636107971246,17.03459287786187,14.50269926959703,15.375747665908102,14.273966432038943,13.869439095099507,12.974869135836503,15.172003802572874,13.53460059591625,13.911421927873644,13.764688061867329,14.251398259738009,10.923539335369146,14.429942898051072,14.942823167789706,14.807013363534654,13.381819731367628,13.587345675317291,13.956213257949132,17.54648292301886,13.30541388466111,15.793449196343543,13.771301636938643,11.72488255222748,12.442427422773044,15.142917754728266,13.73160643075899,11.592282214427344,17.395558517256937
points243,15.241242267955515,13.349258108366884,11.147538102516686,6.1910393984000995,25.07143785097322,21.229966262645142,12.298814224016354,16.248743047720364,20.85121804023312,12.33013181880532,8.414607124248233,6.201353357729778,17.97208985967514,5.993971748327922,3.2041477319356018,20.5422126068332,3.1264786606666886,2.9125798992845384,12.80759707465722,19.449910148536222,11.799388601086887,10.643541616949722,10.691302623233655,8.44158914175004,16.118484426028765,2.803260812808428,21.31450461812662,3.4598205549467345,14.190807935809335,6.125889184362362,11.452127185269378,15.863327189781055,8.112998399607033,17.847317171059995,9.924873584590948,16.13039913240679
points244,17.057299499336093,14.686455715685762,16.64931591502913,9.460997191037912,20.819442051235583,14.482084858620212,14.537613805114772,14.641803948082485,20.325556532431566,14.081004252284309,10.561135601914636,9.552449532753256,16.55595373273589,8.063676521584878,8.36133160756767,18.381354245786,6.795168242467711,7.086149975237934,13.787473276189022,13.728912088433589,14.704162198494025,13.358613487357093,12.111946738910657,10.442777718415064,14.506429954199175,6.563661188292639,20.795537236889547,5.103504067825829,20.743062794212232,9.668028396129401,13.599834931339057,12.176760401454692,10.280735425049675,16.42667305538299,8.64166590253953,19.8312835326067
points245,20.444308484692865,18.17161288977894,18.383288982899675,7.249512566592626,16.185119541786925,13.819588775841657,18.55995996781089,12.315935622998866,12.92855841439121,18.40859428081588,18.42142906565876,6.4796444868622975,12.86505797037314,6.125449712959044,11.800108211549231,10.46858671060689,10.36098394994311,10.48592761630205,16.419064955474624,11.925848261501718,17.40161804511789,18.25993587205675,15.814591736542836,17.816235021073673,12.173157688198073,10.182335362424942,13.49273745915855,10.500292196913334,15.33270833993038,7.187879121749847,16.112983519608452,11.586016216288435,18.21869168767842,12.724028057750807,0.0,0.0
