,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48,dim49,dim50,dim51
points247,19.623072481569807,20.423767090350456,20.407287327068417,17.40923926997236,15.832407411683606,10.430355565294265,16.893546583264435,17.926332440319836,10.242203128237087,13.211219647996778,15.911708821863414,15.699648416698158,10.89464103285647,15.571765544820655,15.936984983831177,13.390191902217486,9.821203000417912,11.665952691624383,12.972636575583552,10.781833951188199,10.633840831582498,10.497830537051241,10.464044944621309,11.13279472291304,10.085752991550445,11.473821334407933,14.538813099999809,8.460241185071123,19.07061929401423,10.368702365251574,8.305189411073837,17.105665277573117,12.595149587403988,16.582829074238568,16.359606893702807,17.24045993176564,12.595149587403991,19.07061929401423,10.977716788415243,8.305189411073837,19.07061929401423,16.359606893702807,9.539761008623165,8.305189411073837,16.98167858393968,16.772394730047978,17.547807420939684,20.280730602757263,12.595149587403991,17.655617171826254,13.585532423868754
points248,17.986309531755207,12.53040121032265,14.287061136504075,17.004693374640432,17.480333008356215,12.566567996988224,16.541863541674957,18.72033211840558,15.044906443441317,21.79610075596803,16.781668701270195,7.310532082812141,13.310011065226275,23.903198170054914,16.50921657201295,21.95145669656054,16.18529172896991,11.183282946653812,14.196124167304704,9.55735275720847,12.401633196502909,9.696965108347802,9.383459345414407,13.808667641078694,12.484098642745593,11.031618731312625,15.129580654798742,14.841105082675893,13.209073299624482,10.19461659880547,14.706365524460933,17.197847663197525,12.40233114371685,11.043917802468675,17.9865466994258,17.004148643204264,12.40233114371685,13.209073299624485,8.801790108267678,14.706365524460933,13.209073299624485,17.9865466994258,14.758023576848007,14.706365524460933,17.78606344403129,18.00436743500832,15.23377063036627,13.864590292507522,12.40233114371685,16.37911430893481,13.185461364438783
points249,14.553899174067782,14.88032730637722,11.19707664783889,10.373042886027859,23.480838943899858,7.426472410337652,9.950369645971973,21.727896850802455,19.572736291501318,15.542797470471768,10.756821282824864,10.158800467158866,8.039999556620772,18.42302915967309,10.061589132906633,19.044740557072647,19.398397722671966,7.432309932142895,10.138127437099447,6.666156019306234,6.636889525256534,7.023391885531979,6.763017912655721,7.192975426627076,9.17177102326791,7.024492233367817,9.122006387797416,16.155601286867725,13.39396769192258,6.91119206526296,16.025046166837477,20.760974900047,7.275366682357512,15.228144524399045,23.910638163703585,16.322654963726073,7.275366682357512,13.39396769192258,5.221274353008294,16.025046166837477,13.39396769192258,23.910638163703585,17.767850860501962,16.025046166837477,20.471385778722514,20.913252833394374,10.008266917961798,12.542826935895041,7.275366682357512,19.360270911001216,7.843584914591362
points250,15.414113539131998,16.467876959220007,13.247575574384712,11.47131797747318,21.10013442070766,6.481289163971294,11.976246794303156,20.035417805547343,18.08735658245066,8.90480604876392,9.626467818952891,13.485886105657709,6.800396714940236,15.053522896549646,10.620266149214801,15.649381616871835,17.26619595430319,9.179129504387854,8.137276365201389,8.83690564553327,6.1919574981435845,8.271479742577887,8.304953289630214,6.181058552310353,6.6553033787589735,8.82623013693422,8.967538100309431,15.428107836154206,14.300141379623366,8.168213659128321,15.295236884884137,19.565136025453587,7.230113557565562,20.143619551187932,21.560251130292098,17.437678986471337,7.230113557565562,14.300141379623366,8.771711093938798,15.295236884884137,14.300141379623366,21.560251130292098,16.13604043121107,15.295236884884137,19.21781315554504,18.729222321563697,10.763381391270213,13.274342312099483,7.230113557565562,21.17524065864853,9.530997180891688
points251,12.137020981353611,13.767769785003095,10.033812282516271,8.73831610779569,24.090334556186573,11.626335724497201,8.482977912733617,18.194290115691224,20.493445585377028,14.547657226968001,8.763626381898868,10.4407238078885,12.011743797814777,18.004327341393672,7.425546918079511,18.757032021914668,20.608012760607885,10.394561404450023,8.214190019331483,10.540071551336139,11.69686130362032,9.867569687667263,10.245762397189175,11.386843838188538,12.794301694360332,10.8754054853312,7.426921537429544,18.553515800163034,10.946013138616557,10.004985314371629,18.430593965813728,17.609166978027428,5.874263980421417,14.364648136050603,24.51237204965387,14.305756177044811,5.874263980421417,10.946013138616557,10.603413248955267,18.430593965813728,10.946013138616557,24.51237204965387,19.805014074966387,18.430593965813728,17.614709136867546,17.015636258923898,7.4325098025196725,10.131655624897128,5.874263980421417,20.18358490052349,5.163926055360136
points252,18.46265489413143,16.327249149859547,12.95015785853305,13.908732147038197,17.155506022750494,4.849941647766509,12.581272125423395,23.73504413829707,21.62426253029179,13.374405826389879,13.511096646519245,13.664703857911102,2.7901351498476856,15.752852188768141,13.871149507871998,15.466894443486627,17.575464382329816,0.0,14.442570379878754,26.763767073385566,24.37959204387739,27.099027160864466,26.910409895784074,24.881406417405678,19.739056936368527,26.787203785431025,17.2672362050855,15.851372061655693,13.706668908667638,27.05643795520287,15.719848488173223,0.43601054123378685,16.33527885476124,12.404339494057664,13.439533345852585,11.5371863919726,16.33527885476124,13.706668908667638,24.263183437458817,15.719848488173223,13.706668908667638,13.439533345852585,13.694119344811877,15.719848488173223,0.30752741572343045,0.6926823785205592,14.265575082152417,12.84873808315704,16.33527885476124,13.177515047586015,14.272570870441463
points253,16.897732709057035,15.903838418367377,16.090134672728315,12.993866520147114,21.9846132563169,8.6924883100461,13.285136911527673,21.730790240883348,13.51657750017786,17.14839650672777,12.3358531141891,10.247135810663787,10.024505250179283,19.3837417524694,12.951675120488696,18.954592532376637,14.310374101525653,9.220932506467555,10.093193724210659,8.024491651620211,7.916789209667916,8.466449599708925,7.704043945173114,10.075322119840918,9.482636545862817,8.539849222383745,10.400787537165266,13.182349216405287,15.31881961777177,7.934045792599447,13.04232933759008,19.32322618123982,7.783527771599993,15.884039819814397,22.43346641857801,18.68525483667228,7.783527771599991,15.318819617771773,5.513608646314384,13.042329337590077,15.318819617771773,22.43346641857801,12.990362670819644,13.042329337590077,19.02198649649655,19.54660675388457,13.607736768377986,15.532516540305592,7.783527771599991,20.76952966776932,10.946843010463756
points254,16.110182517349156,10.622478764156693,14.438305460348566,17.531007689185966,13.426727304002641,13.734903590374856,16.762270334901054,14.898311669844626,14.440912540483433,23.268224976623372,17.415714889814108,9.29867808967686,14.155922455581559,21.97629377113985,15.30954097391995,19.922513034659964,16.028021022517898,15.227296426481633,18.58330953333606,13.03712451412533,12.80685004673599,13.332247822646451,13.250751702473492,14.125452089256557,11.171494941233501,15.188003927841452,15.421628790058257,17.794903601416838,9.531739302556208,14.084915686020912,17.669566875459857,12.870318276299162,16.90929697419985,6.3464052086986555,13.98456233166381,16.615357097975266,16.90929697419985,9.531739302556208,11.768063048926592,17.669566875459857,9.531739302556208,13.98456233166381,16.506082920071076,17.669566875459857,14.134805351559155,14.503306050733228,13.917118638396207,10.894461788189496,16.90929697419985,11.270732053047396,13.652395004120566
points255,16.290230973971422,14.437229805502012,14.612346969502255,12.64684903258884,18.546464956859804,9.408783633945275,10.522989719772525,19.134548093101483,17.561236101040105,19.728868515359355,12.997761075725979,12.840477484063115,7.825357164782172,17.64375131078783,12.096842983643093,16.30803431521435,15.84704476899105,5.421634212646677,15.243221822705554,5.587108145037759,7.992722601984296,4.865358025390304,4.9965195891434355,7.725869062740288,10.958539602483135,5.833558352695543,9.81373614723143,14.041555703147518,14.453145336591756,4.807645891913666,13.904270937921995,21.95227117565798,11.881052607422767,9.435488367891166,19.039101807906295,14.471745120148713,11.881052607422767,14.453145336591756,6.079730179683098,13.904270937921995,14.453145336591756,19.039101807906295,14.015995517750838,13.904270937921995,22.638903194817445,21.998902441555078,12.95335675091549,14.668559956545158,11.881052607422767,15.268976503956477,12.626201201225898
points256,20.420075192228225,21.268354290319134,18.94875513206325,17.242296509114578,17.353079075182194,8.642230524592076,17.049893554683756,20.296527348561554,11.975124964897084,9.596613720387447,15.910411725371361,15.544629100035475,8.703391347091623,14.770127136277793,16.007496104690247,13.548392285352781,11.337850917250329,8.48400014407763,11.793419439136944,7.8610816415007925,8.555577722158658,7.782900365670294,7.816297628285844,8.691924970565905,8.900772629183496,8.497740621293646,14.468386329306021,7.8899632982008905,19.70212346862974,7.544210249464179,7.733096157557351,19.852638058408374,11.292428803589203,20.25638181542609,17.8609133032739,17.889432397458712,11.292428803589203,19.70212346862974,8.189188877834718,7.733096157557351,19.70212346862974,17.8609133032739,9.995118680865499,7.733096157557351,19.708539611765932,19.711016524466768,18.35167005948642,20.854161253639134,11.292428803589203,18.073780408264984,12.168705309189141
points257,16.156302313932795,11.659193940288173,11.135072492399138,14.449054425290447,16.708061069172853,0.0,15.489913053029312,0.0,21.914840751180705,14.27125171681888,13.604600722866426,7.713328890038887,1.9512077166596418,20.841481228691627,14.172004076696837,21.540394316717876,17.37914371293771,1.9970790545612849,11.364524382223266,1.2332884235108612,1.1694057913887124,2.0494200049831997,1.2390464344638121,1.8878367233966566,5.72678871230086,1.67651546677435,12.612152477043749,15.841329337730958,14.283679543012038,1.6716141604563626,15.709773795226942,25.51515581749585,9.997288529865966,15.97131958663372,19.30127660406102,17.33693455743384,9.997288529865966,14.283679543012038,0.6060608536264853,15.709773795226942,14.283679543012038,19.30127660406102,15.367414463142367,15.709773795226942,25.467215954226866,26.379359312277757,13.269422353699758,12.85883632797659,9.997288529865966,18.481086835521612,11.289428766640652
points258,21.1607152278277,19.24057807945327,16.280521592405314,15.90895779099715,15.859712875084519,5.603507214890022,14.726849929331552,21.976709343029103,19.034552541329056,14.924240667032857,15.773273577792185,16.903291483148074,3.383262412299315,13.363071398712123,15.939660132016904,12.161849535795746,14.112401148916797,1.774676112408437,16.715439329949472,1.4703228162176374,3.7105693274419083,1.4326158973075325,1.3536615226391677,3.708906662497925,6.507128374292557,1.22887578147536,13.740323844136292,10.237887408291945,19.94516564776495,1.2844300541268978,10.088494418786874,26.296868107395984,14.783026905806437,14.137835659171984,16.386564631000144,17.980389133055432,14.783026905806437,19.94516564776495,2.528682213086778,10.088494418786874,19.94516564776495,16.386564631000144,10.86876020527471,10.088494418786874,26.086730629320115,26.14087471701623,16.549508564527187,18.49325671627432,14.783026905806437,13.375771808923343,15.811026992694817
points259,19.556041682793506,17.171812677971495,16.784194622569853,15.279771864883442,19.13092854256439,5.676845417084698,14.712212018928932,24.80226985454779,16.855044549683498,15.513128132288035,14.849934337492982,12.242052014374671,4.904247787056957,18.071956036996234,15.076702516516562,16.918739746129347,13.5886590919504,2.2023910640015885,12.77618001920606,1.6265885927336585,4.51406131688132,1.5905567458453889,1.3183716521587772,5.404503737830369,7.162260230446801,1.6708695013280808,13.068443978372773,11.67978697542952,17.494665169327092,1.3411192659982345,11.534983987468776,25.961736213053463,10.740848884292413,16.353679497105887,19.616122441907212,19.836936365580126,10.740848884292413,17.494665169327092,1.7407844872280613,11.534983987468776,17.494665169327092,19.616122441907212,11.270827236684633,11.534983987468776,25.92809570414979,25.98365288924649,15.817484646405303,17.04338565108582,10.740848884292413,17.70752703391893,12.300823093355747
points260,15.79203370331604,12.976400273578811,12.71935155855426,14.437817538412773,20.31325533368151,10.282846515404904,14.1840416583211,20.215657108772707,15.64391456240605,21.21600991258361,15.624805740860689,7.8170535453835965,10.82597568808562,22.607445665096336,14.16028387699408,21.434541184544585,17.815467239485393,8.761671155580197,14.802626734101294,7.73976981641372,9.189865074737979,7.95268207758038,7.604073183559744,9.982619003359035,9.66135038796907,8.157584313899296,13.211167405925126,15.5424140690362,11.665927662182481,7.926296556412704,15.409906989007522,19.525623677570138,11.049423006753292,10.6433071045689,20.783392689863277,18.854111010442992,11.049423006753292,11.665927662182481,5.624893791079261,15.409906989007522,11.665927662182481,20.783392689863277,17.205705211787325,15.409906989007522,19.53801178813143,19.83307054867799,13.698225125074279,13.159404140673782,11.049423006753292,15.692415467565867,10.944671096849705
points261,19.97506980409045,19.29754638471517,17.63935310276487,15.785928056724597,18.969772030047302,9.05451439817945,16.242917517297844,19.467393687151283,14.254981038026184,9.476072766792091,13.477218033071686,14.27354841365316,8.75761862357835,15.54117702380663,15.287327454136758,14.84555612216103,12.699426525133628,8.709314113842012,9.533354593145123,7.777640285158145,8.093957636838708,7.712710336852585,7.485269584576612,8.919365783821474,7.556789855896212,8.565682942986674,12.527312795037188,10.740742387996042,18.70182427485408,7.9227150795138215,10.592950137672823,19.86190998374698,9.285453538398665,23.294465458410684,19.457018204619477,19.902122739271743,9.285453538398665,18.70182427485408,7.683749914904731,10.592950137672823,18.70182427485408,19.457018204619477,11.17021743184275,10.592950137672823,19.77903809314222,19.794968384229435,16.005682968950634,17.987621718057163,9.285453538398665,20.518884780145346,11.793838827284361
points262,12.416430833038687,16.051368580170212,12.377853465895578,7.724741373587042,23.944296148631636,8.896906288752698,7.708912251008072,18.59646667295289,17.726212995976205,7.166323170722194,5.539127359498016,12.887521993321297,9.137595108661714,14.842395498934032,6.956979606976432,16.260024431354193,18.17057244224109,10.242295445653658,3.9224864731550313,10.596526242130922,8.976279453326876,9.749445081340228,9.828793200212797,9.016210901388948,10.278890908176542,10.937198942842498,4.981983083522634,15.322118204397613,13.204404935372432,9.609234785601135,15.188909856137816,17.52936595841606,3.361247030883108,22.732353875624053,24.368193393229546,14.762672712093753,3.361247030883108,13.204404935372432,11.102114402500336,15.188909856137816,13.204404935372432,24.368193393229546,16.737191203444862,15.188909856137816,17.733352845945582,16.958836172105006,8.720792280488874,13.380917904322544,3.361247030883108,25.302763936427056,6.969223784617837
points263,16.112818318309593,16.683305632895955,16.429157921388143,15.086646587784141,17.335521558388493,11.895069934767513,14.50934688412409,13.583767016142748,11.483825110308404,17.869393701056932,14.940178610680075,15.528606526146797,12.251180642249535,15.111735123092389,11.946838110742851,13.564743649702539,13.957842353787402,16.06245847002485,16.09330607838851,15.317004339332128,11.397282349224211,14.885129059326347,14.727710427634339,12.338326507414356,6.7591962458380745,15.834863193451794,12.707520274690626,14.4079775030609,13.125519797558464,14.63466520996037,14.271859169025053,12.75865204739151,13.915297615173744,8.923959259958941,17.843579375687003,21.86956616989099,13.915297615173744,13.125519797558464,14.526282859279279,14.271859169025053,13.125519797558464,17.843579375687003,15.021064416773308,14.271859169025053,12.575099923485043,12.209477669330546,13.723442912712343,14.300112404817707,13.915297615173744,14.811732668777365,10.709602902412676
points264,14.233909959350491,15.420336267548539,12.890631890514994,10.45437527545657,22.14172841708645,10.885398930715843,10.8384979575379,17.655197923042692,18.646171031620824,11.88987976645633,8.502430293312456,13.361456855709703,10.389167729345786,15.04914337783514,8.52277124136748,15.776364211291638,17.637362183215654,10.312767579613377,7.706852583590839,9.69981607722296,9.538293756101606,9.085481837420176,9.22490549066656,9.85548096030878,8.985441596399014,10.075224954435171,6.953711501223717,17.21521623515208,12.791231262771236,9.068120780969199,17.088034189335783,18.17746032200888,6.58114140692996,18.358629374209677,22.588580769404693,18.683098848288836,6.58114140692996,12.791231262771236,9.113334391016501,17.088034189335783,12.791231262771236,22.588580769404693,17.81221364511519,17.088034189335783,18.400233899771646,17.861032508691117,9.200287273324584,11.47735393848751,6.58114140692996,21.151216505078413,6.828248257550969
points265,19.244624780091748,19.63804232635431,16.79313091844633,13.768847119210703,19.09868693309195,7.488729901453247,13.786268336127668,18.522868605272233,15.676364107663781,5.998810540594318,10.508026672787278,16.767145892383365,7.059434828732198,12.036450372880863,13.735545875504064,12.300788895643564,13.579366726261334,9.409802620681146,7.427464038872786,8.86534470657701,7.193962367074696,8.649853338450177,8.568178495056804,7.652394103589084,7.429103712410815,9.728177754211533,10.390237227011927,10.92209773914862,18.924076818744226,8.801668565536064,10.774882797648313,18.982049578614756,8.102522482622335,24.948343069925475,19.584291418736505,16.624941372880976,8.102522482622335,18.924076818744226,9.810991536205375,10.774882797648313,18.924076818744226,19.584291418736505,11.534198410531628,10.774882797648313,18.837776783553267,18.700609267208222,14.80924400750812,17.805263749342874,8.102522482622335,22.070746195819577,12.85396114931087
points266,17.66923874528091,15.861729637695122,13.357513728176894,12.456142381671015,17.66188447891122,5.189734007671477,11.387777735793822,22.572657647141313,21.613851422575564,14.62343426699142,12.02511657920483,14.782761826323327,2.91716494429532,14.318709952138416,12.061211917675255,14.325893420013115,17.15187727659397,1.5645886232945947,14.320980569131804,1.4999005010720172,2.8760240768720493,1.3800652900327082,1.5264251421066404,2.863200841510881,7.70796422522039,1.2398183755391665,9.88936704341556,14.548375279417405,16.17344806897877,1.429622557972137,14.412703873881275,25.943488348854586,12.177156272178255,13.252555113812656,18.165786171662827,14.924154479699704,12.177156272178255,16.17344806897877,2.2719446641173344,14.412703873881275,16.17344806897877,18.165786171662827,13.82960506394446,14.412703873881275,26.139512172093074,26.111116072624082,12.213323610954111,14.158938443610278,12.177156272178255,14.877575258925605,12.948819140008482
points267,16.300997608411482,16.891423466509096,17.686892089955958,12.171451410992642,22.772671289554186,11.109729050644011,11.850059545785747,18.78684875506533,12.266147965845068,13.996815564794963,11.379071657642873,12.801969250727181,9.93549928064392,16.689850326162485,11.241902828236851,16.347332754910504,12.649993330488629,8.042139114188767,8.57252825987151,7.407994715871963,9.553691898602535,7.06132142595941,7.331778883072988,9.883514065232927,9.555312941563404,7.99410164523132,9.822736922259542,14.173326854277263,14.831461557459333,7.053229400755556,14.03646155639952,20.123480874750694,6.716562523853908,17.6951533528293,23.21148879172538,19.394690789433152,6.716562523853908,14.831461557459333,7.530952499511638,14.03646155639952,14.831461557459333,23.21148879172538,12.289933886712456,14.03646155639952,20.433289555591177,20.166875485873046,12.45332024366869,14.53606031260056,6.716562523853908,20.799077692870718,7.77603882753805
points268,7.295709399227107,14.876588517963635,10.287234726715255,0.0,0.0,14.296148074913,2.4689439462537877,16.777266908718413,16.849322706722507,13.771747723153275,1.8069475476971406,14.65695095882164,15.20719064636341,13.40503422088005,1.7541272595579354,14.45428598340352,15.93236408920737,11.815450482399768,0.9918101910228252,12.76941309296897,14.271041044034833,11.729971111813384,12.194360289934929,14.23824554625077,17.09160445429204,12.07274733373414,0.4260399225250737,18.269018837957724,14.742481550329861,11.509880240880529,18.145191363905322,16.652831309464524,0.0,10.001530077141048,0.0,10.583411478558995,0.0,13.79613824396379,15.273965489803121,9.870390279842495,13.79613824396379,0.0,15.708485012449167,18.668229514451152,15.744123323940727,14.77265535988745,3.1172570873703127,9.893464549420832,0.0,0.1870112802128744,27.13333910541679
points269,18.49850693875273,14.116980812312443,15.519896770401743,15.240258821098701,18.69362594481332,11.998292400734758,16.22302112744284,18.22220319206235,14.675142942207607,21.719998186071386,16.504982119495835,10.174112457537628,13.09969830768096,20.792298367146994,15.87169675703989,19.029114357727728,14.90333333110195,12.611480086757965,15.821069973571952,10.80825304686354,10.702459368881286,11.557670875762303,10.777317300679842,13.052260235954995,11.589140443746171,11.781639364443723,14.281696678057761,15.06960987530052,14.281391427889147,11.50106993467075,14.935597716812241,16.197314968187193,11.99355205564294,9.557956103846244,19.18438874903672,16.35338961250012,11.993552055642937,14.281391427889147,8.113424243198683,14.935597716812241,14.281391427889147,19.18438874903672,13.9604606060899,14.935597716812241,15.917180739459436,16.745813999431796,14.484053566218295,13.634822218063167,11.993552055642937,14.98760079547361,13.54212794820227
points270,19.10718171862359,20.672264177014835,20.31408290879403,16.697119047124318,16.589267477627793,10.99886265419722,15.631342874092317,16.127612396722448,8.41104451169373,12.815328489150266,15.83979862892002,17.269461097679855,11.514198119452121,13.794063500911333,14.73524860864257,11.788165955203775,9.91812118110636,13.476900759590482,13.90813539456579,12.763844637032498,11.036478267345107,12.538245724767231,12.481681451225482,11.25010621032652,10.115138195452687,13.413032243585413,13.674408816319788,8.18655215919109,18.392151529166483,12.077929086763229,8.030629150414292,15.087525040454873,12.838069921011176,15.43932622172355,17.106828595418605,16.244128150404023,12.838069921011176,18.392151529166483,12.851511920020311,8.030629150414292,18.392151529166483,17.106828595418605,9.774692282107727,8.030629150414292,14.932296719677053,14.778257884251431,17.944186337847285,20.555932710120974,12.838069921011176,16.740671584859246,13.07959425342456
points271,19.209254908336142,19.487750055675424,21.833042186782336,17.156681754825527,15.041104759810604,9.90232291490476,15.788086437481686,17.205864363173134,8.670511857507135,14.35140996577331,16.13161695563544,16.510096061163594,8.83255222763741,14.461970473816937,15.093752940781156,12.563113505629538,8.338638443184301,10.526457950613802,15.372293608069764,9.190620206861961,8.006879654711584,9.341558355782938,9.169500586051301,8.765053694739127,7.209841791025515,10.505891348051204,13.704546741101144,9.693706760298332,17.69145752008357,9.214060961445954,9.542581479535523,17.762323143258907,14.258855896467587,15.282973284257789,15.578381221071835,19.401057959566806,14.258855896467587,17.69145752008357,8.797275327475417,9.542581479535523,17.69145752008357,15.578381221071835,8.694856187201795,9.542581479535523,18.143032044112253,18.373343695541134,17.241609890246355,19.040445850485487,14.258855896467587,15.159805114003952,13.207609096511023
points272,14.429436596201993,9.686928538668756,11.36446650455362,14.258108389238322,19.297226332627424,13.237579435163799,14.707607463967289,18.474109881299484,16.475140911989275,18.919007158576903,14.198308722936224,4.688613789065532,14.539696512774373,24.921579051514865,13.4491220134335,24.627177939241054,19.224338158985503,12.326969606913845,12.17789366982692,11.23788494216995,13.320137177566275,11.128149960325592,11.04985813514122,14.114495652409666,13.768322979106603,12.44889564402832,12.772339101312374,19.164280674392145,8.485800414007565,11.650849527666377,19.04330308899042,15.459068141951088,9.687412614466284,11.891203239512016,19.780302484260833,15.240732302399177,9.687412614466284,8.485800414007565,9.925685420196757,19.04330308899042,8.485800414007565,19.780302484260833,18.198561309911728,19.04330308899042,16.348589199716404,16.313553568810068,11.767762024927093,9.51751415557399,9.687412614466284,17.232326486282474,9.305513369689628
points273,14.680326242039706,19.32720907561231,16.60733015035771,9.452402868934893,22.71213824134725,11.263389145754985,9.901345499371107,16.900631123600693,14.788083848552935,7.082308109973561,7.246566232469682,15.977847241283467,10.708874289525362,13.068649712687627,9.014087284781656,13.10628431195922,13.772570790479108,10.238579839724226,4.414549921553371,10.783229102273197,11.027173103334661,9.654246004187014,10.295998119212708,10.904480968711002,11.530803291660185,11.164954891181358,7.085198559219511,12.932007046118462,16.28676183179256,10.017992847566035,12.791190252612095,17.920259994366326,4.303877384782959,23.679393063156503,23.151726611995628,14.619738860448631,4.303877384782959,16.28676183179256,12.285381804447734,12.791190252612095,16.28676183179256,23.151726611995628,13.037496934621021,12.791190252612095,17.828970278802828,16.77099104327478,10.487087523001241,15.784242719692624,4.303877384782959,24.58139208270075,8.010483981147411
points274,16.941056915061132,10.72454782221426,12.610580163545933,16.284391978859887,16.266473315468385,2.9224309070135885,15.980744026424489,27.528289512530883,20.716481642974355,14.233569207112705,14.97590348525852,6.345693566349438,4.123066337214617,22.466450128502306,14.591932779929758,22.936094135649668,17.928572668501815,4.419371055001571,13.221519621615661,3.306456961136793,2.8476399976901603,4.078947174622854,3.3937931390210387,3.768517187254343,6.79782078843994,4.367086799316437,13.896913620102048,17.787446060691913,11.093849909043454,3.828354640248982,17.662085595131824,22.689454901708842,12.32356257524664,14.55858935300242,16.788145110841068,16.9577872354883,12.32356257524664,11.093849909043454,2.539309274930727,17.662085595131824,11.093849909043454,16.788145110841068,16.570983494441617,17.662085595131824,23.428769955820247,24.293506900909488,13.258961484173364,10.901960557702271,12.32356257524664,15.8748694566359,11.518744366047294
points275,16.28715680172832,19.38785254680078,17.51904054455496,14.688314276760327,16.491117304978307,8.968211444944851,14.489167774140148,18.284971613511196,11.902831175952251,9.901648004236879,13.408053977160437,15.373245851239716,8.551965179270224,14.664238669176031,12.574288221183917,13.723292395907766,12.824532979007403,9.74540314187886,12.326064710186177,9.269326706241825,8.66785926438583,9.120937256930349,9.337538103347395,8.275663759146088,8.29885333978314,10.423077749103946,11.176974233161078,9.88716965397762,16.493542236594955,9.065600449253054,9.736660224000124,17.85106226991755,11.862645144914179,17.710350811072193,17.009928332964726,17.843167281863064,11.862645144914179,16.493542236594955,10.057683236249076,9.736660224000124,16.493542236594955,17.009928332964726,12.652375346888174,9.736660224000124,18.36462267016925,18.294155661118307,15.082213082560182,18.845913403062617,11.862645144914179,17.445338129157705,10.868696109793614
points276,19.125363775700325,15.96230056167149,15.541118894423436,15.860987888500748,18.355756083948478,4.90032202999462,15.23450724194075,25.01833295621021,18.07415246972269,15.11898218917209,15.0814098592721,11.226050317389413,4.296421841821645,18.603627570378283,15.073032280810722,17.955590257339683,14.881265604178614,2.667951838709659,13.05336594696369,1.7677751250648412,3.5107702833923473,2.1752030442117505,1.6534836134194801,4.497285285919315,5.447460936708247,2.477988445664201,12.970115968024169,13.000304017663526,16.22766126073266,1.8729196823531946,12.859704634032308,25.190745686286604,11.530824317612604,16.360172425807043,18.850821549822737,21.099362105345715,11.530824317612604,16.22766126073266,1.3641989474693996,12.859704634032308,16.22766126073266,18.850821549822737,13.194878477429205,12.859704634032308,25.34088015699367,25.841602562140448,15.29306911732134,15.715568170410547,11.530824317612604,16.98391443637142,12.0061593803308
points277,13.47484579710127,11.789994724430594,11.463717770868847,12.367198389863473,23.19240023197932,13.58598632653971,11.844823987398884,19.698125805048658,16.699239383760215,19.729504407930005,12.755900606862848,5.4652421564634945,14.973600299421118,24.604622938746616,11.304398617950953,23.83461280657798,19.12113219149608,10.885501637594624,9.645711269835296,10.135850515976284,13.842992091207181,9.949861469553909,9.863920960515786,14.419634813200767,14.20078763526184,11.208704352293955,10.951519700520231,17.34475177440389,9.95226654606404,10.076472539951663,17.21798207930796,17.133464225170815,6.860482712433565,13.069698876943102,23.62587262399564,16.911196198681562,6.8604827124335666,9.95226654606404,8.828989841696135,17.21798207930796,9.95226654606404,23.62587262399564,18.805967214191856,17.21798207930796,17.532055720841402,17.4223303631556,11.0933243468772,11.347102265933353,6.8604827124335666,20.08394494771153,6.701195926331063
points278,12.47223534699757,9.021396849159563,8.806910093369263,11.536295833129746,19.595045458202872,12.762621036893133,9.468125463605931,15.507861401799502,18.44803192645761,19.59660403857042,11.2201160273137,6.718318544540746,13.10853148136866,22.79253959313841,11.127036312866444,22.555822724416974,21.883801293558538,12.346539113585797,11.66866873932047,12.664316782162896,13.488320543707971,11.42822593292671,11.97763161830072,12.745822173136244,15.034655276093389,13.232161722798324,10.268868780383848,19.38154961005183,8.057110269551098,12.356907674350865,19.26126365725264,15.239840664915558,9.395986857088406,9.708283477477009,20.07432898113827,10.427604472049936,9.395986857088406,8.057110269551098,13.231325410494701,19.26126365725264,8.057110269551098,20.07432898113827,19.681043998173617,19.26126365725264,16.047194532664307,14.878394661513068,9.858700451572817,9.299044055189233,9.395986857088406,17.97036549421627,11.048239968590531
points279,21.18119313693574,21.711870423980727,20.35087968966677,17.07792688522448,17.42937603739108,9.135989554127107,16.968896220998197,18.52440615904882,10.679549312076091,15.073052339921848,16.67699984136541,17.704106244856717,8.988809793637222,13.764334261270545,16.84157502472919,11.344601693074438,9.879858219721005,9.324279878191337,14.4831466329488,8.375663904481026,8.557009966048815,8.503865125486344,8.128138543375304,9.62371063203723,7.705960261139673,8.703468785786015,14.77335400436894,6.877878432486981,20.688165932959752,8.033003934202888,6.717789520228767,19.623826594023026,12.910681261680843,15.450590638726919,17.93623864874096,19.914137689636046,12.910681261680843,20.688165932959752,8.132695993311899,6.717789520228767,20.688165932959752,17.93623864874096,9.138381749576656,6.717789520228767,18.984406546870744,19.19328599045346,19.205540249350626,21.87184139985543,12.910681261680843,16.741659029318008,15.031561839501007
