,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27
points231,10.046639355830893,8.617343307834329,19.350073323031292,15.441019442260354,20.934857750992553,14.293477731286671,8.48521575895287,14.746646619979249,14.267572208113764,13.31664203937007,15.016526084918121,16.155333212634773,8.176454948242329,14.746646619979249,13.31664203937007,10.42638119133029,14.409993276820849,18.741701379705052,16.17861946273986,12.992703162775573,11.897500149122061,7.0765850245651825,8.062216732749752,7.395691806908532,8.842780305217165,8.029266100665806,7.703143532197239
points232,15.160472496420724,5.545446453382875,14.214441124634762,17.17733047751825,22.398113868587238,11.51106398630906,3.976643469457465,16.48854926113462,15.387749994997078,18.083601576234656,12.275128128335073,21.67530925966344,2.550544817484224,16.488549261134622,18.083601576234656,13.13116197447256,10.70240223322856,15.478820556347976,19.071899449659323,11.757556696484546,12.023747463678205,12.638636030500948,2.4266159134224567,2.4247846271631084,3.791055885158451,3.8206835093394975,2.3044266698127243
points233,7.992293620657389,12.69462835416524,19.54454643116162,9.549293121788162,14.46332267216979,10.71459417684861,13.542805907408429,16.34060719428848,15.223750451945424,11.401643500099603,4.69769840514418,17.804051326558316,15.165001034402145,16.34060719428848,11.401643500099603,13.483214747867592,5.083762654916386,13.858802676668605,19.900104875274774,1.4133529613001605,4.013292577899434,5.995537135179021,15.735444635914055,14.322494835067573,13.90886693306898,13.68050641849961,15.182142841099314
points234,17.549131017983097,7.41490808233544,10.971683642633769,10.540826587613573,21.39091971575654,5.387328908448638,10.568978233555066,8.029941581541326,3.2883432433485256,20.310236315114956,12.817038286338702,22.392910959936238,13.587583362485095,8.029941581541326,20.310236315114956,0.0,16.959280772254093,1.0114357642294125,3.2686285608940455,17.731722740846205,18.422774773975092,16.94766743865817,15.088847411744624,14.495673542161102,19.26800589140995,18.468262668869862,14.995942688184169
points235,11.874705639338993,10.270311242771534,16.09532704941612,20.139949754688146,17.929325901439697,21.419462578251412,9.745539166022919,18.47910840122201,22.124592641832113,15.020709764032759,17.02182913613789,9.622448168037149,9.905225345501867,18.47910840122201,15.020709764032759,17.373241581070815,16.54857313228727,13.75219734792681,8.768697274844559,15.201171821992522,15.806053614010583,13.711263730017066,9.198099781515502,8.833502341581221,9.81556071578181,10.32479835683369,8.978504759221865
points236,17.230190549045904,5.472814923001474,11.275019731402217,21.89527607096945,23.601128386772636,14.537365708528876,4.774569179143629,17.168528143562916,15.884716395881677,20.012929721744783,18.101048015827438,20.22463743959603,3.0773577594683386,17.168528143562916,20.012929721744783,12.563605761359353,17.32701204069505,18.044204854873485,15.925013684347315,18.118492823133217,18.28738296989744,16.385007298444865,2.040167219972089,2.443695873215002,4.563552088155444,5.17058449093074,1.9948965020406224
points237,14.56388201962645,11.827603462275965,14.098030760563484,18.791301773362086,15.00550561997995,22.76153654828899,11.163550013134406,16.610947330155604,21.121565007127337,17.527478100014036,15.99277478243155,6.44146179782419,12.760612722362971,16.610947330155604,17.527478100014036,18.322640008093227,15.014438275787967,13.0461555395142,7.373147901397034,15.098306226125914,14.23330224893206,13.655454053107459,11.905609428062277,11.715201248705739,10.490193225455993,11.233238053818257,11.825693963248042
points238,6.697620233635794,10.19328656199711,21.20452704792953,19.8249649313738,17.42749089294396,19.243415534130083,10.134814156910375,22.012075501124325,19.91375763499674,10.194788391668059,15.372923128988358,12.229974782758896,11.319693328258918,22.012075501124325,10.194788391668059,16.082123371999465,15.97074083215575,13.393442702497467,11.031449669133835,12.332522951776259,15.077913716729034,12.64165638386492,10.575549304372519,10.4082673128597,9.77076587515563,10.378099569180204,10.348631531074096
points239,16.585225417183132,7.33216285638754,13.420065176899017,14.562385815824413,23.074100716891625,12.154892174643738,8.321499750737818,12.349589505610796,13.7904453586659,19.411712865082993,12.519469191789412,18.34088782831189,7.303791489432528,12.349589505610796,19.411712865082993,8.22908858517174,13.04880776023421,21.214902990327612,18.402417703572585,12.791280029461708,11.36137534407917,7.235828749705245,6.2900852856823475,6.94349049265787,6.627665361650114,7.600609991016944,6.322677701480313
points240,13.579973027457012,10.54812806779824,14.678250573343055,20.522986375004827,14.882904364737836,23.007939726276213,9.471415852935303,17.949294775459023,22.391677549454435,16.610308097652958,17.285334171732345,8.082350030188605,11.995047393232918,17.949294775459023,16.610308097652958,20.40882039334384,16.732413253229776,11.098525268718992,7.116926703212322,15.685936767177367,16.056276039371994,15.723891028459782,11.172240901995607,10.884292842550702,9.805576670554789,10.517819618614393,10.971257768177646
points241,12.577912357044754,12.1002722689153,16.23396625854342,18.292507217495924,16.396321050400733,19.82901839395695,12.178311842686401,16.794255611883194,20.38638788377571,15.676217653554568,15.463979258530022,9.901110604973224,12.282826311719713,16.794255611883194,15.676217653554568,17.06360014339187,14.509973157158495,14.039079497346659,10.422513259989726,14.142499129866865,13.660022587980855,11.585553535882788,11.635150120879851,11.22771726263582,11.911739934920043,12.052521051466174,11.21292591872824
points242,15.793449196343543,14.488725316677177,13.6266307202249,16.233806158065477,14.41354724279985,19.34719090231064,14.273966432038943,13.98158560672522,17.223218161848976,18.673643181691137,14.606990413724583,8.666630182606921,15.172003802572874,13.98158560672522,18.673643181691137,15.375747665908102,14.50269926959703,15.48547713498016,10.923539335369146,14.429942898051072,11.72488255222748,10.169622579821302,13.911421927873644,13.764688061867329,12.974869135836503,13.771301636938643,13.956213257949132
points243,14.190807935809335,6.1910393984000995,14.487381671581952,15.241242267955515,25.07143785097322,11.147538102516686,6.201353357729778,14.501075314432242,13.349258108366884,17.179709799227453,12.298814224016354,21.229966262645142,3.2041477319356018,14.501075314432242,17.179709799227453,8.414607124248233,12.33013181880532,20.72559502847057,19.449910148536222,11.799388601086887,11.452127185269378,9.068157484042093,3.1264786606666886,2.9125798992845384,5.993971748327922,6.125889184362362,2.803260812808428
points244,20.743062794212232,9.460997191037912,10.391173628275222,17.057299499336093,20.819442051235583,16.64931591502913,9.552449532753256,12.619515292762932,14.686455715685762,23.28752226133459,14.537613805114772,14.482084858620212,8.36133160756767,12.619515292762932,23.28752226133459,10.561135601914636,14.081004252284309,20.150314737467838,13.728912088433589,14.704162198494025,13.599834931339057,10.703877249379548,6.795168242467711,7.086149975237934,8.063676521584878,9.668028396129401,6.563661188292639
points245,15.33270833993038,7.249512566592626,15.443240268643015,20.444308484692865,16.185119541786925,18.383288982899675,6.4796444868622975,15.817108421601779,18.17161288977894,18.24415458495359,18.55995996781089,13.819588775841657,11.800108211549231,15.817108421601779,18.24415458495359,18.42142906565876,18.40859428081588,11.98276935403831,11.925848261501718,17.40161804511789,16.112983519608452,14.813089178536497,10.36098394994311,10.48592761630205,6.125449712959044,7.187879121749847,10.182335362424942
points246,16.489612566500686,8.519481167971247,13.312627395921973,13.498563457679468,19.31779123737038,13.964214382316754,8.674827439995093,11.97044323696152,14.709327703301302,19.322585477098848,12.466824221467467,15.19046851668427,9.74819450825888,11.97044323696152,19.322585477098848,10.927825629211492,10.610506414544766,18.69785730554299,16.52100242419565,10.942422501513807,9.519810329138792,7.044665103911544,9.26991410435782,8.543368501481813,8.762368550321872,9.168335602156182,8.56314002689876
points247,13.211219647996778,10.430355565294265,15.160861329066199,19.623072481569807,17.926332440319836,20.407287327068417,10.89464103285647,16.898446199232282,20.423767090350456,16.266567425901933,17.40923926997236,10.242203128237087,11.665952691624383,16.898446199232282,16.266567425901933,15.699648416698158,16.893546583264435,15.571765544820655,9.821203000417912,15.911708821863414,15.936984983831177,13.585532423868754,10.781833951188199,10.497830537051241,10.633840831582498,11.13279472291304,10.464044944621309
points248,21.79610075596803,12.566567996988224,6.603347902724411,17.986309531755207,18.72033211840558,14.287061136504075,13.310011065226275,11.98990736941297,12.53040121032265,24.26913218415919,17.004693374640432,15.044906443441317,11.183282946653812,11.98990736941297,24.26913218415919,7.310532082812141,16.541863541674957,23.903198170054914,16.18529172896991,16.781668701270195,16.50921657201295,13.185461364438783,9.55735275720847,9.696965108347802,12.401633196502909,13.808667641078694,9.383459345414407
points249,15.542797470471768,7.426472410337652,14.762323970861951,14.553899174067782,21.727896850802455,11.19707664783889,8.039999556620772,14.038758843633266,14.88032730637722,18.43999327520666,10.373042886027859,19.572736291501318,7.432309932142895,14.038758843633266,18.43999327520666,10.158800467158866,9.950369645971973,18.42302915967309,19.398397722671966,10.756821282824864,10.061589132906633,7.843584914591362,6.666156019306234,7.023391885531979,6.636889525256534,7.192975426627076,6.763017912655721
points250,8.90480604876392,6.481289163971294,21.840417761448112,15.414113539131998,20.035417805547343,13.247575574384712,6.800396714940236,17.55536619782736,16.467876959220007,12.25225979947463,11.47131797747318,18.08735658245066,9.179129504387854,17.55536619782736,12.25225979947463,13.485886105657709,11.976246794303156,15.053522896549646,17.26619595430319,9.626467818952891,10.620266149214801,9.530997180891688,8.83690564553327,8.271479742577887,6.1919574981435845,6.181058552310353,8.304953289630214
points251,14.547657226968001,11.626335724497201,15.211555245186714,12.137020981353611,18.194290115691224,10.033812282516271,12.011743797814777,12.603604085357874,13.767769785003095,17.512353842344588,8.73831610779569,20.493445585377028,10.394561404450023,12.603604085357874,17.512353842344588,10.4407238078885,8.482977912733617,18.004327341393672,20.608012760607885,8.763626381898868,7.425546918079511,5.163926055360136,10.540071551336139,9.867569687667263,11.69686130362032,11.386843838188538,10.245762397189175
points252,13.374405826389879,4.849941647766509,14.611813938701882,18.46265489413143,23.73504413829707,12.95015785853305,2.7901351498476856,17.301539280813337,16.327249149859547,16.418684612362526,13.908732147038197,21.62426253029179,0.0,12.848566439969431,18.576255475255177,15.155888753269327,17.196643454259128,12.488220834284073,11.132801056904498,16.022802304147937,15.529537830431703,10.661568765100837,26.763767073385566,27.099027160864466,24.37959204387739,24.881406417405678,26.910409895784074
points253,17.14839650672777,8.6924883100461,12.60173450978832,16.897732709057035,21.730790240883348,16.090134672728315,10.024505250179283,15.077584948311817,15.903838418367377,19.936683806133598,12.993866520147114,13.51657750017786,9.220932506467555,15.077584948311817,19.936683806133594,10.247135810663787,13.285136911527673,19.3837417524694,14.310374101525653,12.3358531141891,12.951675120488696,10.946843010463756,8.024491651620211,8.466449599708925,7.916789209667916,10.075322119840918,7.704043945173114
points254,23.268224976623372,13.734903590374856,6.24721433239136,16.110182517349156,14.898311669844626,14.438305460348566,14.155922455581559,9.523949383541943,10.622478764156693,25.64140155630631,17.531007689185966,14.440912540483433,15.227296426481633,9.523949383541943,25.64140155630631,9.29867808967686,16.762270334901054,21.97629377113985,16.028021022517898,17.415714889814108,15.30954097391995,13.652395004120566,13.03712451412533,13.332247822646451,12.80685004673599,14.125452089256557,13.250751702473492
points255,19.728868515359355,9.408783633945275,9.105791819822892,16.290230973971422,19.134548093101483,14.612346969502255,7.825357164782172,13.180296248881888,14.437229805502012,22.342121236917592,12.64684903258884,17.561236101040105,5.421634212646677,13.180296248881888,22.342121236917592,12.840477484063115,10.522989719772525,17.64375131078783,15.84704476899105,12.997761075725979,12.096842983643093,12.626201201225898,5.587108145037759,4.865358025390304,7.992722601984296,7.725869062740288,4.9965195891434355
points256,9.596613720387447,8.642230524592076,18.70567462143287,20.420075192228225,20.296527348561554,18.94875513206325,8.703391347091623,18.927362525185735,21.268354290319134,12.897141845340812,17.242296509114578,11.975124964897084,8.48400014407763,18.927362525185735,12.897141845340812,15.544629100035475,17.049893554683756,14.770127136277793,11.337850917250329,15.910411725371361,16.007496104690247,12.168705309189141,7.8610816415007925,7.782900365670294,8.555577722158658,8.691924970565905,7.816297628285844
points257,14.271251716818883,0.0,13.541902372721735,14.68817358085031,0.0,11.135072492399141,1.9512077166596418,18.789698501673968,11.659193940288175,19.23877757563588,14.449054425290448,21.914840751180705,1.9970790545612849,18.78969850167397,19.23877757563588,5.637721401886942,14.288002526653212,22.959681121022683,19.46287245521794,13.604600722866426,14.172004076696837,11.289428766640652,1.2332884235108612,2.0494200049831997,1.1694057913887124,1.8878367233966566,1.2390464344638121
points258,14.924240667032857,5.603507214890022,14.17317569307164,21.1607152278277,21.976709343029103,16.280521592405314,3.383262412299315,18.671796275505617,19.24057807945327,17.863393458165017,15.90895779099715,19.034552541329056,1.774676112408437,18.671796275505617,17.863393458165017,16.903291483148074,14.726849929331552,13.363071398712123,14.112401148916797,15.773273577792185,15.939660132016904,15.811026992694817,1.4703228162176374,1.4326158973075325,3.7105693274419083,3.708906662497925,1.3536615226391677
points259,15.513128132288035,5.676845417084698,14.019170205472484,19.556041682793506,24.80226985454779,16.784194622569853,4.904247787056957,16.960281185011514,17.171812677971495,18.412336421586467,15.279771864883442,16.855044549683498,2.2023910640015885,16.960281185011514,18.412336421586467,12.242052014374671,14.712212018928932,18.071956036996234,13.5886590919504,14.849934337492982,15.076702516516562,12.300823093355747,1.6265885927336585,1.5905567458453889,4.51406131688132,5.404503737830369,1.3183716521587772
points260,21.21600991258361,10.282846515404904,8.02478005526486,15.79203370331604,20.215657108772707,12.71935155855426,10.82597568808562,10.565250446532428,12.976400273578811,23.72838916378754,14.437817538412773,15.64391456240605,8.761671155580197,10.565250446532428,23.72838916378754,7.8170535453835965,14.1840416583211,22.607445665096336,17.815467239485393,15.624805740860689,14.16028387699408,10.944671096849705,7.73976981641372,7.95268207758038,9.189865074737979,9.982619003359035,7.604073183559744
points261,9.476072766792091,9.05451439817945,19.240049492847426,19.97506980409045,19.467393687151283,17.63935310276487,8.75761862357835,20.54749018065936,19.29754638471517,12.784777238884791,15.785928056724597,14.254981038026184,8.709314113842012,20.54749018065936,12.784777238884791,14.27354841365316,16.242917517297844,15.54117702380663,12.699426525133628,13.477218033071686,15.287327454136758,11.793838827284361,7.777640285158145,7.712710336852585,8.093957636838708,8.919365783821474,7.485269584576612
points262,7.166323170722194,8.896906288752698,21.782510372172048,12.416430833038687,18.59646667295289,12.377853465895578,9.137595108661714,17.815192025003714,16.051368580170212,10.631698997562943,7.724741373587042,17.726212995976205,10.242295445653658,17.815192025003714,10.631698997562943,12.887521993321297,7.708912251008072,14.842395498934032,18.17057244224109,5.539127359498016,6.956979606976432,6.969223784617837,10.596526242130922,9.749445081340228,8.976279453326876,9.016210901388948,9.828793200212797
points263,17.869393701056932,11.895069934767513,12.971068781760401,16.112818318309593,13.583767016142748,16.429157921388143,12.251180642249535,11.479141297981348,16.683305632895955,20.60877543624173,15.086646587784141,11.483825110308404,16.06245847002485,11.479141297981348,20.60877543624173,15.528606526146797,14.50934688412409,15.111735123092389,13.957842353787402,14.940178610680075,11.946838110742851,10.709602902412676,15.317004339332128,14.885129059326347,11.397282349224211,12.338326507414356,14.727710427634339
points264,11.88987976645633,10.885398930715843,18.6558364386921,14.233909959350491,17.655197923042692,12.890631890514994,10.389167729345786,16.088789252074818,15.420336267548539,15.034854623277662,10.45437527545657,18.646171031620824,10.312767579613377,16.088789252074818,15.034854623277662,13.361456855709703,10.8384979575379,15.04914337783514,17.637362183215654,8.502430293312456,8.52277124136748,6.828248257550969,9.69981607722296,9.085481837420176,9.538293756101606,9.85548096030878,9.22490549066656
points265,5.998810540594318,7.488729901453247,22.73656861966601,19.244624780091748,18.522868605272233,16.79313091844633,7.059434828732198,22.658015808318,19.63804232635431,9.5433792746484,13.768847119210703,15.676364107663781,9.409802620681146,22.658015808318,9.5433792746484,16.767145892383365,13.786268336127668,12.036450372880863,13.579366726261334,10.508026672787278,13.735545875504064,12.85396114931087,8.86534470657701,8.649853338450177,7.193962367074696,7.652394103589084,8.568178495056804
points266,14.62343426699142,5.189734007671477,15.156680539153799,17.66923874528091,22.572657647141313,13.357513728176894,2.91716494429532,16.98957110843127,15.861729637695122,17.582990891635042,12.456142381671015,21.613851422575564,1.5645886232945947,16.98957110843127,17.582990891635042,14.782761826323327,11.387777735793822,14.318709952138416,17.15187727659397,12.02511657920483,12.061211917675255,12.948819140008482,1.4999005010720172,1.3800652900327082,2.8760240768720493,2.863200841510881,1.5264251421066404
points267,13.996815564794963,11.109729050644011,16.164661203613043,16.300997608411482,18.78684875506533,17.686892089955958,9.93549928064392,15.832072310715544,16.891423466509096,16.998876018057334,12.171451410992642,12.266147965845068,8.042139114188767,15.832072310715544,16.998876018057334,12.801969250727181,11.850059545785747,16.689850326162485,12.649993330488629,11.379071657642873,11.241902828236851,7.77603882753805,7.407994715871963,7.06132142595941,9.553691898602535,9.883514065232927,7.331778883072988
points268,13.77174772315328,14.296148074913,15.063707780983783,7.295709399227107,12.176016376926954,10.287234726715255,15.207190646363404,11.83389497797644,14.876588517963635,16.78907462942,0.0,11.858942732511801,11.22052342662277,18.316210742806327,12.497815644071943,14.16364165235879,27.308971633428737,14.836038802172164,12.226437665021072,27.726951402970045,27.646560078745768,25.139600417989467,10.068826634000233,11.0533225736803,13.64904462532113,13.580815091318936,10.576875206151827
points269,21.719998186071386,11.998292400734758,7.72573913231872,18.49850693875273,18.22220319206235,15.519896770401743,13.09969830768096,12.693621427886027,14.116980812312443,24.198191685833336,15.240258821098701,14.675142942207607,12.611480086757965,12.693621427886027,24.198191685833336,10.174112457537628,16.22302112744284,20.792298367146994,14.90333333110195,16.504982119495835,15.87169675703989,13.54212794820227,10.80825304686354,11.557670875762303,10.702459368881286,13.052260235954995,10.777317300679842
points270,12.815328489150266,10.99886265419722,16.34377180248619,19.10718171862359,16.127612396722448,20.31408290879403,11.514198119452121,16.395629356446925,20.672264177014835,15.897529742555445,16.697119047124318,8.41104451169373,13.476900759590482,16.395629356446925,15.897529742555445,17.269461097679855,15.631342874092317,13.794063500911333,9.91812118110636,15.83979862892002,14.73524860864257,13.07959425342456,12.763844637032498,12.538245724767231,11.036478267345107,11.25010621032652,12.481681451225482
points271,14.35140996577331,9.90232291490476,15.674735891352231,19.209254908336142,17.205864363173134,21.833042186782336,8.83255222763741,16.60396512088753,19.487750055675424,17.329418121210033,17.156681754825527,8.670511857507135,10.526457950613802,16.60396512088753,17.329418121210033,16.510096061163594,15.788086437481686,14.461970473816937,8.338638443184301,16.13161695563544,15.093752940781156,13.207609096511023,9.190620206861961,9.341558355782938,8.006879654711584,8.765053694739127,9.169500586051301
points272,18.919007158576903,13.237579435163799,9.3068799675872,14.429436596201993,18.474109881299484,11.36446650455362,14.539696512774373,10.513121783751986,9.686928538668756,21.587193140494225,14.258108389238322,16.475140911989275,12.326969606913845,10.51312178375199,21.587193140494218,4.688613789065532,14.707607463967289,24.921579051514865,19.224338158985503,14.198308722936224,13.4491220134335,9.305513369689628,11.23788494216995,11.128149960325592,13.320137177566275,14.114495652409666,11.04985813514122
points273,7.082308109973561,11.263389145754985,21.784606764614857,14.680326242039706,16.900631123600693,16.60733015035771,10.708874289525362,19.442807017914706,19.32720907561231,10.5533827162011,9.452402868934893,14.788083848552935,10.238579839724226,19.442807017914706,10.5533827162011,15.977847241283467,9.901345499371107,13.068649712687627,13.772570790479108,7.246566232469682,9.014087284781656,8.010483981147411,10.783229102273197,9.654246004187014,11.027173103334661,10.904480968711002,10.295998119212708
points274,14.233569207112705,2.9224309070135885,14.880449689003287,16.941056915061132,27.528289512530883,12.610580163545933,4.123066337214617,14.172061975957552,10.72454782221426,17.219570554250947,16.284391978859887,20.716481642974355,4.419371055001571,14.172061975957552,17.219570554250947,6.345693566349438,15.980744026424489,22.466450128502306,17.928572668501815,14.97590348525852,14.591932779929758,11.518744366047294,3.306456961136793,4.078947174622854,2.8476399976901603,3.768517187254343,3.3937931390210387
points275,9.901648004236879,8.968211444944851,17.56574350044527,16.28715680172832,18.284971613511196,17.51904054455496,8.551965179270224,16.52630517103737,19.38785254680078,13.181485516417064,14.688314276760327,11.902831175952251,9.74540314187886,16.52630517103737,13.181485516417064,15.373245851239716,14.489167774140148,14.664238669176031,12.824532979007403,13.408053977160437,12.574288221183917,10.868696109793614,9.269326706241825,9.120937256930349,8.66785926438583,8.275663759146088,9.337538103347395
points276,15.11898218917209,4.90032202999462,14.441874771494458,19.125363775700325,25.01833295621021,15.541118894423436,4.296421841821645,16.52790470857192,15.96230056167149,18.044925575202004,15.860987888500748,18.07415246972269,2.667951838709659,16.527904708571917,18.044925575202004,11.226050317389413,15.23450724194075,18.603627570378283,14.881265604178614,15.0814098592721,15.073032280810722,12.0061593803308,1.7677751250648412,2.1752030442117505,3.5107702833923473,4.497285285919315,1.6534836134194801
points277,19.729504407930005,13.58598632653971,9.293686217694098,13.47484579710127,19.698125805048658,11.463717770868847,14.973600299421118,10.011339663880237,11.789994724430594,22.342713996608953,12.367198389863473,16.699239383760215,10.885501637594624,10.011339663880237,22.342713996608953,5.4652421564634945,11.844823987398884,24.604622938746616,19.12113219149608,12.755900606862848,11.304398617950953,6.701195926331063,10.135850515976284,9.949861469553909,13.842992091207181,14.419634813200767,9.863920960515786
points278,19.59660403857042,12.762621036893133,9.017350325508138,12.47223534699757,15.507861401799502,8.806910093369263,13.10853148136866,9.706038505800278,9.021396849159563,22.218828319123112,11.536295833129746,18.44803192645761,12.346539113585797,9.706038505800278,22.218828319123112,6.718318544540746,9.468125463605931,22.79253959313841,21.883801293558538,11.2201160273137,11.127036312866444,11.048239968590531,12.664316782162896,11.42822593292671,13.488320543707971,12.745822173136244,11.97763161830072
points279,15.073052339921848,9.135989554127107,14.013976569120622,21.18119313693574,18.52440615904882,20.35087968966677,8.988809793637222,17.56588828232652,21.711870423980727,18.00211116829999,17.07792688522448,10.679549312076091,9.324279878191337,17.56588828232652,18.00211116829999,17.704106244856717,16.968896220998197,13.764334261270545,9.879858219721005,16.67699984136541,16.84157502472919,15.031561839501007,8.375663904481026,8.503865125486344,8.557009966048815,9.62371063203723,8.128138543375304
points280,19.880901046038062,17.43615017127455,6.658034406518561,15.057276925256861,14.256864214633971,10.922172010868767,17.74834755521904,11.041668764672249,12.428485347269618,22.48384133260866,13.220995919088047,16.889962581289897,13.732934030606424,11.041668764672249,22.48384133260866,9.263970466558515,13.391304837574722,21.838477519675347,19.68425603037071,13.58614762401209,12.948359681810235,11.819548622013055,13.707498473573231,12.621614712771422,17.861958474083245,17.9976464597854,12.912989152587773
points281,16.860993229473763,13.505237565815587,14.064260006301922,13.292191905274622,15.11433924206884,13.776555652566168,12.451984275634441,12.163286611196348,16.83655624713071,19.668775222539466,9.870802759621716,15.716151959730036,11.511193783368261,12.163286611196348,19.668775222539466,13.97182700839104,9.964238444191324,15.774315346395388,16.71613848120304,10.88813587494816,8.219398622176438,5.794061074280505,10.95933997595954,10.365867807467634,11.64129809908316,11.327265365052035,10.936459009161188
points282,16.701821069411476,14.777617282561414,13.149965644333548,10.223652071687315,16.29136504124351,9.867941274962165,15.323108783914053,9.933563335240294,11.763139353725592,19.52039978173955,8.953729737756333,17.692299361735547,13.042762956700985,9.933563335240294,19.52039978173955,8.088806403789903,7.991433156399305,20.979945285823124,20.780492956061465,9.211812152672156,6.597835803670235,3.3974707950689327,12.71607222958512,12.123192595936146,14.126376357170846,13.465577225916846,12.557882901766472
points283,19.733666878969892,7.582349876694661,7.718701865596308,9.094529364542005,17.899429544518696,4.843925079666984,11.423209734390564,5.832847059299098,0.0,7.803511595418142,17.55112707594558,5.911059638349201,9.279571028189705,23.97742900463274,7.803511595418142,28.820592611180427,16.589904421222283,0.0,22.691700236477317,12.125980975846824,11.355545381743788,9.12198581909199,16.9181935607163,17.36884544773868,9.777074858616073,10.351504012207664,16.598716628823833
points284,15.843559096979252,7.079850531713215,14.467489427074241,18.36434805248075,20.29908720304429,14.946260564671672,7.365932982720132,13.461461248270636,15.315894908676924,18.72035410521164,17.90709098275877,14.921393098877063,9.489061612750053,13.461461248270636,18.72035410521164,11.91034153914216,16.132437965152178,17.905019630418536,15.499826270661014,16.56679094817342,15.272137131034354,11.50700021193401,8.525784263372534,8.662764191177027,6.65432565992578,7.532115132046789,8.23285277579804
points285,14.601024898542756,11.177995583022259,14.031013196900114,16.161176904870004,17.28705031616646,14.7634685631388,11.653508139581028,15.888035021803926,17.44438939859888,17.56210156073498,11.46907372785782,14.28332890668007,11.996937175812523,15.888035021803926,17.56210156073498,13.729998666910566,11.844295171609206,15.84161343639329,15.689901682974737,9.944929196768548,10.745134759092506,9.26189601265095,11.5143155523159,10.955479869030457,11.081458651492778,12.37728189244494,10.895573868693063
points286,23.72932459469111,11.600242288695648,4.585786707912966,16.524494835132504,18.318628812500474,12.127811613454396,12.314796153658856,10.478698578432251,10.452345825148202,26.071224579733915,15.604463697401163,17.228452961536583,11.771313015612687,10.478698578432248,26.071224579733915,7.807710673884915,15.985295954123874,23.034059378638936,18.43057729912702,15.484287615508748,14.889701559756313,13.427132081754895,9.886413475242511,9.99423891856133,11.133956624221899,12.924432503078162,9.536273021982502
points287,21.65057229075211,11.7708957449194,7.104333176975809,17.29469330166471,18.855636650591546,12.992833268042817,12.423712365449076,10.956037361895895,11.370277560526908,24.133474980243015,17.397785501100543,16.02729386790261,11.25414523961333,10.956037361895891,24.133474980243015,6.393399052203824,17.145291187772592,24.78161107132477,17.531088556307868,17.580494298816443,16.472413143192487,12.64996894500782,9.464066799277422,9.752808346587322,11.171424994514211,12.484666883638914,9.39303774953134
points288,21.69729097960324,11.58762221022314,7.929269214404251,15.017542489188695,17.681855803164368,12.110546292207987,12.162314080385034,8.988831026551262,10.1419405668419,24.177024719400716,15.590169742983583,16.355709665216903,11.98348270854728,8.988831026551262,24.177024719400716,6.960076473501719,15.75692237952432,23.870585460632793,18.44853056309437,16.54516903646391,14.40275419328199,10.916972538714491,10.54097701521804,10.589874110679695,11.141806319015533,11.867625636830237,10.398362941875906
points289,15.92751083504317,10.17460902968949,13.685616243710937,20.487977360650394,16.93171218342064,23.751821285774678,8.975380347349896,17.14527935243385,18.395436849454804,18.798611359094984,18.315852992705658,7.960822470825824,11.244663307709002,17.14527935243385,18.798611359094984,16.30401472734896,17.55297586560361,14.788570490463886,6.343404924641365,17.34134902610198,17.053432052757543,16.83772039198728,9.299503846242173,9.882786475501247,7.579900052980703,8.954248930030376,9.963476633894356
points290,13.189581357353708,10.630327105000534,15.185522277421065,18.193065629985107,17.923324674229324,20.323614048421053,9.914342658257745,16.824002335109856,20.804914046553012,16.24639687025284,15.371083593256582,9.974120639489211,9.718115592159327,16.824002335109856,16.24639687025284,16.160297046780958,15.324047014980051,14.687747197458469,9.908210269910935,14.282861778181227,13.677355783407643,10.673038422128702,8.697968250748628,8.58582732638402,9.852902641730475,10.337723006371732,8.84944062786316
points291,11.329172454607837,12.881821869462692,18.496770390615914,19.678914880604715,15.631979581659472,21.965399687396364,12.066296416176232,18.95635909477637,22.685150845479605,14.512180340773092,15.95751946916011,7.873487370817727,11.875797484067192,18.95635909477637,14.512180340773092,18.811647532534863,15.138757804875635,12.171916683912158,8.201007111993356,14.691513645585177,14.24119015527545,12.689169942080918,11.093563478688317,10.728811981004052,11.589221213874316,11.95753063025036,11.048229366246117
points292,12.32373724114232,10.318992353776336,16.60921685244501,20.717072820046397,17.580124779435028,20.728887564864838,8.954463316551507,18.518372698550674,21.793575311570255,15.439283350171129,17.387015831001303,10.469225257529029,8.879166541220401,18.518372698550674,15.439283350171129,18.304784049172927,16.629243765998904,12.674399233951629,9.486788489461556,16.035728203293445,16.161941162248834,14.407345009506935,8.06978089791867,7.74712735065592,9.063888503534082,9.145582057800606,7.796771337579525
points293,20.247276680928916,10.092396968710105,8.222084608355713,14.305244248595606,21.393355272452705,9.492868230253642,12.372761095984478,8.43279432143991,6.714055585085229,22.825365543274692,16.651143287079815,18.91309473456312,11.885471835161553,8.43279432143991,22.825365543274692,2.138484280093552,16.59296712580597,28.241073023052216,21.170510916491303,16.822145457893612,14.788042579919322,10.65872788276958,10.41055769136175,10.77034534712707,10.778445005095989,11.582018165087579,10.35557321647947
