,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45
points191,18.78254374236558,19.809406293682553,17.174946486502876,10.550260613462905,13.765281336430606,11.510685057492188,12.148093648849377,15.350289111679265,14.624951002135662,19.024855430686603,14.822382336982741,14.624951002135662,10.594695338932416,18.536807512942794,13.688808145184149,13.407836453847219,12.748633695323852,12.94379435728727,11.754035412519688,15.151246984641064,18.313200084261513,14.822382336982741,14.402816906388574,14.624951002135662,18.661178457393778,12.121345921828535,13.043187067059298,12.261630186568915,12.59300196700175,16.27023472266904,14.50124688835622,16.715581132788266,15.504665928636944,15.452067064742236,13.965912050277405,12.876485474728876,16.715581132788266,13.965912050277405,9.470754624665883,14.822382336982741,14.624951002135662,14.822382336982741,13.396204766427363,14.624951002135662,14.50124688835622
points192,21.699891550761,20.353799105438807,13.957827954683106,8.192977399356158,13.703723441158214,8.4770945125383,7.892137928628568,21.871356932182152,10.262501958526784,17.06689747073013,21.420058189915764,10.262501958526784,15.742334353788962,15.872676431546413,14.844822090828963,16.10726754008753,14.820546684730518,12.972631584129523,10.987677074228666,14.884705760618928,16.023898921691547,21.420058189915764,12.426273771142878,10.262501958526784,14.06465429705446,12.72353969431255,11.53010247190061,11.71627779058904,13.02983104227186,15.762319463006627,13.508402781076725,13.219815668523747,14.98749355300911,13.622566104993878,16.630966768693153,11.166453863863614,13.219815668523747,16.630966768693153,11.922240840539146,21.420058189915764,10.262501958526784,21.420058189915764,6.967317838071213,10.262501958526784,13.508402781076725
points193,16.209469643459315,14.117695845956314,11.328700670375822,12.637639429341927,13.971613801170093,14.186284187443373,15.29668556663646,16.62926781701927,14.861802676033461,11.355876388273128,16.116386195385576,14.861802676033461,17.546994050636687,12.45937035367842,16.181542221441227,21.336360410359543,17.410101392362737,14.304131103307006,15.140910373227648,11.799896444248253,9.366066104345123,16.116386195385576,13.951377460947825,14.861802676033461,6.24193875629017,13.83330057806787,13.471053705530867,13.311859672391915,14.185648211009587,9.074141040787609,21.381365761640556,5.941491002411715,8.17741833388541,8.508213410957001,21.793468859591876,12.917976477184355,5.941491002411714,21.793468859591876,12.455156644899283,16.116386195385576,14.861802676033461,16.116386195385576,15.529679018058864,14.861802676033461,21.381365761640556
points194,16.62371033695875,19.919869758823573,14.441039783782262,18.410412037124924,8.028881696933906,13.755537929654457,10.389276688845124,18.918288289728096,14.656291704935056,14.525233412816238,18.432297563793288,14.656291704935056,14.84890640223281,13.376583780027406,20.33412443600964,16.402628599680042,14.63678072368265,4.928760096723798,15.761189363555431,12.479100616391953,13.993184099742393,18.432297563793288,2.203416142629832,14.656291704935056,15.303227076978535,5.393711445665752,2.034002044852149,3.4332535482712263,5.2646902016034325,14.437256165848934,10.120105303327845,13.653221302071847,13.638280037148686,12.004489972173989,16.92256650225021,1.7427478071495273,13.65322130207185,16.922566502250206,8.49252533828445,18.432297563793288,14.656291704935056,18.432297563793288,11.209352477481362,14.656291704935056,10.120105303327845
points195,20.687777028043634,19.056068135769454,15.745389637197672,9.58695664329171,11.381645213194545,9.529537089899225,10.888854799482516,17.74525666270028,12.516116726499973,17.200072584206985,17.245485426057957,12.516116726499968,13.706214993410535,17.33818962379597,17.03216760922004,16.638579703625926,13.403748237386763,10.778218888236323,10.93828370125247,15.641332786004345,15.957560176827563,17.245485426057957,11.645653032555005,12.516116726499968,13.151108280117992,10.529603719266293,10.411016825687858,10.637491371396822,11.390790505047258,15.213076796867778,16.42542467710746,12.319146546806126,14.428240549600659,14.65657439113082,17.155512846423115,10.313880664686021,12.319146546806126,17.155512846423115,7.497411457834255,17.245485426057957,12.516116726499968,17.245485426057957,12.322138137513534,12.516116726499968,16.42542467710746
points196,16.290309140933907,19.09044157829893,22.24303464814923,13.997407618343095,13.41611697918895,14.102223612118072,14.403937374142725,13.014633107897998,18.066712894505873,18.835793964231243,12.459287573812908,18.066712894505873,6.798140356651101,19.95376373333638,15.105072205111371,12.58128798409568,7.095365190782466,13.159985184192026,11.665731992669631,20.114281505809934,19.060736446987338,12.459287573812908,14.460345758072732,18.066712894505873,20.297296897879267,11.505131244024229,11.927366229267301,10.432322658816846,13.424436861606313,17.39682804936597,13.49202643597488,17.913213380758815,16.65179221801356,16.83881343305315,13.149889403676468,12.650601548557475,17.913213380758815,13.149889403676468,9.58805105601114,12.459287573812908,18.066712894505873,12.459287573812908,16.03287499894785,18.066712894505873,13.49202643597488
points197,10.501119193055962,13.33393847041579,16.4102796223509,18.751627948791462,8.12243964429363,20.12208584393197,20.638704372928533,7.485691428644795,23.072274874489988,15.391771616312225,6.865393136034972,23.072274874489988,12.81589107158951,15.51577757701925,21.440818455632243,16.592830991248963,11.239459256155243,10.46759759349314,16.304216126814897,18.029823300091397,14.665353910518736,6.865393136034972,12.227375037281563,23.072274874489988,12.450229832495918,9.652579417564036,10.654025453242284,10.200376836415685,10.264612348553282,13.363913906871911,21.977010217814076,11.52413694041126,12.545375353981983,13.747388569733749,17.11034672886481,11.150393015874753,11.52413694041126,17.11034672886481,10.59709073120527,6.865393136034972,23.072274874489988,6.865393136034972,20.23371122621785,23.072274874489988,21.977010217814076
points198,9.859233798520687,14.56520297594482,20.550805246222385,18.171084208481687,15.787606491661407,20.789547384925683,18.680486481957335,10.919863260904275,21.105437010034983,13.773096398073545,10.33990884361334,21.105437010034983,8.451545653323967,12.83638269550349,14.024025266922576,18.358982152372473,8.003619557863901,15.855470331717633,18.661272903107637,22.223835799827803,14.27788766935596,10.33990884361334,13.824587239533637,21.105437010034983,14.049665610073685,16.61547354537048,13.442095129570184,14.686903464996652,15.834814066236868,12.758111325717515,18.880116474156196,11.812828922574948,11.928531590978432,13.402583447655422,18.854006535325468,12.198425973183193,11.812828922574948,18.854006535325468,15.798650404319043,10.33990884361334,21.105437010034983,10.33990884361334,18.35675544452264,21.105437010034983,18.880116474156196
points199,10.823251432594509,11.694695658134362,13.602996586227079,16.895590653245744,10.243824071743926,19.78711813343933,20.955257877620728,13.119957340439782,20.033392143268436,11.326141982822584,12.565849131658513,20.033392143268436,14.493178261229263,11.777761599871546,17.591460898380216,21.915426191914616,15.635704517850517,12.371411467229336,18.863120787973582,11.142372088026564,10.405661115519504,12.565849131658513,15.248127495023144,20.033392143268436,8.82024813088902,10.965897164806583,14.878691985177063,13.273298948604074,11.60548621210552,8.848978852809203,24.053548766871845,7.1218252034782585,7.948152405281991,9.688586428589225,22.36516042870536,14.34344620034226,7.121825203478256,22.36516042870536,9.373279875632283,12.565849131658513,20.033392143268436,12.565849131658513,18.77402510221457,20.033392143268436,24.053548766871845
points200,13.432372637931225,12.219710101983582,14.23576760450541,14.011922835921983,11.049364444083569,17.07403558758357,18.796217001869007,13.745058222654388,17.81197581206843,11.898989320629434,13.198293557902248,17.81197581206843,12.653802063140914,10.790405861656897,13.449202455979044,19.545707577837284,16.453943672058415,11.198609290065924,18.35760405333433,9.705494243459539,10.17207014400847,13.198293557902248,16.09380685661681,17.81197581206843,10.506826912893397,11.43985231290162,15.582903892417809,16.301177996697483,11.228271925067101,7.846514332756453,22.04760319936935,9.962829410707416,6.927417258118115,8.935430576970889,20.02561940246624,14.652531515144904,9.962829410707416,20.02561940246624,6.155668844911113,13.198293557902248,17.81197581206843,13.198293557902248,18.20097147218388,17.81197581206843,22.04760319936935
points201,14.03274454790362,18.252764343706588,22.26089085082921,16.5142838096832,9.777747525315759,16.4497416503619,15.542993800940184,13.097199711281636,19.696030008154217,16.81299842666446,12.54282415101123,19.696030008154217,9.165285748102916,17.184613424071745,20.07735713108357,16.546150974288665,6.243377940408495,10.787851621320685,14.905188861081529,22.80376242924964,17.701501576425223,12.54282415101123,10.301190501383143,19.696030008154217,17.162943246241635,9.000194924776082,8.469319854173687,6.423128877805373,10.850136160483066,17.16401411128802,14.981453502690222,14.013014070622738,16.41473508073623,15.63843326425139,17.06426116658101,9.240083543880807,14.013014070622738,17.06426116658101,10.346038998576121,12.54282415101123,19.696030008154217,12.54282415101123,14.690963569551327,19.696030008154217,14.981453502690222
points202,21.86685296574817,21.874976786091565,8.684482861248343,9.927436490239153,10.584800177295593,8.303480461988807,6.864937814698616,24.341037013592384,9.256455382824381,18.094677961452465,23.918751515318622,9.256455382824381,18.134982519836303,17.770513254784653,15.079862626334767,13.050290925813938,18.784357351850506,8.730095995816177,9.594334839984198,8.615810563544791,16.39052998114722,23.918751515318622,9.998547828286993,9.256455382824381,15.588214966303367,9.666465979910063,9.689584402705416,11.637934749722007,8.934666863591518,16.88903921732874,9.839694655684655,15.585936408741254,16.13474857424409,14.566187435842025,13.612919747050771,8.889269942750687,15.585936408741254,13.612919747050771,8.740274073296854,23.918751515318622,9.256455382824381,23.918751515318622,4.947532384225285,9.256455382824381,9.839694655684655
points203,23.110509748105596,23.76957782244027,15.624205601567189,8.117916042994315,10.189791773105089,7.010269743242756,6.615208918837602,22.801357275085472,9.451701505231604,20.379506437362352,22.360983966872254,9.451701505231604,12.274144106493667,19.53909984514945,15.06856158263408,12.583844624478214,13.744224602382998,9.318290944677779,9.55426204699368,12.592988154310708,19.82504922322948,22.360983966872254,12.269310322236825,9.451701505231604,19.114825913883006,8.710871100914023,10.881601797023439,10.333986868079535,9.711741068401365,19.189841478652617,8.941540555317788,18.05659228900618,18.47748458916442,17.648544558687174,13.152413486083868,11.343223581965642,18.05659228900618,13.152413486083868,6.467829333675197,22.360983966872254,9.451701505231604,22.360983966872254,6.501675725891265,9.451701505231604,8.941540555317784
points204,18.246456424730347,19.4490813022263,13.917020687572041,11.971181427391691,11.71598893025509,12.068132960470345,11.655117310349068,19.47982923317559,13.6534761102375,16.743304792315577,19.00043536345983,13.6534761102375,17.881684294985757,16.37825651938459,18.532245344962025,18.49893551678504,14.585465969126268,10.996706637023594,13.213938668167565,16.906095271104757,15.97766448122912,19.00043536345983,8.696246555473444,13.6534761102375,12.290938601511757,10.868011528684091,7.91639769596437,8.134783164735108,11.304863995822187,15.624743509939561,16.30024089981126,11.139084446378385,14.847410180589375,14.176132220618733,18.99217763963225,7.6374727946945065,11.139084446378385,18.99217763963225,9.693560281475067,19.00043536345983,13.6534761102375,19.00043536345983,9.294686561415258,13.6534761102375,16.30024089981126
points205,19.395184070886778,19.85296661740872,10.060270033996495,10.568419900517135,9.974589705946057,10.873633862324088,9.988308756095574,20.684752613194394,11.787500572080917,17.23869334222865,20.21951391129977,11.787500572080917,19.13021648516042,17.147530351304724,18.13911773447517,16.42860999946971,18.331769160550284,10.009920075784184,11.141576869451454,11.396915795328184,15.6156484759219,20.21951391129977,10.553583189074043,11.787500572080917,11.905237659849682,10.404286702081142,9.927115308029398,10.995994148204208,10.338455269027108,16.06601814464184,15.199124162385214,11.514767838994453,15.296727358586674,14.599469768081107,16.94821703745129,9.557101404641127,11.514767838994453,16.94821703745129,10.263673648569673,20.21951391129977,11.787500572080917,20.21951391129977,8.090366161558185,11.787500572080917,15.199124162385214
points206,11.657948578455734,17.729855977209976,18.95636119021144,22.212255924377338,8.8526620040844,18.919162189928663,15.101964256702914,13.791306040669747,20.184503129764863,12.952625859440973,13.24508468484183,20.184503129764863,11.367003625471597,12.344748261784016,21.313597444642106,18.554618894518345,10.646879151503661,7.521544718480973,19.174967225567105,17.128476641541592,13.350339210076498,13.24508468484183,3.993339174959214,20.184503129764863,15.09700197062597,7.163583674043236,3.6585727136019663,3.7673483967013732,7.646626628879927,13.187941876618481,13.049755375646814,12.007834644214897,12.366196108627735,11.016632051444027,19.04715190784821,3.2344770946372656,12.007834644214897,19.04715190784821,11.38634186961263,13.24508468484183,20.184503129764863,13.24508468484183,15.224020422841692,20.184503129764863,13.049755375646814
points207,8.42254875857496,8.00509184062961,15.421264884484003,19.604612797444872,9.715328849291083,22.283477639218255,24.325477203412714,8.04448956893901,23.595011972099165,7.585551983739161,7.430755910716052,23.595011972099165,10.654680413742216,8.17694569248324,18.457945522766543,22.618517927903056,14.519378117919523,12.823378655497482,22.03237151272976,10.21566426547563,8.010562704640373,7.430755910716052,16.391252096802408,23.595011972099165,9.275053628638167,10.484038264123134,15.719794441679221,13.241876481325814,10.741332960973399,5.292969167378521,26.128974771971198,6.194966065593926,4.327331920400142,6.725454613724145,23.059298522478617,15.960983065089335,6.194966065593924,23.059298522478617,12.21558784134492,7.430755910716052,23.595011972099165,7.430755910716052,24.402542418766124,23.595011972099165,26.128974771971198
points208,10.390761149533418,17.442814552688404,13.86190540631712,24.136817873752527,5.83962491571858,20.23684114202368,16.160788343998114,13.324577747649542,21.151804005972608,14.292691054817158,12.772873373213026,21.151804005972608,15.33850363330332,12.853255017653478,23.399855238085404,16.56113164919697,14.57659502315328,4.561539250571914,19.36261927965191,13.70360190706,13.097493628174226,12.772873373213026,2.3591982870016732,21.151804005972608,13.435109964287399,5.114401318658759,2.2515806874988593,3.5901531354892837,4.688492749472485,13.749606628689694,13.510637950405442,12.443353382921941,12.938097599297949,11.800532044619409,17.07905106751715,1.8199443480784947,12.443353382921941,17.07905106751715,8.83370938199477,12.772873373213026,21.151804005972608,12.772873373213026,15.300916868507034,21.151804005972608,13.510637950405442
points209,14.790545429498335,16.455454748782934,19.942702072322263,14.74611833679908,17.97271216602592,15.661745929471884,13.99679479811058,10.95441872585687,17.426550644007694,14.722370925907917,10.374870258366274,17.426550644007694,5.058808496954785,14.617570661135991,11.819588537969311,13.600197511373949,8.086079227412588,18.038217008296485,14.113925353642074,17.60796120554225,14.241599871598897,10.374870258366274,17.38706287683139,17.426550644007694,16.668554483479298,17.2634393610934,16.45948653851582,15.902331990364445,17.794864150633448,12.984005585086589,15.110074067565392,14.308349820755181,12.158542933493012,11.717406832262869,14.155823452948201,16.058716330919243,14.308349820755181,14.155823452948201,19.319180077925118,10.374870258366274,17.426550644007694,10.374870258366274,18.73478407214888,17.426550644007694,15.110074067565392
points210,15.705141396536849,15.538846819057751,18.016266768649853,13.382985254974356,10.577285072132646,14.710707568506962,16.653825333750902,15.479892845237549,17.014985487741896,14.311731115395723,14.953508625940971,17.014985487741896,10.719539033340444,14.481847776453986,15.53719875421028,18.29870114973789,12.712114661094683,10.584439469001556,15.910790228586247,14.24073755655572,13.580451119086979,14.953508625940971,13.798556680571778,17.014985487741896,13.724398138139891,10.010289268674573,12.776146735069004,12.291553151652037,11.144572216223814,11.55504422814396,18.66663895671141,12.068956949486154,10.70353774199399,12.043471894397232,18.794493191450538,12.304937337828516,12.068956949486154,18.794493191450538,5.045240466786398,14.953508625940971,17.014985487741896,14.953508625940971,15.226361373624005,17.014985487741896,18.66663895671141
points211,15.305952426372395,17.459782717641865,14.173018657667198,14.848772761255512,6.434243397779903,15.12580236181747,14.866242746094485,16.893283435121187,16.486585964184332,15.19810961000962,16.38350340935957,16.486585964184332,17.73299730080996,14.824287806619946,22.63125710286524,20.85016292044423,15.791387138526925,7.754752699720948,15.908717790828847,13.677613726290089,14.356909521008166,16.38350340935957,8.418859984488401,16.486585964184332,10.328939105021101,6.439283884895606,7.537180194206263,6.296008779778845,7.836423888702145,14.104944305430678,18.64913431961522,9.163381646893376,13.299911557304155,13.632020042087566,21.31346293494151,7.835456393522846,9.163381646893376,21.31346293494151,5.887639003160793,16.38350340935957,16.486585964184332,16.38350340935957,12.829055586304882,16.486585964184332,18.64913431961522
points212,12.126500940950198,14.089559764805134,20.409303630993996,17.422829739470735,18.080697352988732,18.431940195832315,18.207685410231022,12.061970126782487,20.305108924515302,11.603113651393375,11.49543292308727,20.305108924515302,9.219636023824384,12.124690396807686,12.171017903625968,19.924898654881666,8.430129744117727,18.160239692499783,18.422967968838037,21.873899950670353,12.248093381657494,11.49543292308727,16.080840505274868,20.305108924515302,12.966655444668147,17.865376526129797,15.380830346513537,15.239264271571452,18.40482909218425,11.192290887699492,18.754949418764404,9.660610623793822,10.334172964552009,10.431325807747315,20.399981605750252,14.396140634162284,9.660610623793822,20.399981605750252,17.274961499143338,11.49543292308727,20.305108924515302,11.49543292308727,17.69207210820033,20.305108924515302,18.754949418764404
points213,13.075234303445415,20.0585439826432,15.217649256450601,22.254579282800975,7.887932481351699,17.445404223033524,13.363840658091323,15.22940504732256,18.543635732149873,15.732948783601872,14.70007815393115,18.543635732149873,14.00843607263824,14.939711181641986,22.1495308883515,16.169729688980116,13.364233726416295,5.794047196822339,17.214811114516063,14.568537489684912,14.74684553016851,14.70007815393115,2.2983228486616913,18.543635732149873,14.824586643043741,6.557717694725575,2.0567954911212447,3.7509727685751173,6.555087682063217,15.31978781874785,11.42886446522062,13.346781019877822,14.536896455564321,12.919667355953052,16.692633482645252,1.7013621643270613,13.346781019877822,16.692633482645252,10.071528084919088,14.70007815393115,18.543635732149873,14.70007815393115,13.837925979431578,18.543635732149873,11.42886446522062
points214,7.44429566924307,9.367918070453515,17.745637641637856,18.147551103397728,14.044864992430028,23.300709562621098,23.262176158197136,6.471445633351568,24.05158546909933,12.446524567178775,5.8392322101348135,24.05158546909933,8.972998264987408,12.248198440763261,13.84219051913241,15.864268120538147,8.592102730288063,16.072834001443823,18.03772781016737,18.69841705539602,11.96283494349073,5.8392322101348135,17.820627747432766,24.05158546909933,13.921788678511154,15.504638201573153,17.293950487865537,16.99489702268425,14.65554995502573,9.925991340452402,23.318576300343413,12.037784046264044,9.044794209636283,10.23912030202771,16.391061866899815,16.43658381563288,12.037784046264047,16.391061866899815,16.20282690220614,5.8392322101348135,24.05158546909933,5.8392322101348135,21.472483044977338,24.05158546909933,23.318576300343413
points215,14.313057786569244,19.765236494732555,15.211761027429757,20.259600186979497,3.8146083323315367,16.15825923335481,12.989705492475169,14.779405386988886,18.133600968381334,16.486412279020286,14.244791999188692,18.133600968381334,14.30449383888431,15.604762294120231,25.30708592315647,15.473307734998736,13.387001727668263,2.4963563619912046,15.77298706747263,14.087616803412343,15.881341626556218,14.244791999188692,1.0220715235750928,18.133600968381334,15.71289838576992,2.4302822714504213,0.0,26.373121821642535,25.033764546155922,13.392983916456272,20.523014433945594,14.637827685896529,12.574975185115743,14.891718792031504,15.424323722682786,26.780023645647866,14.637827685896529,15.424323722682786,21.534881763157195,15.722701098063048,16.653291217866258,15.722701098063048,15.140273416199365,16.653291217866258,20.523014433945594
points216,16.46927241911955,16.342277124412554,22.823620021679393,12.443181006232363,14.941430016747198,13.916129479962978,14.75609762675709,12.706707823691461,17.566478774289493,14.87463811959333,12.14774485289081,17.566478774289493,8.282163456418992,15.295167466223374,15.808904323236355,18.130204152621005,6.180006965764831,15.70844146966443,14.010442671756433,22.962526482587037,15.154445117708569,12.14774485289081,14.87085277613675,17.566478774289493,14.84169843583956,13.716804482787252,13.080683981722858,10.794718046069894,15.730523946343915,14.077137957886235,17.667851009416204,11.84693091583166,13.271598419347534,12.840115390683998,18.62814194822221,13.442764454700379,11.84693091583166,18.62814194822221,13.846715175521544,12.14774485289081,17.566478774289493,12.14774485289081,16.24025178345501,17.566478774289493,17.667851009416204
points217,10.806446531626998,12.390526304594411,20.068600469616424,17.337728916734136,9.46929431718641,19.80459263152187,20.10446938719128,10.067578954164865,21.366540978400007,11.056430770135862,9.477612093266899,21.366540978400007,10.247773393614338,11.168960775368099,18.845374259021515,21.653011054916135,9.916950920235733,10.713429126574674,19.460720898576188,17.544229950209186,11.982419829676859,9.477612093266899,11.860413047819176,21.366540978400007,13.041962990978059,8.893904301902298,10.878753937783467,8.72055025168082,9.502460561757415,10.341995481506,21.228158172392476,9.01577333229486,9.468380321309123,10.256434413783419,22.10608706224445,10.864898765786508,9.015773332294856,22.10608706224445,9.59170257547959,9.477612093266899,21.366540978400007,9.477612093266899,20.379921769946602,21.366540978400007,21.228158172392476
points218,14.648460403475578,16.901518084627607,22.810904501722337,14.63607103900894,12.062549361919945,15.80949238269964,15.455940572310462,13.330037975296426,18.306934311184786,14.940920857243054,12.778397746381497,18.306934311184786,9.694789317276888,14.46298682665547,18.23050352049111,19.56517439144385,6.384897532942674,12.3789016798297,16.267610946699467,23.49273991585792,14.920536564188797,12.778397746381497,10.762001427318458,18.306934311184786,13.150979587945008,11.48560832978743,9.489286795805507,8.369917649049848,13.006719964702976,14.433131571192156,17.938328976870192,10.44385058937514,13.63408026882795,13.200143446110948,20.044838312598504,9.309111905653541,10.44385058937514,20.044838312598504,11.034423425142307,12.778397746381497,18.306934311184786,12.778397746381497,15.28787956419298,18.306934311184786,17.938328976870192
points219,16.75538237402009,16.490684028107633,18.871824076484465,11.969357707923303,11.805493844586405,13.618619374549501,14.614709264545644,14.902883717447388,15.76191373647892,16.02840626441963,14.369720925194514,15.76191373647892,11.112555395156107,14.908080877520254,16.369303001868577,17.81404842289568,10.917338833021674,11.741078443977443,14.460718112922166,17.9811484435898,15.812386133526067,14.369720925194514,12.484189934719964,15.76191373647892,14.581204921678104,11.497177799290935,11.466305940049514,11.60368210758253,11.920551296878378,13.245972326486527,19.30382519368489,12.796053702913703,12.425284204616338,13.752992338877673,18.316012357823166,11.052651951314468,12.796053702913703,18.316012357823166,7.395128703593613,14.369720925194514,15.76191373647892,14.369720925194514,14.621549316228979,15.76191373647892,19.30382519368489
points220,12.133931874624754,13.916820696893438,21.780690382055447,15.952232106615746,10.980529421568262,18.42421317402489,18.50817161061319,10.063480397649107,20.745321355156545,15.042499724878864,9.47346538783457,20.745321355156545,9.57925512707178,14.69479245259097,19.907547631443066,18.216839950046026,7.192275016777779,12.602348293359714,15.71077761118011,22.523892623858966,15.197305395245742,9.47346538783457,11.83745839909004,20.745321355156545,13.49282091477824,11.346692709831931,10.505320828889307,9.38682299907663,12.511467996094757,13.418189548841566,21.651172739108,11.345806349059327,12.600640208034267,13.689400702548708,18.713674467236373,10.585775863629557,11.345806349059327,18.713674467236373,11.230484197794413,9.47346538783457,20.745321355156545,9.47346538783457,18.05530905145906,20.745321355156545,21.651172739108
points221,21.75307536816131,20.592352660735827,10.319830032354645,8.401166831881929,11.512499122204858,8.421791567464057,7.848527297759433,22.736584866413327,9.97410751964645,17.547504539275106,22.29545062656733,9.97410751964645,17.067626211286026,16.873867214565667,15.322080870028383,14.155154401896898,18.470429935960393,11.558134799678513,10.116101074371965,8.549427077918486,16.39518910447546,22.29545062656733,13.5222391029383,9.97410751964645,15.086615667823589,11.144173857694174,12.70326173267376,13.041042270382112,11.270923201326749,15.912591410544994,12.484521197012272,14.728544558129578,15.140504313407005,14.331308766794429,14.70371314983445,12.576121511039775,14.728544558129583,14.70371314983445,10.175037081439445,22.29545062656733,9.97410751964645,22.29545062656733,6.411848141341764,9.97410751964645,12.484521197012272
points222,17.15183279490652,13.849005757649863,17.56780026725163,11.019306819166964,13.165828851219135,13.20637224896404,15.531773248333867,15.296413746939068,15.364814267722766,12.73379836792079,14.767874056621546,15.364814267722766,10.751096705913849,12.682449328173302,14.224663363777308,19.3829842252018,12.598585678496091,12.606230712109632,14.82873632203244,14.736130596090641,12.831303097115898,14.767874056621546,13.983463902352764,15.364814267722766,13.291124510665634,12.099582336035297,13.272909348945287,13.358831354268295,12.502701311282177,9.751274560446925,20.99832722261429,10.938770542926074,8.866893092356333,10.388431401760375,19.86496827825413,12.747783410052211,10.938770542926074,19.86496827825413,8.014451797237939,14.767874056621546,15.364814267722766,14.767874056621546,16.004269326402564,15.364814267722766,20.99832722261429
points223,20.58465589592056,20.64705085069127,12.88369055995241,9.645180612852098,12.636589659135732,9.636767119343517,8.571560992036472,21.66798518146347,11.001148189899501,17.67597116620267,21.214297273786862,11.001148189899501,17.080996496080758,16.965767125744872,16.425044484588874,16.322172592839628,15.356425237479177,12.136701825195127,10.809358817113344,14.210442390540159,16.522263551762766,21.214297273786862,11.417821971272895,11.001148189899501,13.525837948678136,12.389582258244559,10.696932581061038,11.67381505498315,12.522195523694151,15.986812814384306,14.448523497485946,12.891762312831816,15.216078454990228,14.936080394607126,16.843135076218296,10.134828254213314,12.891762312831816,16.843135076218296,11.133864894424564,21.214297273786862,11.001148189899501,21.214297273786862,7.28762157972428,11.001148189899501,14.448523497485946
points224,20.09562478934657,20.066789249070723,12.610132681265158,10.45596052791872,11.10835230734221,10.145283840189077,9.511437423438696,21.954512711459408,11.55861323993093,16.816298437645138,21.504190864513074,11.55861323993093,18.230298270790477,15.823699498667233,18.066552338826902,17.928113549459436,16.23688335837789,10.657375001719414,12.35443411309682,14.22099851807365,15.83274459731922,21.504190864513074,9.545819555011164,11.55861323993093,12.784034081043394,10.372541656060632,8.933066061648223,8.973795450942054,10.323703984428883,15.556548284046936,15.082195764781988,11.697245991993682,14.7779720483214,13.90785265444677,18.42862490248301,8.576084426031711,11.697245991993682,18.42862490248301,10.244939410860528,21.504190864513074,11.55861323993093,21.504190864513074,7.4874431457460435,11.55861323993093,15.082195764781984
points225,16.666911193449838,16.838532719019618,17.53278877338284,12.289880762574656,11.29065659559925,13.710615720033742,13.97054679779745,16.718140586513112,15.360024611265752,14.154077813318763,16.20630302210976,15.360024611265752,14.271999206994458,14.283150583478795,18.16472738856352,20.924917554335305,12.060885168246989,11.364974163583545,14.889684769112538,17.703804553027087,13.945786015204412,16.20630302210976,10.433763276035355,15.360024611265752,11.580448665523651,10.62762372644931,9.743220366634649,9.143500018006588,11.914374875012529,12.91025306289867,18.79645007683817,9.370543160295696,12.08344621926194,12.168604173215282,21.38726559313507,9.451745836192753,9.370543160295696,21.38726559313507,8.228631197163777,16.20630302210976,15.360024611265752,16.20630302210976,12.916076798845161,15.360024611265752,18.79645007683817
points226,16.90970319595739,21.063475324288763,23.235881769993828,13.15058930037671,12.515920864040378,13.458149585869771,11.831549501066696,16.23117594673619,16.245573076587096,18.250723943136997,15.713617631691497,16.245573076587096,6.629594755608144,18.50053478021956,15.362940222910236,13.813882183379292,5.906329537136961,11.72667281395532,12.898711177893126,21.393940431000235,19.32648285829534,15.713617631691497,11.75995863140725,16.245573076587096,20.39515351928495,10.476002436409761,9.880555295624765,8.78931976713707,12.383790444737405,18.79855401903186,10.108958437146466,17.41226210485827,18.079065637979635,17.045543618855852,14.366786920874372,10.301200440252599,17.41226210485827,14.366786920874372,9.28159918832158,15.713617631691497,16.245573076587096,15.713617631691497,11.679905779979652,16.245573076587096,10.108958437146466
points227,17.992235623922987,17.638248031453816,12.981870720167477,12.146072597447102,12.129660475341,12.332483277371361,12.03390955075201,20.249648788364397,13.447747618159097,14.40242393534,19.77929858497331,13.447747618159097,18.417794066692746,14.39264932906283,18.442678913318904,20.579380346523447,15.434580511382936,11.72200985844116,13.717994732618138,15.570077997463253,13.254101220149222,19.77929858497331,9.452958504686723,13.447747618159097,9.34666012669504,11.968453603322684,8.755638991884705,9.635431136549002,12.135304804319581,12.988880793729658,18.353887319208514,8.431834790139995,12.16350699627248,11.546913256442227,21.04612868811788,8.222234147078952,8.431834790139995,21.04612868811788,11.085118828361107,19.77929858497331,13.447747618159097,19.77929858497331,9.383998739426604,13.447747618159097,18.353887319208514
points228,13.752177246689838,19.64610985445177,14.359517813897458,21.371452192091635,6.471106146590002,16.741488253127617,13.494574319947542,16.33819801262585,17.98950792735078,14.947667905615567,15.821896968647811,17.98950792735078,15.096068792514426,14.041274913042878,23.184410918049853,17.048049605578676,14.335547089966575,4.486185422849497,17.86421024571374,13.725429335811413,13.965700698765126,15.821896968647811,1.2774070074341415,17.98950792735078,13.582403258371695,4.976789488183984,1.0981892796775592,2.2651987689857473,4.8859123107900775,14.63292463713658,12.078219297900548,12.203778220171595,13.837514705149324,11.985804906802342,17.5597682837302,0.8168407038933206,12.203778220171595,17.5597682837302,7.985848013365631,15.821896968647811,17.98950792735078,15.821896968647811,12.90357270612366,17.98950792735078,12.078219297900548
