,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33
points165,6.031501660854696,18.213437735998248,5.485359171772253,8.34833211696307,7.777217970609857,11.6312687350155,21.324763364837313,17.394187668216425,11.340329062724544,17.198446227657247,22.845528590932606,9.60967477262084,7.166419130589072,20.741259234685064,7.166419130589072,20.741259234685064,7.166419130589072,20.741259234685064,7.166419130589072,8.250443863027973,15.274961636290149,20.741259234685064,16.482278654632896,20.46817622002208,7.166419130589072,9.69610362554876,20.741259234685064,5.601701907642103,17.915957416052017,23.531777552694503,5.568444384246352,8.142178946792095,7.166419130589072
points166,10.729923134553006,19.02199031512081,11.499856178925917,11.113925255368116,10.260043929675026,14.373093988870218,14.379961527621242,17.93925880733187,19.212685069433206,13.0165208665008,14.06990055841937,21.264249714068214,16.554245801287315,13.694945936764368,16.554245801287315,13.694945936764368,16.554245801287315,13.694945936764368,16.554245801287315,9.946515817687995,14.289071039640799,13.694945936764368,13.193789282291139,17.628166971730003,16.554245801287315,19.933368605447065,13.694945936764368,10.727877518185778,12.785336493912983,10.87411403469483,11.409848351656777,9.466799295912045,16.554245801287315
points167,13.178325928410398,14.777659849377581,13.358520408405381,13.267855422084148,13.85420477710715,11.483054622369512,9.431236364285725,11.032744335073806,17.196596679513153,3.8006144259044357,17.181762725662075,25.906589460367083,16.86631242864725,8.67388576204467,16.86631242864725,8.67388576204467,16.86631242864725,8.67388576204467,16.86631242864725,12.749929782202441,14.679897102032543,8.67388576204467,4.336781201438782,18.691047249008193,16.86631242864725,26.22688184476474,8.67388576204467,12.725855545912792,1.9213494249534095,2.4466790479208838,12.769575878419875,13.451577679626332,16.86631242864725
points168,9.09607573531454,18.310187575010676,8.458469689332604,9.854522494727432,8.866982327424697,19.377108199093662,19.157497332349923,11.740565717455706,12.15134677701082,17.982906675077835,11.48509341729788,14.521388898712015,12.796831984770424,18.54231449546851,12.796831984770424,18.54231449546851,12.796831984770424,18.54231449546851,12.796831984770424,8.890080049351198,19.574596837177538,18.54231449546851,17.467717482412517,13.272378910777366,12.796831984770424,14.243884810579692,18.54231449546851,8.522422579676794,16.47281860132484,14.019872816574921,8.544058438144665,9.409965523597078,12.796831984770424
points169,10.264966281710574,17.355746011972133,10.056540159846403,11.13528026736003,10.19400565717585,16.577313682938428,17.902277965084863,14.11644038020461,13.859949886936395,14.758970530415324,13.965586120407204,20.02487081221823,13.397749032477739,17.26874771463249,13.397749032477739,17.26874771463249,13.397749032477739,17.26874771463249,13.397749032477739,9.682946145133497,17.487734841302597,17.26874771463249,13.864734317998227,15.775099294659334,13.397749032477739,18.951538679048806,17.26874771463249,10.28584390049053,12.753674762879667,9.001547322448554,11.24482830799729,10.589331698946527,13.397749032477739
points170,15.492079156808876,11.98517862460496,15.852081454951641,15.909853284482942,14.907685088934242,11.52995931615955,16.75448840873717,26.249741491479796,17.123969515618306,14.986379259104051,16.79158800502349,13.983687119961711,15.677527749332338,16.104181035311758,15.677527749332338,16.104181035311758,15.677527749332338,16.104181035311758,15.677527749332338,14.555024345551358,11.550122891295153,16.104181035311758,14.631332647764216,21.283202763711518,15.677527749332338,14.084023025738693,16.104181035311758,15.34491878299275,16.151374893166636,19.99206282803133,16.336569783573495,14.355691739732423,15.677527749332338
points171,10.331201459351696,18.570940598498666,10.399284085169796,10.72036944957118,9.534447555798767,20.834737995570787,18.57875659281075,14.760883122372713,12.91631459364554,15.747565653950366,8.927920376016099,18.27624026415625,13.38585748763199,17.955114361519396,13.38585748763199,17.955114361519396,13.38585748763199,17.955114361519396,13.38585748763199,9.735674251783454,20.02836277173201,17.955114361519396,15.583031861413954,11.801744604001513,13.38585748763199,17.53728097203362,17.955114361519396,9.363636575023868,15.113699583724479,12.450495776352577,10.594940527615819,8.700220295881445,13.38585748763199
points172,10.938914554146706,18.63924044393532,10.05778937805897,8.440584446262067,8.109663476101986,15.755354880376368,16.138423259159193,14.527602687865299,17.846480571356803,13.867272728305558,13.833528779204633,21.319641253954064,14.203081333172323,15.479110924226058,14.203081333172323,15.479110924226058,14.203081333172323,15.479110924226058,14.203081333172323,7.3890969632970345,17.16569859409181,15.479110924226058,13.32348626179189,15.476946018574207,14.203081333172323,20.25456452976727,15.479110924226058,10.43238044596376,13.368223141128285,10.5667607460941,10.322771856007096,9.233254059476664,14.203081333172323
points173,8.616477574866558,20.89598320864652,9.385488696341126,7.940209216853791,8.19071377795829,9.634071402974739,11.125962938886111,15.3670504006504,23.30794651620758,10.166945179510842,18.148258226118088,23.59619679604912,17.57729906769834,10.393383982275132,17.57729906769834,10.393383982275132,17.57729906769834,10.393383982275132,17.57729906769834,7.85418714972031,12.545692124252284,10.393383982275132,9.622832282023493,20.778957517691865,17.57729906769834,24.327222082351707,10.393383982275132,8.909692792955239,10.540718089571435,8.792792789201313,8.271744429302581,7.667857187970805,17.57729906769834
points174,8.395007831302587,21.05459707628228,8.723168004849702,8.036162871256648,7.558978913477158,15.055109505615656,15.955592232429733,14.923969106029917,18.124995622003155,13.297592951527056,14.6641097303429,21.115620824574172,13.42645182847808,15.293607475011338,13.42645182847808,15.293607475011338,13.42645182847808,15.293607475011338,13.42645182847808,6.955542977884867,16.352937986310735,15.293607475011338,11.662159426355903,16.00635090255915,13.42645182847808,21.156789761081026,15.293607475011338,8.36519904632857,11.640576443186355,8.493310909873175,8.935881077899264,7.366674054888954,13.42645182847808
points175,10.906698382497598,20.272807330853816,11.978052258905402,9.948250023260412,8.48872733615061,12.597350820063308,17.636072462755497,21.61958403699365,19.5835842496089,15.552875586351506,17.16025977994464,18.448266449723352,14.492360074450795,16.998651113604776,14.492360074450795,16.998651113604776,14.492360074450795,16.998651113604776,14.492360074450795,8.951503803846592,12.458615631396325,16.998651113604776,16.583114693288948,20.076541149347047,14.492360074450795,16.842822524581507,16.998651113604776,10.01456101340928,16.3949330814076,15.364064097416968,11.864659913496478,6.2134257645263995,14.492360074450795
points176,12.623385958710715,16.0591547454382,13.633048196482834,14.657836090618279,13.778017695648469,11.36847213657475,12.128001720437265,20.871394355338744,21.790173106714068,14.553464789617745,15.974053792562911,16.61856588338166,20.547112854114147,11.410069462577699,20.547112854114147,11.410069462577699,20.547112854114147,11.410069462577699,20.547112854114147,13.57379443751505,9.599284539207247,11.410069462577699,13.93099197712015,21.521818608948518,20.547112854114147,17.238092037478136,11.410069462577699,12.65933485106775,14.927207576005708,15.440721001477916,12.791442488869123,12.714058612611337,20.547112854114147
points177,9.148015165052719,21.786878557602844,10.90576492926435,10.68957135638959,9.336411814807557,10.201143296538364,13.629393279008223,17.69028087460868,22.11138076745286,14.415429268137588,18.908980900436397,19.90077176127983,18.23151175793639,12.933406708552347,18.23151175793639,12.933406708552347,18.23151175793639,12.933406708552347,18.23151175793639,9.748834410201242,8.72787623532753,12.933406708552347,14.199841807469637,23.133667945613553,18.23151175793639,19.455574976849395,12.933406708552347,9.424796186571841,13.276297151530594,10.008016715137352,10.316226047976915,7.554661581116495,18.23151175793639
points178,6.237377081874755,23.506577319488866,4.922034394515349,2.7291871395653007,1.8336236643238992,13.877263461077785,19.523323386839763,17.217468929645044,14.563435866877798,16.256070394563288,20.68967288923601,16.25444608558513,8.221532786720124,18.913487792115223,8.221532786720124,18.913487792115223,8.221532786720124,18.913487792115223,8.221532786720124,2.2815638993642633,14.87228790679861,18.913487792115223,15.65106193719207,18.90391529821527,8.221532786720124,15.262422999073417,18.913487792115223,4.277195441568891,16.27345390371111,16.98250915199869,4.860487940182017,1.4843537918473189,8.221532786720124
points179,9.730954823701671,20.88796832059703,11.688404433726703,11.252009539505394,9.908629831672966,11.177132134478592,15.303330024747847,20.384490458117178,22.841165405851587,15.656520540106245,17.455104515129783,18.100353941828118,17.301555820018404,14.6318112171123,17.301555820018404,14.6318112171123,17.301555820018404,14.6318112171123,17.301555820018404,10.128111587297498,9.418093687391139,14.6318112171123,15.09502988190774,21.77719532981324,17.301555820018404,18.27441137486412,14.6318112171123,10.453676044790344,15.795965536783081,13.654978927725475,11.585504482106517,8.757801316101213,17.301555820018404
points180,11.038744763995497,17.337096764444194,10.527134372708273,11.168732610070887,9.659444251127573,21.656786786310253,20.29449717131266,16.269355692633987,10.366609202487085,17.28533942235283,9.134690452355791,16.83678327460653,12.317306627177397,19.69593374520486,12.317306627177397,19.69593374520486,12.317306627177397,19.69593374520486,12.317306627177397,9.822645550297961,20.560593683193613,19.69593374520486,16.748248970071415,11.479805795422237,12.317306627177397,15.715808448197084,19.69593374520486,9.499958640369217,16.389715418575104,14.188618064076614,10.887728700822962,8.811833642029685,12.317306627177397
points181,9.519623983114263,17.776824567842585,9.326438783092378,9.960591120316396,10.082356066011956,15.46200173661674,17.47586567972435,5.81841968780658,12.770999213789306,11.688992697495188,16.86987473845598,21.418293062992703,12.034590664415061,16.836102604352856,12.034590664415058,16.836102604352856,12.034590664415058,16.836102604352856,12.034590664415058,9.34744927699154,18.455199889618537,16.836102604352856,12.284218874415103,15.703383863315072,12.034590664415058,20.13307833755228,16.836102604352856,9.34377254982228,9.14371140870967,5.993121011270218,9.381294855755733,10.784979691026486,12.034590664415058
points182,9.543646958637952,20.866308540070424,9.875898483578734,9.327153064999456,7.669561313555138,16.921446153386775,16.626058136312338,17.33888390454628,15.214203902349993,14.033140327187422,12.958991218965622,20.45735591935619,14.065389192886984,15.973873510683315,14.065389192886984,15.973873510683315,14.065389192886984,15.973873510683315,14.065389192886984,8.504632929107121,16.605175688148897,15.973873510683315,14.38755257446781,15.79758511750158,14.065389192886984,19.26501426186033,15.973873510683315,7.944824984976478,14.16200252920967,11.912566724409835,9.702823497363468,5.656661710381796,14.065389192886984
points183,11.797408787952065,17.092773152967176,12.823455160016207,12.797238626828138,11.318691473323272,11.862691769243412,16.060383213678406,25.813615537806882,17.714657944905678,14.594106272361385,17.19222555540261,16.95920745930749,15.575627666932178,15.399930175353592,15.575627666932178,15.399930175353592,15.575627666932178,15.399930175353592,15.575627666932178,11.420186768942264,10.569629447500347,15.399930175353592,14.038255419690865,21.31975433583067,15.575627666932178,16.831589303983524,15.399930175353592,11.196877309532573,15.290588397899391,16.90577251036288,12.909962321730818,9.340858970511402,15.575627666932178
points184,6.383022910809664,23.38224130063096,5.5010672258003455,3.41827043621646,2.260042268895655,14.892627187828106,20.965702434462298,17.227221275279522,13.589505768777265,17.347834997515236,19.619941522728322,16.214691519263035,7.965414152374321,20.376949947282927,7.965414152374321,20.376949947282927,7.965414152374321,20.376949947282927,7.965414152374321,2.711563915219061,15.765202653862968,20.376949947282927,16.713612768814844,18.042752838132277,7.965414152374321,14.98071187606676,20.376949947282927,5.0790665980704786,16.959472299997742,16.15983689002463,5.892444751554439,2.0612636875890824,7.965414152374321
points185,11.293805305171569,17.76281306155447,8.716734154922854,5.938985191550829,5.894235890178141,10.448703493607987,17.442648262892902,15.481108867208906,14.911723947084388,14.034851944753367,24.71136168629133,13.422496705175138,9.057717132786204,16.802399651924794,9.057717132786204,16.802399651924794,9.057717132786204,16.802399651924794,9.057717132786204,5.332513576554048,13.13089923266634,16.802399651924794,12.835085526790321,20.918194276693153,9.057717132786204,14.146811181712732,16.802399651924794,9.075864294740292,13.46224251997593,17.342662763754888,8.286303898715847,7.2589403637647685,9.057717132786204
points186,7.001191788742398,22.518817739810743,5.938907478779894,4.489044762961305,3.054560700594995,15.483003626873085,20.66242512013545,16.9267858335196,13.808495472357869,18.075578406438012,18.181400468512464,15.662972715926198,9.087375645262618,20.06923965935978,9.087375645262618,20.06923965935978,9.087375645262618,20.06923965935978,9.087375645262618,3.347029564123782,15.328636040787465,20.06923965935978,17.62410125871588,17.966991945369703,9.087375645262618,14.374276304308752,20.06923965935978,6.215315475760515,16.979333258049163,15.05978045763261,6.994087832369522,3.9857661550640375,9.087375645262618
points187,10.661499618728405,18.874654798878247,10.973646520933965,10.063927795976667,9.388830207657268,16.18631454831616,15.694391703151469,17.23705906091163,17.435053525575157,13.193640450604692,12.7949051442393,22.55458447161507,15.383554478637059,15.028589004215757,15.383554478637059,15.028589004215757,15.383554478637059,15.028589004215757,15.383554478637059,8.867735330888777,16.038041181718306,15.028589004215757,12.598829623877377,15.92008492417142,15.383554478637059,21.95085713069116,15.028589004215757,10.520290394174467,12.821023044611438,9.58735621831805,11.169136341681142,8.66553450669136,15.383554478637059
points188,11.602938914610261,14.66643558758941,11.523495894018357,14.314230883526191,13.445723370201486,16.514902059156924,14.856176861191683,19.357592391616045,14.55952979301606,14.141225741772635,11.40985592213804,17.38841250787144,16.411903069177473,14.178122061334149,16.411903069177473,14.178122061334149,16.411903069177473,14.178122061334149,16.411903069177473,13.020312057636561,15.025502323328936,14.178122061334149,13.325163148846991,15.925585061895704,16.411903069177473,15.967188965017433,14.178122061334149,10.679035315023151,13.449473972106597,14.856267771884433,11.71243442878936,12.80641403145254,16.411903069177473
points189,12.314589107884313,19.951192595866882,12.862183520319455,8.931866913769543,8.427397439887665,11.624049031902134,15.056149373070934,20.199786071411847,20.088297443873124,12.492470716909844,19.135439443962476,21.525912698058132,15.129682823979206,14.381017551040188,15.129682823979206,14.381017551040188,15.129682823979206,14.381017551040188,15.129682823979206,7.899264309883114,12.379333671972379,14.381017551040188,12.365983491342758,20.647023063040137,15.129682823979206,21.347599198967096,14.381017551040188,12.511278703034796,12.350365811954871,10.174993234732359,13.502289073488107,8.183031734575287,15.129682823979206
points190,9.991553997590675,19.848449928438242,10.482945646981063,9.743225985389126,9.015669278502312,13.579623016569093,14.076922327141949,17.073134950506645,19.415073763967623,11.856706067202774,14.669717459049279,21.284917836482553,15.282874114280181,13.38747724317462,15.282874114280181,13.38747724317462,15.282874114280181,13.38747724317462,15.282874114280181,8.643830035223608,14.4153534741994,13.38747724317462,11.732512166241232,18.091172401844176,15.282874114280181,20.724208161720988,13.38747724317462,9.721049523069462,10.2573551312834,7.736475078014849,10.891490123631968,8.50922728164031,15.282874114280181
points191,13.765281336430606,13.688808145184149,12.94379435728727,14.402816906388574,13.043187067059298,18.78254374236558,19.809406293682553,17.174946486502876,11.488391556822295,19.024855430686603,10.550260613462905,13.407836453847219,14.573654356391694,19.20375234365241,14.573654356391694,19.20375234365241,14.573654356391694,19.20375234365241,14.573654356391694,12.876485474728876,15.350289111679265,19.20375234365241,18.536807512942794,14.624951002135662,14.573654356391694,12.085355332737105,19.20375234365241,12.121345921828535,18.313200084261513,18.661178457393778,12.59300196700175,12.261630186568915,14.573654356391694
points192,13.703723441158214,14.844822090828963,12.972631584129523,12.426273771142878,11.53010247190061,21.699891550761,20.353799105438807,13.957827954683106,11.132942360274882,17.06689747073013,8.192977399356158,16.10726754008753,12.654329609919122,19.75610248965862,12.654329609919122,19.75610248965862,12.654329609919122,19.75610248965862,12.654329609919122,11.166453863863614,21.871356932182152,19.75610248965862,15.872676431546413,10.262501958526784,12.654329609919122,16.015098913332757,19.75610248965862,12.72353969431255,16.023898921691547,14.06465429705446,13.02983104227186,11.71627779058904,12.654329609919122
points193,13.971613801170093,16.181542221441227,14.304131103307006,13.951377460947825,13.471053705530867,16.209469643459315,14.117695845956314,11.328700670375822,14.082947777029663,11.355876388273128,12.637639429341927,21.336360410359543,16.93284320830718,13.428846744358237,16.93284320830718,13.428846744358237,16.93284320830718,13.428846744358237,16.93284320830718,12.917976477184355,16.62926781701927,13.428846744358237,12.45937035367842,14.861802676033461,16.93284320830718,20.02256128009167,13.428846744358237,13.83330057806787,9.366066104345123,6.24193875629017,14.185648211009587,13.311859672391915,16.93284320830718
points194,8.028881696933906,20.33412443600964,4.928760096723798,2.203416142629832,2.034002044852149,16.62371033695875,19.919869758823573,14.441039783782262,11.639263732687404,14.525233412816238,18.410412037124924,16.402628599680042,5.871836528774558,19.315830442005982,5.871836528774558,19.315830442005982,5.871836528774558,19.315830442005982,5.871836528774558,1.7427478071495273,18.918288289728096,19.315830442005982,13.376583780027406,14.656291704935056,5.871836528774558,16.080547009853948,19.315830442005982,5.393711445665752,13.993184099742393,15.303227076978535,5.2646902016034325,3.4332535482712263,5.871836528774558
points195,11.381645213194545,17.03216760922004,10.778218888236323,11.645653032555005,10.411016825687858,20.687777028043634,19.056068135769454,15.745389637197672,11.385389976527549,17.200072584206985,9.58695664329171,16.638579703625926,13.781708697747403,18.439402718658354,13.781708697747403,18.439402718658354,13.781708697747403,18.439402718658354,13.781708697747403,10.313880664686021,17.74525666270028,18.439402718658354,17.33818962379597,12.516116726499973,13.781708697747403,15.327681264327051,18.439402718658354,10.529603719266293,15.957560176827563,13.151108280117992,11.390790505047258,10.637491371396822,13.781708697747403
points196,13.41611697918895,15.105072205111371,13.159985184192026,14.460345758072732,11.927366229267301,16.290309140933907,19.09044157829893,22.24303464814923,12.656360619011174,18.835793964231243,13.997407618343095,12.58128798409568,14.924646644500354,18.474278594294255,14.924646644500354,18.474278594294255,14.924646644500354,18.474278594294255,14.924646644500354,12.650601548557475,13.014633107897998,18.474278594294255,19.95376373333638,18.066712894505873,14.924646644500354,10.176091296748755,18.474278594294255,11.505131244024229,19.060736446987338,20.297296897879267,13.424436861606313,10.432322658816846,14.924646644500354
points197,8.12243964429363,21.440818455632243,10.46759759349314,12.227375037281563,10.654025453242284,10.501119193055962,13.33393847041579,16.4102796223509,21.301574926768843,15.391771616312225,18.751627948791462,16.592830991248963,18.834753305457305,12.633633267132739,18.834753305457305,12.633633267132739,18.834753305457305,12.633633267132739,18.834753305457305,11.150393015874753,7.485691428644795,12.633633267132739,15.51577757701925,23.072274874489988,18.834753305457305,16.691240695335654,12.633633267132739,9.652579417564036,14.665353910518736,12.450229832495918,10.264612348553282,10.200376836415685,18.834753305457305
points198,15.787606491661407,14.024025266922576,15.855470331717633,13.824587239533637,13.442095129570184,9.859233798520687,14.56520297594482,20.550805246222385,21.834053823709233,13.773096398073545,18.171084208481687,18.358982152372473,17.575138317595517,13.882895040459996,17.575138317595517,13.882895040459996,17.575138317595517,13.882895040459996,17.575138317595517,12.198425973183193,10.919863260904275,13.882895040459996,12.83638269550349,21.105437010034983,17.575138317595517,18.79009544229848,13.882895040459996,16.61547354537048,14.27788766935596,14.049665610073685,15.834814066236868,14.686903464996652,17.575138317595517
points199,10.243824071743926,17.591460898380216,12.371411467229336,15.248127495023144,14.878691985177063,10.823251432594509,11.694695658134362,13.602996586227079,20.083537549082322,11.326141982822584,16.895590653245744,21.915426191914616,20.102813709035885,10.970429809720656,20.102813709035885,10.970429809720656,20.102813709035885,10.970429809720656,20.102813709035885,14.34344620034226,13.119957340439782,10.970429809720656,11.777761599871546,20.033392143268436,20.102813709035885,20.61721827443268,10.970429809720656,10.965897164806583,10.405661115519504,8.82024813088902,11.60548621210552,13.273298948604074,20.102813709035885
points200,11.049364444083569,13.449202455979044,11.198609290065924,16.09380685661681,15.582903892417809,13.432372637931225,12.219710101983582,14.23576760450541,15.878716841048004,11.898989320629434,14.011922835921983,19.545707577837284,18.575512824212424,11.503118336191005,18.575512824212424,11.503118336191005,18.575512824212424,11.503118336191005,18.575512824212424,14.652531515144904,13.745058222654388,11.503118336191005,10.790405861656897,17.81197581206843,18.575512824212424,18.543327001032498,11.503118336191005,11.43985231290162,10.17207014400847,10.506826912893397,11.228271925067101,16.301177996697483,18.575512824212424
points201,9.777747525315759,20.07735713108357,10.787851621320685,10.301190501383143,8.469319854173687,14.03274454790362,18.252764343706588,22.26089085082921,17.360949777163633,16.81299842666446,16.5142838096832,16.546150974288665,14.143137041650736,17.624357116932195,14.143137041650736,17.624357116932195,14.143137041650736,17.624357116932195,14.143137041650736,9.240083543880807,13.097199711281636,17.624357116932195,17.184613424071745,19.696030008154217,14.143137041650736,15.58281064141966,17.624357116932195,9.000194924776082,17.701501576425223,17.162943246241635,10.850136160483066,6.423128877805373,14.143137041650736
points202,10.584800177295593,15.079862626334767,8.730095995816177,9.998547828286993,9.689584402705416,21.86685296574817,21.874976786091565,8.684482861248343,8.487826674496723,18.094677961452465,9.927436490239153,13.050290925813938,9.414662064080021,21.299515069445125,9.414662064080021,21.299515069445125,9.414662064080021,21.299515069445125,9.414662064080021,8.889269942750687,24.341037013592384,21.299515069445125,17.770513254784653,9.256455382824381,9.414662064080021,12.03526217590816,21.299515069445125,9.666465979910063,16.39052998114722,15.588214966303367,8.934666863591518,11.637934749722007,9.414662064080021
points203,10.189791773105089,15.06856158263408,9.318290944677779,12.269310322236825,10.881601797023439,23.110509748105596,23.76957782244027,15.624205601567189,6.3750842040490205,20.379506437362352,8.117916042994315,12.583844624478214,10.0850531861324,23.221809296061927,10.0850531861324,23.221809296061927,10.0850531861324,23.221809296061927,10.0850531861324,11.343223581965642,22.801357275085472,23.221809296061927,19.53909984514945,9.451701505231604,10.0850531861324,11.252689405226077,23.221809296061927,8.710871100914023,19.82504922322948,19.114825913883006,9.711741068401365,10.333986868079535,10.0850531861324
points204,11.71598893025509,18.532245344962025,10.996706637023594,8.696246555473444,7.91639769596437,18.246456424730347,19.4490813022263,13.917020687572041,14.465455008448432,16.743304792315577,11.971181427391691,18.49893551678504,12.527018609669629,18.838160518517032,12.527018609669629,18.838160518517032,12.527018609669629,18.838160518517032,12.527018609669629,7.6374727946945065,19.47982923317559,18.838160518517032,16.37825651938459,13.6534761102375,12.527018609669629,17.536103348830547,18.838160518517032,10.868011528684091,15.97766448122912,12.290938601511757,11.304863995822187,8.134783164735108,12.527018609669629
points205,9.974589705946057,18.13911773447517,10.009920075784184,10.553583189074043,9.927115308029398,19.395184070886778,19.85296661740872,10.060270033996495,14.13006938329478,17.23869334222865,10.568419900517135,16.42860999946971,12.703602768782705,19.247949384191223,12.703602768782705,19.247949384191223,12.703602768782705,19.247949384191223,12.703602768782705,9.557101404641127,20.684752613194394,19.247949384191223,17.147530351304724,11.787500572080917,12.703602768782705,15.983067531325005,19.247949384191223,10.404286702081142,15.6156484759219,11.905237659849682,10.338455269027108,10.995994148204208,12.703602768782705
points206,8.8526620040844,21.313597444642106,7.521544718480973,3.993339174959214,3.6585727136019663,11.657948578455734,17.729855977209976,18.95636119021144,17.05648322325583,12.952625859440973,22.212255924377338,18.554618894518345,8.830087617752739,17.093805452132486,8.830087617752739,17.093805452132486,8.830087617752739,17.093805452132486,8.830087617752739,3.2344770946372656,13.791306040669747,17.093805452132486,12.344748261784016,20.184503129764863,8.830087617752739,18.14780239371595,17.093805452132486,7.163583674043236,13.350339210076498,15.09700197062597,7.646626628879927,3.7673483967013732,8.830087617752739
points207,9.715328849291083,18.457945522766543,12.823378655497482,16.391252096802408,15.719794441679221,8.42254875857496,8.00509184062961,15.421264884484003,20.15194896709673,7.585551983739161,19.604612797444872,22.618517927903056,21.904273544255894,7.2268954292257295,21.904273544255894,7.2268954292257295,21.904273544255894,7.2268954292257295,21.904273544255894,15.960983065089335,8.04448956893901,7.2268954292257295,8.17694569248324,23.595011972099165,21.904273544255894,22.82625755343434,7.2268954292257295,10.484038264123134,8.010562704640373,9.275053628638167,10.741332960973399,13.241876481325814,21.904273544255894
points208,5.83962491571858,23.399855238085404,4.561539250571914,2.3591982870016732,2.2515806874988593,10.390761149533418,17.442814552688404,13.86190540631712,18.257041443338522,14.292691054817158,24.136817873752527,16.56113164919697,8.589137434725407,16.802568372361293,8.589137434725407,16.802568372361293,8.589137434725407,16.802568372361293,8.589137434725407,1.8199443480784947,13.324577747649542,16.802568372361293,12.853255017653478,21.151804005972608,8.589137434725407,16.91874572498375,16.802568372361293,5.114401318658759,13.097493628174226,13.435109964287399,4.688492749472485,3.5901531354892837,8.589137434725407
points209,17.97271216602592,11.819588537969311,18.038217008296485,17.38706287683139,16.45948653851582,14.790545429498335,16.455454748782934,19.942702072322263,14.783441872473862,14.722370925907917,14.74611833679908,13.600197511373949,16.68660923299163,15.800776430824712,16.68660923299163,15.800776430824712,16.68660923299163,15.800776430824712,16.68660923299163,16.058716330919243,10.95441872585687,15.800776430824712,14.617570661135991,17.426550644007694,16.68660923299163,14.385350945949167,15.800776430824712,17.2634393610934,14.241599871598897,16.668554483479298,17.794864150633448,15.902331990364445,16.68660923299163
points210,10.577285072132646,15.53719875421028,10.584439469001556,13.798556680571778,12.776146735069004,15.705141396536849,15.538846819057751,18.016266768649853,13.307057831987494,14.311731115395723,13.382985254974356,18.29870114973789,15.981799569587785,14.870770536402937,15.981799569587785,14.870770536402937,15.981799569587785,14.870770536402937,15.981799569587785,12.304937337828516,15.479892845237549,14.870770536402937,14.481847776453986,17.014985487741896,15.981799569587785,16.09883587404267,14.870770536402937,10.010289268674573,13.580451119086979,13.724398138139891,11.144572216223814,12.291553151652037,15.981799569587785
points211,6.434243397779903,22.63125710286524,7.754752699720948,8.418859984488401,7.537180194206263,15.305952426372395,17.459782717641865,14.173018657667198,16.673774741784733,15.19810961000962,14.848772761255512,20.85016292044423,13.826826866028393,16.819784559252632,13.826826866028393,16.819784559252632,13.826826866028393,16.819784559252632,13.826826866028393,7.835456393522846,16.893283435121187,16.819784559252632,14.824287806619946,16.486585964184332,13.826826866028393,19.469772554995863,16.819784559252632,6.439283884895606,14.356909521008166,10.328939105021101,7.836423888702145,6.296008779778845,13.826826866028393
points212,18.080697352988732,12.171017903625968,18.160239692499783,16.080840505274868,15.380830346513537,12.126500940950198,14.089559764805134,20.409303630993996,18.14808959295529,11.603113651393375,17.422829739470735,19.924898654881666,17.92828404279438,13.40029940097624,17.92828404279438,13.40029940097624,17.92828404279438,13.40029940097624,17.92828404279438,14.396140634162284,12.061970126782487,13.40029940097624,12.124690396807686,20.305108924515302,17.92828404279438,19.602185604433476,13.40029940097624,17.865376526129797,12.248093381657494,12.966655444668147,18.40482909218425,15.239264271571452,17.92828404279438
points213,7.887932481351699,22.1495308883515,5.794047196822339,2.2983228486616913,2.0567954911212447,13.075234303445415,20.0585439826432,15.217649256450601,15.182395414798595,15.732948783601872,22.254579282800975,16.169729688980116,7.026999386074087,19.456531652822786,7.026999386074087,19.456531652822786,7.026999386074087,19.456531652822786,7.026999386074087,1.7013621643270613,15.22940504732256,19.456531652822786,14.939711181641986,18.543635732149873,7.026999386074087,15.539903413453718,19.456531652822786,6.557717694725575,14.74684553016851,14.824586643043741,6.555087682063217,3.7509727685751173,7.026999386074087
points214,14.044864992430028,13.84219051913241,16.072834001443823,17.820627747432766,17.293950487865537,7.44429566924307,9.367918070453515,17.745637641637856,24.631068935964567,12.446524567178775,18.147551103397728,15.864268120538147,22.95479128741111,8.609641951164328,22.95479128741111,8.609641951164328,22.95479128741111,8.609641951164328,22.95479128741111,16.43658381563288,6.471445633351568,8.609641951164328,12.248198440763261,24.05158546909933,22.95479128741111,16.78540782035931,8.609641951164328,15.504638201573153,11.96283494349073,13.921788678511154,14.65554995502573,16.99489702268425,22.95479128741111
points215,3.8146083323315367,25.30708592315647,2.4963563619912046,1.0220715235750928,0.0,15.539098458862448,11.079239400050547,12.893249451379859,17.63611458249296,14.092255317361492,8.448665252254816,19.340027644568806,29.817560916902625,10.345977490234038,29.817560916902625,10.345977490234038,29.817560916902625,10.345977490234038,29.817560916902625,26.780023645647866,15.540139053115928,10.345977490234038,14.173153285562295,15.007673473118983,29.817560916902625,22.48432507946913,10.345977490234038,25.48980339790554,13.652557324110965,9.020056903513895,25.033764546155922,25.419186553196372,29.817560916902625
