,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24
points139,16.81428120718975,16.608681638963304,17.007162700425837,18.180594838392892,13.559493850064179,12.299049878945835,10.922034623716955,18.385997451432644,14.488801140205426,12.299049878945835,20.46313323024319,13.716124029369515,12.752292233306614,8.538908397703127,21.476407232659774,9.129881584266581,12.605982109588274,13.717858645212797,12.855545792178294,18.385997451432644,16.32285666742242,8.08467722188777,10.376504510275202,15.781440317791851
points140,16.67591660578962,15.82882330527778,11.574636898607556,21.67691613671183,16.289803698191786,19.340795211564767,11.56891683257501,13.142060128911263,9.895767597523065,19.340795211564767,21.3899994158667,10.073804927846654,4.0122103045521005,12.171656465397648,14.005059592522064,10.829880380573632,20.85959643867935,8.144876307477624,9.152826856071284,13.142060128911263,8.01414251923436,11.464365214381653,7.043273947633807,18.55591992802807
points141,15.257945205882908,12.165556949104628,19.471589190089528,11.256873414734654,16.451210612007507,7.844204418051698,16.768728557629675,20.764872125793573,13.129522316557953,7.844204418051698,19.91687268602818,12.951267404383637,24.164276643128122,12.614943016844917,17.23306366192409,13.485342050278406,8.076206389534201,13.96795671456646,20.18799388155597,20.764872125793573,20.882872451135054,12.007867897940084,14.201039597677866,10.972795749456223
points142,17.073976417382394,11.994362186451136,15.74961944489121,14.766609748885376,22.63202140578666,12.512716931673168,15.106534244684722,17.172109427159317,12.506041236110217,12.512716931673168,18.834068905978935,11.971911729149646,15.50458536036351,4.849979552404766,24.338866369458287,3.6432557364404476,12.068441000378634,12.36359758394552,16.471067982482825,17.172109427159317,16.863986315748832,1.4122897750063006,13.450432253976768,15.068089481057303
points143,17.088817696189082,11.02206121436759,19.48371838337777,9.817202914536185,18.425985288823057,7.451892188894248,17.893114621246667,20.776580257829504,16.646673331515704,7.451892188894248,16.078599709275498,16.582242614601373,23.76947812836275,12.3869367306539,18.069880179263183,12.639749252572818,6.866879929605217,16.983542188805483,21.712652163219772,20.776580257829504,22.100272182544202,11.189722915374634,17.215284043682797,10.428641008851553
points144,18.025492841986416,19.78873158466367,12.381802618030818,18.57282358937107,8.773690905402765,15.636798661291223,11.279774796657192,13.921205336123483,16.18948358967404,15.636798661291223,17.292667949194954,16.02610029091709,11.535299479524898,13.889863688492268,14.319712915287097,15.185712910702366,15.661855697261702,14.718660821993987,12.440162679581988,13.921205336123483,13.246582552761613,17.290607708822584,11.095521265423168,15.490851338564116
points145,16.937226688555686,17.115092626919115,15.685760405652827,15.91472958413322,11.767656148340413,13.32337983133069,14.155499969644463,17.110467235026437,15.688282441161286,13.32337983133069,18.70659125240196,15.368757803060623,18.70510320909452,12.092051359701522,16.096330060450757,12.276420732177565,12.95745954987343,15.6534810821688,15.2551714180177,17.110467235026437,15.969032819538826,13.134005970751822,14.513787402153637,13.483101641200344
points146,15.057367280852903,15.449606736847393,15.867087680274395,16.656526222322565,14.46489278036926,12.431422957782676,13.120874951355503,17.285499788513963,11.129394560399808,12.431422957782676,19.965053085006065,10.811467451613348,7.918893900561713,12.423226607985862,15.362885422979035,12.496301525023526,13.90071336561506,7.351626461968463,14.469584446853226,17.285499788513963,15.019481991053732,13.104575572553033,4.522013993814458,15.178989652057787
points147,17.184330427432407,13.268370746130492,17.890439762815365,13.193481253817206,19.34494904000197,8.536385487169088,14.938785199119751,19.238611819511895,15.1862860222119,8.536385487169088,18.152591620310936,14.819507588299194,14.302936684920809,3.2164419554620873,26.403991841076508,4.446433519737493,7.5433419303101905,14.64011976698117,18.137062658206446,19.238611819511895,21.419294228902892,4.700459379486198,12.39003310602608,13.72051326134459
points148,16.253378367046366,12.695546557468372,18.038730728327923,10.892596339504513,16.647027593527508,8.007451478810092,16.911636936934887,19.381754909303343,14.651512115903339,8.007451478810092,18.330909221743628,14.667265717719589,22.884372529604224,13.868530840633111,16.789536480690842,14.98720729132933,7.658562742393931,14.558582204980995,20.573775252705364,19.381754909303343,21.303304220967625,13.49178504889413,13.986980874264635,11.244570419263503
points149,20.11859302961734,15.271802376607363,14.512375736462712,18.23285538507434,15.932462863550157,14.686896893081725,10.963906912731721,15.977816257394451,16.898388878314538,14.686896893081725,18.04472811435587,15.911529758877046,13.469664355655157,7.822891592608253,21.241316890060034,7.373277465174223,14.291736138007217,15.549658263866519,12.800200159069083,15.977816257394451,14.625848812703346,6.252044781983632,12.030475874734814,16.93197575600459
points150,12.074310203362487,13.192829226216876,16.903937008713168,13.231103032364413,17.22521545385806,12.263824700436645,18.94102253621114,18.286355208181085,10.811717501098508,12.263824700436645,19.488456375229966,8.768981722205872,13.681524737273598,9.460965389166157,15.953751631710464,8.633052238359427,12.41194070655822,8.71182841251779,18.097219960710728,18.286355208181085,16.518193460057322,11.206229909887048,10.033872131500283,9.889159477868784
points151,17.811869337678466,14.695241687578557,16.04658900714965,18.367778185039093,15.567201851724622,13.268614824026091,11.879539895814483,17.458769781475283,13.65660778255255,13.268614824026095,22.43935317287466,13.912772513258885,13.448836103867773,8.346138967290026,21.330399614473777,8.743828681100073,12.905333482563586,13.413510008436054,12.65731248836723,17.458769781475283,16.02150687219963,7.393389022737507,9.816132844847003,16.312326084048777
points152,17.02339562479961,16.683477232105943,13.910850293734944,18.777401202833964,12.418984698604206,15.397817003938112,13.218261526545419,15.397172587278689,12.295339330917837,15.397817003938112,21.93561843651575,12.639864938841596,12.784240894054392,15.782712490213498,15.104513179040435,15.550032407079307,16.320367952496497,11.430439283890864,12.223508276670891,15.397172587278689,12.58367417424193,13.062881206926566,7.91020629692866,15.637217799627676
points153,11.194235502025872,8.092043495405756,22.824102417915157,8.256390099667064,18.807395009947303,5.577317667354504,21.87406123755681,24.001003877576004,12.163688120123034,5.577317667354504,18.153071942224447,12.288014591371438,21.308367040703125,17.330687141203608,12.088097009222723,17.879771583650623,7.49114611118903,12.973783330263627,23.36560412965178,24.001003877576004,21.47183849902703,17.27380052014929,14.97593322347872,5.563545591757834
points154,14.878722488594784,11.396158048372794,22.049254057278898,12.435021767058721,16.912743811459425,6.604550741118544,16.943053976085462,23.253054141879396,13.349884585870823,6.604550741118544,22.039145692662387,13.400616093323757,19.154070392648382,11.146159009270379,20.707534149607525,12.033190348625894,6.92894428140223,14.484446560616224,18.940296132555876,23.253054141879396,22.037793498986577,8.613717493095388,12.523399079225284,10.433769470545466
points155,15.959412055611573,16.458343430827266,15.831482854452085,16.494966121964687,11.495811977456064,13.410663591908618,13.573019434605133,17.251130973380317,13.479874061319455,13.410663591908618,20.445295339791556,13.197612848642427,19.106724741260862,10.596990260522833,17.042646247253412,11.777507517469518,13.122779920930968,14.28330012374092,14.640681892388937,17.251130973380317,15.802608795926767,13.401202552332748,14.49350611177613,14.005497869465934
points156,14.614853533165958,10.811601393202551,21.96907930919546,10.200202056065143,17.993504924800583,5.047404665027409,17.50096936681507,23.175662635766763,13.228548756096083,5.047404665027408,20.491721967689745,13.974567454134972,20.703589429089735,11.375753617315903,19.957958957859578,13.265086878415312,5.401350464205639,13.605825632988214,21.307043509766256,23.175662635766763,23.57558529001925,11.603312961532732,12.310150443519484,10.172772913352233
points157,16.451565631552544,14.808085631268984,14.843213760766522,13.99063719496363,13.624619508912996,13.607254183799332,15.813907564579608,16.29716934040702,14.707813604931538,13.607254183799332,15.927759867228735,15.533332552934414,24.295766883292572,17.8971590148039,10.199024422725746,18.143650376313662,13.762573817469212,16.425312638560317,17.292848369396022,16.29716934040702,15.158543736894977,18.564071014743686,19.36615902338208,12.44014307551242
points158,19.46265826474422,11.404371400621256,14.367166907663101,11.392432030388228,23.4596553646646,11.994622851938281,16.569329152216802,15.837648308878302,17.05577165758761,11.994622851938281,12.08491203984659,16.009327343585344,18.28982288110337,7.67559614907213,19.611973096048153,5.989655038268726,11.327979067833152,16.739786041216508,20.044432861184564,15.837648308878302,17.60939145461638,5.698350386424584,19.711852153168785,13.70624218480114
points159,17.992899345621037,14.185953179912792,17.397416201291776,15.376368977822805,19.38481185185091,10.737579242806143,13.169023260368192,18.762703420827318,14.638592749654162,10.737579242806147,19.720671278078683,14.126145747815103,14.206551439277444,4.005135112402997,25.953679265901478,4.006325110985005,10.000876745675537,13.986056789752535,15.825312958612976,18.762703420827318,18.94535330121486,2.3640619528583153,11.601761879200561,15.587627699755357
points160,17.243570394385547,17.38736385217512,11.780129607552054,15.32708499533079,12.473339374464917,16.29132944352802,14.754144427791681,13.340419221026275,16.289202096852243,16.29132944352802,15.535556579410304,15.728925812133639,19.015526343686,9.29777045898131,16.167431384101683,8.700101977515269,14.435705548620229,15.292155922474876,15.877506312612697,13.340419221026275,14.480918285158527,12.432137948380673,16.36180379740445,13.400217165632892
points161,17.330731770943046,11.300461866595104,19.334095225084326,11.650390382767219,22.744125984036508,7.715155104714356,16.43357595577925,20.632151221923976,15.586858899317166,7.715155104714356,15.99155094309035,14.372321656190126,13.822276641067583,2.907912591743513,26.400059974868057,3.2903570431043527,7.325242173413017,14.43353684613565,19.77124650484486,20.632151221923976,21.63884998515634,2.8282339361971416,13.532153150640854,12.901950016054347
points162,18.639342095118852,14.768630597697705,13.615834972245128,17.263145472162925,16.690041550520462,15.003909580962441,12.715948545286158,15.112398632858024,16.49096344555564,15.003909580962441,17.073058157865137,15.458805209526373,14.618785838935679,7.496989253660933,19.867518598900727,6.769626064515994,14.238758052105082,14.774941018187299,13.827154763840143,15.112398632858024,14.679180571897314,7.735550426158344,13.072977536673557,15.6035495827212
points163,16.199775358962246,15.564840910117507,17.066177575840776,19.897729232361762,13.935137710209672,12.858748619344837,10.265202133608774,18.442963643414426,12.40653408054765,12.858748619344837,21.838135555182536,11.967798671804317,12.585364661541824,10.748952718912753,19.287567215666183,11.519695018035252,14.083756889748024,11.536362468082094,11.037044146049212,18.442963643414426,14.835216497409663,10.296161181115401,8.755844327355119,17.477296006864755
points164,16.610597152604026,11.131554264864471,19.540581216654928,9.330267305349842,18.980980365602786,6.1525199407025735,17.990850576212107,20.831469115161134,16.616005526155803,6.1525199407025735,15.731266099395718,16.72294457129015,20.988805691556664,9.398877606493185,20.64937100709155,10.117945191135329,5.301184807856287,15.95741489942698,22.228332945093555,20.831469115161134,23.676419636390275,9.682754306168267,14.997236218530833,10.261623685554076
points165,21.324763364837313,11.6312687350155,11.340329062724544,15.274961636290149,22.845528590932606,16.46454667753954,11.991070940760581,12.915886218216741,17.198446227657247,16.46454667753954,9.60967477262084,16.482278654632896,17.394187668216425,6.031501660854696,18.213437735998248,5.485359171772253,16.075016090534355,17.915957416052017,15.932706659510481,12.915886218216741,12.830663966287815,8.34833211696307,23.531777552694503,18.029881791213814
points166,14.379961527621242,14.373093988870218,19.212685069433206,14.289071039640799,14.06990055841937,10.062500582826237,15.90645221875393,20.5149557828634,13.0165208665008,10.062500582826233,21.264249714068214,13.193789282291139,17.93925880733187,10.729923134553006,19.02199031512081,11.499856178925917,10.152108976435414,12.785336493912983,16.976797139095,20.514955782863403,18.793111468088767,11.113925255368116,10.87411403469483,11.483237826970045
points167,9.431236364285725,11.483054622369512,17.196596679513153,14.679897102032543,17.181762725662075,11.330093475528159,17.62623574321204,18.568855287608447,3.8006144259044357,11.330093475528153,25.906589460367083,4.336781201438782,11.032744335073806,13.178325928410398,14.777659849377581,13.358520408405381,13.289729869504647,1.9213494249534095,16.562899519720645,18.568855287608447,15.634544315997747,13.267855422084148,2.4466790479208838,11.359899329852041
points168,19.157497332349923,19.377108199093662,12.15134677701082,19.574596837177538,11.48509341729788,16.040609352287795,9.230767224029764,13.698749699463034,17.982906675077835,16.040609352287795,14.521388898712015,17.467717482412517,11.740565717455706,9.09607573531454,18.310187575010676,8.458469689332604,15.707544217783738,16.47281860132484,11.379251951462724,13.698749699463034,13.200589022929085,9.854522494727432,14.019872816574921,17.529733823288502
points169,17.902277965084863,16.577313682938428,13.859949886936395,17.487734841302597,13.965586120407204,14.592507089141487,12.136392411409428,15.348039172605704,14.758970530415324,14.592507089141487,20.02487081221823,13.864734317998227,14.11644038020461,10.264966281710574,17.355746011972133,10.056540159846403,14.232414431151042,12.753674762879667,13.589307255271176,15.348039172605704,14.68556654185787,11.13528026736003,9.001547322448554,15.785943710517305
points170,16.75448840873717,11.52995931615955,17.123969515618306,11.550122891295153,16.79158800502349,10.183289208093205,14.838632842310709,18.49874935359713,14.986379259104051,10.183289208093205,13.983687119961711,14.631332647764216,26.249741491479796,15.492079156808876,11.98517862460496,15.852081454951641,11.549035925737211,16.151374893166636,19.87743306714051,18.49874935359713,17.386858856219124,15.909853284482942,19.99206282803133,12.636436501099757
points171,18.57875659281075,20.834737995570787,12.91631459364554,20.02836277173201,8.927920376016099,15.524217044821752,9.187040486376464,14.43716189123502,15.747565653950366,15.524217044821752,18.27624026415625,15.583031861413954,14.760883122372713,10.331201459351696,18.570940598498666,10.399284085169796,14.973953434502535,15.113699583724479,10.898698943006957,14.43716189123502,13.93907714183058,10.72036944957118,12.450495776352577,18.168214216553352
points172,16.138423259159193,15.755354880376368,17.846480571356803,17.16569859409181,13.833528779204633,12.338238546768556,13.318346545354876,19.196178658001596,13.867272728305558,12.338238546768556,21.319641253954064,13.32348626179189,14.527602687865299,10.938914554146706,18.63924044393532,10.05778937805897,12.799301547512899,13.368223141128285,13.930354204026584,19.196178658001596,16.12824665961739,8.440584446262067,10.5667607460941,14.198152872576866
points173,11.125962938886111,9.634071402974739,23.30794651620758,12.545692124252284,18.148258226118088,5.4273003500577595,17.526415397180916,24.468051475300825,10.166945179510842,5.4273003500577595,23.59619679604912,9.622832282023493,15.3670504006504,8.616477574866558,20.89598320864652,9.385488696341126,7.017940977406579,10.540718089571435,18.82309259424167,24.468051475300825,21.948202675166876,7.940209216853791,8.792792789201313,8.821804325186049
points174,15.955592232429733,15.055109505615656,18.124995622003155,16.352937986310735,14.6641097303429,10.889668386019558,13.20613446380993,19.46502514345768,13.297592951527056,10.889668386019558,21.115620824574172,11.662159426355903,14.923969106029917,8.395007831302587,21.05459707628228,8.723168004849702,11.274668791172163,11.640576443186355,14.791094346644424,19.46502514345768,17.663057622221977,8.036162871256648,8.493310909873175,14.501170606239285
points175,17.636072462755497,12.597350820063308,19.5835842496089,12.458615631396325,17.16025977994464,7.699718895433035,15.772099276323049,20.87297931091823,15.552875586351506,7.699718895433035,18.448266449723352,16.583114693288948,21.61958403699365,10.906698382497598,20.272807330853816,11.978052258905402,7.249614868359618,16.3949330814076,18.915309456331126,20.87297931091823,21.714982166093332,9.948250023260412,15.364064097416968,13.030925759970819
points176,12.128001720437265,11.36847213657475,21.790173106714068,9.599284539207247,15.974053792562911,5.2581418416981265,18.986868243791765,23.002967107637147,14.553464789617745,5.258141841698125,16.61856588338166,13.93099197712015,20.871394355338744,12.623385958710715,16.0591547454382,13.633048196482834,5.948125705200886,14.927207576005708,21.94343487053105,23.002967107637147,23.02515986430925,14.657836090618279,15.440721001477916,7.111867603017337
points177,13.629393279008223,10.201143296538364,22.11138076745286,8.72787623532753,18.908980900436397,3.6212665527224392,20.429094500694724,23.313024142223927,14.415429268137588,3.6212665527224392,19.90077176127983,14.199841807469637,17.69028087460868,9.148015165052719,21.786878557602844,10.90576492926435,2.8261906984558385,13.276297151530594,22.8662848469928,23.313024142223927,26.167936413588926,10.68957135638959,10.008016715137352,7.694823361713079
points178,19.523323386839763,13.877263461077785,14.563435866877798,14.87228790679861,20.68967288923601,13.546729642161106,13.982568289574926,16.027103850927254,16.256070394563288,13.546729642161106,16.25444608558513,15.65106193719207,17.217468929645044,6.237377081874755,23.506577319488866,4.922034394515349,12.23107013546046,16.27345390371111,16.359151346953258,16.027103850927254,16.700271494376654,2.7291871395653007,16.98250915199869,15.63331172465714
points179,15.303330024747847,11.177132134478592,22.841165405851587,9.418093687391139,17.455104515129783,3.582763195636399,18.060842251886733,24.01747452908099,15.656520540106245,3.582763195636399,18.100353941828118,15.09502988190774,20.384490458117178,9.730954823701671,20.88796832059703,11.688404433726703,3.943117676223122,15.795965536783081,22.135321925760056,24.01747452908099,25.043553008617067,11.252009539505394,13.654978927725475,9.51496991159022
points180,20.29449717131266,21.656786786310253,10.366609202487085,20.560593683193613,9.134690452355791,18.027612008419574,9.210667906617738,11.975968746481866,17.28533942235283,18.027612008419574,16.83678327460653,16.748248970071415,16.269355692633987,11.038744763995497,17.337096764444194,10.527134372708273,16.671182235101785,16.389715418575104,10.33504895031381,11.975968746481866,12.230517911173608,11.168732610070887,14.188618064076614,19.06393642669561
points181,17.47586567972435,15.46200173661674,12.770999213789306,18.455199889618537,16.86987473845598,15.50817299497499,12.77786821976561,14.296891090549742,11.688992697495188,15.50817299497499,21.418293062992703,12.284218874415103,5.81841968780658,9.519623983114263,17.776824567842585,9.326438783092378,15.621963671505243,9.14371140870967,12.564730035739464,14.296891090549742,13.286740891349632,9.960591120316396,5.993121011270218,17.146115363559062
points182,16.626058136312338,16.921446153386775,15.214203902349993,16.605175688148897,12.958991218965622,12.379565886430601,13.737377114451066,16.655280672172054,14.033140327187422,12.379565886430601,20.45735591935619,14.38755257446781,17.33888390454628,9.543646958637952,20.866308540070424,9.875898483578734,11.024565725274027,14.16200252920967,14.523966346867818,16.655280672172054,17.914830336487135,9.327153064999456,11.912566724409835,14.738871990720847
points183,16.060383213678406,11.862691769243412,17.714657944905678,10.569629447500347,17.19222555540261,8.906863905286219,17.27102846338634,19.06893221389479,14.594106272361385,8.906863905286219,16.95920745930749,14.038255419690865,25.813615537806882,11.797408787952065,17.092773152967176,12.823455160016207,8.544236143185817,15.290588397899391,20.915807784822604,19.06893221389479,20.411718205142268,12.797238626828138,16.90577251036288,10.826061129384398
points184,20.965702434462298,14.892627187828106,13.589505768777265,15.765202653862968,19.619941522728322,14.263657919691706,12.77944663300836,15.086983439672716,17.347834997515236,14.263657919691706,16.214691519263035,16.713612768814844,17.227221275279522,6.383022910809664,23.38224130063096,5.5010672258003455,12.838538930798618,16.959472299997742,15.413525341736273,15.086983439672716,16.088747333789335,3.41827043621646,16.15983689002463,16.859137929338097
points185,17.442648262892902,10.448703493607987,14.911723947084388,13.13089923266634,24.71136168629133,12.956781017668641,16.713406436478763,16.363301216464546,14.034851944753367,12.956781017668645,13.422496705175138,12.835085526790321,15.481108867208906,11.293805305171569,17.76281306155447,8.716734154922854,13.76087135959134,13.46224251997593,18.203339071328596,16.363301216464546,15.160257560111397,5.938985191550829,17.342662763754888,14.315341131834614
points186,20.66242512013545,15.483003626873085,13.808495472357869,15.328636040787465,18.181400468512464,13.199188420945184,12.529848580712848,15.298370982364156,18.075578406438012,13.199188420945184,15.662972715926198,17.62410125871588,16.9267858335196,7.001191788742398,22.518817739810743,5.938907478779894,11.778075291890831,16.979333258049163,15.875863704598972,15.298370982364156,17.156290459614368,4.489044762961305,15.05978045763261,16.31383389367178
points187,15.694391703151469,16.18631454831616,17.435053525575157,16.038041181718306,12.7949051442393,11.370204436782906,13.854935791818209,18.79903417685675,13.193640450604692,11.370204436782906,22.55458447161507,12.598829623877377,17.23705906091163,10.661499618728405,18.874654798878247,10.973646520933965,11.276092651941012,12.821023044611438,15.124580391489491,18.79903417685675,17.661624255984655,10.063927795976667,9.58735621831805,13.356769701044906
points188,14.856176861191683,16.514902059156924,14.55952979301606,15.025502323328936,11.40985592213804,13.99683755793615,15.19582632479098,16.023333375230436,14.141225741772635,13.99683755793615,17.38841250787144,13.325163148846991,19.357592391616045,11.602938914610261,14.66643558758941,11.523495894018357,13.617545689766134,13.449473972106597,16.196892254333772,16.023333375230436,15.304540049357096,14.314230883526191,14.856267771884433,12.333328657352896
points189,15.056149373070934,11.624049031902134,20.088297443873124,12.379333671972379,19.135439443962476,7.3429847885903605,16.329279112438194,21.36017154030171,12.492470716909844,7.3429847885903605,21.525912698058132,12.365983491342758,20.199786071411847,12.314589107884313,19.951192595866882,12.862183520319455,8.239299005058236,12.350365811954871,18.999271651851284,21.36017154030171,20.718691055198814,8.931866913769543,10.174993234732359,11.711599861734122
points190,14.076922327141949,13.579623016569093,19.415073763967623,14.4153534741994,14.669717459049279,8.774840025045725,14.9373461652038,20.71031861548357,11.856706067202774,8.774840025045725,21.284917836482553,11.732512166241232,17.073134950506645,9.991553997590675,19.848449928438242,10.482945646981063,9.09863087982496,10.2573551312834,16.843059898766814,20.71031861548357,19.853622417244956,9.743225985389126,7.736475078014849,12.756591517798226
points191,19.809406293682553,18.78254374236558,11.488391556822295,15.350289111679265,10.550260613462905,16.501249504324964,13.396204766427363,13.058808767908987,19.024855430686603,16.501249504324964,13.407836453847219,18.536807512942794,17.174946486502876,13.765281336430606,13.688808145184149,12.94379435728727,15.54570482946427,18.313200084261513,15.852932392292383,13.058808767908987,13.363508825314877,14.402816906388574,18.661178457393778,13.878279454004804
points192,20.353799105438807,21.699891550761,11.132942360274882,21.871356932182152,8.192977399356158,18.03844271139566,6.967317838071213,12.71569888200447,17.06689747073013,18.03844271139566,16.10726754008753,15.872676431546413,13.957827954683106,13.703723441158214,14.844822090828963,12.972631584129523,18.600359867932177,16.023898921691547,8.946907675907314,12.71569888200447,10.288461394700652,12.426273771142878,14.06465429705446,20.32238460082442
points193,14.117695845956314,16.209469643459315,14.082947777029663,16.62926781701927,12.637639429341927,13.95284095854023,15.529679018058864,15.5632957588353,11.355876388273128,13.95284095854023,21.336360410359543,12.45937035367842,11.328700670375822,13.971613801170093,16.181542221441227,14.304131103307006,14.295483222132003,9.366066104345123,14.498451992159525,15.5632957588353,14.622076713639746,13.951377460947825,6.24193875629017,12.454812805422977
points194,19.919869758823573,16.62371033695875,11.639263732687404,18.918288289728096,18.410412037124924,17.25574249955491,11.209352477481362,13.204443462121437,14.525233412816238,17.25574249955491,16.402628599680042,13.376583780027406,14.441039783782262,8.028881696933906,20.33412443600964,4.928760096723798,16.63108376462111,13.993184099742393,12.07430423047906,13.204443462121437,12.270884072678047,2.203416142629832,15.303227076978535,19.39495837566293
points195,19.056068135769454,20.687777028043634,11.385389976527549,17.74525666270028,9.58695664329171,16.611013615203177,12.322138137513534,12.959382856115711,17.200072584206985,16.611013615203177,16.638579703625926,17.33818962379597,15.745389637197672,11.381645213194545,17.03216760922004,10.778218888236323,15.313075951978622,15.957560176827563,13.316583199559116,12.959382856115711,13.597690696259527,11.645653032555005,13.151108280117992,15.420480231359985
points196,19.09044157829893,16.290309140933907,12.656360619011174,13.014633107897998,13.997407618343095,13.738293004042792,16.03287499894785,14.186232139688025,18.835793964231243,13.738293004042792,12.58128798409568,19.95376373333638,22.24303464814923,13.41611697918895,15.105072205111371,13.159985184192026,11.576625954830574,19.060736446987338,18.32646871104864,14.186232139688025,17.359084640471124,14.460345758072732,20.297296897879267,12.839381771441856
points197,13.33393847041579,10.501119193055962,21.301574926768843,7.485691428644795,18.751627948791462,3.89078094486187,20.23371122621785,22.53133046475674,15.391771616312225,3.89078094486187,16.592830991248963,15.51577757701925,16.4102796223509,8.12243964429363,21.440818455632243,10.46759759349314,3.4781065048058237,14.665353910518736,24.18179930158827,22.53133046475674,25.511668520799702,12.227375037281563,12.450229832495918,6.219739471721543
points198,14.56520297594482,9.859233798520687,21.834053823709233,10.919863260904275,18.171084208481687,6.572139719059932,18.35675544452264,23.045324518901154,13.773096398073545,6.572139719059934,18.358982152372473,12.83638269550349,20.550805246222385,15.787606491661407,14.024025266922576,15.855470331717633,8.54980699657493,14.27788766935596,20.544898688573575,23.045324518901154,20.40611016162024,13.824587239533637,14.049665610073685,9.687968051376062
points199,11.694695658134362,10.823251432594509,20.083537549082322,13.119957340439782,16.895590653245744,8.751447145417279,18.77402510221457,21.355576883809444,11.326141982822584,8.751447145417279,21.915426191914616,11.777761599871546,13.602996586227079,10.243824071743926,17.591460898380216,12.371411467229336,9.242319819647834,10.405661115519504,18.214926894096372,21.355576883809444,19.708974232868755,15.248127495023144,8.82024813088902,8.709844611027819
points200,12.219710101983582,13.432372637931225,15.878716841048004,13.745058222654388,14.011922835921983,13.23511785727855,18.20097147218388,17.296725246511773,11.898989320629434,13.23511785727855,19.545707577837284,10.790405861656897,14.23576760450541,11.049364444083569,13.449202455979044,11.198609290065924,13.61523911107872,10.17207014400847,17.552924556191652,17.296725246511773,15.306862026397681,16.09380685661681,10.506826912893397,9.119700987977188
points201,18.252764343706588,14.03274454790362,17.360949777163633,13.097199711281636,16.5142838096832,9.73216029106416,14.690963569551327,18.727502917510712,16.81299842666446,9.732160291064154,16.546150974288665,17.184613424071745,22.26089085082921,9.777747525315759,20.07735713108357,10.787851621320685,8.552014655812377,17.701501576425223,18.23902796983712,18.727502917510712,20.403887764400167,10.301190501383143,17.162943246241635,13.54149032413575
points202,21.874976786091565,21.86685296574817,8.487826674496723,24.341037013592384,9.927436490239153,21.448171904088888,4.947532384225285,10.162407581962002,18.094677961452465,21.448171904088888,13.050290925813938,17.770513254784653,8.684482861248343,10.584800177295593,15.079862626334767,8.730095995816177,22.087945556355095,16.39052998114722,6.331435462881374,10.162407581962002,6.77759313783496,9.998547828286993,15.588214966303367,22.878592006894444
points203,23.76957782244027,23.110509748105596,6.3750842040490205,22.801357275085472,8.117916042994315,22.635803978218355,6.501675725891265,8.123008323158938,20.379506437362352,22.635803978218355,12.583844624478214,19.53909984514945,15.624205601567189,10.189791773105089,15.06856158263408,9.318290944677779,21.244572672496822,19.82504922322948,7.962006808269716,8.123008323158938,7.626596245190358,12.269310322236825,19.114825913883006,21.68825148574455
points204,19.4490813022263,18.246456424730347,14.465455008448432,19.47982923317559,11.971181427391691,14.489812094835337,9.294686561415258,15.932524368168334,16.743304792315577,14.489812094835337,18.49893551678504,16.37825651938459,13.917020687572041,11.71598893025509,18.532245344962025,10.996706637023594,14.576121053953372,15.97766448122912,11.4796139525283,15.932524368168334,14.339565388201088,8.696246555473444,12.290938601511757,17.719964824698767
points205,19.85296661740872,19.395184070886778,14.13006938329478,20.684752613194394,10.568419900517135,15.52590145436612,8.090366161558185,15.608781552884931,17.23869334222865,15.52590145436612,16.42860999946971,17.147530351304724,10.060270033996495,9.974589705946057,18.13911773447517,10.009920075784184,16.290884940596595,15.6156484759219,10.203560570964429,15.608781552884931,12.613354010049196,10.553583189074043,11.905237659849682,18.64522010885838
points206,17.729855977209976,11.657948578455734,17.05648322325583,13.791306040669747,22.212255924377338,11.352984357710808,15.224020422841692,18.433605827328055,12.952625859440973,11.352984357710808,18.554618894518345,12.344748261784016,18.95636119021144,8.8526620040844,21.313597444642106,7.521544718480973,11.619893792383797,13.350339210076498,17.503946599960496,18.433605827328055,17.315527953702656,3.993339174959214,15.09700197062597,15.216395590855416
points207,8.00509184062961,8.42254875857496,20.15194896709673,8.04448956893901,19.604612797444872,6.589460878681018,24.402542418766124,21.42161342027509,7.585551983739161,6.589460878681018,22.618517927903056,8.17694569248324,15.421264884484003,9.715328849291083,18.457945522766543,12.823378655497482,6.47203804700837,8.010562704640373,23.590013742142236,21.42161342027509,22.497749966872767,16.391252096802408,9.275053628638167,3.813273298960208
points208,17.442814552688404,10.390761149533418,18.257041443338522,13.324577747649542,24.136817873752527,9.713804337539619,15.300916868507034,19.592487034306277,14.292691054817158,9.713804337539619,16.56113164919697,12.853255017653478,13.86190540631712,5.83962491571858,23.399855238085404,4.561539250571914,9.881144048505682,13.097493628174226,17.99822717120369,19.592487034306277,19.065885314864865,2.3591982870016732,13.435109964287399,14.717004010033007
points209,16.455454748782934,14.790545429498335,14.783441872473862,10.95441872585687,14.74611833679908,12.137254767033733,18.73478407214888,16.2394724150191,14.722370925907917,12.137254767033733,13.600197511373949,14.617570661135991,19.942702072322263,17.97271216602592,11.819588537969311,18.038217008296485,12.71263566412667,14.241599871598897,20.50830331775126,16.2394724150191,16.215491110683924,17.38706287683139,16.668554483479298,10.370320639075688
