,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48,dim49,dim50,dim51,dim52,dim53,dim54,dim55,dim56,dim57
points137,18.88717983862884,16.988492145483136,16.897240250513462,14.086772446780634,12.995814780818066,16.637474058385948,16.90319427147785,8.483408045520989,13.125735967343552,14.214660395451668,14.832180808996984,18.766612259206905,8.818873367324368,15.947494625222099,15.536562248445703,15.695415484696685,14.897488139781048,13.376221263288446,17.85664373295977,14.460693119582075,13.031339164473538,7.742291311970553,13.84120695216844,12.985535871468473,13.709589794418035,14.077926674711573,9.361823282495068,14.69741284212521,10.972797770971397,17.41675763470831,14.667791336106033,9.334664077335324,14.371684359358682,13.709589794418035,4.05060417854838,11.112353535432144,15.44240328222354,15.89589118850767,17.41675763470831,11.873390865129137,15.589442773998732,15.20664750100647,13.815400503428563,14.747833387378844,14.27411783189587,10.42130768542973,10.42795167503704,13.87301687444488,10.039730386137983,11.265850754484298,20.42829193838092,23.72177288934214,14.940806216813634,20.34657291051301,14.747833387378844,12.110658084068982,13.87301687444488
points138,14.966669893947348,10.458284824712344,12.214043410649248,4.823341798731832,18.640753352738933,13.147836728778955,22.663988852747224,9.401329599138423,17.186021633302953,19.174319460200444,24.157452649591697,16.92901835860849,10.652632298745578,12.883732455579144,12.375639301792104,11.163059009941534,7.992320571366425,20.16662696255771,23.675699756304148,9.485245963009591,18.328900263297143,9.337176763625685,4.486249956570486,17.05874665225689,6.303556808797453,19.053373831284052,10.101383024342525,24.05236983772316,10.363509184222007,23.10419039003707,12.352172115374069,4.744016282272153,11.250150252404985,6.303556808797455,10.818588245484614,16.421736561368263,11.65543843262372,21.609071685332186,23.10419039003707,7.135626054975333,11.506709941808028,22.49631777869858,14.373165973173032,21.751608509388433,21.34076821181272,6.236875582283576,6.308579406667414,11.515193850518845,5.9959268872759175,7.0518609970421675,18.614121100173158,16.94273619872312,22.323902426869715,18.738346929453783,21.751608509388433,11.707166496202401,11.515193850518845
points139,16.81428120718975,16.608681638963304,18.180594838392892,12.605982109588274,13.559493850064179,14.488801140205426,20.46313323024319,8.538908397703127,10.922034623716955,12.855545792178294,16.32285666742242,12.752292233306614,9.129881584266581,13.716124029369515,13.717858645212797,15.781440317791851,10.376504510275202,13.771165451340678,21.476407232659774,15.82413419487203,13.670607180822026,8.384102642503882,12.345785822540897,10.774819481301176,9.097795246912472,12.714485599421618,8.920028666316917,16.192833971752744,5.134720499955991,20.93136194066355,12.855937559116974,7.156285745850787,11.843629300588315,9.097795246912472,8.40204962352326,18.27268847232427,15.326440216952356,20.034360466721726,20.93136194066355,8.08467722188777,17.805327213706295,20.48433484349534,19.159793919436847,19.271043047418797,18.900828243556514,7.696570628643772,7.4708636412710065,12.028140776887803,7.123980219779977,8.077805462414872,19.74316510839076,19.363221208817087,20.0296814285979,19.69939310482181,19.271043047418797,17.091905135182657,12.028140776887803
points140,16.67591660578962,15.82882330527778,21.67691613671183,20.85959643867935,16.289803698191786,9.895767597523065,21.3899994158667,12.171656465397648,11.56891683257501,9.152826856071284,8.01414251923436,4.0122103045521005,10.829880380573632,10.073804927846654,8.144876307477624,18.55591992802807,7.043273947633807,14.582097511160148,14.005059592522064,19.538640002979196,12.660824797305942,11.599832593583843,20.680949115760093,11.42376091148458,6.699901966850415,8.99997979131445,10.489482811241418,7.857670678533554,9.26498751709037,21.846424789990188,9.755594069285408,14.35847032543271,7.794030781678223,6.699901966850414,11.962720085684484,24.17198611978207,11.745122413272995,21.643563477977455,21.846424789990188,11.464365214381653,17.154868736164474,21.220910165554912,15.378793629783278,14.402932543060821,22.312009042351857,12.338869494907938,11.008984507275866,8.87129132730803,11.919066422150848,12.06913640616728,17.113958827837095,15.79673590573906,20.481608922653088,16.456764958687454,14.402932543060821,24.31700785011566,8.87129132730803
points141,15.257945205882908,12.165556949104628,11.256873414734654,8.076206389534201,16.451210612007507,13.129522316557953,19.91687268602818,12.614943016844917,16.768728557629675,20.18799388155597,20.882872451135054,24.164276643128122,13.485342050278406,12.951267404383637,13.96795671456646,10.972795749456223,14.201039597677866,18.391327987469655,17.23306366192409,8.468344710003997,17.17029584292092,12.204493998286896,7.771254132196195,16.640125206768243,10.57106732843295,20.070275084289648,13.687526418165266,20.767365662097454,14.624531032341917,20.39205784497271,13.435266370550881,9.465189113962733,11.746618021992006,10.57106732843295,12.636141272190436,7.435813246515022,12.581292183241711,16.679421496372594,20.39205784497271,12.007867897940084,11.926310009601428,19.36459177473133,10.472467840310063,17.690559837215364,14.986853374644749,11.065011589748737,10.79892108514485,12.618028266934976,10.47617047262561,11.972131934471015,15.935958530910614,15.12221497211774,19.60079862801896,15.847045821944402,17.690559837215364,4.587910867990042,12.618028266934976
points142,17.073976417382394,11.994362186451136,14.766609748885376,12.068441000378634,22.63202140578666,12.506041236110217,18.834068905978935,4.849979552404766,15.106534244684722,16.471067982482825,16.863986315748832,15.50458536036351,3.6432557364404476,11.971911729149646,12.36359758394552,15.068089481057303,13.450432253976768,18.56934406489338,24.338866369458287,12.197102706128637,15.795463918205762,3.3657934347700094,11.802933595209613,14.97263962760942,10.904976045295907,16.34151708816501,3.4028951809916665,16.735686199084036,12.127391385889801,19.323043215242773,12.43155136005628,1.3249849290773354,10.250926742842832,10.904976045295907,7.8769030333167915,13.485814485026198,12.115159317955431,15.961450591212534,19.323043215242773,1.4122897750063006,13.597693713422059,18.88261236007775,12.758442497002262,14.138315150649017,15.75501426545302,1.229326458252131,1.2508575274337796,11.596019838253746,1.1354547248360418,1.2104609923254692,24.616667192353223,19.88922540264414,18.627545432646205,24.75967830617652,14.138315150649017,13.668291601907223,11.596019838253746
points143,17.088817696189082,11.02206121436759,9.817202914536185,6.866879929605217,18.425985288823057,16.646673331515704,16.078599709275498,12.3869367306539,17.893114621246667,21.712652163219772,22.100272182544202,23.76947812836275,12.639749252572818,16.582242614601373,16.983542188805483,10.428641008851553,17.215284043682797,19.58038670686908,18.069880179263183,6.938832980827687,17.96418393843527,11.570184835983564,6.549979049982746,17.768090530609758,14.487525707983254,21.599786813465958,12.790684210851506,21.988640744310903,16.123838187813018,16.602664013285988,15.870926208153442,8.300632063350212,14.880231852115552,14.487525707983254,11.51681936181866,6.624298628318072,13.979545567285088,12.952079510015567,16.602664013285988,11.189722915374634,10.795707811713456,15.40354906225113,9.09994621747102,16.15769904606308,11.902118435415248,9.505175858043396,9.626841676467562,15.098079733141045,9.259114966502949,10.82604005437093,16.605940809918675,16.24336481880451,14.990795652087433,16.486660707001814,16.15769904606308,4.960056970571954,15.098079733141045
points144,18.025492841986416,19.78873158466367,18.57282358937107,15.661855697261702,8.773690905402765,16.18948358967404,17.292667949194954,13.889863688492268,11.279774796657192,12.440162679581988,13.246582552761613,11.535299479524898,15.185712910702366,16.02610029091709,14.718660821993987,15.490851338564116,11.095521265423168,10.464405311190049,14.319712915287097,16.240839597294727,11.576813516232445,14.63211053044018,15.431852646249464,11.133698449191968,10.680844272717774,12.29778019699892,15.068008813366518,13.106767148044181,7.524665132925709,17.80127149312444,14.039536041860083,16.02459381333279,13.535917768061722,10.680844272717774,12.490287482949125,17.322118680495326,16.57012564598378,18.870164173618214,17.80127149312444,17.290607708822584,17.445609285063565,18.2334360350979,16.971949571353022,18.01783198926038,18.16499671222996,16.299854053142774,15.954495589076371,13.233311181723833,15.972472426726062,17.55766760531574,13.044254642649786,15.26830695149503,17.064093137317265,13.399123323807501,18.01783198926038,17.086021675562755,13.233311181723833
points145,16.937226688555686,17.115092626919115,15.91472958413322,12.95745954987343,11.767656148340413,15.688282441161286,18.70659125240196,12.092051359701522,14.155499969644463,15.2551714180177,15.969032819538826,18.70510320909452,12.276420732177565,15.368757803060623,15.6534810821688,13.483101641200344,14.513787402153637,13.24457634170399,16.096330060450757,13.416869836363968,13.999654924767713,11.566839437642939,12.700735998530291,14.01857792341207,12.388831009454837,15.121749957929678,12.390900621941315,15.837883795763357,10.124010258398561,19.19718894769374,13.364072068680024,11.498693768743287,13.617030645145688,12.388831009454837,7.15110993594373,11.628840487896928,14.512000153006934,16.364076418055657,19.19718894769374,13.134005970751822,14.553985752624696,17.402880335154872,14.59241221177057,18.589988760044964,14.666791715109342,12.029504550062928,11.653403610396566,12.545536398401257,11.472881225691612,13.10682275942927,17.20099773627831,20.616203774376224,16.99398895225333,16.490034088157685,18.589988760044964,11.25462879331375,12.545536398401257
points146,15.057367280852903,15.449606736847393,16.656526222322565,13.90071336561506,14.46489278036926,11.129394560399808,19.965053085006065,12.423226607985862,13.120874951355503,14.469584446853226,15.019481991053732,7.918893900561713,12.496301525023526,10.811467451613348,7.351626461968463,15.178989652057787,4.522013993814458,14.97642409545351,15.362885422979035,14.204957567978774,13.5650901949192,12.83095285899109,13.653309533914326,12.980659381399288,5.207821341938235,14.33366222631487,12.630189705256269,14.885310260379322,9.386771787120795,20.439624682402147,10.709922534468783,14.241252695330184,6.861647261606965,5.207821341938235,13.780074927000618,22.323245374270567,11.815995054558524,24.90010210056985,20.439624682402147,13.104575572553033,15.594330663966328,22.83295118293761,15.2673077722467,17.143442309528982,24.892230656672112,13.239645258168581,11.842415607451155,9.843013105850742,12.250252716733925,14.188792375790097,15.186442916830813,13.97641318817492,20.396875724315464,15.215346902875508,17.143442309528982,19.499659452145572,9.843013105850742
points147,17.184330427432407,13.268370746130492,13.193481253817206,7.5433419303101905,19.34494904000197,15.1862860222119,18.152591620310936,3.2164419554620873,14.938785199119751,18.137062658206446,21.419294228902892,14.302936684920809,4.446433519737493,14.819507588299194,14.64011976698117,13.72051326134459,12.39003310602608,17.24457219171747,26.403991841076508,10.525804666489329,15.615574318962775,3.464826088567301,7.233124761996485,14.804356586199141,11.035560044086742,18.012815127804316,4.307781823232901,21.30549503229716,10.937922483329166,18.650244318867845,14.533193067067364,3.0541866216675784,13.315869101354338,11.035560044086742,7.05558057152309,15.700462420360994,13.754111429502418,17.12456680787455,18.650244318867845,4.700459379486198,13.766370154500727,18.018441820764092,13.84732664092282,16.917198921939836,16.840211687164494,3.654718440952149,4.564457802089207,13.735965456457585,3.8692485234555556,4.921077071797147,24.183914102027543,20.711889145386884,17.882062306759355,24.6598172869135,16.917198921939832,14.001198160157864,13.735965456457585
points148,16.253378367046366,12.695546557468372,10.892596339504513,7.658562742393931,16.647027593527508,14.651512115903339,18.330909221743628,13.868530840633111,16.911636936934887,20.573775252705364,21.303304220967625,22.884372529604224,14.98720729132933,14.667265717719589,14.558582204980995,11.244570419263503,13.986980874264635,17.840220759106515,16.789536480690842,8.081335280306206,16.835563426604015,13.836127715706846,7.349484001137364,16.783488506580163,11.246926577843416,20.45728451398744,15.321864012751218,21.189135793156282,14.454489968648682,18.826291104243154,14.528112578326676,10.674473573849763,12.832354407848573,11.246926577843416,13.96004830942175,8.63967455225936,13.243560720311066,16.412740196037152,18.826291104243154,13.49178504889413,11.782611565652983,18.207489393789846,10.628129764444738,17.056289737184613,15.205918030809196,12.004878148249045,12.010807235956491,13.730792372205064,11.557660252291742,13.460371422634225,14.240365466781936,13.796145895772746,17.743542366762902,14.20176419171581,17.056289737184613,5.477527230448642,13.730792372205064
points149,20.11859302961734,15.271802376607363,18.23285538507434,14.291736138007217,15.932462863550157,16.898388878314538,18.04472811435587,7.822891592608253,10.963906912731721,12.800200159069083,14.625848812703346,13.469664355655157,7.373277465174223,15.911529758877046,15.549658263866519,16.93197575600459,12.030475874734814,15.161313132174984,21.241316890060034,15.879656009836916,13.303552440232057,7.471480853103389,14.048195765485412,10.816825062450592,11.67110184042804,12.658963784456727,7.899361286857074,14.490424028808237,8.168814664142616,18.543754419216146,15.666384274989882,5.981308523949114,14.463784667754673,11.67110184042804,5.845586418263639,17.001472652753787,17.710752831416595,17.767245867594216,18.543754419216146,6.252044781983632,17.76322343501091,17.1664817554865,16.38227109439074,14.73847931112432,17.208177449027914,5.704142242321478,5.38755784229992,14.889809878126224,5.350514189567985,6.632888251378677,20.87565777804537,21.923859309508963,17.044369588607204,20.619648582148724,14.73847931112432,16.287090871306155,14.889809878126224
points150,12.074310203362487,13.192829226216876,13.231103032364413,12.41194070655822,17.22521545385806,10.811717501098508,19.488456375229966,9.460965389166157,18.94102253621114,18.097219960710728,16.518193460057322,13.681524737273598,8.633052238359427,8.768981722205872,8.71182841251779,9.889159477868784,10.033872131500283,17.323123689726014,15.953751631710464,10.565774195317275,17.69795954878445,8.85299496131766,12.1498272139347,18.81933425276748,9.248394679869135,17.97284559897637,7.803032942879879,16.388792580358945,15.529344024776506,19.96909727511084,7.656426784149561,11.833135873127,7.709312062929,9.248394679869135,7.177780140075486,13.875113517947836,8.034248929413458,19.384124109021293,19.96909727511084,11.206229909887048,9.742006569604662,19.338537200225954,9.644168320621606,20.464005001088687,19.251473351825407,11.317704063845156,10.039627361667826,6.73386522907367,10.448414683018187,11.56017740996469,19.913297221846424,20.589490015808334,19.859438849788866,19.226578703854734,20.464005001088687,17.064727026205944,6.73386522907367
points151,17.811869337678466,14.695241687578557,18.367778185039093,12.905333482563586,15.567201851724622,13.65660778255255,22.43935317287466,8.346138967290026,11.879539895814483,12.65731248836723,16.02150687219963,13.448836103867773,8.743828681100073,13.912772513258885,13.413510008436054,16.312326084048777,9.816132844847003,15.760847082085423,21.330399614473777,16.022998535123744,14.544588567021346,8.23651800284516,12.648094905121132,11.735372781692625,8.215637801516271,12.5156212591699,9.10092936026271,15.89052488917251,6.988582340518726,22.882415371730264,13.224707421766748,6.450233164014704,12.372850527619246,8.215637801516271,7.084421495757977,18.427508775945856,14.912226090511382,20.363370214682206,22.882415371730264,7.393389022737507,16.842528402735304,20.524602954344164,17.46269972986829,17.51714084686443,19.474304644115755,6.8399086218825635,6.883552348040539,12.403631731920918,6.672067338629306,7.156302521859933,20.336080367274302,20.683001121767735,20.398927941653618,19.848212226381985,17.51714084686443,16.414849715523314,12.403631731920918
points152,17.02339562479961,16.683477232105943,18.777401202833964,16.320367952496497,12.418984698604206,12.295339330917837,21.93561843651575,15.782712490213498,13.218261526545419,12.223508276670891,12.58367417424193,12.784240894054392,15.550032407079307,12.639864938841596,11.430439283890864,15.637217799627676,7.91020629692866,13.69338960181435,15.104513179040435,16.458183676565127,13.068684574123962,15.167882996147807,16.096871262229858,13.078355967453145,6.806262337759468,12.080436117728519,15.192247372046106,12.441748532063787,8.541226556214712,22.385095531706867,11.262391246461675,12.49180442489402,9.862477055536374,6.806262337759468,14.062475441704176,17.105608872010883,13.388617105436351,21.02373600514838,22.385095531706867,13.062881206926566,15.496405690047395,22.413414034612497,16.04135137516833,18.293206459387317,21.424802793581087,12.709731824493778,12.039614010074043,10.405550952087758,12.619271167442058,13.547447258628864,12.608686086782619,13.693551492329979,21.095590574675477,12.858869352343293,18.293206459387317,15.687738951981235,10.405550952087758
points153,11.194235502025872,8.092043495405756,8.256390099667064,7.49114611118903,18.807395009947303,12.163688120123034,18.153071942224447,17.330687141203608,21.87406123755681,23.36560412965178,21.47183849902703,21.308367040703125,17.879771583650623,12.288014591371438,12.973783330263627,5.563545591757834,14.97593322347872,22.62715199937589,12.088097009222723,5.280619169360468,22.270039824071553,17.509380860372612,7.180413227600611,21.76170970160623,12.114866726681383,23.25800062493318,17.183856399591335,21.358206566693035,20.641267539360932,18.650718524039625,10.187071385271604,16.721722417084653,11.442900865037803,12.114866726681386,16.31827586546815,6.709812117670147,8.467314642677737,14.249698199221683,18.650718524039625,17.27380052014929,6.7927526527031175,17.10515311417223,4.9645231041869895,21.759440733835103,14.193838247798524,16.69990992806001,15.642264324821113,9.310632623504587,16.23610790406013,17.53967665891429,11.003740897811584,11.434067177921355,17.710259742819783,10.497785867674763,21.759440733835103,7.0164504723814956,9.310632623504587
points154,14.878722488594784,11.396158048372794,12.435021767058721,6.92894428140223,16.912743811459425,13.349884585870823,22.039145692662387,11.146159009270379,16.943053976085462,18.940296132555876,22.037793498986577,19.154070392648382,12.033190348625894,13.400616093323757,14.484446560616224,10.433769470545466,12.523399079225284,19.19138385459705,20.707534149607525,9.720014257543516,18.16768680655957,10.82760757531454,6.612656622048665,16.815005555649254,8.976151778544022,18.81860553675013,11.077604221396012,21.92596317224498,11.76874308912457,22.48730440226651,12.839216932899017,6.4673194841592405,12.353631983032756,8.976151778544024,11.8115567989145,13.028148435033145,12.535468181771995,17.60636864226672,22.48730440226651,8.613717493095388,11.751020838353766,20.88161503135544,13.086762508354449,21.054970042378685,16.70372684507506,7.894108026638136,7.898439644003494,12.011115405393996,7.780348983348188,8.146072061765732,17.490557957363436,15.94814605345121,21.27224925756033,17.235449306403964,21.054970042378685,9.645580072702643,12.011115405393996
points155,15.959412055611573,16.458343430827266,16.494966121964687,13.122779920930968,11.495811977456064,13.479874061319455,20.445295339791556,10.596990260522833,13.573019434605133,14.640681892388937,15.802608795926767,19.106724741260862,11.777507517469518,13.197612848642427,14.28330012374092,14.005497869465934,14.49350611177613,13.927493937589167,17.042646247253412,14.033315467629974,14.161780211487239,9.995146960423181,12.867689800042843,13.434243177014128,11.253724041290145,14.505304326663673,11.485673868518662,15.670929994250807,9.718054808278783,20.913751209885117,11.938946956301537,10.886818808725122,11.838245768762233,11.253724041290145,8.23419279654565,10.210450940747446,13.51479306154236,16.807240869899502,20.913751209885117,13.401202552332748,15.139686513646186,18.91357621539668,14.964038953606321,18.477527891918434,14.687547299522235,12.779431674043261,12.758883856137508,11.094437369745323,12.18180258142855,12.905391558282695,18.299244103018697,19.53135215853536,18.98256427343349,18.074873095546614,18.477527891918434,11.109676360717184,11.094437369745323
points156,14.614853533165958,10.811601393202551,10.200202056065143,5.401350464205639,17.993504924800583,13.228548756096083,20.491721967689745,11.375753617315903,17.50096936681507,21.307043509766256,23.57558529001925,20.703589429089735,13.265086878415312,13.974567454134972,13.605825632988214,10.172772913352233,12.310150443519484,19.799232372696668,19.957958957859578,7.345732809053823,18.6027095831964,11.655600789666197,5.069969575578953,17.374696959468416,9.2359571322613,21.192886985239824,13.012869257123208,23.46865021871469,13.209386557428424,20.95958660993325,13.18822091756722,8.411613484887342,11.694884385803027,9.2359571322613,13.139091023267431,11.511420072492664,11.950219402890403,18.211886266293686,20.95958660993325,11.603312961532732,11.190021029297698,20.380175726082683,11.767943810108722,19.695165939375414,16.921962468989562,10.122725184630626,10.331960320436703,12.366480235295738,9.701599788090132,10.990500078334643,16.27468736637242,14.618443866517003,19.505798106251643,16.40053028568108,19.695165939375414,8.005238281567609,12.366480235295738
points157,16.451565631552544,14.808085631268984,13.99063719496363,13.762573817469212,13.624619508912996,14.707813604931538,15.927759867228735,17.8971590148039,15.813907564579608,17.292848369396022,15.158543736894977,24.295766883292572,18.143650376313662,15.533332552934414,16.425312638560317,12.44014307551242,19.36615902338208,15.643506832270347,10.199024422725746,11.372706344198182,15.72365194794321,16.640798756050593,13.513805112561752,15.682264730294687,15.203069132421282,17.165913450095466,17.97585917975899,15.024814681731895,16.289904330654473,16.453745067060293,14.234694031536465,15.815888346693507,14.003769507722346,15.203069132421282,14.30769301497502,3.9642039088221837,13.363692368658077,11.140217401434953,16.453745067060293,18.564071014743686,12.886409701569606,14.992887661390313,8.947923083959218,15.16653538846868,9.700943541127302,17.377034314714056,17.073652201080996,13.43202606422366,16.99819217534318,18.52011605191897,11.329112680711406,13.447933460439408,14.785934394294474,11.373633286938718,15.166535388468677,4.610149064753371,13.43202606422366
points158,19.46265826474422,11.404371400621256,11.392432030388228,11.327979067833152,23.4596553646646,17.05577165758761,12.08491203984659,7.67559614907213,16.569329152216802,20.044432861184564,17.60939145461638,18.28982288110337,5.989655038268726,16.009327343585344,16.739786041216508,13.70624218480114,19.711852153168785,19.18284323847593,19.611973096048153,8.612362728435617,15.287427689018378,6.542425763116054,11.055155606792395,16.440091052861337,17.886786012440652,19.926257065858028,6.5609594877768815,17.483464187501255,17.627780290322573,12.659834643963537,16.732701255789458,5.884433428992925,14.845476344557065,17.886786012440652,10.258221022360278,8.444081712866943,14.597025532980968,9.831344656958759,12.659834643963537,5.698350386424584,12.126811788583055,11.788895607922772,7.723181591450272,9.537960930040075,9.34716610376053,4.7710240742074355,4.9189028235499075,15.975561242436372,4.832923292585729,5.8590836105526245,21.57121961362131,17.50401854339327,11.91279388757764,21.556474817539097,9.537960930040079,10.407624110747113,15.975561242436372
points159,17.992899345621037,14.185953179912792,15.376368977822805,10.000876745675537,19.38481185185091,14.638592749654162,19.720671278078683,4.005135112402997,13.169023260368192,15.825312958612976,18.94535330121486,14.206551439277444,4.006325110985005,14.126145747815103,13.986056789752535,15.587627699755357,11.601761879200561,16.29042836720422,25.953679265901478,12.844913363153786,14.598266903057098,3.511444976881665,9.714940990390241,13.028960961012626,9.828843827492648,15.693706431139857,4.252732687566963,18.8236788039034,8.64964203281017,20.1983549974798,14.223216300029545,1.812077922736102,12.359782088483518,9.828843827492648,6.346075389639366,17.35661018790616,14.538120603212205,18.556653153100942,20.1983549974798,2.3640619528583153,15.545916168486706,19.51157882961368,15.942103809161143,16.32363039408377,17.64691726082851,1.795597341635061,2.1427414223608032,13.420339142916749,1.5485162386202538,2.1995298396539904,24.544735385859145,21.422553002246612,19.143625935892047,24.612808451691222,16.32363039408377,14.644149362423768,13.420339142916749
points160,17.243570394385547,17.38736385217512,15.32708499533079,14.435705548620229,12.473339374464917,16.289202096852243,15.535556579410304,9.29777045898131,14.754144427791681,15.877506312612697,14.480918285158527,19.015526343686,8.700101977515269,15.728925812133639,15.292155922474876,13.400217165632892,16.36180379740445,12.96145637492364,16.167431384101683,12.792553861954271,14.106219006046025,8.131863332971076,14.193587650645151,14.61912804756407,15.127452595524744,15.746065932339372,9.458384329682309,14.345032143648492,13.404319922793354,16.0665363592305,13.394118991674407,10.753398526251592,13.648412320507923,15.127452595524744,3.45316844794488,9.341302097829528,14.324993940901628,14.066616575870887,16.0665363592305,12.432137948380673,13.952031706736362,14.26211702173602,11.589494545726948,15.76749637590611,12.775557993088311,10.936971881039037,10.834645099237887,12.576130947885048,10.562093975028228,12.21065401596216,20.385903935094387,24.32018427713391,13.488315533539264,19.953742287463182,15.767496375906113,11.89626649741242,12.576130947885044
points161,17.330731770943046,11.300461866595104,11.650390382767219,7.325242173413017,22.744125984036508,15.586858899317166,15.99155094309035,2.907912591743513,16.43357595577925,19.77124650484486,21.63884998515634,13.822276641067583,3.2903570431043527,14.372321656190126,14.43353684613565,12.901950016054347,13.532153150640854,19.29089308397092,26.400059974868057,8.886418719405961,16.120648980974494,3.098081415060148,7.012870093500297,16.303905713023855,12.483812926752032,19.65220107488769,3.1959632142656518,21.52574970079335,13.55099297088541,16.516723784533166,14.663793094724564,2.873773023761792,13.02421344122536,12.483812926752028,8.025034645935847,14.451443780663565,13.230133730239643,15.900473943245204,16.516723784533166,2.8282339361971416,12.263315492452243,16.65021661614674,11.455224573587177,15.396276032609121,15.671382260909064,2.4020105320667904,2.6261700010443416,13.868945762277544,2.296842015412342,3.1996956858028898,24.652885557331192,19.740851880033333,16.676052771972994,25.029629621546807,15.396276032609121,14.237674828468382,13.868945762277544
points162,18.639342095118852,14.768630597697705,17.263145472162925,14.238758052105082,16.690041550520462,16.49096344555564,17.073058157865137,7.496989253660933,12.715948545286158,13.827154763840143,14.679180571897314,14.618785838935679,6.769626064515994,15.458805209526373,14.774941018187299,15.6035495827212,13.072977536673557,15.684533965356172,19.867518598900727,14.84943229858349,14.542798871415863,6.91715879538854,13.994694235204303,12.574443972356672,12.974276564239107,13.689187495710154,7.615160934029596,14.543925559089345,10.276065530517767,17.584458360321335,14.177181078508161,7.5936122047013255,13.837494160134666,12.974276564239107,3.5525783141928318,14.675839302246423,15.678048197706657,16.73800920181088,17.584458360321335,7.735550426158344,16.00149569339774,15.695681397756413,14.453215151255831,15.311349624836486,16.14129606021105,6.963391131279386,6.683880435646767,13.37346489682185,6.65128180477115,8.163994849405736,22.187633920312514,24.220612067146508,15.403543536832915,21.17860730496238,15.311349624836486,14.854672372278044,13.37346489682185
points163,16.199775358962246,15.564840910117507,19.897729232361762,14.083756889748024,13.935137710209672,12.40653408054765,21.838135555182536,10.748952718912753,10.265202133608774,11.037044146049212,14.835216497409663,12.585364661541824,11.519695018035252,11.967798671804317,11.536362468082094,17.477296006864755,8.755844327355119,14.85659837653106,19.287567215666183,17.648424680636218,13.553915135346935,10.685644495820057,13.838161600243254,10.115896095119052,7.59300972282388,10.89019511365743,11.161370577492132,14.700458194050396,4.137232495936962,22.28885406283362,11.129182970940716,9.202384419441815,9.576200260441444,7.593009722823883,11.153809859611348,18.07493425519876,13.621374699653504,21.303641772387486,22.28885406283362,10.296161181115401,18.46579098232652,22.021847347884563,20.072931597092033,18.750066119069384,20.559388848187538,9.819843848697845,9.524281429278552,10.269914861236206,9.508388265997489,10.160081374142234,17.342346860771602,16.606967142652874,21.112497575414753,17.37859984587204,18.750066119069384,16.54776239112875,10.269914861236206
points164,16.610597152604026,11.131554264864471,9.330267305349842,5.301184807856287,18.980980365602786,16.616005526155803,15.731266099395718,9.398877606493185,17.990850576212107,22.228332945093555,23.676419636390275,20.988805691556664,10.117945191135329,16.72294457129015,15.95741489942698,10.261623685554076,14.997236218530833,19.466530867750535,20.64937100709155,6.421510631372411,17.999355776743144,8.954542962555486,4.96881424304765,17.86613760862042,13.324800702797136,22.11710916292124,10.265889959262147,23.569805551245995,15.3769739950392,16.259753582790907,15.976755444142283,6.513069698552097,14.105440029216703,13.324800702797136,10.008474078473595,10.195453661380173,13.530609084999858,14.82512103817437,16.259753582790907,9.682754306168267,10.697431526483498,16.28961524599545,9.783653521985418,16.638434087150994,14.17203706533816,7.7120735730950445,8.376973403987414,15.205837782039998,7.7795862463485035,9.670380256433756,18.900570105200764,17.754173342700327,14.955479087542315,19.124181297353957,16.638434087150994,6.643989291634312,15.205837782039998
points165,21.324763364837313,11.6312687350155,15.274961636290149,16.075016090534355,22.845528590932606,17.198446227657247,9.60967477262084,6.031501660854696,11.991070940760581,15.932706659510481,12.830663966287815,17.394187668216425,5.485359171772253,16.482278654632896,17.915957416052017,18.029881791213814,23.531777552694503,18.946905100996112,18.213437735998248,12.737177795690675,14.126141721475516,5.601701907642103,15.849095227124632,11.847258863619262,20.80539981210177,15.80144199860297,5.568444384246352,12.689524567169014,15.951630043434307,10.21611870994942,17.952160220772978,8.142178946792095,15.92826731961306,20.80539981210177,9.591983518527124,5.270564811609305,16.884111217707073,6.561005952346168,10.21611870994942,8.34833211696307,16.730380761787874,8.992381678625843,9.257591967994035,4.750268901411221,5.437908723926937,7.777217970609857,8.250443863027973,17.217245712244097,7.9767850089510155,8.329436757631017,22.252060239802454,18.171344062851222,9.696103625548762,22.50506742261012,4.750268901411221,10.623907029867143,17.217245712244097
