,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39
points130,11.807442121828178,11.340769793709631,18.1431378830264,7.507935517250018,23.041948332857793,11.690965094718067,9.445896154336857,9.669648209003663,21.829342969050952,12.06166385710118,15.945325163033896,21.2193546110854,15.332540445634054,19.948520512212774,10.20037420084124,14.804425163616122,9.136823242885736,16.590688485218553,19.948520512212774,9.652087038107036,7.793645593407338,12.173050858786493,10.600703920660347,9.243025461356426,12.044319818535442,12.102116039927797,6.500961093170992,16.461518379067126,11.562386615515223,6.27475157629367,12.102116039927797,16.461518379067126,6.855230876365023,13.885310459799404,16.774814823555868,13.87100579788791,5.482738614905908,15.878751969754669,16.972804345140055
points131,10.796114514528112,17.231660596251007,17.638197928764075,12.072360699963946,21.167910596746818,10.801388819352036,17.534483111191125,11.290443011183587,13.837719693072724,5.755309095857681,24.687879946100022,12.808475097940741,18.939948402374704,13.185362010081189,10.923144078209146,18.45421213455286,10.415729576099475,12.457296359519697,13.185362010081185,10.54753283978697,12.416509544833081,10.4982424289189,11.19664100165314,10.246070842195516,10.53338561120329,16.491291452012096,9.803359993296727,12.314968418611494,11.365882718252735,11.424134450788815,16.491291452012096,12.314968418611494,6.422704592731677,11.999259744543581,17.580002366818924,15.760136574886817,6.089139234092776,17.567569450292137,15.532039065389192
points132,8.591401803082459,10.420733857020048,18.42735324725169,7.817119187167731,23.7957724410004,9.917487982374235,8.504605974951556,12.407316186120896,20.394773588307626,15.787595990924393,12.147768382044697,22.1981508245584,9.684611779638391,22.95222445324257,12.354654703803872,9.090145906840329,12.119125124671948,22.947688741592557,22.95222445324257,11.997709002485955,7.408149340854452,8.474920136771676,12.128000075770226,11.992147936916354,8.463496371555404,6.9700669733675875,7.641624066294464,22.838754886050427,10.400313930937832,6.782618817297707,6.9700669733675875,22.838754886050427,8.715587068222453,10.720835495592228,19.98053009683398,17.040648586160135,5.921491858292669,19.607815961356994,14.942384339173135
points133,9.928645341292285,17.52535438464657,13.91063048994522,12.834854115178247,15.41017605489829,9.5655763231375,17.05589281040043,14.337503522947683,14.987526688086234,0.0,0.0,13.306134995470702,19.309494749780953,15.945131703549963,14.27629437272217,18.828099829012345,13.532310716669574,11.33990870345202,15.945131703549963,13.929033455891071,13.315340386624317,10.226885897346083,15.1997627693767,13.99285750558372,9.43933302811003,20.22012898504921,8.60407893948186,11.19402378036291,13.993546952195622,12.153864483819545,20.22012898504921,11.19402378036291,5.464970851563141,11.23372470492307,18.038141722386545,16.526921790427547,7.374652212496507,17.841195762296326,13.838858823338208
points134,12.732506567634454,12.593771139791537,18.269971277810736,11.576637001799646,21.072029267441795,14.783924971281625,9.183114706013404,13.529894035605356,19.958770834802472,19.47033690723555,12.20548476285999,21.492606677475717,9.798858840528874,22.968281376470085,12.558505983283936,9.20573511640748,12.439229626609599,19.616447866389397,22.968281376470085,12.250294625655068,11.628126430810918,13.509597033644019,13.352833263430895,12.906683166086754,14.70480689220997,8.713686019696295,11.282343358160086,19.496909665641688,11.307133480320372,10.819494753231076,8.713686019696292,19.496909665641688,10.220671723106207,14.811696101487499,14.54126204143631,12.943107299227716,8.223824308522467,14.531026162198678,16.40863561450329
points135,13.5956559040343,10.027179848635944,16.31271153822781,11.02410433828285,21.138139228659536,15.293436563092808,8.9264693426524,15.293469310837292,17.423122789406413,20.052097954367053,10.30162523271427,21.759478164467325,8.334691720358624,22.82694309816712,14.393001576202007,7.72436729148877,13.839497982555889,21.20534910560605,22.82694309816712,13.940940025506057,10.669948650158767,14.551768694453626,15.076942881910341,14.36716295506403,14.70943586195678,5.447889954879012,10.843615202480128,21.090868857095796,13.59973011550804,8.52931065597479,5.4478899548790105,21.090868857095796,10.64007216129778,13.928927065114154,13.946344996370222,13.827317963397663,8.399680762977962,13.480137184624581,13.6942124328184
points136,7.916388901823709,18.68390839899784,19.68619978684694,15.992242584989716,17.114161556512617,8.593608821520407,18.154933982867114,10.40531333211563,12.249558111881932,8.574882801950057,19.601645601254035,12.163302145813411,20.934969988300388,12.661071966610137,9.803959137518277,20.472670783634495,9.547986960364332,8.203725759492443,12.661071966610137,9.623526683260273,15.813824819045957,8.234305297353464,10.094239501168035,9.23285900598562,8.377434736536221,18.69292392376907,14.519771289160499,8.047857419469073,10.017573860862147,14.522776801811503,18.69292392376907,8.047857419469073,11.685095353030807,9.327797326404239,19.461701992214003,18.435961690765744,11.356185298578188,19.850443440201442,16.442456513314955
points137,8.483408045520989,18.88717983862884,17.85664373295977,16.637474058385948,16.90319427147785,8.818873367324368,16.988492145483136,11.873390865129137,12.995814780818066,18.766612259206905,11.112353535432144,13.376221263288446,16.897240250513462,15.60002951503152,10.42130768542973,16.387506708525706,10.42795167503704,13.125735967343552,15.60002951503152,10.039730386137983,15.947494625222099,7.742291311970553,11.265850754484298,10.274060721178945,9.361823282495068,15.695415484696685,15.536562248445703,12.985535871468473,9.334664077335324,14.667791336106033,15.695415484696685,12.985535871468473,14.897488139781048,4.05060417854838,20.42829193838092,23.72177288934214,13.709589794418035,20.34657291051301,16.83042101670018
points138,9.401329599138423,14.966669893947348,23.675699756304148,13.147836728778955,22.663988852747224,10.652632298745578,10.458284824712344,7.135626054975333,18.640753352738933,16.92901835860849,16.421736561368263,20.16662696255771,12.214043410649248,20.878496331791233,6.236875582283576,11.64929272955783,6.308579406667414,17.186021633302953,20.878496331791233,5.9959268872759175,12.883732455579144,9.337176763625685,7.0518609970421675,6.3411590210001085,10.101383024342525,11.163059009941534,12.375639301792104,17.05874665225689,4.744016282272153,12.352172115374069,11.163059009941534,17.05874665225689,7.992320571366425,10.818588245484614,18.614121100173158,16.94273619872312,6.303556808797453,18.738346929453783,21.711116563629712
points139,8.538908397703127,16.81428120718975,21.476407232659774,14.488801140205426,20.46313323024319,9.129881584266581,16.608681638963304,8.08467722188777,13.559493850064179,12.752292233306614,18.27268847232427,13.771165451340678,18.180594838392892,14.96956606787574,7.696570628643772,17.68593785634805,7.4708636412710065,10.922034623716955,14.96956606787574,7.123980219779977,13.716124029369515,8.384102642503882,8.077805462414872,6.906122723882465,8.920028666316917,15.781440317791851,13.717858645212797,10.774819481301176,7.156285745850787,12.855937559116974,15.781440317791851,10.774819481301176,10.376504510275202,8.40204962352326,19.74316510839076,19.363221208817087,9.097795246912472,19.69939310482181,19.093332809384012
points140,12.171656465397648,16.67591660578962,14.005059592522064,9.895767597523065,21.3899994158667,10.829880380573632,15.82882330527778,11.464365214381653,16.289803698191786,4.0122103045521005,24.17198611978207,14.582097511160148,21.67691613671183,13.148649927981163,12.338869494907938,21.223333147881053,11.008984507275866,11.56891683257501,13.14864992798116,11.919066422150848,10.073804927846654,11.599832593583843,12.06913640616728,11.40657091010641,10.489482811241418,18.55591992802807,8.144876307477624,11.42376091148458,14.35847032543271,9.755594069285408,18.55591992802807,11.42376091148458,7.043273947633807,11.962720085684484,17.113958827837095,15.79673590573906,6.699901966850415,16.456764958687454,13.625406681133052
points141,12.614943016844917,15.257945205882908,17.23306366192409,13.129522316557953,19.91687268602818,13.485342050278406,12.165556949104628,12.007867897940084,16.451210612007507,24.164276643128122,7.435813246515022,18.391327987469655,11.256873414734654,20.603576875811168,11.065011589748737,10.680878116640844,10.79892108514485,16.768728557629675,20.603576875811168,10.47617047262561,12.951267404383637,12.204493998286896,11.972131934471015,11.03648489660143,13.687526418165266,10.972795749456223,13.96795671456646,16.640125206768243,9.465189113962733,13.435266370550881,10.972795749456223,16.640125206768243,14.201039597677866,12.636141272190436,15.935958530910614,15.12221497211774,10.57106732843295,15.847045821944402,17.366048927820273
points142,4.849979552404766,17.073976417382394,24.338866369458287,12.506041236110217,18.834068905978935,3.6432557364404476,11.994362186451136,1.4122897750063006,22.63202140578666,15.50458536036351,13.485814485026198,18.56934406489338,14.766609748885376,19.69226810376804,1.229326458252131,14.231846040817738,1.2508575274337796,15.106534244684722,19.69226810376804,1.1354547248360418,11.971911729149646,3.3657934347700094,1.2104609923254692,1.1187790573299665,3.4028951809916665,15.068089481057303,12.36359758394552,14.97263962760942,1.3249849290773354,12.43155136005628,15.068089481057303,14.97263962760942,13.450432253976768,7.8769030333167915,24.616667192353223,19.88922540264414,10.904976045295907,24.75967830617652,25.82185091891141
points143,12.3869367306539,17.088817696189082,18.069880179263183,16.646673331515704,16.078599709275498,12.639749252572818,11.02206121436759,11.189722915374634,18.425985288823057,23.76947812836275,6.624298628318072,19.58038670686908,9.817202914536185,22.2697427816442,9.505175858043396,9.224294692454507,9.626841676467562,17.893114621246667,22.2697427816442,9.259114966502949,16.582242614601373,11.570184835983564,10.82604005437093,10.0606292883716,12.790684210851506,10.428641008851553,16.983542188805483,17.768090530609758,8.300632063350212,15.870926208153442,10.428641008851557,17.768090530609758,17.215284043682797,11.51681936181866,16.605940809918675,16.24336481880451,14.487525707983254,16.486660707001814,19.259450339657842
points144,13.889863688492268,18.025492841986416,14.319712915287097,16.18948358967404,17.292667949194954,15.185712910702366,19.78873158466367,17.290607708822584,8.773690905402765,11.535299479524898,17.322118680495326,10.464405311190049,18.57282358937107,12.376524954820525,16.299854053142774,18.082774422135405,15.954495589076371,11.279774796657192,12.376524954820521,15.972472426726062,16.02610029091709,14.63211053044018,17.55766760531574,15.854086833719625,15.068008813366518,15.490851338564116,14.718660821993987,11.133698449191968,16.02459381333279,14.039536041860083,15.490851338564116,11.133698449191968,11.095521265423168,12.490287482949125,13.044254642649786,15.26830695149503,10.680844272717774,13.399123323807501,10.552420625436577
points145,12.092051359701522,16.937226688555686,16.096330060450757,15.688282441161286,18.70659125240196,12.276420732177565,17.115092626919115,13.134005970751822,11.767656148340413,18.70510320909452,11.628840487896928,13.24457634170399,15.91472958413322,15.37495036611394,12.029504550062928,15.39345372866785,11.653403610396566,14.155499969644463,15.37495036611394,11.472881225691612,15.368757803060623,11.566839437642939,13.10682275942927,11.623558007089475,12.390900621941315,13.483101641200344,15.6534810821688,14.01857792341207,11.498693768743287,13.364072068680024,13.483101641200344,14.01857792341207,14.513787402153637,7.15110993594373,17.20099773627831,20.616203774376224,12.388831009454837,16.490034088157685,15.886058653297276
points146,12.423226607985862,15.057367280852903,15.362885422979035,11.129394560399808,19.965053085006065,12.496301525023526,15.449606736847393,13.104575572553033,14.46489278036926,7.918893900561713,22.323245374270567,14.97642409545351,16.656526222322565,15.841081769116196,13.239645258168581,16.143964826279976,11.842415607451155,13.120874951355503,15.841081769116196,12.250252716733925,10.811467451613348,12.83095285899109,14.188792375790097,12.176810689073747,12.630189705256269,15.178989652057787,7.351626461968463,12.980659381399288,14.241252695330184,10.709922534468783,15.178989652057787,12.980659381399288,4.522013993814458,13.780074927000618,15.186442916830813,13.97641318817492,5.207821341938235,15.215346902875508,12.958265339210342
points147,3.2164419554620873,17.184330427432407,26.403991841076508,15.1862860222119,18.152591620310936,4.446433519737493,13.268370746130492,4.700459379486198,19.34494904000197,14.302936684920809,15.700462420360994,17.24457219171747,13.193481253817206,19.835642051938144,3.654718440952149,12.640236787370087,4.564457802089207,14.938785199119751,19.835642051938144,3.8692485234555556,14.819507588299194,3.464826088567301,4.921077071797147,4.368737075903415,4.307781823232901,13.72051326134459,14.64011976698117,14.804356586199141,3.0541866216675784,14.533193067067364,13.720513261344587,14.804356586199141,12.39003310602608,7.05558057152309,24.183914102027543,20.711889145386884,11.035560044086742,24.6598172869135,23.841034714294373
points148,13.868530840633111,16.253378367046366,16.789536480690842,14.651512115903339,18.330909221743628,14.98720729132933,12.695546557468372,13.49178504889413,16.647027593527508,22.884372529604224,8.63967455225936,17.840220759106515,10.892596339504513,20.924085976791474,12.004878148249045,10.312321596577291,12.010807235956491,16.911636936934887,20.924085976791474,11.557660252291742,14.667265717719589,13.836127715706846,13.460371422634225,12.274212854991827,15.321864012751218,11.244570419263503,14.558582204980995,16.783488506580163,10.674473573849763,14.528112578326676,11.244570419263503,16.783488506580163,13.986980874264635,13.96004830942175,14.240365466781936,13.796145895772746,11.246926577843416,14.20176419171581,16.903638167850485
points149,7.822891592608253,20.11859302961734,21.241316890060034,16.898388878314538,18.04472811435587,7.373277465174223,15.271802376607363,6.252044781983632,15.932462863550157,13.469664355655157,17.001472652753787,15.161313132174984,18.23285538507434,15.6758736601754,5.704142242321478,17.738812348132537,5.38755784229992,10.963906912731721,15.6758736601754,5.350514189567985,15.911529758877046,7.471480853103389,6.632888251378677,5.394121594801989,7.899361286857074,16.93197575600459,15.549658263866519,10.816825062450592,5.981308523949114,15.666384274989882,16.93197575600459,10.816825062450592,12.030475874734814,5.845586418263639,20.87565777804537,21.923859309508963,11.67110184042804,20.619648582148724,20.92489560738173
points150,9.460965389166157,12.074310203362487,15.953751631710464,10.811717501098508,19.488456375229966,8.633052238359427,13.192829226216876,11.206229909887048,17.22521545385806,13.681524737273598,13.875113517947836,17.323123689726014,13.231103032364413,18.057918907385446,11.317704063845156,12.67830053807743,10.039627361667826,18.94102253621114,18.057918907385446,10.448414683018187,8.768981722205872,8.85299496131766,11.56017740996469,10.261962074828935,7.803032942879879,9.889159477868784,8.71182841251779,18.81933425276748,11.833135873127,7.656426784149561,9.889159477868784,18.81933425276748,10.033872131500283,7.177780140075486,19.913297221846424,20.589490015808334,9.248394679869135,19.226578703854734,15.309628511826245
points151,8.346138967290026,17.811869337678466,21.330399614473777,13.65660778255255,22.43935317287466,8.743828681100073,14.695241687578557,7.393389022737507,15.567201851724622,13.448836103867773,18.427508775945856,15.760847082085423,18.367778185039093,16.086972935775023,6.8399086218825635,17.875320190688438,6.883552348040539,11.879539895814483,16.086972935775023,6.672067338629306,13.912772513258885,8.23651800284516,7.156302521859933,6.703389033087154,9.10092936026271,16.312326084048777,13.413510008436054,11.735372781692625,6.450233164014704,13.224707421766748,16.312326084048777,11.735372781692625,9.816132844847003,7.084421495757977,20.336080367274302,20.683001121767735,8.215637801516271,19.848212226381985,20.101648201765098
points152,15.782712490213498,17.02339562479961,15.104513179040435,12.295339330917837,21.93561843651575,15.550032407079307,16.683477232105943,13.062881206926566,12.418984698604206,12.784240894054392,17.105608872010883,13.69338960181435,18.777401202833964,13.676594231860113,12.709731824493778,18.28975536721178,12.039614010074043,13.218261526545419,13.676594231860113,12.619271167442058,12.639864938841596,15.167882996147807,13.547447258628864,12.26697167538787,15.192247372046106,15.637217799627676,11.430439283890864,13.078355967453145,12.49180442489402,11.262391246461675,15.637217799627676,13.078355967453145,7.91020629692866,14.062475441704176,12.608686086782619,13.693551492329979,6.806262337759468,12.858869352343293,14.060571371093086
points153,17.330687141203608,11.194235502025872,12.088097009222723,12.163688120123034,18.153071942224447,17.879771583650623,8.092043495405756,17.27380052014929,18.807395009947303,21.308367040703125,6.709812117670147,22.62715199937589,8.256390099667064,23.16313182208249,16.69990992806001,7.645145801036247,15.642264324821113,21.87406123755681,23.16313182208249,16.23610790406013,12.288014591371438,17.509380860372612,17.53967665891429,16.89348506839603,17.183856399591335,5.563545591757834,12.973783330263627,21.76170970160623,16.721722417084653,10.187071385271604,5.563545591757834,21.76170970160623,14.97593322347872,16.31827586546815,11.003740897811584,11.434067177921355,12.114866726681383,10.497785867674763,12.18844407605908
points154,11.146159009270379,14.878722488594784,20.707534149607525,13.349884585870823,22.039145692662387,12.033190348625894,11.396158048372794,8.613717493095388,16.912743811459425,19.154070392648382,13.028148435033145,19.19138385459705,12.435021767058721,19.81261418473347,7.894108026638136,11.872867089805961,7.898439644003494,16.943053976085462,19.81261418473347,7.780348983348188,13.400616093323757,10.82760757531454,8.146072061765732,8.003838830966806,11.077604221396012,10.433769470545466,14.484446560616224,16.815005555649254,6.4673194841592405,12.839216932899017,10.433769470545466,16.815005555649254,12.523399079225284,11.8115567989145,17.490557957363436,15.94814605345121,8.976151778544022,17.235449306403964,20.24925589148082
points155,10.596990260522833,15.959412055611573,17.042646247253412,13.479874061319455,20.445295339791556,11.777507517469518,16.458343430827266,13.401202552332748,11.495811977456064,19.106724741260862,10.210450940747446,13.927493937589167,16.494966121964687,15.434012563511242,12.779431674043261,15.980506754340096,12.758883856137508,13.573019434605133,15.434012563511242,12.18180258142855,13.197612848642427,9.995146960423181,12.905391558282695,12.16894568179773,11.485673868518662,14.005497869465934,14.28330012374092,13.434243177014128,10.886818808725122,11.938946956301537,14.005497869465934,13.434243177014128,14.49350611177613,8.23419279654565,18.299244103018697,19.53135215853536,11.253724041290145,18.074873095546614,14.793051051167456
points156,11.375753617315903,14.614853533165958,19.957958957859578,13.228548756096083,20.491721967689745,13.265086878415312,10.811601393202551,11.603312961532732,17.993504924800583,20.703589429089735,11.511420072492664,19.799232372696668,10.200202056065143,22.223940180536964,10.122725184630626,9.611793221424687,10.331960320436703,17.50096936681507,22.223940180536964,9.701599788090132,13.974567454134972,11.655600789666197,10.990500078334643,10.3971821589167,13.012869257123208,10.172772913352233,13.605825632988214,17.374696959468416,8.411613484887342,13.18822091756722,10.172772913352233,17.374696959468416,12.310150443519484,13.139091023267431,16.27468736637242,14.618443866517003,9.2359571322613,16.40053028568108,18.691314943807367
points157,17.8971590148039,16.451565631552544,10.199024422725746,14.707813604931538,15.927759867228735,18.143650376313662,14.808085631268984,18.564071014743686,13.624619508912996,24.295766883292572,3.9642039088221837,15.643506832270347,13.99063719496363,17.90887958997839,17.377034314714056,13.446757536531415,17.073652201080996,15.813907564579608,17.90887958997839,16.99819217534318,15.533332552934414,16.640798756050593,18.52011605191897,17.54369565782804,17.97585917975899,12.44014307551242,16.425312638560317,15.682264730294687,15.815888346693507,14.234694031536465,12.44014307551242,15.682264730294687,19.36615902338208,14.30769301497502,11.329112680711406,13.447933460439408,15.203069132421282,11.373633286938718,11.847935740191184
points158,7.67559614907213,19.46265826474422,19.611973096048153,17.05577165758761,12.08491203984659,5.989655038268726,11.404371400621256,5.698350386424584,23.4596553646646,18.28982288110337,8.444081712866943,19.18284323847593,11.392432030388228,21.343432787294823,4.7710240742074355,10.818029244304727,4.9189028235499075,16.569329152216802,21.343432787294823,4.832923292585729,16.009327343585344,6.542425763116054,5.8590836105526245,5.597945222366038,6.5609594877768815,13.70624218480114,16.739786041216508,16.440091052861337,5.884433428992925,16.732701255789458,13.70624218480114,16.440091052861337,19.711852153168785,10.258221022360278,21.57121961362131,17.50401854339327,17.886786012440652,21.556474817539097,23.184924469633536
points159,4.005135112402997,17.992899345621037,25.953679265901478,14.638592749654162,19.720671278078683,4.006325110985005,14.185953179912792,2.3640619528583153,19.38481185185091,14.206551439277444,17.35661018790616,16.29042836720422,15.376368977822805,18.472589588265674,1.795597341635061,14.84876858350543,2.1427414223608032,13.169023260368192,18.472589588265674,1.5485162386202538,14.126145747815103,3.511444976881665,2.1995298396539904,1.7263654700415116,4.252732687566963,15.587627699755357,13.986056789752535,13.028960961012626,1.812077922736102,14.223216300029545,15.587627699755357,13.028960961012626,11.601761879200561,6.346075389639366,24.544735385859145,21.422553002246612,9.828843827492648,24.612808451691222,25.21679679010764
points160,9.29777045898131,17.243570394385547,16.167431384101683,16.289202096852243,15.535556579410304,8.700101977515269,17.38736385217512,12.432137948380673,12.473339374464917,19.015526343686,9.341302097829528,12.96145637492364,15.32708499533079,15.988257886782858,10.936971881039037,14.798905623914424,10.834645099237887,14.754144427791681,15.988257886782858,10.562093975028228,15.728925812133639,8.131863332971076,12.21065401596216,10.773579529527089,9.458384329682309,13.400217165632892,15.292155922474876,14.61912804756407,10.753398526251592,13.394118991674407,13.400217165632892,14.61912804756407,16.36180379740445,3.45316844794488,20.385903935094387,24.32018427713391,15.127452595524744,19.953742287463182,16.057593718204593
points161,2.907912591743513,17.330731770943046,26.400059974868057,15.586858899317166,15.99155094309035,3.2903570431043527,11.300461866595104,2.8282339361971416,22.744125984036508,13.822276641067583,14.451443780663565,19.29089308397092,11.650390382767219,21.08035104602121,2.4020105320667904,11.079018033165687,2.6261700010443416,16.43357595577925,21.08035104602121,2.296842015412342,14.372321656190126,3.098081415060148,3.1996956858028898,2.7047350849793355,3.1959632142656518,12.901950016054347,14.43353684613565,16.303905713023855,2.873773023761792,14.663793094724564,12.901950016054347,16.303905713023855,13.532153150640854,8.025034645935847,24.652885557331192,19.740851880033333,12.483812926752032,25.029629621546807,24.852028565194924
points162,7.496989253660933,18.639342095118852,19.867518598900727,16.49096344555564,17.073058157865137,6.769626064515994,14.768630597697705,7.735550426158344,16.690041550520462,14.618785838935679,14.675839302246423,15.684533965356172,17.263145472162925,16.527960444835756,6.963391131279386,16.75771050210511,6.683880435646767,12.715948545286158,16.527960444835756,6.65128180477115,15.458805209526373,6.91715879538854,8.163994849405736,6.612720376004621,7.615160934029596,15.6035495827212,14.774941018187299,12.574443972356672,7.5936122047013255,14.177181078508161,15.6035495827212,12.574443972356672,13.072977536673557,3.5525783141928318,22.187633920312514,24.220612067146508,12.974276564239107,21.17860730496238,19.90725873964003
points163,10.748952718912753,16.199775358962246,19.287567215666183,12.40653408054765,21.838135555182536,11.519695018035252,15.564840910117507,10.296161181115401,13.935137710209672,12.585364661541824,18.07493425519876,14.85659837653106,19.897729232361762,14.74027850425652,9.819843848697845,19.423244757483072,9.524281429278552,10.265202133608774,14.74027850425652,9.508388265997489,11.967798671804317,10.685644495820057,10.160081374142234,9.221048946683439,11.161370577492132,17.477296006864755,11.536362468082094,10.115896095119052,9.202384419441815,11.129182970940716,17.477296006864755,10.115896095119052,8.755844327355119,11.153809859611348,17.342346860771602,16.606967142652874,7.59300972282388,17.37859984587204,17.09655778076626
points164,9.398877606493185,16.610597152604026,20.64937100709155,16.616005526155803,15.731266099395718,10.117945191135329,11.131554264864471,9.682754306168267,18.980980365602786,20.988805691556664,10.195453661380173,19.466530867750535,9.330267305349842,22.63558853570707,7.7120735730950445,8.731638673671648,8.376973403987414,17.990850576212107,22.63558853570707,7.7795862463485035,16.72294457129015,8.954542962555486,9.670380256433756,8.866396476922155,10.265889959262147,10.261623685554076,15.95741489942698,17.86613760862042,6.513069698552097,15.976755444142283,10.261623685554076,17.86613760862042,14.997236218530833,10.008474078473595,18.900570105200764,17.754173342700327,13.324800702797136,19.124181297353957,20.930237193066095
points165,6.031501660854696,21.324763364837313,18.213437735998248,17.198446227657247,9.60967477262084,5.485359171772253,11.6312687350155,8.34833211696307,22.845528590932606,17.394187668216425,5.270564811609305,18.946905100996112,15.274961636290149,20.46817622002208,7.777217970609857,14.746169931420173,8.250443863027973,11.991070940760581,20.468176220022084,7.9767850089510155,16.482278654632896,5.601701907642103,8.329436757631017,8.280470004056546,5.568444384246352,18.029881791213814,17.915957416052017,11.847258863619262,8.142178946792095,17.952160220772978,18.029881791213814,11.847258863619262,23.531777552694503,9.591983518527124,22.252060239802454,18.171344062851222,20.80539981210177,22.50506742261012,19.680323105380943
points166,10.729923134553006,14.379961527621242,19.02199031512081,13.0165208665008,21.264249714068214,11.499856178925917,14.373093988870218,11.113925255368116,14.06990055841937,17.93925880733187,12.96200014206265,16.09583086772385,14.289071039640799,17.628166971730003,10.260043929675026,13.748697314635528,9.946515817687995,15.90645221875393,17.628166971730007,9.760102122199726,13.193789282291139,10.727877518185778,10.635791620423813,9.901826864066868,11.409848351656777,11.483237826970045,12.785336493912983,15.775103982036862,9.466799295912045,11.009506398038322,11.483237826970045,15.775103982036862,10.87411403469483,8.826525531979215,17.64273891875976,18.93805209948593,8.777216550248442,17.336013562476747,16.81013933955761
points167,13.178325928410398,9.431236364285725,14.777659849377581,3.8006144259044357,25.906589460367083,13.358520408405381,11.483054622369512,13.267855422084148,17.181762725662075,11.032744335073806,18.117098168999767,19.101024856432097,14.679897102032543,18.691047249008193,13.85420477710715,14.144114713367639,12.749929782202441,17.62623574321204,18.691047249008193,13.089660932024577,4.336781201438782,12.725855545912792,14.066334191687405,12.779318981087702,12.769575878419875,11.359899329852041,1.9213494249534095,17.500362096551783,13.451577679626332,3.4139344923204904,11.359899329852045,17.500362096551783,2.4466790479208838,15.144417549925652,15.56931530930184,12.609842491803429,0.5438079867494865,15.321323309680542,12.597058429731037
points168,9.09607573531454,19.157497332349923,18.310187575010676,17.982906675077835,14.521388898712015,8.458469689332604,19.377108199093662,9.854522494727432,11.48509341729788,11.740565717455706,17.272607441963615,10.892429973506157,19.574596837177538,13.272378910777366,8.866982327424697,19.096316275876976,8.890080049351198,9.230767224029764,13.272378910777366,8.755285915575275,17.467717482412517,8.522422579676794,10.241140912266854,8.83157457949403,8.544058438144665,17.529733823288502,16.47281860132484,9.07816826698961,9.409965523597078,15.944266864593912,17.529733823288502,9.07816826698961,14.019872816574921,7.224082776994579,19.284548165872934,20.543111763223433,13.789970960348935,19.559916180990633,17.459647561251426
points169,10.264966281710574,17.902277965084863,17.355746011972133,14.758970530415324,20.02487081221823,10.056540159846403,16.577313682938428,11.13528026736003,13.965586120407204,14.11644038020461,18.084385876827206,13.803783274466797,17.487734841302597,15.775099294659334,10.19400565717585,16.9849382964457,9.682946145133497,12.136392411409428,15.775099294659334,9.4917221413066,13.864734317998227,10.28584390049053,11.442749184140515,9.88879796867225,11.24482830799729,15.785943710517305,12.753674762879667,11.993042936372921,10.589331698946527,13.561217808634225,15.785943710517305,11.993042936372921,9.001547322448554,7.60354852386161,18.270630843758894,20.163026320438213,9.026076130958792,17.781744600866595,16.392193889474925
points170,15.492079156808876,16.75448840873717,11.98517862460496,14.986379259104051,13.983687119961711,15.852081454951641,11.52995931615955,15.909853284482942,16.79158800502349,26.249741491479796,1.6121047938920272,19.052251228828986,11.550122891295153,21.283202763711518,14.907685088934242,10.97757262184218,14.555024345551358,14.838632842310709,21.283202763711518,14.570473201299457,14.631332647764216,15.34491878299275,15.99636225565483,15.336473852959415,16.336569783573495,12.636436501099757,16.151374893166636,14.703885414208447,14.355691739732423,15.922845116643636,12.636436501099757,14.703885414208447,19.99206282803133,16.485695964216085,12.573313583496427,11.266373669642592,16.55188928081837,12.680352737444187,13.659856543308567
points171,10.331201459351696,18.57875659281075,18.570940598498666,15.747565653950366,18.27624026415625,10.399284085169796,20.834737995570787,10.72036944957118,8.927920376016099,14.760883122372713,16.11349225544762,9.376720411584524,20.02836277173201,11.801744604001513,9.534447555798767,19.55541295017943,9.735674251783454,9.187040486376464,11.801744604001513,9.51072961170571,15.583031861413954,9.363636575023868,10.538134654380194,9.47462381407627,10.594940527615819,18.168214216553352,15.113699583724479,9.034302333931912,8.700220295881445,14.607015293930807,18.168214216553352,9.034302333931912,12.450495776352577,8.740857342577854,18.071219306716134,19.023860191441678,11.074158455251382,18.711665793137485,16.98266233732978
points172,10.938914554146706,16.138423259159193,18.63924044393532,13.867272728305558,21.319641253954064,10.05778937805897,15.755354880376368,8.440584446262067,13.833528779204633,14.527602687865299,16.70499951906751,14.658493310965778,17.16569859409181,15.476946018574207,8.109663476101986,16.65911884011195,7.3890969632970345,13.318346545354876,15.476946018574207,7.666427370718669,13.32348626179189,10.43238044596376,8.417326363316365,7.392089670594925,10.322771856007096,14.198152872576866,13.368223141128285,13.178759587087072,9.233254059476664,11.93252443651061,14.198152872576866,13.178759587087072,10.5667607460941,8.220528771196081,18.459334439307042,19.54503849825929,8.921884306022477,17.63398234034804,18.306946409406567
