,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30
points147,17.184330427432407,13.193481253817206,7.5433419303101905,21.7571853979082,13.268370746130492,19.845989207335965,14.938785199119751,3.2164419554620873,26.403991841076508,4.446433519737493,14.302936684920809,13.72051326134459,14.804356586199141,19.34494904000197,13.720513261344587,14.804356586199141,15.700462420360994,15.1862860222119,3.464826088567301,4.307781823232901,21.713869485722785,18.152591620310936,14.819507588299194,17.882062306759355,13.720513261344587,15.615574318962775,7.05558057152309,14.804356586199141,16.95510406702805,14.64011976698117
points148,16.253378367046366,10.892596339504513,7.658562742393931,22.920790502793583,12.695546557468372,20.38180434032892,16.911636936934887,13.868530840633111,16.789536480690842,14.98720729132933,22.884372529604224,11.244570419263503,16.783488506580163,16.647027593527508,11.244570419263503,16.783488506580163,8.63967455225936,14.651512115903339,13.836127715706846,15.321864012751218,21.59628429047598,18.330909221743628,14.667265717719589,17.743542366762902,11.244570419263503,16.835563426604015,13.96004830942175,16.783488506580163,14.817418241738048,14.558582204980995
points149,20.11859302961734,18.23285538507434,14.291736138007217,15.524092425102781,15.271802376607363,13.61546321571359,10.963906912731721,7.822891592608253,21.241316890060034,7.373277465174223,13.469664355655157,16.93197575600459,10.816825062450592,15.932462863550157,16.93197575600459,10.816825062450592,17.001472652753787,16.898388878314538,7.471480853103389,7.899361286857074,14.82699517747933,18.04472811435587,15.911529758877046,17.044369588607204,16.93197575600459,13.303552440232057,5.845586418263639,10.816825062450592,22.76931863660433,15.549658263866519
points150,12.074310203362487,13.231103032364413,12.41194070655822,16.098605998040757,13.192829226216876,16.070058172051603,18.94102253621114,9.460965389166157,15.953751631710464,8.633052238359427,13.681524737273598,9.889159477868784,18.81933425276748,17.22521545385806,9.889159477868784,18.81933425276748,13.875113517947836,10.811717501098508,8.85299496131766,7.803032942879879,16.74536486116405,19.488456375229966,8.768981722205872,19.859438849788866,9.889159477868784,17.69795954878445,7.177780140075486,18.81933425276748,19.118523220321837,8.71182841251779
points151,17.811869337678466,18.367778185039093,12.905333482563586,16.717807581167378,14.695241687578557,15.052196311795349,11.879539895814483,8.346138967290026,21.330399614473777,8.743828681100073,13.448836103867773,16.312326084048777,11.735372781692625,15.567201851724622,16.312326084048777,11.735372781692625,18.427508775945856,13.65660778255255,8.23651800284516,9.10092936026271,16.241847442298873,22.43935317287466,13.912772513258885,20.398927941653618,16.312326084048777,14.544588567021346,7.084421495757977,11.735372781692625,22.238855902459495,13.413510008436054
points152,17.02339562479961,18.777401202833964,16.320367952496497,13.995123265517316,16.683477232105943,12.89529444659307,13.218261526545419,15.782712490213498,15.104513179040435,15.550032407079307,12.784240894054392,15.637217799627676,13.078355967453145,12.418984698604206,15.637217799627676,13.078355967453145,17.105608872010883,12.295339330917837,15.167882996147807,15.192247372046106,12.756734920875367,21.93561843651575,12.639864938841596,21.095590574675477,15.637217799627676,13.068684574123962,14.062475441704176,13.078355967453145,16.34392270461949,11.430439283890864
points153,11.194235502025872,8.256390099667064,7.49114611118903,23.265004623822247,8.092043495405756,22.843552783041982,21.87406123755681,17.330687141203608,12.088097009222723,17.879771583650623,21.308367040703125,5.563545591757834,21.76170970160623,18.807395009947303,5.563545591757834,21.76170970160623,6.709812117670147,12.163688120123034,17.509380860372612,17.183856399591335,21.76713638665356,18.153071942224447,12.288014591371438,17.71025974281979,5.563545591757834,22.270039824071553,16.31827586546815,21.76170970160623,11.636995271824864,12.973783330263627
points154,14.878722488594784,12.435021767058721,6.92894428140223,23.13474145336241,11.396158048372794,21.802956002847687,16.943053976085462,11.146159009270379,20.707534149607525,12.033190348625894,19.154070392648382,10.433769470545466,16.815005555649254,16.912743811459425,10.433769470545466,16.815005555649254,13.028148435033145,13.349884585870823,10.82760757531454,11.077604221396012,22.340874852196986,22.039145692662387,13.400616093323757,21.272249257560333,10.433769470545466,18.16768680655957,11.8115567989145,16.815005555649254,17.33658606203315,14.484446560616224
points155,15.959412055611573,16.494966121964687,13.122779920930968,17.44317918561257,16.458343430827266,14.908299571839839,13.573019434605133,10.596990260522833,17.042646247253412,11.777507517469518,19.106724741260862,14.005497869465934,13.434243177014128,11.495811977456064,14.005497869465934,13.434243177014128,10.210450940747446,13.479874061319455,9.995146960423181,11.485673868518662,16.019938904693987,20.445295339791556,13.197612848642427,18.98256427343349,14.005497869465934,14.161780211487239,8.23419279654565,13.434243177014128,20.048876701589315,14.28330012374092
points156,14.614853533165958,10.200202056065143,5.401350464205639,24.92536950862039,10.811601393202551,23.380359646146676,17.50096936681507,11.375753617315903,19.957958957859578,13.265086878415312,20.703589429089735,10.172772913352233,17.374696959468416,17.993504924800583,10.172772913352233,17.374696959468416,11.511420072492664,13.228548756096083,11.655600789666197,13.012869257123208,23.89981558525071,20.491721967689745,13.974567454134972,19.505798106251643,10.172772913352233,18.6027095831964,13.139091023267431,17.374696959468416,14.993211518984783,13.605825632988214
points157,16.451565631552544,13.99063719496363,13.762573817469212,18.328229437820983,14.808085631268984,14.70915145038346,15.813907564579608,17.8971590148039,10.199024422725746,18.143650376313662,24.295766883292572,12.44014307551242,15.682264730294687,13.624619508912996,12.44014307551242,15.682264730294687,3.9642039088221837,14.707813604931538,16.640798756050593,17.97585917975899,15.367016148104772,15.927759867228735,15.533332552934414,14.78593439429447,12.44014307551242,15.72365194794321,14.30769301497502,15.682264730294687,14.031258338105292,16.425312638560317
points158,19.46265826474422,11.392432030388228,11.327979067833152,18.49565658293508,11.404371400621256,16.342762180445025,16.569329152216802,7.67559614907213,19.611973096048153,5.989655038268726,18.28982288110337,13.70624218480114,16.440091052861337,23.4596553646646,13.70624218480114,16.440091052861337,8.444081712866943,17.05577165758761,6.542425763116054,6.5609594877768815,17.851569882847965,12.08491203984659,16.009327343585344,11.91279388757764,13.70624218480114,15.287427689018378,10.258221022360278,16.440091052861337,12.100387966982584,16.739786041216508
points159,17.992899345621037,15.376368977822805,10.000876745675537,19.8251702906533,14.185953179912792,17.616159197768077,13.169023260368192,4.005135112402997,25.953679265901478,4.006325110985005,14.206551439277444,15.587627699755357,13.028960961012626,19.38481185185091,15.587627699755357,13.028960961012626,17.35661018790616,14.638592749654162,3.511444976881665,4.252732687566963,19.205904944728786,19.720671278078683,14.126145747815103,19.143625935892047,15.587627699755357,14.598266903057098,6.346075389639366,13.028960961012626,19.6788024786612,13.986056789752535
points160,17.243570394385547,15.32708499533079,14.435705548620229,16.003999087775817,17.38736385217512,11.990157928457183,14.754144427791681,9.29777045898131,16.167431384101683,8.700101977515269,19.015526343686,13.400217165632892,14.61912804756407,12.473339374464917,13.400217165632892,14.61912804756407,9.341302097829528,16.289202096852243,8.131863332971076,9.458384329682309,14.68007144946225,15.535556579410304,15.728925812133639,13.488315533539264,13.400217165632892,14.106219006046025,3.45316844794488,14.61912804756407,24.961107233735273,15.292155922474876
points161,17.330731770943046,11.650390382767219,7.325242173413017,21.72264018872333,11.300461866595104,20.67790332070146,16.43357595577925,2.907912591743513,26.400059974868057,3.2903570431043527,13.822276641067583,12.901950016054347,16.303905713023855,22.744125984036508,12.901950016054347,16.303905713023855,14.451443780663565,15.586858899317166,3.098081415060148,3.1959632142656518,21.93644474824911,15.99155094309035,14.372321656190126,16.676052771972994,12.901950016054347,16.120648980974494,8.025034645935847,16.303905713023855,14.704017605627058,14.43353684613565
points162,18.639342095118852,17.263145472162925,14.238758052105082,15.494017727144973,14.768630597697705,13.294326376650721,12.715948545286158,7.496989253660933,19.867518598900727,6.769626064515994,14.618785838935679,15.6035495827212,12.574443972356672,16.690041550520462,15.6035495827212,12.574443972356672,14.675839302246423,16.49096344555564,6.91715879538854,7.615160934029596,14.881060397659144,17.073058157865137,15.458805209526373,15.403543536832915,15.6035495827212,14.542798871415863,3.5525783141928318,12.574443972356672,25.50836864294293,14.774941018187299
points163,16.199775358962246,19.897729232361762,14.083756889748024,15.540423975407734,15.564840910117507,15.467394638051482,10.265202133608774,10.748952718912753,19.287567215666183,11.519695018035252,12.585364661541824,17.477296006864755,10.115896095119052,13.935137710209672,17.477296006864755,10.115896095119052,18.07493425519876,12.40653408054765,10.685644495820057,11.161370577492132,15.039242253954258,21.838135555182536,11.967798671804317,21.112497575414753,17.477296006864755,13.553915135346935,11.153809859611348,10.115896095119052,17.23486508095041,11.536362468082094
points164,16.610597152604026,9.330267305349842,5.301184807856287,24.78288013199799,11.131554264864471,22.260867461770943,17.990850576212107,9.398877606493185,20.64937100709155,10.117945191135329,20.988805691556664,10.261623685554076,17.86613760862042,18.980980365602786,10.261623685554076,17.86613760862042,10.195453661380173,16.616005526155803,8.954542962555486,10.265889959262147,24.00203668616001,15.731266099395718,16.72294457129015,14.955479087542315,10.261623685554076,17.999355776743144,10.008474078473595,17.86613760862042,16.7027277323923,15.95741489942698
points165,21.324763364837313,15.274961636290149,16.075016090534355,13.924669322944471,11.6312687350155,11.814687238707993,11.991070940760581,6.031501660854696,18.213437735998248,5.485359171772253,17.394187668216425,18.029881791213814,11.847258863619262,22.845528590932606,18.029881791213814,11.847258863619262,5.270564811609305,17.198446227657247,5.601701907642103,5.568444384246352,13.007121513985108,9.60967477262084,16.482278654632896,9.69610362554876,18.029881791213814,14.126141721475516,9.591983518527124,11.847258863619262,9.189104542254197,17.915957416052017
points166,14.379961527621242,14.289071039640799,10.152108976435414,20.25871229537504,14.373093988870218,18.300020239526493,15.90645221875393,10.729923134553006,19.02199031512081,11.499856178925917,17.93925880733187,11.483237826970045,15.775103982036862,14.06990055841937,11.483237826970045,15.775103982036862,12.96200014206265,13.0165208665008,10.727877518185778,11.409848351656777,19.051569360211417,21.264249714068214,13.193789282291139,19.933368605447065,11.483237826970045,16.74084677207255,8.826525531979215,15.775103982036862,21.199017928020805,12.785336493912983
points167,9.431236364285725,14.679897102032543,13.289729869504647,14.634619578310172,11.483054622369512,17.015936698573654,17.62623574321204,13.178325928410398,14.777659849377581,13.358520408405381,11.032744335073806,11.359899329852041,17.500362096551783,17.181762725662075,11.359899329852045,17.500362096551783,18.117098168999767,3.8006144259044357,12.725855545912792,12.769575878419875,15.849563067686232,25.906589460367083,4.336781201438782,26.22688184476474,11.359899329852045,18.45970906770491,15.144417549925652,17.500362096551783,10.255772935079339,1.9213494249534095
points168,19.157497332349923,19.574596837177538,15.707544217783738,15.384973847919635,19.377108199093662,12.244139742651111,9.230767224029764,9.09607573531454,18.310187575010676,8.458469689332604,11.740565717455706,17.529733823288502,9.07816826698961,11.48509341729788,17.529733823288502,9.07816826698961,17.272607441963615,17.982906675077835,8.522422579676794,8.544058438144665,13.382134075723403,14.521388898712015,17.467717482412517,14.243884810579692,17.529733823288502,11.541611533820749,7.224082776994579,9.07816826698961,19.586729566959416,16.47281860132484
points169,17.902277965084863,17.487734841302597,14.232414431151042,15.915858819304468,16.577313682938428,13.711080976251095,12.136392411409428,10.264966281710574,17.355746011972133,10.056540159846403,14.11644038020461,15.785943710517305,11.993042936372921,13.965586120407204,15.785943710517305,11.993042936372921,18.084385876827206,14.758970530415324,10.28584390049053,11.24482830799729,14.887534192583537,20.02487081221823,13.864734317998227,18.951538679048806,15.785943710517305,13.77995623396333,7.60354852386161,11.993042936372921,21.192459491122932,12.753674762879667
points170,16.75448840873717,11.550122891295153,11.549035925737211,20.25069858539542,11.52995931615955,18.177660224309758,14.838632842310709,15.492079156808876,11.98517862460496,15.852081454951641,26.249741491479796,12.636436501099757,14.703885414208447,16.79158800502349,12.636436501099757,14.703885414208447,1.6121047938920272,14.986379259104051,15.34491878299275,16.336569783573495,17.62597683826499,13.983687119961711,14.631332647764216,14.084023025738693,12.636436501099757,16.507082102405583,16.485695964216085,14.703885414208447,8.356112524170705,16.151374893166636
points171,18.57875659281075,20.02836277173201,14.973953434502535,16.0327709655633,20.834737995570787,12.767250014497463,9.187040486376464,10.331201459351696,18.570940598498666,10.399284085169796,14.760883122372713,18.168214216553352,9.034302333931912,8.927920376016099,18.168214216553352,9.034302333931912,16.11349225544762,15.747565653950366,9.363636575023868,10.594940527615819,14.13077847358344,18.27624026415625,15.583031861413954,17.53728097203362,18.168214216553352,9.77495015084388,8.740857342577854,9.034302333931912,19.71289043361356,15.113699583724479
points172,16.138423259159193,17.16569859409181,12.799301547512899,17.619021303216833,15.755354880376368,15.994676244743593,13.318346545354876,10.938914554146706,18.63924044393532,10.05778937805897,14.527602687865299,14.198152872576866,13.178759587087072,13.833528779204633,14.198152872576866,13.178759587087072,16.70499951906751,13.867272728305558,10.43238044596376,10.322771856007096,16.350055200600995,21.319641253954064,13.32348626179189,20.25456452976727,14.198152872576866,14.74872373676141,8.220528771196081,13.178759587087072,22.11868591431542,13.368223141128285
points173,11.125962938886111,12.545692124252284,7.017940977406579,22.114385220261326,9.634071402974739,22.995521738617338,17.526415397180916,8.616477574866558,20.89598320864652,9.385488696341126,15.3670504006504,8.821804325186049,17.40022399222953,18.148258226118088,8.821804325186049,17.40022399222953,15.289058390375384,10.166945179510842,8.909692792955239,8.271744429302581,22.25005190374921,23.59619679604912,9.622832282023493,24.327222082351707,8.821804325186049,21.018451619116288,10.841929942057437,17.40022399222953,15.386074267248294,10.540718089571435
points174,15.955592232429733,16.352937986310735,11.274668791172163,18.28567646174453,15.055109505615656,17.46209146302267,13.20613446380993,8.395007831302587,21.05459707628228,8.723168004849702,14.923969106029917,14.501170606239285,13.066190300616539,14.6641097303429,14.501170606239285,13.066190300616539,16.68428188265096,13.297592951527056,8.36519904632857,8.935881077899264,17.90597411049121,21.115620824574172,11.662159426355903,21.156789761081026,14.501170606239285,14.114441994923073,7.84459607587527,13.066190300616539,21.20075345663932,11.640576443186355
points175,17.636072462755497,12.458615631396325,7.249614868359618,23.2853327054712,12.597350820063308,20.693540346111565,15.772099276323049,10.906698382497598,20.272807330853816,11.978052258905402,21.61958403699365,13.030925759970819,15.640323353637212,17.16025977994464,13.030925759970819,15.640323353637212,9.88376311215394,15.552875586351506,10.01456101340928,11.864659913496478,22.013623959798416,18.448266449723352,16.583114693288948,16.842822524581507,13.030925759970819,15.783677967358337,11.560175629418854,15.640323353637212,16.37151650974672,16.3949330814076
points176,12.128001720437265,9.599284539207247,5.948125705200886,24.68705453106517,11.36847213657475,23.166880901048216,18.986868243791765,12.623385958710715,16.0591547454382,13.633048196482834,20.871394355338744,7.111867603017337,18.865325901073383,15.974053792562911,7.111867603017337,18.865325901073383,7.8614823333821375,14.553464789617745,12.65933485106775,12.791442488869123,23.341820269076255,16.61856588338166,13.93099197712015,17.238092037478136,7.111867603017337,20.353320293102126,12.697762000193059,18.865325901073383,13.98746359437058,14.927207576005708
points177,13.629393279008223,8.72787623532753,2.8261906984558385,26.10983551902468,10.201143296538364,24.82505098804346,20.429094500694724,9.148015165052719,21.786878557602844,10.90576492926435,17.69028087460868,7.694823361713079,20.312143199472796,18.908980900436397,7.694823361713079,20.312143199472796,13.663095445652964,14.415429268137588,9.424796186571841,10.316226047976915,26.527818793797234,19.90077176127983,14.199841807469637,19.455574976849395,7.694823361713079,20.544261388902836,10.511625906855338,20.312143199472796,16.83012307981044,13.276297151530594
points178,19.523323386839763,14.87228790679861,12.23107013546046,17.899374780929246,13.877263461077785,14.770463381200386,13.982568289574926,6.237377081874755,23.506577319488866,4.922034394515349,17.217468929645044,15.63331172465714,13.845095749607278,20.68967288923601,15.63331172465714,13.845095749607278,12.191524189282982,16.256070394563288,4.277195441568891,4.860487940182017,16.929946978164526,16.25444608558513,15.65106193719207,15.262422999073417,15.63331172465714,14.464987519397903,7.108115880286499,13.845095749607278,18.733734083226334,16.27345390371111
points179,15.303330024747847,9.418093687391139,3.943117676223122,26.440552411926376,11.177132134478592,24.86405525147084,18.060842251886733,9.730954823701671,20.88796832059703,11.688404433726703,20.384490458117178,9.51496991159022,17.936352088924963,17.455104515129783,9.514969911590216,17.936352088924963,10.970430645637382,15.656520540106245,10.453676044790344,11.585504482106517,25.3879719694081,18.100353941828118,15.09502988190774,18.27441137486412,9.514969911590216,17.93556221162401,12.346349829090647,17.936352088924963,14.327278574581866,15.795965536783081
points180,20.29449717131266,20.560593683193613,16.671182235101785,14.500359083582092,21.656786786310253,10.231287334548831,9.210667906617738,11.038744763995497,17.337096764444194,10.527134372708273,16.269355692633987,19.06393642669561,9.058004967383502,9.134690452355791,19.06393642669561,9.058004967383502,14.820734294363225,17.28533942235283,9.499958640369217,10.887728700822962,12.398721770564205,16.83678327460653,16.748248970071415,15.715808448197084,19.06393642669561,9.080678452178388,7.461198509177834,9.058004967383502,21.486560477489856,16.389715418575104
points181,17.47586567972435,18.455199889618537,15.621963671505243,13.153744496413672,15.46200173661674,12.783502788126176,12.77786821976561,9.519623983114263,17.776824567842585,9.326438783092378,5.81841968780658,17.146115363559062,12.636560755849791,16.86987473845598,17.146115363559062,12.636560755849791,25.21071906541178,11.688992697495188,9.34377254982228,9.381294855755733,13.469470773508272,21.418293062992703,12.284218874415103,20.13307833755228,17.146115363559062,13.356498015812685,9.940663883894594,12.636560755849791,14.804023701839647,9.14371140870967
points182,16.626058136312338,16.605175688148897,11.024565725274027,19.13291580630947,16.921446153386775,15.952811260364992,13.737377114451066,9.543646958637952,20.866308540070424,9.875898483578734,17.33888390454628,14.738871990720847,13.599124056964637,12.958991218965622,14.738871990720847,13.599124056964637,14.46723716356239,14.033140327187422,7.944824984976478,9.702823497363468,18.16120940439006,20.45735591935619,14.38755257446781,19.26501426186033,14.738871990720847,13.918168433798312,8.355800548303465,13.599124056964637,20.49886733698834,14.16200252920967
points183,16.060383213678406,10.569629447500347,8.544236143185817,22.224383512216786,11.862691769243412,19.470691079899776,17.27102846338634,11.797408787952065,17.092773152967176,12.823455160016207,25.813615537806882,10.826061129384398,17.14402408473884,17.19222555540261,10.826061129384398,17.14402408473884,4.599432677441445,14.594106272361385,11.196877309532573,12.909962321730818,20.692436471027126,16.95920745930749,14.038255419690865,16.831589303983524,10.826061129384398,17.34547915252093,12.60012164003747,17.14402408473884,13.472862406695373,15.290588397899391
points184,20.965702434462298,15.765202653862968,12.838538930798618,17.57588687501954,14.892627187828106,14.044208282642343,12.77944663300836,6.383022910809664,23.38224130063096,5.5010672258003455,17.227221275279522,16.859137929338097,12.63814419365832,19.619941522728322,16.859137929338097,12.63814419365832,13.209044463312202,17.347834997515236,5.0790665980704786,5.892444751554439,16.310012648468387,16.214691519263035,16.713612768814844,14.98071187606676,16.859137929338097,13.237669084169712,6.457965728862703,12.63814419365832,20.53903643091604,16.959472299997742
points185,17.442648262892902,13.13089923266634,13.76087135959134,15.956533480619012,10.448703493607987,15.368086895090405,16.713406436478763,11.293805305171569,17.76281306155447,8.716734154922854,15.481108867208906,14.315341131834614,16.58462697860731,24.71136168629133,14.315341131834609,16.58462697860731,10.119096015207889,14.034851944753367,9.075864294740292,8.286303898715847,15.368753541188097,13.422496705175138,12.835085526790321,14.146811181712732,14.315341131834609,16.10946289577693,14.514473146624198,16.58462697860731,8.380398165797484,13.46224251997593
points186,20.66242512013545,15.328636040787465,11.778075291890831,18.71135315614733,15.483003626873085,15.122525912108689,12.529848580712848,7.001191788742398,22.518817739810743,5.938907478779894,16.9267858335196,16.31383389367178,12.38775159542382,18.181400468512464,16.31383389367178,12.38775159542382,14.42903791340786,18.075578406438012,6.215315475760515,6.994087832369522,17.39223748075375,15.662972715926198,17.62410125871588,14.374276304308752,16.31383389367178,13.239684179225202,5.9674837716167985,12.38775159542382,21.932559741181873,16.979333258049163
points187,15.694391703151469,16.038041181718306,11.276092651941012,18.87971904401275,16.18631454831616,16.975303916979843,13.854935791818209,10.661499618728405,18.874654798878247,10.973646520933965,17.23705906091163,13.356769701044906,13.717056959085683,12.7949051442393,13.356769701044906,13.717056959085683,14.978474108294284,13.193640450604692,10.520290394174467,11.169136341681142,17.904521031455566,22.55458447161507,12.598829623877377,21.95085713069116,13.356769701044906,14.861622746770074,8.81512863420257,13.717056959085683,21.0714211293141,12.821023044611438
points188,14.856176861191683,15.025502323328936,13.617545689766134,16.779198041088424,16.514902059156924,14.314499822531843,15.19582632479098,11.602938914610261,14.66643558758941,11.523495894018357,19.357592391616045,12.333328657352896,15.062215951358526,11.40985592213804,12.333328657352896,15.062215951358526,8.607198334279985,14.141225741772635,10.679035315023151,11.71243442878936,15.515020318565325,17.38841250787144,13.325163148846991,15.967188965017433,12.333328657352896,14.813309088262734,6.6393461342355895,15.062215951358526,22.23304245951681,13.449473972106597
points189,15.056149373070934,12.379333671972379,8.239299005058236,22.428875748270496,11.624049031902134,21.05491535675618,16.329279112438194,12.314589107884313,19.951192595866882,12.862183520319455,20.199786071411847,11.711599861734122,16.199276861349553,19.135439443962476,11.711599861734122,16.199276861349553,12.009550415081616,12.492470716909844,12.511278703034796,13.502289073488107,21.00363105711175,21.525912698058132,12.365983491342758,21.347599198967096,11.711599861734122,17.688996719803146,14.058480801631326,16.199276861349553,15.370014280830508,12.350365811954871
points190,14.076922327141949,14.4153534741994,9.09863087982496,20.359432122820355,13.579623016569093,19.604432514240095,14.9373461652038,9.991553997590675,19.848449928438242,10.482945646981063,17.073134950506645,12.756591517798226,14.802912971403876,14.669717459049279,12.756591517798226,14.802912971403876,14.649134541765182,11.856706067202774,9.721049523069462,10.891490123631968,20.126665303712866,21.284917836482553,11.732512166241232,20.724208161720988,12.756591517798226,16.062502164029357,8.768763095496137,14.802912971403876,20.867746588624474,10.2573551312834
points191,19.809406293682553,15.350289111679265,15.54570482946427,15.862826992666614,18.78254374236558,11.777506929436028,13.396204766427363,13.765281336430606,13.688808145184149,12.94379435728727,17.174946486502876,13.878279454004804,13.256865654377913,10.550260613462905,13.878279454004804,13.256865654377913,10.594695338932416,19.024855430686603,12.121345921828535,12.59300196700175,13.547294481469693,13.407836453847219,18.536807512942794,12.085355332737105,13.878279454004804,12.148093648849377,9.470754624665883,13.256865654377913,18.652667063696594,18.313200084261513
points192,20.353799105438807,21.871356932182152,18.600359867932177,12.914692490482036,21.699891550761,10.220315730409515,6.967317838071213,13.703723441158214,14.844822090828963,12.972631584129523,13.957827954683106,20.32238460082442,6.807513638437314,8.192977399356158,20.32238460082442,6.807513638437314,15.742334353788962,17.06689747073013,12.72353969431255,13.02983104227186,10.429956540396718,16.10726754008753,15.872676431546413,16.015098913332757,20.32238460082442,7.892137928628568,11.922240840539146,6.807513638437314,16.03526133741139,16.023898921691547
points193,14.117695845956314,16.62926781701927,14.295483222132003,15.087113997036056,16.209469643459315,14.359068792165127,15.529679018058864,13.971613801170093,16.181542221441227,14.304131103307006,11.328700670375822,12.454812805422977,15.397131398518985,12.637639429341927,12.454812805422977,15.397131398518985,17.546994050636687,11.355876388273128,13.83330057806787,14.185648211009587,14.82317120149399,21.336360410359543,12.45937035367842,20.02256128009167,12.454812805422977,15.29668556663646,12.455156644899283,15.397131398518985,16.905545427534012,9.366066104345123
points194,19.919869758823573,18.918288289728096,16.63108376462111,13.129048865171752,16.62371033695875,11.013198417991257,11.209352477481362,8.028881696933906,20.33412443600964,4.928760096723798,14.441039783782262,19.39495837566293,11.063051954517972,18.410412037124924,19.39495837566293,11.063051954517972,14.84890640223281,14.525233412816238,5.393711445665752,5.2646902016034325,12.439643079790365,16.402628599680042,13.376583780027406,16.080547009853948,19.39495837566293,10.389276688845124,8.49252533828445,11.063051954517972,16.77635476583043,13.993184099742393
points195,19.056068135769454,17.74525666270028,15.313075951978622,15.733707326390833,20.687777028043634,11.666314851145334,12.322138137513534,11.381645213194545,17.03216760922004,10.778218888236323,15.745389637197672,15.420480231359985,12.179379947188604,9.58695664329171,15.420480231359985,12.179379947188604,13.706214993410535,17.200072584206985,10.529603719266293,11.390790505047258,13.784697008708573,16.638579703625926,17.33818962379597,15.327681264327051,15.420480231359985,10.888854799482516,7.497411457834255,12.179379947188604,21.725980218541945,15.957560176827563
points196,19.09044157829893,13.014633107897998,11.576625954830574,19.66060227082124,16.290309140933907,14.576407891099343,16.03287499894785,13.41611697918895,15.105072205111371,13.159985184192026,22.24303464814923,12.839381771441856,15.901929204099527,13.997407618343095,12.839381771441856,15.901929204099527,6.798140356651101,18.835793964231243,11.505131244024229,13.424436861606313,17.597820649299315,12.58128798409568,19.95376373333638,10.176091296748755,12.839381771441856,14.403937374142725,9.58805105601114,15.901929204099527,18.27229342711922,19.060736446987338
points197,13.33393847041579,7.485691428644795,3.4781065048058237,26.283620566538296,10.501119193055962,24.552030369997492,20.23371122621785,8.12243964429363,21.440818455632243,10.46759759349314,16.4102796223509,6.219739471721543,20.11613796105889,18.751627948791462,6.2197394717215415,20.11613796105889,12.81589107158951,15.391771616312225,9.652579417564036,10.264612348553282,25.862525380325813,16.592830991248963,15.51577757701925,16.691240695335654,6.2197394717215415,20.638704372928533,10.59709073120527,20.11613796105889,14.897370768734836,14.665353910518736
points198,14.56520297594482,10.919863260904275,8.54980699657493,22.121434776059395,9.859233798520687,21.835788673502854,18.35675544452264,15.787606491661407,14.024025266922576,15.855470331717633,20.550805246222385,9.687968051376062,18.2332072625713,18.171084208481687,9.687968051376062,18.2332072625713,8.451545653323967,13.773096398073545,16.61547354537048,15.834814066236868,20.686751301207515,18.358982152372473,12.83638269550349,18.79009544229848,9.687968051376062,18.680486481957335,15.798650404319043,18.2332072625713,12.504820217116428,14.27788766935596
points199,11.694695658134362,13.119957340439782,9.242319819647834,19.58982369654932,10.823251432594509,19.62812972166317,18.77402510221457,10.243824071743926,17.591460898380216,12.371411467229336,13.602996586227079,8.709844611027819,18.651805215532097,16.895590653245744,8.709844611027819,18.651805215532097,14.493178261229263,11.326141982822584,10.965897164806583,11.60548621210552,19.980027801873362,21.915426191914616,11.777761599871546,20.61721827443268,8.709844611027814,20.955257877620728,9.373279875632283,18.651805215532097,17.98562210788152,10.405661115519504
points200,12.219710101983582,13.745058222654388,13.61523911107872,15.564099461265101,13.432372637931225,15.086129054649948,18.20097147218388,11.049364444083569,13.449202455979044,11.198609290065924,14.23576760450541,9.119700987977188,18.076927382826838,14.011922835921983,9.119700987977184,18.076927382826838,12.653802063140914,11.898989320629434,11.43985231290162,11.228271925067101,15.51737422929036,19.545707577837284,10.790405861656897,18.543327001032498,9.119700987977184,18.796217001869007,6.155668844911113,18.076927382826838,21.41472980923104,10.17207014400847
points201,18.252764343706588,13.097199711281636,8.552014655812377,22.664174798100454,14.03274454790362,18.634658066866375,14.690963569551327,9.777747525315759,20.07735713108357,10.787851621320685,22.26089085082921,13.54149032413575,14.555746065581468,16.5142838096832,13.54149032413575,14.555746065581468,9.165285748102916,16.81299842666446,9.000194924776082,10.850136160483066,20.684498339804286,16.546150974288665,17.184613424071745,15.58281064141966,13.54149032413575,15.542993800940184,10.346038998576121,14.555746065581468,16.45066201681607,17.701501576425223
points202,21.874976786091565,24.341037013592384,22.087945556355095,8.990800374904246,21.86685296574817,6.7662279387754785,4.947532384225285,10.584800177295593,15.079862626334767,8.730095995816177,8.684482861248343,22.878592006894444,4.7812985978409275,9.927436490239153,22.878592006894444,4.7812985978409275,18.134982519836303,18.094677961452465,9.666465979910063,8.934666863591518,6.870804016674487,13.050290925813938,17.770513254784653,12.03526217590816,22.878592006894444,6.864937814698616,8.740274073296854,4.7812985978409275,16.346948172891658,16.39052998114722
points203,23.76957782244027,22.801357275085472,21.244572672496822,10.397879131069054,23.110509748105596,5.563145460262438,6.501675725891265,10.189791773105089,15.06856158263408,9.318290944677779,15.624205601567189,21.68825148574455,6.340389246865146,8.117916042994315,21.68825148574455,6.340389246865146,12.274144106493667,20.379506437362352,8.710871100914023,9.711741068401365,7.731483293455334,12.583844624478214,19.53909984514945,11.252689405226077,21.68825148574455,6.615208918837602,6.467829333675197,6.340389246865146,19.60493980308117,19.82504922322948
